SA2_MAINCODE_2011,SA2_NAME_2011,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
203021041,Grovedale,22750,Greater Geelong,1,Good,Good,0
203021042,Highton,22750,Greater Geelong,1,Good,Good,0
203021043,Lara,22750,Greater Geelong,1,Good,Good,0
203021044,Leopold,22750,Greater Geelong,1,Good,Good,0
203021045,Newcomb - Moolap,22750,Greater Geelong,1,Good,Good,0
203021046,Newtown (Vic.),22750,Greater Geelong,1,Good,Good,0
203021047,North Geelong - Bell Park,22750,Greater Geelong,1,Good,Good,0
203031048,Clifton Springs,22750,Greater Geelong,1,Good,Good,0
203031049,Lorne - Anglesea,26490,Surf Coast,1,Good,Good,0
203031050,Ocean Grove - Barwon Heads,26490,Surf Coast,0.0109454,Good,Good,0
203031050,Ocean Grove - Barwon Heads,22750,Greater Geelong,0.9890546,Good,Good,0
203031051,Portarlington,22750,Greater Geelong,1,Good,Good,0
203031052,Queenscliff,22750,Greater Geelong,0.263234,Good,Good,0
203031052,Queenscliff,26080,Queenscliffe,0.736766,Poor,Good,0
203031053,Torquay,26490,Surf Coast,1,Good,Good,0
204011054,Alexandra,25620,Murrindindi,1,Good,Good,0
204011055,Euroa,25620,Murrindindi,0.0005097,Good,Good,1
204011055,Euroa,26430,Strathbogie,0.9994903,Good,Good,0
204011056,Kilmore - Broadford,24850,Mitchell,1,Good,Good,0
204011057,Mansfield (Vic.),29399,Unincorporated Vic,0.000384,Poor,Good,1
204011057,Mansfield (Vic.),25620,Murrindindi,0.0019134,Good,Good,1
204011057,Mansfield (Vic.),24250,Mansfield,0.9977026,Good,Good,0
204011058,Nagambie,24850,Mitchell,0.0115142,Good,Good,0
204011058,Nagambie,26430,Strathbogie,0.9884858,Good,Good,0
204011059,Seymour,24850,Mitchell,1,Good,Good,0
204011060,Seymour Region,25620,Murrindindi,0.0004485,Good,Good,1
204011060,Seymour Region,24850,Mitchell,0.9995515,Good,Good,0
204011061,Upper Yarra Valley,27450,Yarra Ranges,1,Good,Good,0
204011062,Yea,24850,Mitchell,0.0082497,Good,Good,1
204011062,Yea,25620,Murrindindi,0.9917503,Good,Good,0
204021063,Benalla,21010,Benalla,1,Good,Good,0
204021064,Benalla Region,26430,Strathbogie,0.0071087,Good,Good,1
204021064,Benalla Region,22830,Greater Shepparton,0.0115556,Good,Good,0
204021064,Benalla Region,21010,Benalla,0.9813357,Good,Good,0
204021065,Rutherglen,23350,Indigo,1,Good,Good,0
204021066,Wangaratta,26700,Wangaratta,1,Good,Good,0
204021067,Wangaratta Region,26700,Wangaratta,1,Good,Good,0
204031068,Beechworth,23350,Indigo,1,Good,Good,0
204031069,Bright - Mount Beauty,29399,Unincorporated Vic,0.0043404,Poor,Good,1
204031069,Bright - Mount Beauty,20110,Alpine,0.9956596,Good,Good,0
204031070,Chiltern - Indigo Valley,23350,Indigo,1,Good,Good,0
204031071,Myrtleford,20110,Alpine,1,Good,Good,0
204031072,Towong,26670,Towong,1,Good,Good,0
204031073,West Wodonga,27170,Wodonga,1,Good,Good,0
204031074,Wodonga,27170,Wodonga,1,Good,Good,0
204031075,Yackandandah,20110,Alpine,0.0045317,Good,Good,1
204031075,Yackandandah,26670,Towong,0.0070229,Good,Good,1
204031075,Yackandandah,23350,Indigo,0.9884455,Good,Good,0
205011076,Drouin,20830,Baw Baw,1,Good,Good,0
205011077,Mount Baw Baw Region,29399,Unincorporated Vic,0.0038928,Poor,Good,1
205011077,Mount Baw Baw Region,23810,Latrobe (Vic.),0.0331623,Good,Good,0
205011077,Mount Baw Baw Region,20830,Baw Baw,0.9629449,Good,Good,0
205011078,Trafalgar (Vic.),23810,Latrobe (Vic.),0.0005662,Good,Good,1
205011078,Trafalgar (Vic.),26170,South Gippsland,0.0018369,Good,Good,1
205011078,Trafalgar (Vic.),20830,Baw Baw,0.9975969,Good,Good,0
205011079,Warragul,20830,Baw Baw,1,Good,Good,0
205021080,Alps - East,22110,East Gippsland,1,Good,Good,0
205021081,Bairnsdale,22110,East Gippsland,1,Good,Good,0
205021082,Bruthen - Omeo,26810,Wellington,0.0137234,Good,Good,0
205021082,Bruthen - Omeo,22110,East Gippsland,0.9862766,Good,Good,0
205021083,Lake King,22110,East Gippsland,1,Good,Good,0
205021084,Lakes Entrance,22110,East Gippsland,1,Good,Good,0
205021085,Orbost,22110,East Gippsland,1,Good,Good,0
205021086,Paynesville,22110,East Gippsland,1,Good,Good,0
205031087,Foster,26170,South Gippsland,1,Good,Good,0
205031088,French Island,29399,Unincorporated Vic,1,Poor,Good,0
205031089,Korumburra,20830,Baw Baw,0.008265,Good,Good,1
205031089,Korumburra,20740,Bass Coast,0.0254752,Good,Good,0
205031089,Korumburra,26170,South Gippsland,0.9662598,Good,Good,0
205031090,Leongatha,20830,Baw Baw,0.0011407,Good,Good,1
205031090,Leongatha,23810,Latrobe (Vic.),0.0065547,Good,Good,1
205031090,Leongatha,26170,South Gippsland,0.9923046,Good,Good,0
205031091,Phillip Island,20740,Bass Coast,1,Good,Good,0
205031092,Wilsons Promontory,26810,Wellington,1.00E-07,Good,Good,1
205031092,Wilsons Promontory,29399,Unincorporated Vic,3.00E-07,Poor,Good,1
205031092,Wilsons Promontory,26170,South Gippsland,0.9999997,Good,Good,0
205031093,Wonthaggi - Inverloch,26170,South Gippsland,0.0020038,Good,Good,1
205031093,Wonthaggi - Inverloch,20740,Bass Coast,0.9979962,Good,Good,0
205041094,Churchill,26170,South Gippsland,0.0052039,Good,Good,1
205041094,Churchill,23810,Latrobe (Vic.),0.9947961,Good,Good,0
205041095,Moe - Newborough,20830,Baw Baw,0.0006619,Good,Good,1
205041095,Moe - Newborough,23810,Latrobe (Vic.),0.9993381,Good,Good,0
205041096,Morwell,23810,Latrobe (Vic.),1,Good,Good,0
205041097,Traralgon,23810,Latrobe (Vic.),1,Good,Good,0
205041098,Yallourn North - Glengarry,20830,Baw Baw,0.0049601,Good,Good,1
205041098,Yallourn North - Glengarry,23810,Latrobe (Vic.),0.9950399,Good,Good,0
205051099,Alps - West,26810,Wellington,1,Good,Good,0
205051100,Longford - Loch Sport,26810,Wellington,1,Good,Good,0
205051101,Maffra,26810,Wellington,1,Good,Good,0
205051102,Rosedale,26810,Wellington,1,Good,Good,0
205051103,Sale,26810,Wellington,1,Good,Good,0
205051104,Yarram,26810,Wellington,1,Good,Good,0
206011105,Brunswick,25250,Moreland,1,Good,Good,0
206011106,Brunswick East,25250,Moreland,1,Good,Good,0
206011107,Brunswick West,25250,Moreland,1,Good,Good,0
206011108,Coburg,25250,Moreland,1,Good,Good,0
206011109,Pascoe Vale South,25250,Moreland,1,Good,Good,0
206021110,Alphington - Fairfield,21890,Darebin,1,Good,Good,0
206021111,Northcote,21890,Darebin,1,Good,Good,0
206021112,Thornbury,21890,Darebin,1,Good,Good,0
206031113,Ascot Vale,25060,Moonee Valley,1,Good,Good,0
206031114,Essendon - Aberfeldie,25060,Moonee Valley,1,Good,Good,0
206031115,Flemington,25060,Moonee Valley,1,Good,Good,0
206031116,Moonee Ponds,25060,Moonee Valley,1,Good,Good,0
206041117,Carlton,24600,Melbourne,1,Good,Good,0
206041118,Docklands,24600,Melbourne,1,Good,Good,0
206041119,East Melbourne,24600,Melbourne,1,Good,Good,0
206041120,Flemington Racecourse,24600,Melbourne,1,Good,Good,0
206041121,Kensington,25060,Moonee Valley,0.0003106,Good,Good,1
206041121,Kensington,24600,Melbourne,0.9996894,Good,Good,0
206041122,Melbourne,24600,Melbourne,1,Good,Good,0
206041123,North Melbourne,24600,Melbourne,1,Good,Good,0
206041124,Parkville,24600,Melbourne,1,Good,Good,0
206041125,South Yarra - West,24600,Melbourne,1,Good,Good,0
206041126,Southbank,24600,Melbourne,1,Good,Good,0
206041127,West Melbourne,24600,Melbourne,1,Good,Good,0
206051128,Albert Park,25900,Port Phillip,1,Good,Good,0
206051129,Elwood,25900,Port Phillip,1,Good,Good,0
206051130,Port Melbourne,25900,Port Phillip,1,Good,Good,0
206051131,Port Melbourne Industrial,25900,Port Phillip,2.00E-07,Good,Good,1
206051131,Port Melbourne Industrial,24600,Melbourne,0.9999998,Good,Good,0
206051132,South Melbourne,25900,Port Phillip,1,Good,Good,0
206051133,St Kilda,25900,Port Phillip,1,Good,Good,0
206051134,St Kilda East,25900,Port Phillip,1,Good,Good,0
206061135,Armadale,26350,Stonnington,1,Good,Good,0
206061136,Prahran - Windsor,26350,Stonnington,1,Good,Good,0
206061137,South Yarra - East,26350,Stonnington,1,Good,Good,0
206061138,Toorak,26350,Stonnington,1,Good,Good,0
206071139,Abbotsford,27350,Yarra,1,Good,Good,0
206071140,Carlton North - Princes Hill,24600,Melbourne,0.0004816,Good,Good,1
206071140,Carlton North - Princes Hill,27350,Yarra,0.9995184,Good,Good,0
206071141,Collingwood,27350,Yarra,1,Good,Good,0
206071142,Fitzroy,27350,Yarra,1,Good,Good,0
206071143,Fitzroy North,25250,Moreland,0.0637504,Good,Good,0
206071143,Fitzroy North,27350,Yarra,0.9362496,Good,Good,0
206071144,Richmond (Vic.),27350,Yarra,1,Good,Good,0
206071145,Yarra - North,27350,Yarra,1,Good,Good,0
207011146,Ashburton (Vic.),21110,Boroondara,1,Good,Good,0
207011147,Balwyn,21110,Boroondara,1,Good,Good,0
207011148,Balwyn North,21110,Boroondara,1,Good,Good,0
207011149,Camberwell,21110,Boroondara,1,Good,Good,0
207011150,Glen Iris - East,21110,Boroondara,1,Good,Good,0
207011151,Hawthorn,21110,Boroondara,1,Good,Good,0
207011152,Hawthorn East,21110,Boroondara,1,Good,Good,0
207011153,Kew,21110,Boroondara,1,Good,Good,0
207011154,Kew East,21110,Boroondara,1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,21110,Boroondara,1,Good,Good,0
207021156,Bulleen,24210,Manningham,1,Good,Good,0
207021157,Doncaster,24210,Manningham,1,Good,Good,0
207021158,Doncaster East,24210,Manningham,1,Good,Good,0
207021159,Templestowe,24210,Manningham,1,Good,Good,0
207021160,Templestowe Lower,24210,Manningham,1,Good,Good,0
207031161,Blackburn,26980,Whitehorse,1,Good,Good,0
207031162,Blackburn South,26980,Whitehorse,1,Good,Good,0
207031163,Box Hill,26980,Whitehorse,1,Good,Good,0
207031164,Box Hill North,26980,Whitehorse,1,Good,Good,0
207031165,Burwood,26980,Whitehorse,1,Good,Good,0
207031166,Burwood East,26980,Whitehorse,1,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,26980,Whitehorse,1,Good,Good,0
208011168,Beaumaris,20910,Bayside (Vic.),1,Good,Good,0
208011169,Brighton (Vic.),20910,Bayside (Vic.),1,Good,Good,0
208011170,Brighton East,20910,Bayside (Vic.),1,Good,Good,0
208011171,Cheltenham - Highett (West),20910,Bayside (Vic.),1,Good,Good,0
208011172,Hampton,20910,Bayside (Vic.),1,Good,Good,0
208011173,Sandringham - Black Rock,20910,Bayside (Vic.),1,Good,Good,0
208021174,Bentleigh - McKinnon,22310,Glen Eira,1,Good,Good,0
208021175,Bentleigh East,22310,Glen Eira,1,Good,Good,0
208021176,Carnegie,22310,Glen Eira,1,Good,Good,0
208021177,Caulfield - North,22310,Glen Eira,1,Good,Good,0
208021178,Caulfield - South,22310,Glen Eira,1,Good,Good,0
208021179,Elsternwick,22310,Glen Eira,1,Good,Good,0
208021180,Hughesdale,24970,Monash,1,Good,Good,0
208021181,Murrumbeena,22310,Glen Eira,1,Good,Good,0
208021182,Ormond - Glen Huntly,22310,Glen Eira,1,Good,Good,0
208031183,Aspendale Gardens - Waterways,23430,Kingston (Vic.),1,Good,Good,0
208031184,Braeside,23430,Kingston (Vic.),1,Good,Good,0
208031185,Carrum - Patterson Lakes,23430,Kingston (Vic.),1,Good,Good,0
208031186,Chelsea - Bonbeach,23430,Kingston (Vic.),1,Good,Good,0
208031187,Chelsea Heights,23430,Kingston (Vic.),1,Good,Good,0
208031188,Cheltenham - Highett (East),23430,Kingston (Vic.),1,Good,Good,0
208031189,Edithvale - Aspendale,23430,Kingston (Vic.),1,Good,Good,0
208031190,Mentone,23430,Kingston (Vic.),1,Good,Good,0
208031191,Moorabbin - Heatherton,23430,Kingston (Vic.),1,Good,Good,0
208031192,Moorabbin Airport,23430,Kingston (Vic.),1,Good,Good,0
208031193,Mordialloc - Parkdale,23430,Kingston (Vic.),1,Good,Good,0
208041194,Malvern - Glen Iris,26350,Stonnington,1,Good,Good,0
208041195,Malvern East,26350,Stonnington,1,Good,Good,0
209011196,Bundoora - East,20660,Banyule,1,Good,Good,0
209011197,Greensborough,20660,Banyule,1,Good,Good,0
209011198,Heidelberg - Rosanna,20660,Banyule,1,Good,Good,0
209011199,Heidelberg West,20660,Banyule,1,Good,Good,0
209011200,Ivanhoe,20660,Banyule,1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,20660,Banyule,1,Good,Good,0
209011202,Montmorency - Briar Hill,20660,Banyule,1,Good,Good,0
209011203,Viewbank - Yallambie,20660,Banyule,1,Good,Good,0
209011204,Watsonia,20660,Banyule,1,Good,Good,0
209021205,Kingsbury,21890,Darebin,1,Good,Good,0
209021206,Preston,21890,Darebin,1,Good,Good,0
209021207,Reservoir - East,21890,Darebin,1,Good,Good,0
209021208,Reservoir - West,21890,Darebin,1,Good,Good,0
209031209,Eltham,25710,Nillumbik,1,Good,Good,0
209031210,Hurstbridge,25710,Nillumbik,1,Good,Good,0
209031211,Kinglake,25620,Murrindindi,1,Good,Good,0
209031212,Panton Hill - St Andrews,25710,Nillumbik,1,Good,Good,0
209031213,Plenty - Yarrambat,25710,Nillumbik,1,Good,Good,0
209031214,Research - North Warrandyte,25710,Nillumbik,1,Good,Good,0
209031215,Wattle Glen - Diamond Creek,25710,Nillumbik,1,Good,Good,0
209041216,Bundoora - North,27070,Whittlesea,1,Good,Good,0
209041217,Bundoora - West,27070,Whittlesea,1,Good,Good,0
209041218,Epping,27070,Whittlesea,1,Good,Good,0
209041219,Lalor,27070,Whittlesea,1,Good,Good,0
209041220,Mill Park - North,27070,Whittlesea,1,Good,Good,0
209041221,Mill Park - South,27070,Whittlesea,1,Good,Good,0
209041222,South Morang,27070,Whittlesea,1,Good,Good,0
209041223,Thomastown,27070,Whittlesea,1,Good,Good,0
209041224,Wallan,24850,Mitchell,1,Good,Good,0
209041225,Whittlesea,27070,Whittlesea,1,Good,Good,0
210011226,Airport West,25060,Moonee Valley,1,Good,Good,0
210011227,Essendon Airport,25060,Moonee Valley,1,Good,Good,0
210011228,Keilor,23270,Hume,0.0004828,Good,Good,1
210011228,Keilor,21180,Brimbank,0.9995172,Good,Good,0
210011229,Keilor East,25060,Moonee Valley,1,Good,Good,0
210011230,Niddrie - Essendon West,25060,Moonee Valley,1,Good,Good,0
210011231,Strathmore,25060,Moonee Valley,1,Good,Good,0
210021232,Gisborne,24130,Macedon Ranges,1,Good,Good,0
210021233,Macedon,24130,Macedon Ranges,1,Good,Good,0
210021234,Riddells Creek,24130,Macedon Ranges,1,Good,Good,0
210021235,Romsey,24130,Macedon Ranges,1,Good,Good,0
210031236,Coburg North,25250,Moreland,1,Good,Good,0
210031237,Fawkner,25250,Moreland,1,Good,Good,0
210031238,Glenroy - Hadfield,25250,Moreland,1,Good,Good,0
210031239,Pascoe Vale,25250,Moreland,1,Good,Good,0
210041240,Sunbury,23270,Hume,1,Good,Good,0
210041241,Sunbury - South,24650,Melton,0.0756516,Good,Good,0
210041241,Sunbury - South,23270,Hume,0.9243484,Good,Good,0
210051242,Broadmeadows,23270,Hume,1,Good,Good,0
210051243,Campbellfield - Coolaroo,23270,Hume,1,Good,Good,0
210051244,Craigieburn - Mickleham,23270,Hume,1,Good,Good,0
210051245,Gladstone Park - Westmeadows,23270,Hume,1,Good,Good,0
210051246,Greenvale - Bulla,23270,Hume,1,Good,Good,0
210051247,Meadow Heights,23270,Hume,1,Good,Good,0
210051248,Melbourne Airport,23270,Hume,1,Good,Good,0
210051249,Roxburgh Park - Somerton,23270,Hume,1,Good,Good,0
210051250,Tullamarine,23270,Hume,1,Good,Good,0
211011251,Bayswater,23670,Knox,1,Good,Good,0
211011252,Boronia - The Basin,23670,Knox,1,Good,Good,0
211011253,Ferntree Gully,23670,Knox,1,Good,Good,0
211011254,Knoxfield - Scoresby,23670,Knox,1,Good,Good,0
211011255,Lysterfield,27450,Yarra Ranges,0.0061126,Good,Good,1
211011255,Lysterfield,23670,Knox,0.9938874,Good,Good,0
211011256,Rowville - Central,23670,Knox,1,Good,Good,0
211011257,Rowville - North,23670,Knox,1,Good,Good,0
211011258,Rowville - South,23670,Knox,1,Good,Good,0
211011259,Wantirna,23670,Knox,1,Good,Good,0
211011260,Wantirna South,23670,Knox,1,Good,Good,0
211021261,Donvale - Park Orchards,24210,Manningham,1,Good,Good,0
211021262,Warrandyte - Wonga Park,27450,Yarra Ranges,0.0403787,Good,Good,0
211021262,Warrandyte - Wonga Park,24210,Manningham,0.9596213,Good,Good,0
211031263,Bayswater North,24410,Maroondah,1,Good,Good,0
211031264,Croydon,24410,Maroondah,1,Good,Good,0
211031265,Croydon Hills - Warranwood,24410,Maroondah,1,Good,Good,0
211031266,Ringwood,24410,Maroondah,1,Good,Good,0
211031267,Ringwood East,24410,Maroondah,1,Good,Good,0
211031268,Ringwood North,24410,Maroondah,1,Good,Good,0
211041269,Forest Hill,26980,Whitehorse,1,Good,Good,0
211041270,Mitcham (Vic.),26980,Whitehorse,1,Good,Good,0
211041271,Nunawading,24210,Manningham,0.0265445,Good,Good,0
211041271,Nunawading,26980,Whitehorse,0.9734555,Good,Good,0
211041272,Vermont,24410,Maroondah,0.0425881,Good,Good,0
211041272,Vermont,26980,Whitehorse,0.9574119,Good,Good,0
211041273,Vermont South,26980,Whitehorse,1,Good,Good,0
211051274,Belgrave - Selby,21450,Cardinia,0.0182,Good,Good,0
211051274,Belgrave - Selby,27450,Yarra Ranges,0.9818,Good,Good,0
211051275,Chirnside Park,27450,Yarra Ranges,1,Good,Good,0
211051276,Healesville - Yarra Glen,27450,Yarra Ranges,1,Good,Good,0
211051277,Kilsyth,27450,Yarra Ranges,1,Good,Good,0
211051278,Lilydale - Coldstream,27450,Yarra Ranges,1,Good,Good,0
211051279,Monbulk - Silvan,27450,Yarra Ranges,1,Good,Good,0
211051280,Montrose,27450,Yarra Ranges,1,Good,Good,0
211051281,Mooroolbark,27450,Yarra Ranges,1,Good,Good,0
211051282,Mount Dandenong - Olinda,27450,Yarra Ranges,1,Good,Good,0
211051283,Mount Evelyn,27450,Yarra Ranges,1,Good,Good,0
211051284,Upwey - Tecoma,27450,Yarra Ranges,1,Good,Good,0
211051285,Wandin - Seville,27450,Yarra Ranges,1,Good,Good,0
211051286,Yarra Valley,27450,Yarra Ranges,1,Good,Good,0
212011287,Beaconsfield - Officer,21450,Cardinia,1,Good,Good,0
212011288,Bunyip - Garfield,21450,Cardinia,1,Good,Good,0
212011289,Emerald - Cockatoo,27450,Yarra Ranges,0.0197223,Good,Good,0
212011289,Emerald - Cockatoo,21450,Cardinia,0.9802777,Good,Good,0
212011290,Koo Wee Rup,21450,Cardinia,1,Good,Good,0
212011291,Pakenham - North,21450,Cardinia,1,Good,Good,0
212011292,Pakenham - South,21450,Cardinia,1,Good,Good,0
212021293,Berwick - North,21610,Casey,1,Good,Good,0
212021294,Berwick - South,21610,Casey,1,Good,Good,0
212021295,Doveton,21610,Casey,1,Good,Good,0
212021296,Endeavour Hills,21610,Casey,1,Good,Good,0
212021297,Hallam,21610,Casey,1,Good,Good,0
212021298,Narre Warren,21610,Casey,1,Good,Good,0
212021299,Narre Warren North,27450,Yarra Ranges,0.0002178,Good,Good,1
212021299,Narre Warren North,21610,Casey,0.9997822,Good,Good,0
212031300,Cranbourne,21610,Casey,1,Good,Good,0
212031301,Cranbourne East,21610,Casey,1,Good,Good,0
212031302,Cranbourne North,21610,Casey,1,Good,Good,0
212031303,Cranbourne South,21610,Casey,1,Good,Good,0
212031304,Cranbourne West,21610,Casey,1,Good,Good,0
212031305,Hampton Park - Lynbrook,21610,Casey,1,Good,Good,0
212031306,Lynbrook - Lyndhurst,21610,Casey,1,Good,Good,0
212031307,Narre Warren South,21610,Casey,1,Good,Good,0
212031308,Pearcedale - Tooradin,21610,Casey,1,Good,Good,0
212041309,Clarinda - Oakleigh South,23430,Kingston (Vic.),1,Good,Good,0
212041310,Clayton South,23430,Kingston (Vic.),1,Good,Good,0
212041311,Dandenong,22670,Greater Dandenong,1,Good,Good,0
212041312,Dandenong North,22670,Greater Dandenong,1,Good,Good,0
212041313,Dingley Village,23430,Kingston (Vic.),1,Good,Good,0
212041314,Keysborough,22670,Greater Dandenong,1,Good,Good,0
212041315,Noble Park,22670,Greater Dandenong,1,Good,Good,0
212041316,Noble Park North,22670,Greater Dandenong,1,Good,Good,0
212041317,Springvale,22670,Greater Dandenong,1,Good,Good,0
212041318,Springvale South,22670,Greater Dandenong,1,Good,Good,0
212051319,Ashwood - Chadstone,24970,Monash,1,Good,Good,0
212051320,Clayton,24970,Monash,1,Good,Good,0
212051321,Glen Waverley - East,24970,Monash,1,Good,Good,0
212051322,Glen Waverley - West,24970,Monash,1,Good,Good,0
212051323,Mount Waverley - North,24970,Monash,1,Good,Good,0
212051324,Mount Waverley - South,24970,Monash,1,Good,Good,0
212051325,Mulgrave,24970,Monash,1,Good,Good,0
212051326,Oakleigh - Huntingdale,24970,Monash,1,Good,Good,0
212051327,Wheelers Hill,24970,Monash,1,Good,Good,0
213011328,Ardeer - Albion,21180,Brimbank,1,Good,Good,0
213011329,Cairnlea,21180,Brimbank,1,Good,Good,0
213011330,Deer Park - Derrimut,21180,Brimbank,1,Good,Good,0
213011331,Delahey,21180,Brimbank,1,Good,Good,0
213011332,Keilor Downs,21180,Brimbank,1,Good,Good,0
213011333,Kings Park (Vic.),21180,Brimbank,1,Good,Good,0
213011334,St Albans - North,21180,Brimbank,1,Good,Good,0
213011335,St Albans - South,21180,Brimbank,1,Good,Good,0
213011336,Sunshine,21180,Brimbank,1,Good,Good,0
213011337,Sunshine North,21180,Brimbank,1,Good,Good,0
213011338,Sunshine West,21180,Brimbank,1,Good,Good,0
213011339,Sydenham,21180,Brimbank,1,Good,Good,0
213011340,Taylors Lakes,21180,Brimbank,1,Good,Good,0
213021341,Altona,23110,Hobsons Bay,1,Good,Good,0
213021342,Altona Meadows,23110,Hobsons Bay,1,Good,Good,0
213021343,Altona North,23110,Hobsons Bay,1,Good,Good,0
213021344,Newport,23110,Hobsons Bay,1,Good,Good,0
213021345,Seabrook,23110,Hobsons Bay,1,Good,Good,0
213021346,Williamstown,23110,Hobsons Bay,1,Good,Good,0
213031347,Braybrook,24330,Maribyrnong,1,Good,Good,0
213031348,Footscray,24330,Maribyrnong,1,Good,Good,0
213031349,Maribyrnong,24330,Maribyrnong,1,Good,Good,0
213031350,Seddon - Kingsville,24330,Maribyrnong,1,Good,Good,0
213031351,West Footscray - Tottenham,24330,Maribyrnong,1,Good,Good,0
213031352,Yarraville,24330,Maribyrnong,1,Good,Good,0
213041353,Bacchus Marsh,25150,Moorabool,1,Good,Good,0
213041354,Caroline Springs,24650,Melton,1,Good,Good,0
213041355,Hillside,24650,Melton,1,Good,Good,0
213041356,Melton,24650,Melton,1,Good,Good,0
213041357,Melton South,24650,Melton,1,Good,Good,0
213041358,Melton West,24650,Melton,1,Good,Good,0
213041359,Rockbank - Mount Cottrell,24650,Melton,1,Good,Good,0
213041360,Taylors Hill,24650,Melton,1,Good,Good,0
213051361,Hoppers Crossing - North,27260,Wyndham,1,Good,Good,0
213051362,Hoppers Crossing - South,27260,Wyndham,1,Good,Good,0
213051363,Laverton,27260,Wyndham,0.148333,Good,Good,0
213051363,Laverton,23110,Hobsons Bay,0.851667,Good,Good,0
213051364,Point Cook,27260,Wyndham,1,Good,Good,0
213051365,Tarneit,27260,Wyndham,1,Good,Good,0
213051366,Truganina,27260,Wyndham,1,Good,Good,0
213051367,Werribee,27260,Wyndham,1,Good,Good,0
213051368,Werribee - South,27260,Wyndham,1,Good,Good,0
213051369,Wyndham Vale,27260,Wyndham,1,Good,Good,0
214011370,Carrum Downs,22170,Frankston,1,Good,Good,0
214011371,Frankston,22170,Frankston,1,Good,Good,0
214011372,Frankston North,22170,Frankston,1,Good,Good,0
214011373,Frankston South,22170,Frankston,1,Good,Good,0
214011374,Langwarrin,22170,Frankston,1,Good,Good,0
214011375,Seaford (Vic.),22170,Frankston,1,Good,Good,0
214011376,Skye - Sandhurst,22170,Frankston,1,Good,Good,0
214021377,Dromana,25340,Mornington Peninsula,1,Good,Good,0
214021378,Flinders,25340,Mornington Peninsula,1,Good,Good,0
214021379,Hastings - Somers,25340,Mornington Peninsula,1,Good,Good,0
214021380,Mornington,25340,Mornington Peninsula,1,Good,Good,0
214021381,Mount Eliza,25340,Mornington Peninsula,1,Good,Good,0
214021382,Mount Martha,25340,Mornington Peninsula,1,Good,Good,0
214021383,Point Nepean,25340,Mornington Peninsula,1,Good,Good,0
214021384,Rosebud - McCrae,25340,Mornington Peninsula,1,Good,Good,0
214021385,Somerville,25340,Mornington Peninsula,1,Good,Good,0
215011386,Ararat,20260,Ararat,1,Good,Good,0
215011387,Ararat Region,25990,Pyrenees,0.0116561,Good,Good,0
215011387,Ararat Region,20260,Ararat,0.9883439,Good,Good,0
215011388,Horsham,23190,Horsham,1,Good,Good,0
215011389,Horsham Region,26890,West Wimmera,0.0017617,Poor,Good,1
215011389,Horsham Region,27630,Yarriambiack,0.0055724,Good,Good,1
215011389,Horsham Region,23190,Horsham,0.9926659,Good,Good,0
215011390,Nhill Region,27630,Yarriambiack,0.0040544,Good,Good,1
215011390,Nhill Region,26890,West Wimmera,0.1902438,Poor,Good,0
215011390,Nhill Region,22980,Hindmarsh,0.8057018,Acceptable,Good,0
215011391,St Arnaud,27630,Yarriambiack,0.0047775,Good,Good,1
215011391,St Arnaud,25810,Northern Grampians,0.9952225,Good,Good,0
215011392,Stawell,25810,Northern Grampians,1,Good,Good,0
215011393,West Wimmera,26890,West Wimmera,1,Poor,Good,0
215011394,Yarriambiack,25810,Northern Grampians,0.0007104,Good,Good,1
215011394,Yarriambiack,27630,Yarriambiack,0.9992896,Good,Good,0
215021395,Irymple,24780,Mildura,1,Good,Good,0
215021396,Merbein,24780,Mildura,1,Good,Good,0
215021397,Mildura,24780,Mildura,1,Good,Good,0
215021398,Mildura Region,24780,Mildura,1,Good,Good,0
215021399,Red Cliffs,24780,Mildura,1,Good,Good,0
215031400,Buloke,26610,Swan Hill,0.0004727,Good,Good,1
215031400,Buloke,21270,Buloke,0.9995273,Good,Good,0
215031401,Gannawarra,22250,Gannawarra,1,Good,Good,0
215031402,Kerang,22250,Gannawarra,1,Good,Good,0
215031403,Robinvale,26610,Swan Hill,1,Good,Good,0
215031404,Swan Hill,26610,Swan Hill,1,Good,Good,0
215031405,Swan Hill Region,22250,Gannawarra,0.001226,Good,Good,1
215031405,Swan Hill Region,26610,Swan Hill,0.998774,Good,Good,0
216011406,Echuca,21370,Campaspe,1,Good,Good,0
216011407,Kyabram,22830,Greater Shepparton,0.0174585,Good,Good,0
216011407,Kyabram,21370,Campaspe,0.9825415,Good,Good,0
216011408,Lockington - Gunbower,21370,Campaspe,1,Good,Good,0
216011409,Rochester,21370,Campaspe,1,Good,Good,0
216011410,Rushworth,21370,Campaspe,1,Good,Good,0
216021411,Cobram,24900,Moira,1,Good,Good,0
216021412,Moira,24900,Moira,1,Good,Good,0
216021413,Numurkah,24900,Moira,1,Good,Good,0
216021414,Yarrawonga,24900,Moira,1,Good,Good,0
216031415,Mooroopna,22830,Greater Shepparton,1,Good,Good,0
