SA1_CODE_2021,SAL_CODE_2021,SAL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10104102010,11027,Coolangubra,0.0047962,Poor,Good,1
10104102010,13055,Nungatta,0.9832134,Good,Good,0
10104102010,13056,Nungatta South,0.0023981,Poor,Good,1
10104102010,14364,Wog Wog (Bega Valley - NSW),0.0047962,Poor,Good,1
10104102010,14477,Yambulla,0.0047962,Poor,Good,1
10104102011,10787,Candelo,1,Good,Good,0
10104102012,10284,Bemboka,0.3333333,Good,Good,0
10104102012,13768,Tantawangalo,0.6666667,Poor,Good,0
10104102013,13298,Quaama,1,Poor,Good,0
10104102014,10950,Cobargo,1,Acceptable,Good,0
10104102015,10950,Cobargo,0.5927972,Acceptable,Good,0
10104102015,11257,Dignams Creek,0.4072028,Poor,Good,0
10104102016,14146,Wandella (NSW),0.5436989,Poor,Good,0
10104102016,14538,Yowrie,0.4563011,Poor,Good,0
10104102017,10056,Angledale,0.6463299,Poor,Good,0
10104102017,11764,Greendale (Bega Valley - NSW),0.3536701,Poor,Good,0
10104102018,13298,Quaama,0.3200094,Poor,Good,0
10104102018,14091,Verona,0.6799906,Poor,Good,0
10104102019,10950,Cobargo,2.77E-05,Acceptable,Good,1
10104102019,11023,Coolagolite,2.77E-05,Good,Good,1
10104102019,11764,Greendale (Bega Valley - NSW),2.77E-05,Poor,Good,1
10104102019,12845,Mumbulla Mountain,5.54E-05,Poor,Good,1
10104102019,12860,Murrah,0.2271255,Poor,Good,0
10104102019,12930,Nelson (Bega Valley - NSW),0.033277,Poor,Good,0
10104102019,13298,Quaama,2.77E-05,Poor,Good,1
10104102019,13765,Tanja,0.4679826,Poor,Good,0
10104102019,14157,Wapengo,0.2714487,Poor,Good,0
10104102020,10586,Brogo,1,Good,Good,0
10104102021,10522,Bournda,1,Acceptable,Good,0
10104102022,10284,Bemboka,1,Good,Good,0
10104102023,11048,Coopers Gully,0.5446099,Poor,Good,0
10104102023,13683,Stony Creek (Bega Valley - NSW),0.4553901,Poor,Good,0
10104102024,10284,Bemboka,1,Good,Good,0
10104102025,10787,Candelo,1,Good,Good,0
10104102026,12732,Morans Crossing,0.3038555,Poor,Good,0
10104102026,13049,Numbugga,0.6961445,Poor,Good,0
10104102027,12670,Mogilla,0.3939784,Poor,Good,0
10104102027,13768,Tantawangalo,0.6060216,Poor,Good,0
10104102028,10626,Buckajo,0.6281846,Poor,Good,0
10104102028,12062,Kameruka,0.3718154,Poor,Good,0
10104102029,10950,Cobargo,0.0953826,Acceptable,Good,0
10104102029,11023,Coolagolite,0.9046174,Good,Good,0
10104102030,10950,Cobargo,1,Acceptable,Good,0
10104102031,11781,Greigs Flat,1,Good,Good,0
10104102032,12764,Mount Darragh,0.1060632,Poor,Good,0
10104102032,12949,New Buildings,0.1313405,Poor,Good,0
10104102032,13401,Rocky Hall,0.2033618,Poor,Good,0
10104102032,14461,Wyndham (NSW),0.5592345,Poor,Good,0
10104102102,10605,Broulee,1,Good,Good,0
10104102104,10605,Broulee,1,Good,Good,0
10104102105,13908,Tomakin,1,Good,Good,0
10104102106,13908,Tomakin,1,Good,Good,0
10104102107,12752,Mossy Point,1,Good,Good,0
10104102108,10605,Broulee,1,Good,Good,0
10104102110,10605,Broulee,1,Good,Good,0
10104102111,10605,Broulee,1,Good,Good,0
10104102201,10282,Belowra,0.0976901,Poor,Good,0
10104102201,10284,Bemboka,0.0009625,Good,Good,1
10104102201,10433,Bodalla,0.0002406,Acceptable,Good,1
10104102201,10586,Brogo,0.0012031,Good,Good,1
10104102201,10742,Cadgee (NSW),0.0004812,Poor,Good,1
10104102201,10950,Cobargo,0.0004812,Acceptable,Good,1
10104102201,11246,Deua,0.0002406,Poor,Good,1
10104102201,11247,Deua River Valley,0.0002406,Poor,Good,1
10104102201,11257,Dignams Creek,0.0004812,Poor,Good,1
10104102201,11466,Eurobodalla,0.0009625,Poor,Good,1
10104102201,12593,Merricumbene,0.0002406,Poor,Good,1
10104102201,12909,Narooma,0.1207892,Good,Good,0
10104102201,12937,Neringla,0.096487,Poor,Good,0
10104102201,12940,Nerrigundah,0.5782002,Poor,Good,0
10104102201,13894,Tinpot,0.0969682,Poor,Good,0
10104102201,14091,Verona,0.0007218,Poor,Good,1
10104102201,14099,Wadbilliga,0.0009625,Poor,Good,1
10104102201,14138,Wamban,0.0002406,Poor,Good,1
10104102201,14146,Wandella (NSW),0.0007218,Poor,Good,1
10104102201,14481,Yankees Creek,0.0002406,Poor,Good,1
10104102201,14538,Yowrie,0.0014437,Poor,Good,1
10104102301,11378,Eden,1,Good,Good,0
10104102302,11378,Eden,1,Good,Good,0
10104102303,11378,Eden,1,Good,Good,0
10104102304,10539,Boydtown,0.3955569,Poor,Good,0
10104102304,11378,Eden,0.6044431,Good,Good,0
10104102305,11378,Eden,1,Good,Good,0
10104102306,11378,Eden,1,Good,Good,0
10104102307,11378,Eden,1,Good,Good,0
10104102308,11378,Eden,1,Good,Good,0
10104102309,11378,Eden,1,Good,Good,0
10104102310,11378,Eden,1,Good,Good,0
10104102401,10287,Benandarah,0.3106344,Poor,Good,0
10104102401,10956,Cockwhy,0.0843536,Poor,Good,0
10104102401,11244,Depot Beach,0.1148774,Poor,Good,0
10104102401,11338,Durras North,0.1688421,Poor,Good,0
10104102401,11362,East Lynne,0.3003811,Poor,Good,0
10104102401,12929,Nelligen,0.0204054,Acceptable,Good,0
10104102401,13184,Pebbly Beach,0.0001012,Poor,Good,1
10104102401,13274,Pretty Beach (Shoalhaven - NSW),0.0001686,Poor,Good,1
10104102401,13596,South Durras,0.0002361,Good,Good,1
10104102402,10628,Buckenbowra,0.0580262,Poor,Good,0
10104102402,11182,Currowan,0.2286628,Poor,Good,0
10104102402,11247,Deua River Valley,0.134237,Poor,Good,0
10104102402,12593,Merricumbene,0.0426744,Poor,Good,0
10104102402,12867,Murrengenburg,9.14E-05,Poor,Good,1
10104102402,12929,Nelligen,0.4479135,Acceptable,Good,0
10104102402,13457,Runnyford,0.0883948,Poor,Good,0
10104102403,12671,Mogo (Eurobodalla - NSW),1,Acceptable,Good,0
10104102404,10360,Bimbimbie,0.2568222,Poor,Good,0
10104102404,12021,Jeremadra,0.4317557,Poor,Good,0
10104102404,12671,Mogo (Eurobodalla - NSW),0.177342,Acceptable,Good,0
10104102404,14405,Woodlands (Eurobodalla - NSW),0.1340801,Poor,Good,0
10104102405,12175,Kiora,0.1632186,Poor,Good,0
10104102405,12668,Mogendoura,0.826333,Acceptable,Good,0
10104102405,12671,Mogo (Eurobodalla - NSW),0.0104485,Acceptable,Good,0
10104102406,13993,Turlinjah,0.5460418,Poor,Good,0
10104102406,14138,Wamban,0.4539582,Poor,Good,0
10104102407,10433,Bodalla,1,Acceptable,Good,0
10104102408,10433,Bodalla,1,Acceptable,Good,0
10104102409,10433,Bodalla,0.4288567,Acceptable,Good,0
10104102409,12127,Kianga (NSW),3.57E-05,Good,Good,1
10104102409,13265,Potato Point,0.571072,Poor,Good,0
10104102409,13997,Tuross Head,3.57E-05,Good,Good,1
10104102410,10433,Bodalla,0.384946,Acceptable,Good,0
10104102410,10742,Cadgee (NSW),0.134996,Poor,Good,0
10104102410,11466,Eurobodalla,0.379998,Poor,Good,0
10104102410,12940,Nerrigundah,0.10006,Poor,Good,0
10104102411,12929,Nelligen,1,Acceptable,Good,0
10104102412,13596,South Durras,1,Good,Good,0
10104102501,13152,Pambula Beach,1,Good,Good,0
10104102502,12586,Merimbula,1,Good,Good,0
10104102503,12586,Merimbula,1,Good,Good,0
10104102504,12586,Merimbula,1,Good,Good,0
10104102505,12586,Merimbula,1,Good,Good,0
10104102506,12586,Merimbula,1,Good,Good,0
10104102507,12586,Merimbula,1,Good,Good,0
10104102508,13991,Tura Beach,1,Good,Good,0
10104102509,10522,Bournda,0.8996771,Acceptable,Good,0
10104102509,12586,Merimbula,0.1000923,Good,Good,0
10104102509,13991,Tura Beach,0.0002306,Good,Good,1
10104102510,13991,Tura Beach,1,Good,Good,0
10104102511,13991,Tura Beach,1,Good,Good,0
10104102512,13991,Tura Beach,1,Good,Good,0
10104102513,13611,South Pambula,1,Good,Good,0
10104102514,13151,Pambula,1,Good,Good,0
10104102516,13151,Pambula,1,Good,Good,0
10104102517,13152,Pambula Beach,1,Good,Good,0
10104102518,13991,Tura Beach,1,Good,Good,0
10104102519,13991,Tura Beach,1,Good,Good,0
10104102520,13991,Tura Beach,1,Good,Good,0
10104102521,12586,Merimbula,1,Good,Good,0
10104102522,13152,Pambula Beach,1,Good,Good,0
10104102523,10576,Broadwater (Bega Valley - NSW),0.6989811,Poor,Good,0
10104102523,13151,Pambula,0.1796215,Good,Good,0
10104102523,13152,Pambula Beach,4.85E-05,Good,Good,1
10104102523,13611,South Pambula,0.1213489,Good,Good,0
10104102524,10148,Bald Hills (NSW),1,Good,Good,0
10104102525,12633,Millingandi,1,Good,Good,0
10104102526,10311,Berrambool,0.2287553,Poor,Good,0
10104102526,12655,Mirador,0.7712447,Acceptable,Good,0
10104102527,12586,Merimbula,1,Good,Good,0
10104102528,12586,Merimbula,1,Good,Good,0
10104102529,10311,Berrambool,0.9201069,Poor,Good,0
10104102529,12586,Merimbula,0.0798931,Good,Good,0
10104102530,12586,Merimbula,1,Good,Good,0
10104102531,12586,Merimbula,0.8,Good,Good,0
10104102531,13151,Pambula,0.2,Good,Good,0
10104102532,13151,Pambula,1,Good,Good,0
10104102601,13997,Tuross Head,1,Good,Good,0
10104102603,13997,Tuross Head,1,Good,Good,0
10104102604,13997,Tuross Head,1,Good,Good,0
10104102605,13997,Tuross Head,1,Good,Good,0
10104102606,12745,Moruya,1,Good,Good,0
10104102607,12745,Moruya,1,Good,Good,0
10104102608,12745,Moruya,1,Good,Good,0
10104102609,12745,Moruya,1,Good,Good,0
10104102610,12745,Moruya,1,Good,Good,0
10104102611,12745,Moruya,1,Good,Good,0
10104102613,12745,Moruya,0.9999703,Good,Good,0
10104102613,12746,Moruya Heads,2.97E-05,Good,Good,1
10104102614,12746,Moruya Heads,1,Good,Good,0
10104102615,12746,Moruya Heads,1,Good,Good,0
10104102616,10302,Bergalia,0.8033738,Acceptable,Good,0
10104102616,10962,Coila,0.1964923,Poor,Good,0
10104102616,12745,Moruya,8.93E-05,Good,Good,1
10104102616,13997,Tuross Head,4.46E-05,Good,Good,1
10104102617,11008,Congo,1,Good,Good,0
10104102618,10366,Bingie,0.5824553,Poor,Good,0
10104102618,12587,Meringo,0.4175447,Poor,Good,0
10104102619,12745,Moruya,1,Good,Good,0
10104102620,12745,Moruya,1,Good,Good,0
10104102621,12745,Moruya,1,Good,Good,0
10104102622,12745,Moruya,1,Good,Good,0
10104102623,12745,Moruya,1,Good,Good,0
10104102624,12745,Moruya,1,Good,Good,0
10104102625,12745,Moruya,1,Good,Good,0
10104102626,13997,Tuross Head,1,Good,Good,0
10104102627,13997,Tuross Head,1,Good,Good,0
10104102701,10307,Bermagui,1,Good,Good,0
10104102702,12909,Narooma,1,Good,Good,0
10104102703,12909,Narooma,1,Good,Good,0
10104102704,12909,Narooma,1,Good,Good,0
10104102705,12909,Narooma,1,Good,Good,0
10104102706,11192,Dalmeny,1,Good,Good,0
10104102707,11192,Dalmeny,1,Good,Good,0
10104102708,11192,Dalmeny,1,Good,Good,0
10104102709,11192,Dalmeny,1,Good,Good,0
10104102710,10211,Barragga Bay,0.4043587,Poor,Good,0
10104102710,10307,Bermagui,0.3183201,Good,Good,0
10104102710,11184,Cuttagee,0.2773212,Poor,Good,0
10104102711,14120,Wallaga Lake,1,Good,Good,0
10104102712,10876,Central Tilba,0.6938117,Poor,Good,0
10104102712,11085,Corunna,2.10E-05,Poor,Good,1
10104102712,12909,Narooma,0.0923741,Good,Good,0
10104102712,13881,Tilba Tilba,0.2137932,Poor,Good,0
10104102713,11085,Corunna,2.10E-05,Poor,Good,1
10104102713,12909,Narooma,0.999979,Good,Good,0
10104102714,12909,Narooma,0.3333333,Good,Good,0
10104102714,13008,North Narooma,0.6666667,Good,Good,0
10104102715,12127,Kianga (NSW),0.9996006,Good,Good,0
10104102715,13008,North Narooma,0.0003994,Good,Good,1
10104102716,11192,Dalmeny,1,Good,Good,0
10104102719,10307,Bermagui,1,Good,Good,0
10104102720,10307,Bermagui,1,Good,Good,0
10104102721,10023,Akolele,0.0981387,Poor,Good,0
10104102721,14120,Wallaga Lake,0.9018613,Good,Good,0
10104102722,10023,Akolele,1,Poor,Good,0
10104102723,10876,Central Tilba,0.0207099,Poor,Good,0
10104102723,11085,Corunna,0.3000689,Poor,Good,0
10104102723,12894,Mystery Bay,0.6791868,Poor,Good,0
10104102723,12909,Narooma,3.45E-05,Good,Good,1
10104102724,12127,Kianga (NSW),1,Good,Good,0
10104102725,12127,Kianga (NSW),1,Good,Good,0
10104102726,13008,North Narooma,1,Good,Good,0
10104102728,12909,Narooma,1,Good,Good,0
10104102729,12909,Narooma,1,Good,Good,0
10104102730,13008,North Narooma,1,Good,Good,0
10104102731,10307,Bermagui,1,Good,Good,0
10104102732,10307,Bermagui,1,Good,Good,0
10104102733,13008,North Narooma,1,Good,Good,0
10105153901,11731,Goulburn,1,Good,Good,0
10105153902,11731,Goulburn,1,Good,Good,0
10105153903,11731,Goulburn,1,Good,Good,0
10105153904,11731,Goulburn,1,Good,Good,0
10105153905,11731,Goulburn,1,Good,Good,0
10105153906,11731,Goulburn,1,Good,Good,0
10105153907,11731,Goulburn,1,Good,Good,0
10105153909,11731,Goulburn,1,Good,Good,0
10105153910,11731,Goulburn,1,Good,Good,0
10105153911,11731,Goulburn,1,Good,Good,0
10105153912,11731,Goulburn,1,Good,Good,0
10105153913,11731,Goulburn,1,Good,Good,0
10105153914,11731,Goulburn,1,Good,Good,0
10105153915,11731,Goulburn,1,Good,Good,0
10105153916,13455,Run-o-Waters,1,Good,Good,0
10105153917,11731,Goulburn,1,Good,Good,0
10105153918,11731,Goulburn,1,Good,Good,0
10105153919,11731,Goulburn,1,Good,Good,0
10105153920,11731,Goulburn,1,Good,Good,0
10105153921,11731,Goulburn,1,Good,Good,0
10105153922,11731,Goulburn,1,Good,Good,0
10105153923,11731,Goulburn,1,Good,Good,0
10105153924,11731,Goulburn,1,Good,Good,0
10105153925,11731,Goulburn,1,Good,Good,0
10105153926,11731,Goulburn,1,Good,Good,0
10105153927,11731,Goulburn,1,Good,Good,0
10105153928,11731,Goulburn,1,Good,Good,0
10105153929,11731,Goulburn,1,Good,Good,0
10105153930,11731,Goulburn,1,Good,Good,0
10105153931,11731,Goulburn,1,Good,Good,0
10105153932,11731,Goulburn,1,Good,Good,0
10105153933,11731,Goulburn,1,Good,Good,0
10105153934,11731,Goulburn,1,Good,Good,0
10105153935,11731,Goulburn,1,Good,Good,0
10105153936,11731,Goulburn,1,Good,Good,0
10105153937,11731,Goulburn,1,Good,Good,0
10105153938,11731,Goulburn,1,Good,Good,0
10105153939,11731,Goulburn,1,Good,Good,0
10105153940,11731,Goulburn,1,Good,Good,0
10105153941,11731,Goulburn,1,Good,Good,0
10105153942,11731,Goulburn,1,Good,Good,0
10105153943,11731,Goulburn,1,Good,Good,0
10105153944,11731,Goulburn,1,Good,Good,0
10105153945,11731,Goulburn,1,Good,Good,0
10105153946,11731,Goulburn,1,Good,Good,0
10105153947,11731,Goulburn,1,Good,Good,0
10105153948,11731,Goulburn,1,Good,Good,0
10105153949,11731,Goulburn,1,Good,Good,0
10105153950,11731,Goulburn,1,Good,Good,0
10105153951,11731,Goulburn,1,Good,Good,0
10105153952,11731,Goulburn,1,Good,Good,0
10105153953,11731,Goulburn,1,Good,Good,0
10105153954,11731,Goulburn,1,Good,Good,0
10105153955,11731,Goulburn,1,Good,Good,0
10105153956,11731,Goulburn,1,Good,Good,0
10105153957,11731,Goulburn,1,Good,Good,0
10105153958,11731,Goulburn,1,Good,Good,0
10105153959,11731,Goulburn,1,Good,Good,0
10105153960,11731,Goulburn,1,Good,Good,0
10105153961,11731,Goulburn,1,Good,Good,0
10105153962,11731,Goulburn,1,Good,Good,0
10105153963,11731,Goulburn,1,Good,Good,0
10105153964,11731,Goulburn,1,Good,Good,0
10105153965,11731,Goulburn,1,Good,Good,0
10105153966,11731,Goulburn,1,Good,Good,0
10105153967,11731,Goulburn,1,Good,Good,0
10105153968,11731,Goulburn,1,Good,Good,0
10105153969,11731,Goulburn,1,Good,Good,0
10105153970,11731,Goulburn,1,Good,Good,0
10105154001,12523,Marulan,1,Acceptable,Good,0
10105154002,14336,Windellama,1,Good,Good,0
10105154003,10345,Bigga,0.7793532,Acceptable,Good,0
10105154003,11123,Crooked Corner,0.2206468,Poor,Good,0
10105154004,11178,Currawang,0.0417933,Poor,Good,0
10105154004,12247,Lake Bathurst,0.3213663,Poor,Good,0
10105154004,13310,Quialigo,0.4063072,Poor,Good,0
10105154004,13773,Tarago,0.0619625,Good,Good,0
10105154004,13900,Tirrannaville,0.1685707,Poor,Good,0
10105154005,12243,Laggan,1,Good,Good,0
10105154006,11737,Grabben Gullen,0.4841157,Poor,Good,0
10105154006,12400,Lost River,0.1660345,Poor,Good,0
10105154006,12917,Narrawa,0.2055872,Poor,Good,0
10105154006,14287,Wheeo,0.1442627,Poor,Good,0
10105154007,10552,Breadalbane (NSW),2.96E-05,Poor,Good,1
10105154007,13163,Parkesbourne,0.4555053,Poor,Good,0
10105154007,14372,Wollogorang,0.1302458,Poor,Good,0
10105154007,14486,Yarra,0.4142194,Poor,Good,0
10105154008,11124,Crookwell,1,Good,Good,0
10105154009,11577,Fullerton,0.2267021,Poor,Good,0
10105154009,12340,Limerick,0.1625068,Poor,Good,0
10105154009,13186,Peelwood,0.2265544,Poor,Good,0
10105154009,13967,Tuena,0.3842367,Poor,Good,0
10105154010,11124,Crookwell,1,Good,Good,0
10105154011,11124,Crookwell,1,Good,Good,0
10105154012,10682,Bungonia,1,Good,Good,0
10105154014,10890,Chatsbury,0.2327307,Poor,Good,0
10105154014,12610,Middle Arm,0.1274399,Poor,Good,0
10105154014,12893,Myrtleville,0.2631856,Poor,Good,0
10105154014,13774,Taralga,0.2935574,Acceptable,Good,0
10105154014,13782,Tarlo,0.0830865,Poor,Good,0
10105154015,10335,Biala,0.2347811,Poor,Good,0
10105154015,10552,Breadalbane (NSW),0.3072176,Poor,Good,0
10105154015,11152,Cullerin,0.1188827,Poor,Good,0
10105154015,11827,Gurrundah,0.2318257,Poor,Good,0
10105154015,12595,Merrill,0.1072639,Poor,Good,0
10105154015,14372,Wollogorang,2.90E-05,Poor,Good,1
10105154016,12163,Kingsdale,0.3546127,Poor,Good,0
10105154016,12610,Middle Arm,0.5445135,Poor,Good,0
10105154016,14221,Wayo,0.0806923,Poor,Good,0
10105154016,14404,Woodhouselee,0.0201815,Poor,Good,0
10105154017,10184,Bannister (NSW),0.3622317,Poor,Good,0
10105154017,13187,Pejar,0.1642645,Poor,Good,0
10105154017,13251,Pomeroy,0.0241665,Poor,Good,0
10105154017,13430,Roslyn,0.2414959,Poor,Good,0
10105154017,14221,Wayo,0.1860409,Poor,Good,0
10105154017,14404,Woodhouselee,0.0218005,Poor,Good,0
10105154018,11180,Curraweela,0.1926051,Poor,Good,0
10105154018,11699,Golspie,0.2325002,Poor,Good,0
10105154018,11706,Goodmans Ford,3.32E-05,Poor,Good,1
10105154018,12813,Mount Werong,3.32E-05,Poor,Good,1
10105154018,13374,Richlands (NSW),0.1593481,Poor,Good,0
10105154018,13681,Stonequarry,0.0996382,Poor,Good,0
10105154018,13774,Taralga,0.0266189,Acceptable,Good,0
10105154018,14301,Wiarborough,0.0466328,Poor,Good,0
10105154018,14384,Wombeyan Caves,0.1893856,Poor,Good,0
10105154018,14472,Yalbraith,0.0532046,Poor,Good,0
10105154019,10183,Bannaby,0.1603768,Poor,Good,0
10105154019,10341,Big Hill (NSW),0.2500481,Poor,Good,0
10105154019,10551,Brayton,0.2403088,Poor,Good,0
10105154019,11777,Greenwich Park,0.3492664,Poor,Good,0
10105154020,13749,Tallong,1,Good,Good,0
10105154021,11124,Crookwell,1,Good,Good,0
10105154022,13749,Tallong,1,Good,Good,0
10105154023,10551,Brayton,0.2656369,Poor,Good,0
10105154023,10827,Carrick (NSW),0.3144369,Poor,Good,0
10105154023,11777,Greenwich Park,0.0234529,Poor,Good,0
10105154023,12523,Marulan,0.3964733,Acceptable,Good,0
10105154024,11124,Crookwell,1,Good,Good,0
10105154025,10574,Brisbane Grove,0.5457424,Poor,Good,0
10105154025,13900,Tirrannaville,0.4542576,Poor,Good,0
10105154026,10362,Binda,1,Good,Good,0
10105154027,12523,Marulan,0.7800516,Acceptable,Good,0
10105154027,13749,Tallong,0.2199484,Good,Good,0
10105154028,11777,Greenwich Park,0.1134417,Poor,Good,0
10105154028,13782,Tarlo,0.3970461,Poor,Good,0
10105154028,13948,Towrang,0.4895122,Poor,Good,0
10105154029,10234,Baw Baw (NSW),0.5661075,Poor,Good,0
10105154029,12846,Mummel,0.2665372,Poor,Good,0
10105154029,13251,Pomeroy,0.1673553,Poor,Good,0
10105154030,13774,Taralga,1,Acceptable,Good,0
10105154031,11124,Crookwell,1,Good,Good,0
10105154032,10538,Boxers Creek,0.5503525,Poor,Good,0
10105154032,12523,Marulan,0.4496475,Acceptable,Good,0
10105154033,10538,Boxers Creek,0.2572989,Poor,Good,0
10105154033,11812,Gundary,0.7427011,Poor,Good,0
10105154034,10972,Collector,0.4804546,Acceptable,Good,0
10105154034,11178,Currawang,0.5195454,Poor,Good,0
10105154035,10972,Collector,1,Acceptable,Good,0
10106154101,14511,Yass,1,Good,Good,0
10106154102,14511,Yass,1,Good,Good,0
10106154103,14511,Yass,1,Good,Good,0
10106154104,14511,Yass,1,Good,Good,0
10106154105,14511,Yass,1,Good,Good,0
10106154106,14511,Yass,1,Good,Good,0
10106154107,14511,Yass,1,Good,Good,0
10106154108,14511,Yass,1,Good,Good,0
10106154109,14511,Yass,1,Good,Good,0
10106154111,14511,Yass,1,Good,Good,0
10106154112,14511,Yass,1,Good,Good,0
10106154113,14511,Yass,1,Good,Good,0
10106154115,14511,Yass,1,Good,Good,0
10106154116,14511,Yass,1,Good,Good,0
10106154117,14511,Yass,1,Good,Good,0
10106154118,14511,Yass,1,Good,Good,0
10106154201,10860,Cavan (NSW),0.1258073,Poor,Good,0
10106154201,12836,Mullion,0.3025699,Poor,Good,0
10106154201,12916,Narrangullen,0.0306615,Poor,Good,0
10106154201,14076,Uriarra,0.0953498,Poor,Good,0
10106154201,14227,Wee Jasper,0.4456115,Poor,Good,0
10106154202,10476,Bookham,0.6076434,Poor,Good,0
10106154202,10711,Burrinjuck,0.1914191,Poor,Good,0
10106154202,14419,Woolgarlo,0.2009375,Poor,Good,0
10106154203,10361,Binalong,1,Good,Good,0
10106154204,10313,Berremangra,0.2544734,Poor,Good,0
10106154204,11584,Galong,0.01186,Poor,Good,0
10106154204,12052,Jugiong,0.7336666,Poor,Good,0
10106154206,13470,Rye Park,1,Good,Good,0
10106154207,10328,Bevendale,0.1618394,Poor,Good,0
10106154207,10403,Blakney Creek,0.3035561,Poor,Good,0
10106154207,10578,Broadway,0.1914957,Poor,Good,0
10106154207,11195,Dalton,0.3431088,Poor,Good,0
10106154208,11811,Gundaroo,1,Good,Good,0
10106154209,10733,Bywong,0.2443816,Good,Good,0
10106154209,13717,Sutton (NSW),0.7556184,Good,Good,0
