LGA_CODE_2022,LGA_NAME_2022,RA_CODE_2016,RA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
62610,Glenorchy,61,Inner Regional Australia,1,Good,Good,0
62810,Hobart,61,Inner Regional Australia,1,Good,Good,0
63010,Huon Valley,61,Inner Regional Australia,2.20E-06,Good,Good,1
63010,Huon Valley,62,Outer Regional Australia,0.9999525,Acceptable,Good,0
63010,Huon Valley,63,Remote Australia,4.54E-05,Poor,Good,1
63210,Kentish,62,Outer Regional Australia,1,Acceptable,Good,0
63410,King Island,64,Very Remote Australia,1,Good,Good,0
63610,Kingborough,61,Inner Regional Australia,0.9270107,Good,Good,0
63610,Kingborough,62,Outer Regional Australia,0.0729893,Acceptable,Good,0
63810,Latrobe (Tas.),61,Inner Regional Australia,0.3153317,Good,Good,0
63810,Latrobe (Tas.),62,Outer Regional Australia,0.6846683,Acceptable,Good,0
64010,Launceston,61,Inner Regional Australia,0.9532218,Good,Good,0
64010,Launceston,62,Outer Regional Australia,0.0467782,Acceptable,Good,0
64210,Meander Valley,61,Inner Regional Australia,0.5020409,Good,Good,0
64210,Meander Valley,62,Outer Regional Australia,0.4979591,Acceptable,Good,0
64610,Northern Midlands,61,Inner Regional Australia,0.6870543,Good,Good,0
64610,Northern Midlands,62,Outer Regional Australia,0.3129457,Acceptable,Good,0
64810,Sorell,61,Inner Regional Australia,0.827572,Good,Good,0
64810,Sorell,62,Outer Regional Australia,0.172428,Acceptable,Good,0
65010,Southern Midlands,61,Inner Regional Australia,0.2338821,Good,Good,0
65010,Southern Midlands,62,Outer Regional Australia,0.7661179,Acceptable,Good,0
65210,Tasman,62,Outer Regional Australia,1,Acceptable,Good,0
65410,Waratah-Wynyard,62,Outer Regional Australia,1,Acceptable,Good,0
65610,West Coast,63,Remote Australia,1,Poor,Good,0
65810,West Tamar,61,Inner Regional Australia,0.6673675,Good,Good,0
65810,West Tamar,62,Outer Regional Australia,0.3326325,Acceptable,Good,0
69499,No usual address (Tas.),69,No usual address (Tas.),1,Good,Good,0
69799,Migratory - Offshore - Shipping (Tas.),65,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
70200,Alice Springs,73,Remote Australia,1,Acceptable,Good,0
70420,Barkly,74,Very Remote Australia,1,Acceptable,Good,0
70540,Belyuen,73,Remote Australia,1,Acceptable,Good,0
70620,Central Desert,74,Very Remote Australia,1,Acceptable,Good,0
70700,Coomalie,73,Remote Australia,1,Acceptable,Good,0
71000,Darwin,72,Outer Regional Australia,1,Good,Good,0
71150,Darwin Waterfront Precinct,72,Outer Regional Australia,1,Good,Good,0
71300,East Arnhem,74,Very Remote Australia,1,Acceptable,Good,0
72200,Katherine,73,Remote Australia,1,Acceptable,Good,0
72300,Litchfield,72,Outer Regional Australia,1,Good,Good,0
72330,MacDonnell,73,Remote Australia,0.3880355,Acceptable,Good,0
72330,MacDonnell,74,Very Remote Australia,0.6119645,Acceptable,Good,0
72800,Palmerston,72,Outer Regional Australia,1,Good,Good,0
73600,Roper Gulf,,,0.0019727,Acceptable,Good,4
73600,Roper Gulf,73,Remote Australia,0.0029186,Acceptable,Good,1
73600,Roper Gulf,74,Very Remote Australia,0.9951087,Acceptable,Good,0
74050,Tiwi Islands,73,Remote Australia,0.6036268,Acceptable,Good,0
74050,Tiwi Islands,74,Very Remote Australia,0.3963732,Acceptable,Good,0
74550,Victoria Daly,73,Remote Australia,0.1214064,Acceptable,Good,0
74550,Victoria Daly,74,Very Remote Australia,0.8785936,Acceptable,Good,0
74560,Wagait,73,Remote Australia,1,Acceptable,Good,0
74660,West Arnhem,73,Remote Australia,0.3563867,Acceptable,Good,0
74660,West Arnhem,74,Very Remote Australia,0.6436133,Acceptable,Good,0
74680,West Daly,74,Very Remote Australia,1,Acceptable,Good,0
79399,Unincorporated NT,72,Outer Regional Australia,0.0549805,Good,Good,0
79399,Unincorporated NT,73,Remote Australia,0.218942,Acceptable,Good,0
79399,Unincorporated NT,74,Very Remote Australia,0.7260775,Acceptable,Good,0
79499,No usual address (NT),79,No usual address (NT),1,Good,Good,0
79799,Migratory - Offshore - Shipping (NT),75,Migratory - Offshore - Shipping (NT),1,Good,Good,0
89399,Unincorporated ACT,80,Major Cities of Australia,0.9984703,Good,Good,0
89399,Unincorporated ACT,81,Inner Regional Australia,0.0015297,Poor,Good,1
89499,No usual address (ACT),89,No usual address (ACT),1,Good,Good,0
89799,Migratory - Offshore - Shipping (ACT),85,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
99399,Unincorp. Other Territories,91,Inner Regional Australia,0.1235493,Poor,Good,0
99399,Unincorp. Other Territories,94,Very Remote Australia,0.8764507,Good,Good,0
99499,No usual address (OT),99,No usual address (OT),1,Good,Good,0
99799,Migratory - Offshore - Shipping (OT),95,Migratory - Offshore - Shipping (OT),1,Good,Good,0
ZZZZZ,Outside Australia,,,,NA,Good,2
