SA2_CODE_2021,SA2_NAME_2021,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
112031252,Murwillumbah Surrounds,10084,Tweed,0.322896,Good,Acceptable,0
112031253,Pottsville,10084,Tweed,1,Good,Acceptable,0
112031254,Tweed Heads,10084,Tweed,1,Good,Acceptable,0
112031550,Banora Point,10084,Tweed,1,Good,Acceptable,0
112031551,Terranora - North Tumbulgum,10084,Tweed,1,Good,Acceptable,0
112031552,Tweed Heads South,10084,Tweed,1,Good,Acceptable,0
113011256,Griffith (NSW),10056,Murray,1,Good,Acceptable,0
113011257,Griffith Surrounds,10001,Albury,0.0177283,Good,Acceptable,0
113011257,Griffith Surrounds,10022,Cootamundra,0.0071384,Good,Acceptable,1
113011257,Griffith Surrounds,10056,Murray,0.9751333,Good,Acceptable,0
113011258,Leeton,10056,Murray,1,Good,Acceptable,0
113011259,Narrandera,10001,Albury,0.0339979,Good,Acceptable,0
113011259,Narrandera,10022,Cootamundra,0.9545586,Good,Acceptable,0
113011259,Narrandera,10056,Murray,0.0114435,Good,Acceptable,0
113021260,Tumbarumba,10001,Albury,1,Good,Acceptable,0
113021261,Tumut,10087,Wagga Wagga,1,Good,Acceptable,0
113021262,Tumut Surrounds,10001,Albury,0.0033913,Good,Acceptable,1
113021262,Tumut Surrounds,10031,Goulburn,2.10E-06,Good,Acceptable,1
113021262,Tumut Surrounds,10053,Monaro,2.10E-06,Good,Acceptable,1
113021262,Tumut Surrounds,10087,Wagga Wagga,0.9966045,Good,Acceptable,0
113031263,Cootamundra,10022,Cootamundra,1,Good,Acceptable,0
113031264,Gundagai,10022,Cootamundra,1,Good,Acceptable,0
113031265,Junee,10022,Cootamundra,1,Good,Acceptable,0
113031266,Temora,10022,Cootamundra,1,Good,Acceptable,0
113031267,Wagga Wagga - East,10087,Wagga Wagga,1,Good,Acceptable,0
113031268,Wagga Wagga - North,10087,Wagga Wagga,1,Good,Acceptable,0
113031269,Wagga Wagga - South,10087,Wagga Wagga,1,Good,Acceptable,0
113031270,Wagga Wagga - West,10087,Wagga Wagga,1,Good,Acceptable,0
113031271,Wagga Wagga Surrounds,10001,Albury,6.00E-07,Good,Acceptable,1
113031271,Wagga Wagga Surrounds,10022,Cootamundra,0.2181281,Good,Acceptable,0
113031271,Wagga Wagga Surrounds,10087,Wagga Wagga,0.7818714,Good,Acceptable,0
114011272,Berry - Kangaroo Valley,10031,Goulburn,0.0003175,Good,Acceptable,1
114011272,Berry - Kangaroo Valley,10039,Kiama,0.9996814,Good,Acceptable,0
114011272,Berry - Kangaroo Valley,10076,South Coast,1.10E-06,Good,Acceptable,1
114011273,Callala Bay - Currarong,10076,South Coast,1,Good,Acceptable,0
114011274,Culburra Beach,10076,South Coast,1,Good,Acceptable,0
114011275,Ettrema - Sassafras - Budawang,10039,Kiama,0.4747305,Good,Acceptable,0
114011275,Ettrema - Sassafras - Budawang,10076,South Coast,0.5252695,Good,Acceptable,0
114011276,Huskisson - Vincentia,10076,South Coast,1,Good,Acceptable,0
114011277,North Nowra - Bomaderry,10039,Kiama,1,Good,Acceptable,0
114011278,Nowra,10039,Kiama,0.2170778,Good,Acceptable,0
114011278,Nowra,10076,South Coast,0.7829222,Good,Acceptable,0
114011279,St Georges Basin - Erowal Bay,10076,South Coast,1,Good,Acceptable,0
114011280,Sussex Inlet - Berrara,10076,South Coast,1,Good,Acceptable,0
114011281,Tomerong - Wandandian - Woollamia,10039,Kiama,0.3690294,Good,Acceptable,0
114011281,Tomerong - Wandandian - Woollamia,10076,South Coast,0.6309706,Good,Acceptable,0
114011282,Ulladulla,10076,South Coast,1,Good,Acceptable,0
114011283,Ulladulla Surrounds,10076,South Coast,1,Good,Acceptable,0
114021284,Bowral,10091,Wollondilly,1,Good,Acceptable,0
114021285,Hill Top - Colo Vale,10091,Wollondilly,1,Good,Acceptable,0
114021286,Mittagong,10091,Wollondilly,1,Good,Acceptable,0
114021287,Moss Vale - Berrima,10031,Goulburn,1,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10031,Goulburn,0.9462117,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10039,Kiama,0.0241694,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10091,Wollondilly,0.0296189,Good,Acceptable,0
114021289,Southern Highlands,10031,Goulburn,0.9665165,Good,Acceptable,0
114021289,Southern Highlands,10091,Wollondilly,0.0334835,Good,Acceptable,0
115011290,Baulkham Hills - East,10008,Baulkham Hills,0.9999992,Acceptable,Acceptable,0
115011290,Baulkham Hills - East,10074,Seven Hills,8.00E-07,Acceptable,Acceptable,1
115011291,Baulkham Hills (West) - Bella Vista,10008,Baulkham Hills,0.9999995,Acceptable,Acceptable,0
115011291,Baulkham Hills (West) - Bella Vista,10074,Seven Hills,5.00E-07,Acceptable,Acceptable,1
115011294,Glenhaven,10016,Castle Hill,0.9406948,Good,Acceptable,0
115011294,Glenhaven,10037,Hornsby,0.0593052,Acceptable,Acceptable,0
115011296,West Pennant Hills,10008,Baulkham Hills,1,Acceptable,Acceptable,0
115011553,Castle Hill - Central,10008,Baulkham Hills,0.4562739,Acceptable,Acceptable,0
115011553,Castle Hill - Central,10016,Castle Hill,0.5437261,Good,Acceptable,0
115011554,Castle Hill - East,10028,Epping,1,Acceptable,Acceptable,0
115011555,Castle Hill - North,10016,Castle Hill,1,Good,Acceptable,0
115011556,Castle Hill - South,10008,Baulkham Hills,0.3422746,Acceptable,Acceptable,0
115011556,Castle Hill - South,10016,Castle Hill,0.6577254,Good,Acceptable,0
115011557,Castle Hill - West,10016,Castle Hill,1,Good,Acceptable,0
115011558,Cherrybrook,10028,Epping,1,Acceptable,Acceptable,0
115011621,Kellyville - East,10016,Castle Hill,1,Good,Acceptable,0
115011622,Kellyville - West,10008,Baulkham Hills,1,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10016,Castle Hill,0.2920977,Good,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10028,Epping,0.0949422,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10033,Hawkesbury,0.4575417,Good,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10037,Hornsby,0.1554184,Acceptable,Acceptable,0
115021298,Galston - Laughtondale,10033,Hawkesbury,0.0235868,Good,Acceptable,0
115021298,Galston - Laughtondale,10037,Hornsby,0.9764132,Acceptable,Acceptable,0
115031299,Bilpin - Colo - St Albans,10011,Blue Mountains,0.0611179,Good,Acceptable,0
115031299,Bilpin - Colo - St Albans,10033,Hawkesbury,0.9388821,Good,Acceptable,0
115031300,Kurrajong Heights - Ebenezer,10033,Hawkesbury,1,Good,Acceptable,0
115041301,Pitt Town - McGraths Hill,10033,Hawkesbury,1,Good,Acceptable,0
115041623,Box Hill - Nelson,10016,Castle Hill,1,Good,Acceptable,0
115041624,North Kellyville,10016,Castle Hill,1,Good,Acceptable,0
115041625,Rouse Hill - Beaumont Hills,10016,Castle Hill,1,Good,Acceptable,0
116011303,Blacktown (East) - Kings Park,10010,Blacktown,0.9999971,Acceptable,Acceptable,0
116011303,Blacktown (East) - Kings Park,10071,Riverstone,2.90E-06,Good,Acceptable,1
116011304,Blacktown (North) - Marayong,10010,Blacktown,0.9999985,Acceptable,Acceptable,0
116011304,Blacktown (North) - Marayong,10071,Riverstone,1.50E-06,Good,Acceptable,1
116011306,Doonside - Woodcroft,10010,Blacktown,0.9999996,Acceptable,Acceptable,0
116011306,Doonside - Woodcroft,10070,Prospect,4.00E-07,Poor,Acceptable,1
116011307,Lalor Park - Kings Langley,10010,Blacktown,0.3024684,Acceptable,Acceptable,0
116011307,Lalor Park - Kings Langley,10074,Seven Hills,0.6975316,Acceptable,Acceptable,0
116011560,Blacktown - South,10010,Blacktown,0.6563898,Acceptable,Acceptable,0
116011560,Blacktown - South,10070,Prospect,0.3436102,Poor,Acceptable,0
116011561,Blacktown - West,10010,Blacktown,0.8923659,Acceptable,Acceptable,0
116011561,Blacktown - West,10070,Prospect,0.1076341,Poor,Acceptable,0
116011626,Seven Hills - Prospect,10010,Blacktown,7.00E-07,Acceptable,Acceptable,1
116011626,Seven Hills - Prospect,10070,Prospect,0.3497273,Poor,Acceptable,0
116011626,Seven Hills - Prospect,10074,Seven Hills,0.650272,Acceptable,Acceptable,0
116011627,Toongabbie - West,10070,Prospect,0.5896857,Poor,Acceptable,0
116011627,Toongabbie - West,10074,Seven Hills,0.4103143,Acceptable,Acceptable,0
116021309,Glenwood,10071,Riverstone,1,Good,Acceptable,0
116021562,Acacia Gardens,10071,Riverstone,1,Good,Acceptable,0
116021563,Quakers Hill,10071,Riverstone,1,Good,Acceptable,0
116021628,Kellyville Ridge - The Ponds,10071,Riverstone,1,Good,Acceptable,0
116021629,Marsden Park - Shanes Park,10047,Londonderry,1,Acceptable,Acceptable,0
116021630,Riverstone,10033,Hawkesbury,7.00E-07,Good,Acceptable,1
116021630,Riverstone,10071,Riverstone,0.9999993,Good,Acceptable,0
116021631,Schofields (West) - Colebee,10054,Mount Druitt,0.4900805,Acceptable,Acceptable,0
116021631,Schofields (West) - Colebee,10071,Riverstone,0.5099195,Good,Acceptable,0
116021632,Schofields - East,10071,Riverstone,1,Good,Acceptable,0
116021633,Stanhope Gardens - Parklea,10071,Riverstone,1,Good,Acceptable,0
116031313,Bidwill - Hebersham - Emerton,10047,Londonderry,0.1238082,Acceptable,Acceptable,0
116031313,Bidwill - Hebersham - Emerton,10054,Mount Druitt,0.8761918,Acceptable,Acceptable,0
116031314,Glendenning - Dean Park,10054,Mount Druitt,1,Acceptable,Acceptable,0
116031315,Hassall Grove - Plumpton,10054,Mount Druitt,1,Acceptable,Acceptable,0
116031316,Lethbridge Park - Tregear,10047,Londonderry,0.8266632,Acceptable,Acceptable,0
116031316,Lethbridge Park - Tregear,10054,Mount Druitt,0.1733368,Acceptable,Acceptable,0
116031317,Mount Druitt - Whalan,10047,Londonderry,0.2588865,Acceptable,Acceptable,0
116031317,Mount Druitt - Whalan,10054,Mount Druitt,0.7411135,Acceptable,Acceptable,0
116031318,Prospect Reservoir,10055,Mulgoa,0.0031348,Acceptable,Acceptable,1
116031318,Prospect Reservoir,10070,Prospect,0.9968652,Poor,Acceptable,0
116031319,Rooty Hill - Minchinbury,10054,Mount Druitt,0.9999996,Acceptable,Acceptable,0
116031319,Rooty Hill - Minchinbury,10070,Prospect,4.00E-07,Poor,Acceptable,1
117011320,Banksmeadow,10051,Maroubra,1,Good,Acceptable,0
117011321,Botany,10051,Maroubra,1,Good,Acceptable,0
117011323,Pagewood - Hillsdale - Daceyville,10051,Maroubra,1,Good,Acceptable,0
117011324,Port Botany Industrial,10051,Maroubra,1,Good,Acceptable,0
117011325,Sydney Airport,10035,Heffron,1,Good,Acceptable,0
117011634,Eastlakes,10035,Heffron,0.9999911,Good,Acceptable,0
117011634,Eastlakes,10051,Maroubra,8.90E-06,Good,Acceptable,1
117011635,Mascot,10035,Heffron,1,Good,Acceptable,0
117021327,Petersham - Stanmore,10059,Newtown,0.9029537,Acceptable,Acceptable,0
117021327,Petersham - Stanmore,10078,Summer Hill,0.0970463,Acceptable,Acceptable,0
117021328,Sydenham - Tempe - St Peters,10035,Heffron,0.9999988,Good,Acceptable,0
117021328,Sydenham - Tempe - St Peters,10078,Summer Hill,1.20E-06,Acceptable,Acceptable,1
117021636,Marrickville - North,10059,Newtown,0.2767259,Acceptable,Acceptable,0
117021636,Marrickville - North,10078,Summer Hill,0.7232741,Acceptable,Acceptable,0
117021637,Marrickville - South,10078,Summer Hill,1,Acceptable,Acceptable,0
117031329,Darlinghurst,10080,Sydney,1,Acceptable,Acceptable,0
117031330,Erskineville - Alexandria,10035,Heffron,0.7987418,Good,Acceptable,0
117031330,Erskineville - Alexandria,10059,Newtown,0.2012582,Acceptable,Acceptable,0
117031331,Glebe - Forest Lodge,10004,Balmain,1,Good,Acceptable,0
117031333,Potts Point - Woolloomooloo,10080,Sydney,1,Acceptable,Acceptable,0
117031336,Surry Hills,10059,Newtown,0.5362279,Acceptable,Acceptable,0
117031336,Surry Hills,10080,Sydney,0.4637721,Acceptable,Acceptable,0
117031638,Camperdown - Darlington,10059,Newtown,1,Acceptable,Acceptable,0
117031639,Chippendale,10059,Newtown,1,Acceptable,Acceptable,0
117031640,Newtown (NSW),10059,Newtown,1,Acceptable,Acceptable,0
117031641,Pyrmont,10004,Balmain,0.0284433,Good,Acceptable,0
117031641,Pyrmont,10080,Sydney,0.9715567,Acceptable,Acceptable,0
117031642,Redfern,10059,Newtown,1,Acceptable,Acceptable,0
117031643,Rosebery - Beaconsfield,10035,Heffron,1,Good,Acceptable,0
117031644,Sydney (North) - Millers Point,10080,Sydney,1,Acceptable,Acceptable,0
117031645,Sydney (South) - Haymarket,10059,Newtown,0.0022585,Acceptable,Acceptable,1
117031645,Sydney (South) - Haymarket,10080,Sydney,0.9977415,Acceptable,Acceptable,0
117031646,Ultimo,10004,Balmain,0.8424465,Good,Acceptable,0
117031646,Ultimo,10080,Sydney,0.1575535,Acceptable,Acceptable,0
117031647,Waterloo,10035,Heffron,0.9106739,Good,Acceptable,0
117031647,Waterloo,10059,Newtown,0.0893261,Acceptable,Acceptable,0
117031648,Zetland,10035,Heffron,1,Good,Acceptable,0
118011339,Bondi - Tamarama - Bronte,10021,Coogee,0.6726599,Good,Acceptable,0
118011339,Bondi - Tamarama - Bronte,10086,Vaucluse,0.3273401,Acceptable,Acceptable,0
118011340,Bondi Beach - North Bondi,10021,Coogee,5.00E-07,Good,Acceptable,1
118011340,Bondi Beach - North Bondi,10086,Vaucluse,0.9999995,Acceptable,Acceptable,0
118011341,Bondi Junction - Waverly,10021,Coogee,0.9101685,Good,Acceptable,0
118011341,Bondi Junction - Waverly,10086,Vaucluse,0.0898315,Acceptable,Acceptable,0
118011342,Centennial Park,10035,Heffron,1,Good,Acceptable,0
118011344,Dover Heights,10086,Vaucluse,1,Acceptable,Acceptable,0
118011345,Paddington - Moore Park,10035,Heffron,0.1511223,Good,Acceptable,0
118011345,Paddington - Moore Park,10080,Sydney,0.8488777,Acceptable,Acceptable,0
118011346,Rose Bay - Vaucluse - Watsons Bay,10086,Vaucluse,1,Acceptable,Acceptable,0
118011347,Woollahra,10080,Sydney,0.2647413,Acceptable,Acceptable,0
118011347,Woollahra,10086,Vaucluse,0.7352587,Acceptable,Acceptable,0
118011649,Bellevue Hill,10086,Vaucluse,1,Acceptable,Acceptable,0
118011650,Double Bay - Darling Point,10080,Sydney,0.1396787,Acceptable,Acceptable,0
118011650,Double Bay - Darling Point,10086,Vaucluse,0.8603213,Acceptable,Acceptable,0
118021564,Kensington (NSW),10035,Heffron,1,Good,Acceptable,0
118021565,Kingsford,10035,Heffron,0.6625472,Good,Acceptable,0
118021565,Kingsford,10051,Maroubra,0.3374528,Good,Acceptable,0
118021566,Maroubra - North,10051,Maroubra,1,Good,Acceptable,0
118021567,Maroubra - South,10051,Maroubra,1,Good,Acceptable,0
118021568,Maroubra - West,10051,Maroubra,1,Good,Acceptable,0
118021569,Randwick - North,10021,Coogee,1,Good,Acceptable,0
118021570,Randwick - South,10021,Coogee,0.9688688,Good,Acceptable,0
118021570,Randwick - South,10035,Heffron,0.0311312,Good,Acceptable,0
118021651,Coogee - Clovelly,10021,Coogee,1,Good,Acceptable,0
118021652,Malabar - La Perouse,10051,Maroubra,1,Good,Acceptable,0
118021653,Matraville - Chifley,10051,Maroubra,1,Good,Acceptable,0
118021654,South Coogee,10021,Coogee,1,Good,Acceptable,0
119011354,Bass Hill - Georges Hall,10005,Bankstown,0.7711032,Acceptable,Acceptable,0
119011354,Bass Hill - Georges Hall,10027,East Hills,0.2288968,Good,Acceptable,0
119011355,Chullora,10005,Bankstown,0.9868655,Acceptable,Acceptable,0
119011355,Chullora,10043,Lakemba,0.0131345,Acceptable,Acceptable,0
119011356,Condell Park,10027,East Hills,1,Good,Acceptable,0
119011358,Padstow,10027,East Hills,1,Good,Acceptable,0
119011360,Revesby,10027,East Hills,1,Good,Acceptable,0
119011361,Yagoona - Birrong,10005,Bankstown,0.9683194,Acceptable,Acceptable,0
119011361,Yagoona - Birrong,10027,East Hills,0.0316806,Good,Acceptable,0
119011571,Bankstown - North,10005,Bankstown,0.9226792,Acceptable,Acceptable,0
119011571,Bankstown - North,10043,Lakemba,0.0773208,Acceptable,Acceptable,0
119011572,Bankstown - South,10005,Bankstown,0.7808,Acceptable,Acceptable,0
119011572,Bankstown - South,10027,East Hills,0.102604,Good,Acceptable,0
119011572,Bankstown - South,10043,Lakemba,0.116596,Acceptable,Acceptable,0
119011655,Greenacre - North,10043,Lakemba,1,Acceptable,Acceptable,0
119011656,Greenacre - South,10043,Lakemba,1,Acceptable,Acceptable,0
119011657,Panania (North) - Milperra,10027,East Hills,1,Good,Acceptable,0
119011658,Panania (South) - Picnic Point,10027,East Hills,1,Good,Acceptable,0
119021362,Belmore - Belfield,10015,Canterbury,0.9193848,Good,Acceptable,0
119021362,Belmore - Belfield,10043,Lakemba,0.0048143,Acceptable,Acceptable,1
119021362,Belmore - Belfield,10077,Strathfield,0.0758009,Good,Acceptable,0
119021366,Punchbowl,10005,Bankstown,0.0624536,Acceptable,Acceptable,0
119021366,Punchbowl,10043,Lakemba,0.9375464,Acceptable,Acceptable,0
119021367,Roselands,10015,Canterbury,0.5875764,Good,Acceptable,0
119021367,Roselands,10043,Lakemba,0.4124236,Acceptable,Acceptable,0
119021573,Lakemba,10043,Lakemba,1,Acceptable,Acceptable,0
119021574,Wiley Park,10043,Lakemba,1,Acceptable,Acceptable,0
119021659,Campsie - North,10015,Canterbury,1,Good,Acceptable,0
119021660,Campsie - South,10015,Canterbury,1,Good,Acceptable,0
119021661,Canterbury - South,10015,Canterbury,1,Good,Acceptable,0
119021662,Earlwood,10015,Canterbury,1,Good,Acceptable,0
119021663,Kingsgrove - North,10015,Canterbury,0.9999952,Good,Acceptable,0
119021663,Kingsgrove - North,10040,Kogarah,4.80E-06,Acceptable,Acceptable,1
119031370,Narwee - Beverly Hills,10040,Kogarah,0.2644923,Acceptable,Acceptable,0
119031370,Narwee - Beverly Hills,10043,Lakemba,0.2380192,Acceptable,Acceptable,0
119031370,Narwee - Beverly Hills,10062,Oatley,0.4974885,Acceptable,Acceptable,0
119031371,Oatley - Hurstville Grove,10062,Oatley,1,Acceptable,Acceptable,0
119031372,Peakhurst - Lugarno,10062,Oatley,1,Acceptable,Acceptable,0
119031373,Riverwood,10043,Lakemba,0.6618818,Acceptable,Acceptable,0
119031373,Riverwood,10062,Oatley,0.3381182,Acceptable,Acceptable,0
119031374,South Hurstville - Blakehurst,10040,Kogarah,0.5535082,Acceptable,Acceptable,0
119031374,South Hurstville - Blakehurst,10062,Oatley,0.4464918,Acceptable,Acceptable,0
119031664,Hurstville - Central,10040,Kogarah,1,Acceptable,Acceptable,0
119031665,Hurstville - North,10040,Kogarah,1,Acceptable,Acceptable,0
119031666,Mortdale - Oatley,10062,Oatley,1,Acceptable,Acceptable,0
119031667,Penshurst,10062,Oatley,1,Acceptable,Acceptable,0
119041377,Kingsgrove (South) - Bardwell Park,10040,Kogarah,0.7316867,Acceptable,Acceptable,0
119041377,Kingsgrove (South) - Bardwell Park,10072,Rockdale,0.2683133,Acceptable,Acceptable,0
119041378,Kogarah,10040,Kogarah,0.5043021,Acceptable,Acceptable,0
119041378,Kogarah,10072,Rockdale,0.4956979,Acceptable,Acceptable,0
119041379,Kogarah Bay - Carlton - Allawah,10040,Kogarah,0.707768,Acceptable,Acceptable,0
119041379,Kogarah Bay - Carlton - Allawah,10072,Rockdale,0.292232,Acceptable,Acceptable,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,10072,Rockdale,1,Acceptable,Acceptable,0
119041381,Rockdale - Banksia,10072,Rockdale,1,Acceptable,Acceptable,0
119041382,Sans Souci - Ramsgate,10072,Rockdale,1,Acceptable,Acceptable,0
119041668,Arncliffe - Bardwell Valley,10072,Rockdale,1,Acceptable,Acceptable,0
119041669,Bexley - North,10040,Kogarah,0.8453507,Acceptable,Acceptable,0
119041669,Bexley - North,10072,Rockdale,0.1546493,Acceptable,Acceptable,0
119041670,Bexley - South,10040,Kogarah,1,Acceptable,Acceptable,0
119041671,Wolli Creek,10072,Rockdale,1,Acceptable,Acceptable,0
120011383,Concord - Mortlake - Cabarita,10025,Drummoyne,1,Good,Acceptable,0
120011385,Drummoyne - Rodd Point,10025,Drummoyne,1,Good,Acceptable,0
120011386,Five Dock - Abbotsford,10025,Drummoyne,1,Good,Acceptable,0
120011672,Concord West - North Strathfield,10002,Auburn,3.10E-06,Good,Acceptable,1
120011672,Concord West - North Strathfield,10025,Drummoyne,0.6204921,Good,Acceptable,0
120011672,Concord West - North Strathfield,10077,Strathfield,0.3795047,Good,Acceptable,0
120011673,Rhodes,10025,Drummoyne,1,Good,Acceptable,0
120021387,Balmain,10004,Balmain,0.9995491,Good,Acceptable,0
120021387,Balmain,10025,Drummoyne,0.0004509,Good,Acceptable,1
120021389,Lilyfield - Rozelle,10004,Balmain,1,Good,Acceptable,0
120021674,Annandale (NSW),10004,Balmain,1,Good,Acceptable,0
120021675,Leichhardt,10004,Balmain,1,Good,Acceptable,0
120031392,Canterbury (North) - Ashbury,10015,Canterbury,0.7317804,Good,Acceptable,0
120031392,Canterbury (North) - Ashbury,10077,Strathfield,0.0068989,Good,Acceptable,1
120031392,Canterbury (North) - Ashbury,10078,Summer Hill,0.2613207,Acceptable,Acceptable,0
120031393,Croydon Park - Enfield,10077,Strathfield,0.9676186,Good,Acceptable,0
120031393,Croydon Park - Enfield,10078,Summer Hill,0.0323814,Acceptable,Acceptable,0
120031394,Dulwich Hill - Lewisham,10059,Newtown,0.032666,Acceptable,Acceptable,0
