SA2_CODE_2021,SA2_NAME_2021,IARE_CODE_2021,IARE_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
213011334,St Albans - North,201001,Brimbank,1,Good,Good,0
213011335,St Albans - South,201001,Brimbank,1,Good,Good,0
213011336,Sunshine,201001,Brimbank,1,Good,Good,0
213011337,Sunshine North,201001,Brimbank,1,Good,Good,0
213011338,Sunshine West,201001,Brimbank,1,Good,Good,0
213011339,Sydenham,201001,Brimbank,1,Good,Good,0
213011340,Taylors Lakes,201001,Brimbank,1,Good,Good,0
213011569,Deer Park,201001,Brimbank,1,Good,Good,0
213011570,Derrimut,201001,Brimbank,1,Good,Good,0
213021341,Altona,201019,Wyndham - Altona,1,Good,Good,0
213021342,Altona Meadows,201019,Wyndham - Altona,1,Good,Good,0
213021343,Altona North,201019,Wyndham - Altona,1,Good,Good,0
213021344,Newport,201019,Wyndham - Altona,1,Good,Good,0
213021345,Seabrook,201019,Wyndham - Altona,1,Good,Good,0
213021346,Williamstown,201019,Wyndham - Altona,1,Good,Good,0
213031347,Braybrook,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
213031348,Footscray,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
213031349,Maribyrnong,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
213031350,Seddon - Kingsville,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
213031351,West Footscray - Tottenham,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
213031352,Yarraville,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
213041353,Bacchus Marsh,202009,Macedon Ranges - Moorabool,1,Good,Good,0
213041358,Melton West,201013,Melton,1,Good,Good,0
213041359,Rockbank - Mount Cottrell,201013,Melton,1,Good,Good,0
213041360,Taylors Hill,201013,Melton,1,Good,Good,0
213041461,Burnside,201013,Melton,1,Good,Good,0
213041462,Burnside Heights,201013,Melton,1,Good,Good,0
213041463,Caroline Springs,201013,Melton,1,Good,Good,0
213041571,Brookfield,201013,Melton,1,Good,Good,0
213041572,Cobblebank - Strathtulloh,201013,Melton,1,Good,Good,0
213041573,Eynesbury - Exford,201013,Melton,1,Good,Good,0
213041574,Fraser Rise - Plumpton,201013,Melton,1,Good,Good,0
213041575,Hillside,201013,Melton,1,Good,Good,0
213041576,Kurunjang - Toolern Vale,201013,Melton,1,Good,Good,0
213041577,Melton,201013,Melton,1,Good,Good,0
213041578,Melton South - Weir Views,201013,Melton,1,Good,Good,0
213051361,Hoppers Crossing - North,201019,Wyndham - Altona,1,Good,Good,0
213051362,Hoppers Crossing - South,201019,Wyndham - Altona,1,Good,Good,0
213051363,Laverton,201019,Wyndham - Altona,1,Good,Good,0
213051368,Werribee - South,201019,Wyndham - Altona,1,Good,Good,0
213051464,Point Cook - East,201019,Wyndham - Altona,1,Good,Good,0
213051466,Point Cook - South,201019,Wyndham - Altona,1,Good,Good,0
213051467,Werribee - East,201019,Wyndham - Altona,1,Good,Good,0
213051468,Werribee - West,201019,Wyndham - Altona,1,Good,Good,0
213051579,Manor Lakes - Quandong,201019,Wyndham - Altona,1,Good,Good,0
213051580,Point Cook - North East,201019,Wyndham - Altona,1,Good,Good,0
213051581,Point Cook - North West,201019,Wyndham - Altona,1,Good,Good,0
213051582,Tarneit (West) - Mount Cottrell,201019,Wyndham - Altona,1,Good,Good,0
213051583,Tarneit - Central,201019,Wyndham - Altona,1,Good,Good,0
213051584,Tarneit - North,201019,Wyndham - Altona,1,Good,Good,0
213051585,Tarneit - South,201019,Wyndham - Altona,1,Good,Good,0
213051586,Truganina - North,201019,Wyndham - Altona,1,Good,Good,0
213051587,Truganina - South East,201019,Wyndham - Altona,1,Good,Good,0
213051588,Truganina - South West,201019,Wyndham - Altona,1,Good,Good,0
213051589,Wyndham Vale - North,201019,Wyndham - Altona,1,Good,Good,0
213051590,Wyndham Vale - South,201019,Wyndham - Altona,1,Good,Good,0
214011370,Carrum Downs,201005,Frankston,1,Good,Good,0
214011371,Frankston,201005,Frankston,1,Good,Good,0
214011372,Frankston North,201005,Frankston,1,Good,Good,0
214011373,Frankston South,201005,Frankston,1,Good,Good,0
214011374,Langwarrin,201005,Frankston,1,Good,Good,0
214011375,Seaford (Vic.),201005,Frankston,1,Good,Good,0
214011376,Skye - Sandhurst,201005,Frankston,1,Good,Good,0
214021377,Dromana,201016,Mornington Peninsula,1,Good,Good,0
214021378,Flinders,201016,Mornington Peninsula,1,Good,Good,0
214021379,Hastings - Somers,201016,Mornington Peninsula,1,Good,Good,0
214021381,Mount Eliza,201016,Mornington Peninsula,1,Good,Good,0
214021382,Mount Martha,201016,Mornington Peninsula,1,Good,Good,0
214021383,Point Nepean,201016,Mornington Peninsula,1,Good,Good,0
214021384,Rosebud - McCrae,201016,Mornington Peninsula,1,Good,Good,0
214021385,Somerville,201016,Mornington Peninsula,1,Good,Good,0
214021591,Mornington - East,201016,Mornington Peninsula,1,Good,Good,0
214021592,Mornington - West,201016,Mornington Peninsula,1,Good,Good,0
215011386,Ararat,202012,South-West Central Victoria,1,Good,Good,0
215011387,Ararat Surrounds,202012,South-West Central Victoria,1,Good,Good,0
215011388,Horsham,202018,Wimmera,1,Good,Good,0
215011389,Horsham Surrounds,202018,Wimmera,1,Good,Good,0
215011390,Nhill Region,202018,Wimmera,1,Good,Good,0
215011391,St Arnaud,202018,Wimmera,1,Good,Good,0
215011392,Stawell,202018,Wimmera,1,Good,Good,0
215011393,West Wimmera,202018,Wimmera,1,Good,Good,0
215011394,Yarriambiack,202018,Wimmera,1,Good,Good,0
215021395,Irymple,202010,Mildura,1,Good,Good,0
215021396,Merbein,202010,Mildura,1,Good,Good,0
215021398,Mildura Surrounds,202010,Mildura,1,Good,Good,0
215021399,Red Cliffs,202010,Mildura,1,Good,Good,0
215021469,Mildura - North,202010,Mildura,1,Good,Good,0
215021470,Mildura - South,202010,Mildura,1,Good,Good,0
215031400,Buloke,202005,Castlemaine - Kerang,1,Good,Good,0
215031401,Gannawarra,202005,Castlemaine - Kerang,1,Good,Good,0
215031402,Kerang,202005,Castlemaine - Kerang,1,Good,Good,0
215031403,Robinvale,202014,Swan Hill,1,Good,Good,0
215031404,Swan Hill,202014,Swan Hill,1,Good,Good,0
215031405,Swan Hill Surrounds,202014,Swan Hill,1,Good,Good,0
216011406,Echuca,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216011407,Kyabram,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216011408,Lockington - Gunbower,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216011409,Rochester,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216011410,Rushworth,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216021411,Cobram,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216021412,Moira,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216021413,Numurkah,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216021414,Yarrawonga,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216031415,Mooroopna,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216031416,Shepparton - North,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216031418,Shepparton Surrounds - East,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216031419,Shepparton Surrounds - West,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216031593,Kialla,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
216031594,Shepparton - South East,202004,Campaspe - Shepparton - Moira,1,Good,Good,0
217011420,Glenelg (Vic.),202013,Southern Grampians - Glenelg,1,Good,Good,0
217011421,Hamilton (Vic.),202013,Southern Grampians - Glenelg,1,Good,Good,0
217011422,Portland,202013,Southern Grampians - Glenelg,1,Good,Good,0
217011423,Southern Grampians,202013,Southern Grampians - Glenelg,1,Good,Good,0
217031471,Camperdown,202012,South-West Central Victoria,1,Good,Good,0
217031472,Colac,202012,South-West Central Victoria,1,Good,Good,0
217031473,Colac Surrounds,202012,South-West Central Victoria,1,Good,Good,0
217031474,Corangamite - North,202012,South-West Central Victoria,1,Good,Good,0
217031475,Corangamite - South,202012,South-West Central Victoria,1,Good,Good,0
217031476,Otway,202012,South-West Central Victoria,1,Good,Good,0
217041477,Moyne - East,202012,South-West Central Victoria,1,Good,Good,0
217041478,Moyne - West,202012,South-West Central Victoria,1,Good,Good,0
217041479,Warrnambool - North,202017,Warrnambool,1,Good,Good,0
217041480,Warrnambool - South,202017,Warrnambool,1,Good,Good,0
297979799,Migratory - Offshore - Shipping (Vic.),297997,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
299999499,No usual address (Vic.),294994,No usual address (Vic.),1,Good,Good,0
301011001,Alexandra Hills,301014,Redland,1,Good,Good,0
301011002,Belmont - Gumdale,301002,Brisbane City,1,Good,Good,0
301011003,Birkdale,301014,Redland,1,Good,Good,0
301011004,Capalaba,301014,Redland,1,Good,Good,0
301011005,Thorneside,301014,Redland,1,Good,Good,0
301011006,Wellington Point,301014,Redland,1,Good,Good,0
301021007,Cleveland,301014,Redland,1,Good,Good,0
301021008,Ormiston,301014,Redland,1,Good,Good,0
301021009,Redland Bay,301014,Redland,1,Good,Good,0
301021011,Sheldon - Mount Cotton,301014,Redland,1,Good,Good,0
301021012,Thornlands,301014,Redland,1,Good,Good,0
301021013,Victoria Point,301014,Redland,1,Good,Good,0
301021550,North Stradbroke Island,301014,Redland,1,Good,Good,0
301021551,Southern Moreton Bay Islands,301014,Redland,1,Good,Good,0
301031014,Brisbane Port - Lytton,301002,Brisbane City,1,Good,Good,0
301031015,Manly - Lota,301002,Brisbane City,1,Good,Good,0
301031016,Manly West,301002,Brisbane City,1,Good,Good,0
301031017,Murarrie,301002,Brisbane City,1,Good,Good,0
301031018,Tingalpa,301002,Brisbane City,1,Good,Good,0
301031019,Wakerley,301002,Brisbane City,1,Good,Good,0
301031020,Wynnum,301002,Brisbane City,1,Good,Good,0
301031021,Wynnum West - Hemmant,301002,Brisbane City,1,Good,Good,0
302011022,Bald Hills,301002,Brisbane City,1,Good,Good,0
302011023,Bridgeman Downs,301002,Brisbane City,1,Good,Good,0
302011024,Carseldine,301002,Brisbane City,1,Good,Good,0
302011025,Everton Park,301002,Brisbane City,1,Good,Good,0
302011026,McDowall,301002,Brisbane City,1,Good,Good,0
302021027,Aspley,301002,Brisbane City,1,Good,Good,0
302021028,Chermside,301002,Brisbane City,1,Good,Good,0
302021029,Chermside West,301002,Brisbane City,1,Good,Good,0
302021030,Geebung,301002,Brisbane City,1,Good,Good,0
302021031,Kedron - Gordon Park,301002,Brisbane City,1,Good,Good,0
302021032,Stafford,301002,Brisbane City,1,Good,Good,0
302021033,Stafford Heights,301002,Brisbane City,1,Good,Good,0
302021034,Wavell Heights,301002,Brisbane City,1,Good,Good,0
302031035,Boondall,301002,Brisbane City,1,Good,Good,0
302031036,Brisbane Airport,301002,Brisbane City,1,Good,Good,0
302031037,Eagle Farm - Pinkenba,301002,Brisbane City,1,Good,Good,0
302031038,Northgate - Virginia,301002,Brisbane City,1,Good,Good,0
302031039,Nudgee - Banyo,301002,Brisbane City,1,Good,Good,0
302031040,Nundah,301002,Brisbane City,1,Good,Good,0
302041041,Bracken Ridge,301002,Brisbane City,1,Good,Good,0
302041042,Brighton (Qld),301002,Brisbane City,1,Good,Good,0
302041043,Deagon,301002,Brisbane City,1,Good,Good,0
302041044,Sandgate - Shorncliffe,301002,Brisbane City,1,Good,Good,0
302041045,Taigum - Fitzgibbon,301002,Brisbane City,1,Good,Good,0
302041046,Zillmere,301002,Brisbane City,1,Good,Good,0
303011047,Camp Hill,301002,Brisbane City,1,Good,Good,0
303011048,Cannon Hill,301002,Brisbane City,1,Good,Good,0
303011049,Carina,301002,Brisbane City,1,Good,Good,0
303011050,Carina Heights,301002,Brisbane City,1,Good,Good,0
303011051,Carindale,301002,Brisbane City,1,Good,Good,0
303021052,Annerley,301002,Brisbane City,1,Good,Good,0
303021053,Coorparoo,301002,Brisbane City,1,Good,Good,0
303021054,Fairfield - Dutton Park,301002,Brisbane City,1,Good,Good,0
303021055,Greenslopes,301002,Brisbane City,1,Good,Good,0
303021056,Holland Park,301002,Brisbane City,1,Good,Good,0
303021057,Holland Park West,301002,Brisbane City,1,Good,Good,0
303021058,Woolloongabba,301002,Brisbane City,1,Good,Good,0
303021059,Yeronga,301002,Brisbane City,1,Good,Good,0
303031060,Eight Mile Plains,301002,Brisbane City,1,Good,Good,0
303031061,Macgregor (Qld),301002,Brisbane City,1,Good,Good,0
303031062,Mansfield (Qld),301002,Brisbane City,1,Good,Good,0
303031063,Mount Gravatt,301002,Brisbane City,1,Good,Good,0
303031064,Rochedale - Burbank,301002,Brisbane City,1,Good,Good,0
303031065,Upper Mount Gravatt,301002,Brisbane City,1,Good,Good,0
303031066,Wishart,301002,Brisbane City,1,Good,Good,0
303041067,Coopers Plains,301002,Brisbane City,1,Good,Good,0
303041068,Moorooka,301002,Brisbane City,1,Good,Good,0
303041069,Robertson,301002,Brisbane City,1,Good,Good,0
303041070,Salisbury - Nathan,301002,Brisbane City,1,Good,Good,0
303041071,Tarragindi,301002,Brisbane City,1,Good,Good,0
303051072,Algester,301002,Brisbane City,1,Good,Good,0
303051073,Calamvale - Stretton,301002,Brisbane City,1,Good,Good,0
303051074,Pallara - Willawong,301002,Brisbane City,1,Good,Good,0
303051075,Parkinson - Drewvale,301002,Brisbane City,1,Good,Good,0
303051076,Rocklea - Acacia Ridge,301002,Brisbane City,1,Good,Good,0
303061077,Kuraby,301002,Brisbane City,1,Good,Good,0
303061078,Runcorn,301002,Brisbane City,1,Good,Good,0
303061079,Sunnybank,301002,Brisbane City,1,Good,Good,0
303061080,Sunnybank Hills,301002,Brisbane City,1,Good,Good,0
304011081,Jindalee - Mount Ommaney,301002,Brisbane City,1,Good,Good,0
304011082,Middle Park - Jamboree Heights,301002,Brisbane City,1,Good,Good,0
304011083,Riverhills,301002,Brisbane City,1,Good,Good,0
304011084,Seventeen Mile Rocks - Sinnamon Park,301002,Brisbane City,1,Good,Good,0
304011085,Westlake,301002,Brisbane City,1,Good,Good,0
304021086,Bellbowrie - Moggill,301002,Brisbane City,1,Good,Good,0
304021087,Brookfield - Kenmore Hills,301002,Brisbane City,1,Good,Good,0
304021088,Chapel Hill,301002,Brisbane City,1,Good,Good,0
304021089,Fig Tree Pocket,301002,Brisbane City,1,Good,Good,0
304021090,Kenmore,301002,Brisbane City,1,Good,Good,0
304021091,Pinjarra Hills - Pullenvale,301002,Brisbane City,1,Good,Good,0
304031092,Chelmer - Graceville,301002,Brisbane City,1,Good,Good,0
304031093,Corinda,301002,Brisbane City,1,Good,Good,0
304031094,Indooroopilly,301002,Brisbane City,1,Good,Good,0
304031095,Sherwood,301002,Brisbane City,1,Good,Good,0
304031096,St Lucia,301002,Brisbane City,1,Good,Good,0
304031097,Taringa,301002,Brisbane City,1,Good,Good,0
304041098,Enoggera,301002,Brisbane City,1,Good,Good,0
304041099,Enoggera Reservoir,301002,Brisbane City,1,Good,Good,0
304041100,Keperra,301002,Brisbane City,1,Good,Good,0
304041101,Mitchelton,301002,Brisbane City,1,Good,Good,0
304041102,Mount Coot-tha,301002,Brisbane City,1,Good,Good,0
304041103,The Gap,301002,Brisbane City,1,Good,Good,0
304041104,Upper Kedron - Ferny Grove,301002,Brisbane City,1,Good,Good,0
305011105,Brisbane City,301002,Brisbane City,1,Good,Good,0
305011106,Fortitude Valley,301002,Brisbane City,1,Good,Good,0
305011107,Highgate Hill,301002,Brisbane City,1,Good,Good,0
305011108,Kangaroo Point,301002,Brisbane City,1,Good,Good,0
305011109,New Farm,301002,Brisbane City,1,Good,Good,0
305011110,South Brisbane,301002,Brisbane City,1,Good,Good,0
305011111,Spring Hill,301002,Brisbane City,1,Good,Good,0
305011112,West End,301002,Brisbane City,1,Good,Good,0
305021113,Balmoral,301002,Brisbane City,1,Good,Good,0
305021114,Bulimba,301002,Brisbane City,1,Good,Good,0
305021115,East Brisbane,301002,Brisbane City,1,Good,Good,0
305021116,Hawthorne,301002,Brisbane City,1,Good,Good,0
305021117,Morningside - Seven Hills,301002,Brisbane City,1,Good,Good,0
305021118,Norman Park,301002,Brisbane City,1,Good,Good,0
305031119,Albion,301002,Brisbane City,1,Good,Good,0
305031120,Alderley,301002,Brisbane City,1,Good,Good,0
305031121,Ascot,301002,Brisbane City,1,Good,Good,0
305031122,Clayfield,301002,Brisbane City,1,Good,Good,0
305031123,Grange,301002,Brisbane City,1,Good,Good,0
305031124,Hamilton (Qld),301002,Brisbane City,1,Good,Good,0
305031125,Hendra,301002,Brisbane City,1,Good,Good,0
305031126,Kelvin Grove - Herston,301002,Brisbane City,1,Good,Good,0
305031127,Newmarket,301002,Brisbane City,1,Good,Good,0
305031128,Newstead - Bowen Hills,301002,Brisbane City,1,Good,Good,0
305031129,Wilston,301002,Brisbane City,1,Good,Good,0
305031130,Windsor,301002,Brisbane City,1,Good,Good,0
305031131,Wooloowin - Lutwyche,301002,Brisbane City,1,Good,Good,0
305041132,Ashgrove,301002,Brisbane City,1,Good,Good,0
305041133,Auchenflower,301002,Brisbane City,1,Good,Good,0
305041134,Bardon,301002,Brisbane City,1,Good,Good,0
305041135,Paddington - Milton,301002,Brisbane City,1,Good,Good,0
305041136,Red Hill (Qld),301002,Brisbane City,1,Good,Good,0
305041137,Toowong,301002,Brisbane City,1,Good,Good,0
306011138,Brinsmead,309002,Cairns,1,Good,Good,0
306011139,Clifton Beach - Kewarra Beach,309002,Cairns,1,Good,Good,0
306011140,Freshwater - Stratford,309002,Cairns,1,Good,Good,0
306011141,Redlynch,309002,Cairns,1,Good,Good,0
306011142,Trinity Beach - Smithfield,309002,Cairns,1,Good,Good,0
306011143,Yorkeys Knob - Machans Beach,309002,Cairns,1,Good,Good,0
306021144,Bentley Park,309002,Cairns,1,Good,Good,0
306021145,Cairns City,309002,Cairns,1,Good,Good,0
306021146,Earlville - Bayview Heights,309002,Cairns,1,Good,Good,0
306021147,Edmonton,309002,Cairns,1,Good,Good,0
306021148,Gordonvale - Trinity,309002,Cairns,0.7738076,Good,Good,0
306021148,Gordonvale - Trinity,309004,Cairns - Southern Hinterlands,0.2261924,Poor,Good,0
306021149,Kanimbla - Mooroobool,309002,Cairns,1,Good,Good,0
306021150,Lamb Range,309004,Cairns - Southern Hinterlands,1,Poor,Good,0
306021151,Manoora,309002,Cairns,1,Good,Good,0
306021152,Manunda,309002,Cairns,1,Good,Good,0
306021153,Mount Sheridan,309002,Cairns,1,Good,Good,0
306021154,Westcourt - Bungalow,309002,Cairns,1,Good,Good,0
306021155,White Rock,309002,Cairns,1,Good,Good,0
306021156,Whitfield - Edge Hill,309002,Cairns,1,Good,Good,0
306021157,Woree,309002,Cairns,1,Good,Good,0
306031158,Babinda,309004,Cairns - Southern Hinterlands,0.8058849,Poor,Good,0
306031158,Babinda,309007,Innisfail - Johnstone,0.1941151,Good,Good,0
306031159,Innisfail,309007,Innisfail - Johnstone,1,Good,Good,0
306031160,Johnstone,309007,Innisfail - Johnstone,1,Good,Good,0
306031161,Tully,309007,Innisfail - Johnstone,0.0930815,Good,Good,0
306031161,Tully,309010,Tully - Cardwell - Jumbun,0.9069185,Good,Good,0
306031162,Wooroonooran,309004,Cairns - Southern Hinterlands,1,Poor,Good,0
306031163,Yarrabah,309012,Yarrabah,1,Good,Good,0
306041164,Daintree,309003,Cairns - Far North Coast,0.8908136,Good,Good,0
306041164,Daintree,309011,Wujal Wujal and Outstations,0.1091864,Poor,Good,0
306041165,Port Douglas,309003,Cairns - Far North Coast,1,Good,Good,0
306051166,Atherton,309001,Atherton,1,Acceptable,Good,0
306051167,Herberton,309006,Herberton - Ravenshoe,1,Good,Good,0
306051168,Kuranda,309008,Kuranda - Croydon,1,Acceptable,Good,0
306051169,Malanda - Yungaburra,309001,Atherton,0.2111289,Acceptable,Good,0
306051169,Malanda - Yungaburra,309005,Eacham,0.7888711,Acceptable,Good,0
306051170,Mareeba,309008,Kuranda - Croydon,0.2899789,Acceptable,Good,0
306051170,Mareeba,309009,Mareeba,0.7100211,Poor,Good,0
307011171,Balonne,306001,Balonne,1,Good,Good,0
307011172,Chinchilla,306018,Western Downs,1,Acceptable,Good,0
307011173,Goondiwindi,306006,Goondiwindi - Stanthorpe,1,Good,Good,0
307011174,Inglewood - Waggamba,306006,Goondiwindi - Stanthorpe,1,Good,Good,0
307011175,Miles - Wandoan,306018,Western Downs,1,Acceptable,Good,0
307011176,Roma,306008,Maranoa - Roma - Mitchell,1,Good,Good,0
307011177,Roma Surrounds,306008,Maranoa - Roma - Mitchell,1,Good,Good,0
307011178,Tara,306018,Western Downs,1,Acceptable,Good,0
307021179,Crows Nest - Rosalie,306016,Toowoomba - North,1,Good,Good,0
307021180,Jondaryan,306007,Jondaryan - Oakey,0.8938892,Poor,Good,0
307021180,Jondaryan,306016,Toowoomba - North,0.1061108,Good,Good,0
307021181,Millmerran,306017,Toowoomba - South,1,Good,Good,0
307021182,Pittsworth,306007,Jondaryan - Oakey,0.1579338,Poor,Good,0
307021182,Pittsworth,306017,Toowoomba - South,0.8420662,Good,Good,0
307021183,Wambo,306005,Dalby,0.5509483,Poor,Good,0
307021183,Wambo,306018,Western Downs,0.4490517,Acceptable,Good,0
307031184,Clifton - Greenmount,306017,Toowoomba - South,1,Good,Good,0
307031185,Southern Downs - East,306014,Southern Downs,1,Good,Good,0
307031186,Southern Downs - West,306014,Southern Downs,1,Good,Good,0
307031187,Stanthorpe,306006,Goondiwindi - Stanthorpe,1,Good,Good,0
307031188,Stanthorpe Surrounds,306006,Goondiwindi - Stanthorpe,1,Good,Good,0
307031189,Warwick,306014,Southern Downs,1,Good,Good,0
308011190,Central Highlands - East,305004,Central Capricorn,1,Good,Good,0
308011191,Central Highlands - West,305004,Central Capricorn,1,Good,Good,0
308011192,Emerald,305004,Central Capricorn,1,Good,Good,0
308031205,Berserker,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031206,Bouldercombe,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031207,Emu Park,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031208,Frenchville - Mount Archer,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031209,Glenlee - Rockyview,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031210,Gracemere,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031211,Lakes Creek,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031212,Mount Morgan,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031213,Norman Gardens,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031214,Park Avenue,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031215,Parkhurst - Kawana,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031216,Rockhampton - West,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031217,Rockhampton City,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031218,Rockhampton Surrounds - East,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031219,Rockhampton Surrounds - North,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031220,Rockhampton Surrounds - West,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031221,Shoalwater Bay,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031222,The Range - Allenstown,305009,Rockhampton - Yeppoon,1,Good,Good,0
308031223,Yeppoon,305009,Rockhampton - Yeppoon,1,Good,Good,0
308041528,Banana,305001,Banana,1,Good,Good,0
308041529,Biloela,305001,Banana,1,Good,Good,0
308051530,Agnes Water - Miriam Vale,305006,Gladstone,1,Good,Good,0
308051531,Boyne Island - Tannum Sands,305006,Gladstone,1,Good,Good,0
308051532,Callemondah,305006,Gladstone,1,Good,Good,0
308051533,Clinton - New Auckland,305006,Gladstone,1,Good,Good,0
308051534,Gladstone,305006,Gladstone,1,Good,Good,0
308051535,Gladstone Hinterland,305006,Gladstone,1,Good,Good,0
308051536,Kin Kora - Sun Valley,305006,Gladstone,1,Good,Good,0
308051537,South Trees,305006,Gladstone,1,Good,Good,0
308051538,Telina - Toolooa,305006,Gladstone,1,Good,Good,0
308051539,West Gladstone,305006,Gladstone,1,Good,Good,0
309011224,Broadbeach Waters,301007,Gold Coast,1,Good,Good,0
309011225,Burleigh Heads,301007,Gold Coast,1,Good,Good,0
309011226,Burleigh Waters,301007,Gold Coast,1,Good,Good,0
309011227,Mermaid Beach - Broadbeach,301007,Gold Coast,1,Good,Good,0
309011228,Mermaid Waters,301007,Gold Coast,1,Good,Good,0
309011229,Miami,301007,Gold Coast,1,Good,Good,0
309021230,Coolangatta,301007,Gold Coast,1,Good,Good,0
309021231,Currumbin - Tugun,301007,Gold Coast,1,Good,Good,0
309021232,Currumbin Waters,301007,Gold Coast,1,Good,Good,0
309021233,Elanora,301007,Gold Coast,1,Good,Good,0
309021234,Palm Beach,301007,Gold Coast,1,Good,Good,0
309031235,Arundel,301007,Gold Coast,1,Good,Good,0
309031236,Biggera Waters,301007,Gold Coast,1,Good,Good,0
309031237,Coombabah,301007,Gold Coast,1,Good,Good,0
309031238,Labrador,301007,Gold Coast,1,Good,Good,0
309031239,Paradise Point - Hollywell,301007,Gold Coast,1,Good,Good,0
309031240,Runaway Bay,301007,Gold Coast,1,Good,Good,0
309041241,Guanaba - Springbrook,301007,Gold Coast,1,Good,Good,0
309041242,Tamborine - Canungra,301001,Beaudesert - Boonah,1,Good,Good,0
309051243,Currumbin Valley - Tallebudgera,301007,Gold Coast,1,Good,Good,0
309051244,Mudgeeraba - Bonogin,301007,Gold Coast,1,Good,Good,0
309051245,Reedy Creek - Andrews,301007,Gold Coast,1,Good,Good,0
309061246,Carrara,301007,Gold Coast,1,Good,Good,0
309061247,Highland Park,301007,Gold Coast,1,Good,Good,0
309061248,Nerang - Mount Nathan,301007,Gold Coast,1,Good,Good,0
309061249,Pacific Pines - Gaven,301007,Gold Coast,1,Good,Good,0
309061250,Worongary - Tallai,301007,Gold Coast,1,Good,Good,0
309071251,Coomera,301007,Gold Coast,1,Good,Good,0
309071252,Helensvale,301007,Gold Coast,1,Good,Good,0
309071253,Hope Island,301007,Gold Coast,1,Good,Good,0
309071254,Jacobs Well - Alberton,301007,Gold Coast,1,Good,Good,0
309071256,Oxenford - Maudsland,301007,Gold Coast,1,Good,Good,0
309071552,Ormeau (East) - Stapylton,301007,Gold Coast,1,Good,Good,0
309071553,Ormeau (West) - Yatala,301007,Gold Coast,1,Good,Good,0
309071554,Pimpama - North,301007,Gold Coast,1,Good,Good,0
309071555,Pimpama - South,301007,Gold Coast,1,Good,Good,0
309071556,Upper Coomera (South) - Wongawallan,301007,Gold Coast,1,Good,Good,0
309071557,Upper Coomera - North,301007,Gold Coast,1,Good,Good,0
309071558,Willow Vale - Pimpama (West),301007,Gold Coast,1,Good,Good,0
309081259,Clear Island Waters,301007,Gold Coast,1,Good,Good,0
309081260,Merrimac,301007,Gold Coast,1,Good,Good,0
309081262,Varsity Lakes,301007,Gold Coast,1,Good,Good,0
309081559,Robina - East,301007,Gold Coast,1,Good,Good,0
309081560,Robina - West,301007,Gold Coast,1,Good,Good,0
309091263,Ashmore,301007,Gold Coast,1,Good,Good,0
309091264,Molendinar,301007,Gold Coast,1,Good,Good,0
309091265,Parkwood,301007,Gold Coast,1,Good,Good,0
309091540,Southport - North,301007,Gold Coast,1,Good,Good,0
309091541,Southport - South,301007,Gold Coast,1,Good,Good,0
309101267,Benowa,301007,Gold Coast,1,Good,Good,0
309101268,Bundall,301007,Gold Coast,1,Good,Good,0
309101269,Main Beach,301007,Gold Coast,1,Good,Good,0
309101561,Surfers Paradise - North,301007,Gold Coast,1,Good,Good,0
