POSTCODE,POSTCODE,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3933,3933,20,Major Cities of Australia,1,Good,Good,0
3934,3934,20,Major Cities of Australia,1,Good,Good,0
3936,3936,20,Major Cities of Australia,1,Good,Good,0
3937,3937,21,Inner Regional Australia,1,Good,Good,0
3938,3938,20,Major Cities of Australia,1,Good,Good,0
3939,3939,20,Major Cities of Australia,0.9435749,Good,Good,0
3939,3939,21,Inner Regional Australia,0.0564251,Good,Good,0
3940,3940,20,Major Cities of Australia,1,Good,Good,0
3941,3941,20,Major Cities of Australia,1,Good,Good,0
3942,3942,20,Major Cities of Australia,1,Good,Good,0
3943,3943,20,Major Cities of Australia,1,Good,Good,0
3944,3944,20,Major Cities of Australia,1,Good,Good,0
3945,3945,21,Inner Regional Australia,1,Good,Good,0
3946,3946,21,Inner Regional Australia,1,Good,Good,0
3950,3950,21,Inner Regional Australia,1,Good,Good,0
3951,3951,21,Inner Regional Australia,1,Good,Good,0
3953,3953,21,Inner Regional Australia,1,Good,Good,0
3954,3954,21,Inner Regional Australia,1,Good,Good,0
3956,3956,21,Inner Regional Australia,0.9219313,Good,Good,0
3956,3956,22,Outer Regional Australia,0.0780687,Good,Good,0
3957,3957,21,Inner Regional Australia,1,Good,Good,0
3958,3958,21,Inner Regional Australia,1,Good,Good,0
3959,3959,21,Inner Regional Australia,0.6309036,Good,Good,0
3959,3959,22,Outer Regional Australia,0.3690964,Good,Good,0
3960,3960,21,Inner Regional Australia,0.892316,Good,Good,0
3960,3960,22,Outer Regional Australia,0.107684,Good,Good,0
3962,3962,21,Inner Regional Australia,1,Good,Good,0
3964,3964,21,Inner Regional Australia,1,Good,Good,0
3965,3965,22,Outer Regional Australia,1,Good,Good,0
3966,3966,21,Inner Regional Australia,0.2946205,Good,Good,0
3966,3966,22,Outer Regional Australia,0.7053795,Good,Good,0
3967,3967,21,Inner Regional Australia,0.2417051,Good,Good,0
3967,3967,22,Outer Regional Australia,0.7571521,Good,Good,0
3967,3967,23,Remote Australia,0.0011428,Acceptable,Good,1
3971,3971,,,2.40E-06,Poor,Good,4
3971,3971,21,Inner Regional Australia,0.842068,Good,Good,0
3971,3971,22,Outer Regional Australia,0.1577673,Good,Good,0
3971,3971,23,Remote Australia,0.0001623,Acceptable,Good,1
3975,3975,20,Major Cities of Australia,1,Good,Good,0
3976,3976,20,Major Cities of Australia,1,Good,Good,0
3977,3977,20,Major Cities of Australia,0.9935314,Good,Good,0
3977,3977,21,Inner Regional Australia,0.0064686,Good,Good,1
3978,3978,20,Major Cities of Australia,1,Good,Good,0
3979,3979,21,Inner Regional Australia,1,Good,Good,0
3980,3980,20,Major Cities of Australia,0.8278152,Good,Good,0
3980,3980,21,Inner Regional Australia,0.1721848,Good,Good,0
3981,3981,20,Major Cities of Australia,0.0255754,Good,Good,0
3981,3981,21,Inner Regional Australia,0.9744246,Good,Good,0
3984,3984,21,Inner Regional Australia,1,Good,Good,0
3987,3987,21,Inner Regional Australia,1,Good,Good,0
3988,3988,21,Inner Regional Australia,1,Good,Good,0
3990,3990,21,Inner Regional Australia,1,Good,Good,0
3991,3991,21,Inner Regional Australia,1,Good,Good,0
3992,3992,21,Inner Regional Australia,1,Good,Good,0
3995,3995,21,Inner Regional Australia,1,Good,Good,0
3996,3996,21,Inner Regional Australia,1,Good,Good,0
4000,4000,30,Major Cities of Australia,1,Good,Good,0
4005,4005,30,Major Cities of Australia,1,Good,Good,0
4006,4006,30,Major Cities of Australia,1,Good,Good,0
4007,4007,,,6.00E-07,Poor,Good,4
4007,4007,30,Major Cities of Australia,0.9999994,Good,Good,0
4008,4008,30,Major Cities of Australia,1,Good,Good,0
4009,4009,30,Major Cities of Australia,1,Good,Good,0
4010,4010,30,Major Cities of Australia,1,Good,Good,0
4011,4011,30,Major Cities of Australia,1,Good,Good,0
4012,4012,30,Major Cities of Australia,1,Good,Good,0
4013,4013,30,Major Cities of Australia,1,Good,Good,0
4014,4014,30,Major Cities of Australia,1,Good,Good,0
4017,4017,30,Major Cities of Australia,1,Good,Good,0
4018,4018,30,Major Cities of Australia,1,Good,Good,0
4019,4019,30,Major Cities of Australia,1,Good,Good,0
4020,4020,30,Major Cities of Australia,1,Good,Good,0
4021,4021,30,Major Cities of Australia,1,Good,Good,0
4022,4022,30,Major Cities of Australia,1,Good,Good,0
4025,4025,33,Remote Australia,1,Poor,Good,0
4030,4030,30,Major Cities of Australia,1,Good,Good,0
4031,4031,30,Major Cities of Australia,1,Good,Good,0
4032,4032,30,Major Cities of Australia,1,Good,Good,0
4034,4034,30,Major Cities of Australia,1,Good,Good,0
4035,4035,30,Major Cities of Australia,1,Good,Good,0
4036,4036,30,Major Cities of Australia,1,Good,Good,0
4037,4037,30,Major Cities of Australia,1,Good,Good,0
4051,4051,30,Major Cities of Australia,1,Good,Good,0
4053,4053,30,Major Cities of Australia,1,Good,Good,0
4054,4054,30,Major Cities of Australia,1,Good,Good,0
4055,4055,30,Major Cities of Australia,1,Good,Good,0
4059,4059,30,Major Cities of Australia,1,Good,Good,0
4060,4060,30,Major Cities of Australia,1,Good,Good,0
4061,4061,30,Major Cities of Australia,1,Good,Good,0
4064,4064,30,Major Cities of Australia,1,Good,Good,0
4065,4065,30,Major Cities of Australia,1,Good,Good,0
4066,4066,30,Major Cities of Australia,1,Good,Good,0
4067,4067,30,Major Cities of Australia,1,Good,Good,0
4068,4068,30,Major Cities of Australia,1,Good,Good,0
4069,4069,30,Major Cities of Australia,0.991809,Good,Good,0
4069,4069,31,Inner Regional Australia,0.008191,Good,Good,1
4070,4070,30,Major Cities of Australia,1,Good,Good,0
4073,4073,30,Major Cities of Australia,1,Good,Good,0
4074,4074,30,Major Cities of Australia,1,Good,Good,0
4075,4075,30,Major Cities of Australia,1,Good,Good,0
4076,4076,30,Major Cities of Australia,1,Good,Good,0
4077,4077,30,Major Cities of Australia,1,Good,Good,0
4078,4078,30,Major Cities of Australia,1,Good,Good,0
4101,4101,30,Major Cities of Australia,1,Good,Good,0
4102,4102,30,Major Cities of Australia,1,Good,Good,0
4103,4103,30,Major Cities of Australia,1,Good,Good,0
4104,4104,30,Major Cities of Australia,1,Good,Good,0
4105,4105,30,Major Cities of Australia,1,Good,Good,0
4106,4106,30,Major Cities of Australia,1,Good,Good,0
4107,4107,30,Major Cities of Australia,1,Good,Good,0
4108,4108,30,Major Cities of Australia,1,Good,Good,0
4109,4109,30,Major Cities of Australia,1,Good,Good,0
4110,4110,30,Major Cities of Australia,1,Good,Good,0
4111,4111,30,Major Cities of Australia,1,Good,Good,0
4112,4112,30,Major Cities of Australia,1,Good,Good,0
4113,4113,30,Major Cities of Australia,1,Good,Good,0
4114,4114,30,Major Cities of Australia,1,Good,Good,0
4115,4115,30,Major Cities of Australia,1,Good,Good,0
4116,4116,30,Major Cities of Australia,1,Good,Good,0
4117,4117,30,Major Cities of Australia,1,Good,Good,0
4118,4118,30,Major Cities of Australia,1,Good,Good,0
4119,4119,30,Major Cities of Australia,1,Good,Good,0
4120,4120,30,Major Cities of Australia,1,Good,Good,0
4121,4121,30,Major Cities of Australia,1,Good,Good,0
4122,4122,30,Major Cities of Australia,1,Good,Good,0
4123,4123,30,Major Cities of Australia,1,Good,Good,0
4124,4124,30,Major Cities of Australia,0.998031,Good,Good,0
4124,4124,31,Inner Regional Australia,0.001969,Good,Good,1
4125,4125,30,Major Cities of Australia,1,Good,Good,0
4127,4127,30,Major Cities of Australia,1,Good,Good,0
4128,4128,30,Major Cities of Australia,1,Good,Good,0
4129,4129,30,Major Cities of Australia,1,Good,Good,0
4130,4130,30,Major Cities of Australia,1,Good,Good,0
4131,4131,30,Major Cities of Australia,1,Good,Good,0
4132,4132,30,Major Cities of Australia,1,Good,Good,0
4133,4133,30,Major Cities of Australia,1,Good,Good,0
4151,4151,30,Major Cities of Australia,1,Good,Good,0
4152,4152,30,Major Cities of Australia,1,Good,Good,0
4153,4153,30,Major Cities of Australia,1,Good,Good,0
4154,4154,30,Major Cities of Australia,1,Good,Good,0
4155,4155,30,Major Cities of Australia,1,Good,Good,0
4156,4156,30,Major Cities of Australia,1,Good,Good,0
4157,4157,30,Major Cities of Australia,1,Good,Good,0
4158,4158,30,Major Cities of Australia,1,Good,Good,0
4159,4159,30,Major Cities of Australia,1,Good,Good,0
4160,4160,30,Major Cities of Australia,1,Good,Good,0
4161,4161,30,Major Cities of Australia,1,Good,Good,0
4163,4163,30,Major Cities of Australia,1,Good,Good,0
4164,4164,30,Major Cities of Australia,1,Good,Good,0
4165,4165,30,Major Cities of Australia,0.9999999,Good,Good,0
4165,4165,31,Inner Regional Australia,1.00E-07,Good,Good,1
4169,4169,30,Major Cities of Australia,1,Good,Good,0
4170,4170,30,Major Cities of Australia,1,Good,Good,0
4171,4171,30,Major Cities of Australia,1,Good,Good,0
4172,4172,30,Major Cities of Australia,1,Good,Good,0
4173,4173,30,Major Cities of Australia,1,Good,Good,0
4174,4174,30,Major Cities of Australia,1,Good,Good,0
4178,4178,,,0.0022862,Poor,Good,4
4178,4178,30,Major Cities of Australia,0.9977094,Good,Good,0
4178,4178,31,Inner Regional Australia,2.10E-06,Good,Good,1
4178,4178,32,Outer Regional Australia,1.50E-06,Good,Good,1
4178,4178,33,Remote Australia,7.00E-07,Poor,Good,1
4179,4179,30,Major Cities of Australia,1,Good,Good,0
4183,4183,31,Inner Regional Australia,1.50E-06,Good,Good,1
4183,4183,33,Remote Australia,0.9999985,Poor,Good,0
4184,4184,31,Inner Regional Australia,0.5381877,Good,Good,0
4184,4184,32,Outer Regional Australia,0.4618112,Good,Good,0
4184,4184,33,Remote Australia,1.20E-06,Poor,Good,1
4205,4205,30,Major Cities of Australia,1,Good,Good,0
4207,4207,30,Major Cities of Australia,0.9731534,Good,Good,0
4207,4207,31,Inner Regional Australia,0.0268466,Good,Good,0
4208,4208,30,Major Cities of Australia,0.8824995,Good,Good,0
4208,4208,31,Inner Regional Australia,0.1175005,Good,Good,0
4209,4209,30,Major Cities of Australia,1,Good,Good,0
4210,4210,30,Major Cities of Australia,1,Good,Good,0
4211,4211,30,Major Cities of Australia,0.9645996,Good,Good,0
4211,4211,31,Inner Regional Australia,0.0354004,Good,Good,0
4212,4212,30,Major Cities of Australia,1,Good,Good,0
4213,4213,30,Major Cities of Australia,0.9646267,Good,Good,0
4213,4213,31,Inner Regional Australia,0.0353733,Good,Good,0
4214,4214,30,Major Cities of Australia,1,Good,Good,0
4215,4215,30,Major Cities of Australia,1,Good,Good,0
4216,4216,30,Major Cities of Australia,0.9965473,Good,Good,0
4216,4216,31,Inner Regional Australia,0.0034527,Good,Good,1
4217,4217,30,Major Cities of Australia,1,Good,Good,0
4218,4218,30,Major Cities of Australia,1,Good,Good,0
4220,4220,30,Major Cities of Australia,1,Good,Good,0
4221,4221,30,Major Cities of Australia,1,Good,Good,0
4223,4223,30,Major Cities of Australia,0.9672267,Good,Good,0
4223,4223,31,Inner Regional Australia,0.0327733,Good,Good,0
4224,4224,30,Major Cities of Australia,1,Good,Good,0
4225,4225,30,Major Cities of Australia,1,Good,Good,0
4226,4226,30,Major Cities of Australia,1,Good,Good,0
4227,4227,30,Major Cities of Australia,1,Good,Good,0
4228,4228,30,Major Cities of Australia,0.8664904,Good,Good,0
4228,4228,31,Inner Regional Australia,0.1335096,Good,Good,0
4270,4270,31,Inner Regional Australia,1,Good,Good,0
4272,4272,30,Major Cities of Australia,0.9874546,Good,Good,0
4272,4272,31,Inner Regional Australia,0.0125454,Good,Good,0
4275,4275,31,Inner Regional Australia,1,Good,Good,0
4280,4280,30,Major Cities of Australia,0.9108907,Good,Good,0
4280,4280,31,Inner Regional Australia,0.0891093,Good,Good,0
4285,4285,30,Major Cities of Australia,5.00E-07,Good,Good,1
4285,4285,31,Inner Regional Australia,0.9999995,Good,Good,0
4287,4287,31,Inner Regional Australia,0.5393724,Good,Good,0
4287,4287,32,Outer Regional Australia,0.4606276,Good,Good,0
4300,4300,30,Major Cities of Australia,1,Good,Good,0
4301,4301,30,Major Cities of Australia,1,Good,Good,0
4303,4303,30,Major Cities of Australia,1,Good,Good,0
4304,4304,30,Major Cities of Australia,1,Good,Good,0
4305,4305,30,Major Cities of Australia,0.9979022,Good,Good,0
4305,4305,31,Inner Regional Australia,0.0020978,Good,Good,1
4306,4306,30,Major Cities of Australia,0.7604517,Good,Good,0
4306,4306,31,Inner Regional Australia,0.2395483,Good,Good,0
4307,4307,31,Inner Regional Australia,1,Good,Good,0
4309,4309,31,Inner Regional Australia,1,Good,Good,0
4310,4310,31,Inner Regional Australia,1,Good,Good,0
4311,4311,31,Inner Regional Australia,1,Good,Good,0
4312,4312,31,Inner Regional Australia,1,Good,Good,0
4313,4313,31,Inner Regional Australia,1,Good,Good,0
4314,4314,31,Inner Regional Australia,0.1446962,Good,Good,0
4314,4314,32,Outer Regional Australia,0.8553038,Good,Good,0
4340,4340,31,Inner Regional Australia,1,Good,Good,0
4341,4341,31,Inner Regional Australia,1,Good,Good,0
4342,4342,31,Inner Regional Australia,1,Good,Good,0
4343,4343,31,Inner Regional Australia,1,Good,Good,0
4344,4344,31,Inner Regional Australia,1,Good,Good,0
4346,4346,31,Inner Regional Australia,1,Good,Good,0
4347,4347,31,Inner Regional Australia,1,Good,Good,0
4350,4350,31,Inner Regional Australia,1,Good,Good,0
4352,4352,31,Inner Regional Australia,0.9653705,Good,Good,0
4352,4352,32,Outer Regional Australia,0.0346295,Good,Good,0
4353,4353,31,Inner Regional Australia,1,Good,Good,0
4354,4354,31,Inner Regional Australia,1,Good,Good,0
4355,4355,31,Inner Regional Australia,1,Good,Good,0
4356,4356,31,Inner Regional Australia,1,Good,Good,0
4357,4357,31,Inner Regional Australia,0.5520813,Good,Good,0
4357,4357,32,Outer Regional Australia,0.4479187,Good,Good,0
4358,4358,31,Inner Regional Australia,1,Good,Good,0
4359,4359,31,Inner Regional Australia,1,Good,Good,0
4360,4360,31,Inner Regional Australia,1,Good,Good,0
4361,4361,31,Inner Regional Australia,1,Good,Good,0
4362,4362,31,Inner Regional Australia,1,Good,Good,0
4363,4363,31,Inner Regional Australia,1,Good,Good,0
4364,4364,31,Inner Regional Australia,1,Good,Good,0
4365,4365,31,Inner Regional Australia,1,Good,Good,0
4370,4370,31,Inner Regional Australia,0.9856731,Good,Good,0
4370,4370,32,Outer Regional Australia,0.0143269,Good,Good,0
4371,4371,31,Inner Regional Australia,1,Good,Good,0
4372,4372,31,Inner Regional Australia,1,Good,Good,0
4373,4373,31,Inner Regional Australia,6.80E-06,Good,Good,1
4373,4373,32,Outer Regional Australia,0.9999932,Good,Good,0
4374,4374,31,Inner Regional Australia,0.9131168,Good,Good,0
4374,4374,32,Outer Regional Australia,0.0868832,Good,Good,0
4375,4375,12,Outer Regional Australia,0.0905266,Acceptable,Good,0
4375,4375,32,Outer Regional Australia,0.9094734,Good,Good,0
4376,4376,32,Outer Regional Australia,1,Good,Good,0
4377,4377,12,Outer Regional Australia,0.1424365,Acceptable,Good,0
4377,4377,32,Outer Regional Australia,0.8575635,Good,Good,0
4378,4378,32,Outer Regional Australia,1,Good,Good,0
4380,4380,12,Outer Regional Australia,0.0148964,Acceptable,Good,0
4380,4380,32,Outer Regional Australia,0.9851036,Good,Good,0
4381,4381,32,Outer Regional Australia,1,Good,Good,0
4382,4382,32,Outer Regional Australia,1,Good,Good,0
4383,4383,12,Outer Regional Australia,0.2768879,Acceptable,Good,0
4383,4383,32,Outer Regional Australia,0.7231121,Good,Good,0
4384,4384,32,Outer Regional Australia,1,Good,Good,0
4385,4385,12,Outer Regional Australia,0.0557799,Acceptable,Good,0
4385,4385,32,Outer Regional Australia,0.9442201,Good,Good,0
4387,4387,32,Outer Regional Australia,1,Good,Good,0
4388,4388,32,Outer Regional Australia,1,Good,Good,0
4390,4390,32,Outer Regional Australia,1,Good,Good,0
4400,4400,31,Inner Regional Australia,1,Good,Good,0
4401,4401,31,Inner Regional Australia,1,Good,Good,0
4402,4402,32,Outer Regional Australia,1,Good,Good,0
4403,4403,31,Inner Regional Australia,1,Good,Good,0
4404,4404,31,Inner Regional Australia,1,Good,Good,0
4405,4405,31,Inner Regional Australia,0.9347617,Good,Good,0
4405,4405,32,Outer Regional Australia,0.062112,Good,Good,0
4405,4405,33,Remote Australia,0.0031262,Poor,Good,1
4406,4406,31,Inner Regional Australia,0.0962738,Good,Good,0
4406,4406,32,Outer Regional Australia,0.6916677,Good,Good,0
4406,4406,33,Remote Australia,0.2120586,Poor,Good,0
4407,4407,31,Inner Regional Australia,0.1853015,Good,Good,0
4407,4407,32,Outer Regional Australia,0.8146985,Good,Good,0
4408,4408,32,Outer Regional Australia,1,Good,Good,0
4410,4410,32,Outer Regional Australia,1,Good,Good,0
4411,4411,32,Outer Regional Australia,1,Good,Good,0
4412,4412,32,Outer Regional Australia,1,Good,Good,0
4413,4413,32,Outer Regional Australia,1,Good,Good,0
4415,4415,32,Outer Regional Australia,0.9935003,Good,Good,0
4415,4415,33,Remote Australia,0.0064997,Poor,Good,1
4416,4416,32,Outer Regional Australia,1,Good,Good,0
4417,4417,33,Remote Australia,1,Poor,Good,0
4418,4418,33,Remote Australia,1,Poor,Good,0
4419,4419,33,Remote Australia,1,Poor,Good,0
4420,4420,33,Remote Australia,1,Poor,Good,0
4421,4421,32,Outer Regional Australia,1,Good,Good,0
4422,4422,33,Remote Australia,1,Poor,Good,0
4423,4423,33,Remote Australia,1,Poor,Good,0
4424,4424,32,Outer Regional Australia,1,Good,Good,0
4425,4425,32,Outer Regional Australia,1,Good,Good,0
4426,4426,33,Remote Australia,1,Poor,Good,0
4427,4427,33,Remote Australia,1,Poor,Good,0
4428,4428,33,Remote Australia,1,Poor,Good,0
4454,4454,33,Remote Australia,0.9752428,Poor,Good,0
4454,4454,34,Very Remote Australia,0.0247572,Good,Good,0
4455,4455,32,Outer Regional Australia,0.7945467,Good,Good,0
4455,4455,33,Remote Australia,0.2054533,Poor,Good,0
4461,4461,33,Remote Australia,1,Poor,Good,0
4462,4462,33,Remote Australia,1,Poor,Good,0
4465,4465,33,Remote Australia,0.0381903,Poor,Good,0
4465,4465,34,Very Remote Australia,0.9618097,Good,Good,0
4467,4467,34,Very Remote Australia,1,Good,Good,0
4468,4468,34,Very Remote Australia,1,Good,Good,0
4470,4470,34,Very Remote Australia,1,Good,Good,0
4472,4472,34,Very Remote Australia,1,Good,Good,0
4474,4474,34,Very Remote Australia,1,Good,Good,0
4477,4477,34,Very Remote Australia,1,Good,Good,0
4478,4478,34,Very Remote Australia,1,Good,Good,0
4479,4479,34,Very Remote Australia,1,Good,Good,0
4480,4480,34,Very Remote Australia,1,Good,Good,0
4481,4481,34,Very Remote Australia,1,Good,Good,0
4482,4482,34,Very Remote Australia,1,Good,Good,0
4486,4486,34,Very Remote Australia,1,Good,Good,0
4487,4487,33,Remote Australia,1,Poor,Good,0
4488,4488,33,Remote Australia,0.2808406,Poor,Good,0
4488,4488,34,Very Remote Australia,0.7191594,Good,Good,0
4489,4489,34,Very Remote Australia,1,Good,Good,0
4490,4490,34,Very Remote Australia,1,Good,Good,0
4491,4491,34,Very Remote Australia,1,Good,Good,0
4492,4492,34,Very Remote Australia,1,Good,Good,0
4493,4493,34,Very Remote Australia,1,Good,Good,0
4494,4494,33,Remote Australia,1,Poor,Good,0
4496,4496,33,Remote Australia,1,Poor,Good,0
4497,4497,33,Remote Australia,1,Poor,Good,0
4498,4498,32,Outer Regional Australia,0.8251106,Good,Good,0
4498,4498,33,Remote Australia,0.1748894,Poor,Good,0
4500,4500,30,Major Cities of Australia,1,Good,Good,0
4501,4501,30,Major Cities of Australia,1,Good,Good,0
4502,4502,30,Major Cities of Australia,1,Good,Good,0
4503,4503,30,Major Cities of Australia,1,Good,Good,0
4504,4504,30,Major Cities of Australia,0.9854932,Good,Good,0
4504,4504,31,Inner Regional Australia,0.0145068,Good,Good,0
4505,4505,30,Major Cities of Australia,1,Good,Good,0
4506,4506,30,Major Cities of Australia,1,Good,Good,0
4507,4507,31,Inner Regional Australia,1,Good,Good,0
4508,4508,30,Major Cities of Australia,1,Good,Good,0
4509,4509,30,Major Cities of Australia,1,Good,Good,0
4510,4510,30,Major Cities of Australia,0.9619047,Good,Good,0
4510,4510,31,Inner Regional Australia,0.0380953,Good,Good,0
4511,4511,30,Major Cities of Australia,1,Good,Good,0
4512,4512,30,Major Cities of Australia,0.9225425,Good,Good,0
4512,4512,31,Inner Regional Australia,0.0774575,Good,Good,0
4514,4514,31,Inner Regional Australia,1,Good,Good,0
4515,4515,31,Inner Regional Australia,0.9495883,Good,Good,0
4515,4515,32,Outer Regional Australia,0.0504117,Good,Good,0
4516,4516,30,Major Cities of Australia,1,Good,Good,0
4517,4517,31,Inner Regional Australia,1,Good,Good,0
4518,4518,30,Major Cities of Australia,0.0006705,Good,Good,1
4518,4518,31,Inner Regional Australia,0.9993295,Good,Good,0
4519,4519,,,0,Poor,Good,4
4519,4519,30,Major Cities of Australia,0.0402489,Good,Good,0
4519,4519,31,Inner Regional Australia,0.9597511,Good,Good,0
4520,4520,30,Major Cities of Australia,0.4218887,Good,Good,0
4520,4520,31,Inner Regional Australia,0.5781113,Good,Good,0
4521,4521,31,Inner Regional Australia,1,Good,Good,0
4550,4550,30,Major Cities of Australia,9.70E-06,Good,Good,1
4550,4550,31,Inner Regional Australia,0.9999903,Good,Good,0
4551,4551,30,Major Cities of Australia,1,Good,Good,0
4552,4552,31,Inner Regional Australia,1,Good,Good,0
4553,4553,30,Major Cities of Australia,0.6173737,Good,Good,0
4553,4553,31,Inner Regional Australia,0.3826263,Good,Good,0
4554,4554,30,Major Cities of Australia,0.4059041,Good,Good,0
4554,4554,31,Inner Regional Australia,0.5940959,Good,Good,0
4555,4555,30,Major Cities of Australia,0.8284481,Good,Good,0
4555,4555,31,Inner Regional Australia,0.1715519,Good,Good,0
4556,4556,30,Major Cities of Australia,1,Good,Good,0
4557,4557,30,Major Cities of Australia,1,Good,Good,0
4558,4558,30,Major Cities of Australia,1,Good,Good,0
4559,4559,30,Major Cities of Australia,0.9401488,Good,Good,0
4559,4559,31,Inner Regional Australia,0.0598512,Good,Good,0
4560,4560,30,Major Cities of Australia,0.8153739,Good,Good,0
4560,4560,31,Inner Regional Australia,0.1846261,Good,Good,0
4561,4561,30,Major Cities of Australia,0.6048913,Good,Good,0
4561,4561,31,Inner Regional Australia,0.3951087,Good,Good,0
4562,4562,30,Major Cities of Australia,0.6800556,Good,Good,0
4562,4562,31,Inner Regional Australia,0.3199444,Good,Good,0
4563,4563,30,Major Cities of Australia,0.1472167,Good,Good,0
4563,4563,31,Inner Regional Australia,0.8527833,Good,Good,0
4564,4564,30,Major Cities of Australia,1,Good,Good,0
4565,4565,30,Major Cities of Australia,0.8752359,Good,Good,0
4565,4565,31,Inner Regional Australia,0.1247641,Good,Good,0
4566,4566,30,Major Cities of Australia,1,Good,Good,0
4567,4567,30,Major Cities of Australia,1,Good,Good,0
4568,4568,31,Inner Regional Australia,1,Good,Good,0
4569,4569,31,Inner Regional Australia,1,Good,Good,0
4570,4570,31,Inner Regional Australia,0.9996462,Good,Good,0
4570,4570,32,Outer Regional Australia,0.0003538,Good,Good,1
4571,4571,31,Inner Regional Australia,1,Good,Good,0
4572,4572,30,Major Cities of Australia,1,Good,Good,0
4573,4573,30,Major Cities of Australia,1,Good,Good,0
4574,4574,31,Inner Regional Australia,1,Good,Good,0
4575,4575,30,Major Cities of Australia,1,Good,Good,0
4580,4580,31,Inner Regional Australia,1,Good,Good,0
4581,4581,31,Inner Regional Australia,0.8883681,Good,Good,0
4581,4581,33,Remote Australia,0.1116319,Poor,Good,0
4600,4600,31,Inner Regional Australia,0.0495651,Good,Good,0
4600,4600,32,Outer Regional Australia,0.9504349,Good,Good,0
4601,4601,32,Outer Regional Australia,1,Good,Good,0
4605,4605,31,Inner Regional Australia,0.6616557,Good,Good,0
4605,4605,32,Outer Regional Australia,0.3383443,Good,Good,0
4606,4606,32,Outer Regional Australia,1,Good,Good,0
4608,4608,31,Inner Regional Australia,0.0016584,Good,Good,1
4608,4608,32,Outer Regional Australia,0.9983416,Good,Good,0
4610,4610,31,Inner Regional Australia,0.9055029,Good,Good,0
4610,4610,32,Outer Regional Australia,0.0944971,Good,Good,0
4611,4611,32,Outer Regional Australia,1,Good,Good,0
4612,4612,32,Outer Regional Australia,1,Good,Good,0
4613,4613,32,Outer Regional Australia,1,Good,Good,0
4614,4614,32,Outer Regional Australia,1,Good,Good,0
4615,4615,31,Inner Regional Australia,0.7779636,Good,Good,0
4615,4615,32,Outer Regional Australia,0.2220364,Good,Good,0
4620,4620,31,Inner Regional Australia,0.5961182,Good,Good,0
4620,4620,32,Outer Regional Australia,0.4038818,Good,Good,0
4621,4621,32,Outer Regional Australia,1,Good,Good,0
4625,4625,32,Outer Regional Australia,1,Good,Good,0
4626,4626,32,Outer Regional Australia,1,Good,Good,0
4627,4627,32,Outer Regional Australia,0.8913904,Good,Good,0
4627,4627,33,Remote Australia,0.1086096,Poor,Good,0
4630,4630,32,Outer Regional Australia,0.9635193,Good,Good,0
4630,4630,33,Remote Australia,0.0364807,Poor,Good,0
4650,4650,31,Inner Regional Australia,0.9986513,Good,Good,0
4650,4650,32,Outer Regional Australia,0.0013487,Good,Good,1
4655,4655,,,1.00E-07,Poor,Good,4
4655,4655,31,Inner Regional Australia,0.9998418,Good,Good,0
4655,4655,33,Remote Australia,0.000158,Poor,Good,1
4659,4659,31,Inner Regional Australia,1,Good,Good,0
4660,4660,31,Inner Regional Australia,1,Good,Good,0
4662,4662,31,Inner Regional Australia,1,Good,Good,0
4670,4670,,,1.00E-07,Poor,Good,4
4670,4670,31,Inner Regional Australia,0.9969487,Good,Good,0
4670,4670,32,Outer Regional Australia,0.0030512,Good,Good,1
4671,4671,31,Inner Regional Australia,0.5514723,Good,Good,0
4671,4671,32,Outer Regional Australia,0.4485277,Good,Good,0
4673,4673,31,Inner Regional Australia,0.7574238,Good,Good,0
4673,4673,32,Outer Regional Australia,0.2425762,Good,Good,0
4674,4674,32,Outer Regional Australia,1,Good,Good,0
4676,4676,32,Outer Regional Australia,1,Good,Good,0
4677,4677,32,Outer Regional Australia,1,Good,Good,0
4678,4678,32,Outer Regional Australia,1,Good,Good,0
4680,4680,,,2.00E-07,Poor,Good,4
4680,4680,31,Inner Regional Australia,0.9874262,Good,Good,0
4680,4680,32,Outer Regional Australia,0.0115364,Good,Good,0
4680,4680,33,Remote Australia,0.0010373,Poor,Good,1
4694,4694,31,Inner Regional Australia,8.68E-05,Good,Good,1
4694,4694,32,Outer Regional Australia,0.9999132,Good,Good,0
4695,4695,32,Outer Regional Australia,1,Good,Good,0
4697,4697,32,Outer Regional Australia,1,Good,Good,0
4699,4699,31,Inner Regional Australia,0.9999783,Good,Good,0
4699,4699,32,Outer Regional Australia,2.17E-05,Good,Good,1
4700,4700,31,Inner Regional Australia,0.9965828,Good,Good,0
4700,4700,33,Remote Australia,0.0034172,Poor,Good,1
4701,4701,31,Inner Regional Australia,1,Good,Good,0
4702,4702,,,3.00E-07,Poor,Good,4
4702,4702,31,Inner Regional Australia,0.7609296,Good,Good,0
4702,4702,32,Outer Regional Australia,0.1464314,Good,Good,0
4702,4702,33,Remote Australia,0.0926188,Poor,Good,0
4702,4702,34,Very Remote Australia,1.99E-05,Good,Good,1
4703,4703,31,Inner Regional Australia,0.9713727,Good,Good,0
4703,4703,32,Outer Regional Australia,0.0286273,Good,Good,0
4704,4704,31,Inner Regional Australia,0.5690888,Good,Good,0
4704,4704,32,Outer Regional Australia,0.4309112,Good,Good,0
