SA2_CODE_2021,SA2_NAME_2021,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
206041505,Melbourne CBD - West,20101201,Melbourne - Central,1,Good,Good,0
206041506,North Melbourne,20101201,Melbourne - Central,1,Good,Good,0
206041507,Royal Botanic Gardens Victoria,20101201,Melbourne - Central,1,Good,Good,0
206041508,Southbank (West) - South Wharf,20101201,Melbourne - Central,1,Good,Good,0
206041509,Southbank - East,20101201,Melbourne - Central,1,Good,Good,0
206041510,West Melbourne - Residential,20101201,Melbourne - Central,1,Good,Good,0
206051128,Albert Park,20101202,Port Phillip,1,Good,Good,0
206051129,Elwood,20101202,Port Phillip,1,Good,Good,0
206051130,Port Melbourne,20101202,Port Phillip,1,Good,Good,0
206051134,St Kilda East,20101202,Port Phillip,1,Good,Good,0
206051511,Port Melbourne Industrial,20101201,Melbourne - Central,0.008021,Good,Good,1
206051511,Port Melbourne Industrial,20101202,Port Phillip,0.991979,Good,Good,0
206051512,South Melbourne,20101202,Port Phillip,1,Good,Good,0
206051513,St Kilda - Central,20101202,Port Phillip,1,Good,Good,0
206051514,St Kilda - West,20101202,Port Phillip,1,Good,Good,0
206061135,Armadale,20101003,Glen Eira,1,Good,Good,0
206061136,Prahran - Windsor,20101003,Glen Eira,1,Good,Good,0
206061138,Toorak,20101003,Glen Eira,1,Good,Good,0
206061515,South Yarra - North,20101003,Glen Eira,1,Good,Good,0
206061516,South Yarra - South,20101003,Glen Eira,1,Good,Good,0
206071139,Abbotsford,20101203,Yarra,1,Good,Good,0
206071140,Carlton North - Princes Hill,20101201,Melbourne - Central,3.60E-06,Good,Good,1
206071140,Carlton North - Princes Hill,20101203,Yarra,0.9999964,Good,Good,0
206071141,Collingwood,20101203,Yarra,1,Good,Good,0
206071142,Fitzroy,20101203,Yarra,1,Good,Good,0
206071143,Fitzroy North,20101203,Yarra,0.926068,Good,Good,0
206071143,Fitzroy North,20101502,Brunswick,0.073932,Good,Good,0
206071145,Clifton Hill - Alphington,20101203,Yarra,1,Good,Good,0
206071517,Richmond (South) - Cremorne,20101203,Yarra,1,Good,Good,0
206071518,Richmond - North,20101203,Yarra,1,Good,Good,0
207011146,Ashburton (Vic.),20101002,Boroondara,1,Good,Good,0
207011147,Balwyn,20101002,Boroondara,1,Good,Good,0
207011148,Balwyn North,20101002,Boroondara,1,Good,Good,0
207011149,Camberwell,20101002,Boroondara,1,Good,Good,0
207011150,Glen Iris - East,20101002,Boroondara,1,Good,Good,0
207011152,Hawthorn East,20101002,Boroondara,1,Good,Good,0
207011154,Kew East,20101002,Boroondara,1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,20101002,Boroondara,1,Good,Good,0
207011519,Hawthorn - North,20101002,Boroondara,1,Good,Good,0
207011520,Hawthorn - South,20101002,Boroondara,1,Good,Good,0
207011521,Kew - South,20101002,Boroondara,1,Good,Good,0
207011522,Kew - West,20101002,Boroondara,1,Good,Good,0
207021156,Bulleen,20101102,Manningham,1,Good,Good,0
207021157,Doncaster,20101102,Manningham,1,Good,Good,0
207021159,Templestowe,20101102,Manningham,1,Good,Good,0
207021160,Templestowe Lower,20101102,Manningham,1,Good,Good,0
207021424,Doncaster East - North,20101102,Manningham,1,Good,Good,0
207021425,Doncaster East - South,20101102,Manningham,1,Good,Good,0
207031161,Blackburn,20101803,Nunawading - West,1,Acceptable,Good,0
207031162,Blackburn South,20101803,Nunawading - West,1,Acceptable,Good,0
207031163,Box Hill,20101801,Box Hill,1,Good,Good,0
207031164,Box Hill North,20101801,Box Hill,1,Good,Good,0
207031165,Burwood (Vic.),20101801,Box Hill,1,Good,Good,0
207031166,Burwood East,20101803,Nunawading - West,1,Acceptable,Good,0
207031167,Surrey Hills (East) - Mont Albert,20101801,Box Hill,1,Good,Good,0
208011168,Beaumaris,20101001,Bayside,1,Good,Good,0
208011169,Brighton (Vic.),20101001,Bayside,1,Good,Good,0
208011170,Brighton East,20101001,Bayside,1,Good,Good,0
208011171,Highett (West) - Cheltenham,20101001,Bayside,1,Good,Good,0
208011172,Hampton,20101001,Bayside,1,Good,Good,0
208011173,Sandringham - Black Rock,20101001,Bayside,1,Good,Good,0
208021174,Bentleigh - McKinnon,20101003,Glen Eira,1,Good,Good,0
208021176,Carnegie,20101003,Glen Eira,1,Good,Good,0
208021177,Caulfield - North,20101003,Glen Eira,1,Good,Good,0
208021178,Caulfield - South,20101003,Glen Eira,1,Good,Good,0
208021179,Elsternwick,20101003,Glen Eira,1,Good,Good,0
208021180,Hughesdale,20101402,Oakleigh,1,Acceptable,Good,0
208021181,Murrumbeena,20101003,Glen Eira,1,Good,Good,0
208021182,Ormond - Glen Huntly,20101003,Glen Eira,1,Good,Good,0
208021426,Bentleigh East - North,20101003,Glen Eira,1,Good,Good,0
208021427,Bentleigh East - South,20101003,Glen Eira,1,Good,Good,0
208031183,Aspendale Gardens - Waterways,20100501,Chelsea,1,Good,Good,0
208031184,Braeside,20100501,Chelsea,1,Good,Good,0
208031185,Carrum - Patterson Lakes,20100501,Chelsea,1,Good,Good,0
208031186,Chelsea - Bonbeach,20100501,Chelsea,1,Good,Good,0
208031187,Chelsea Heights,20100501,Chelsea,1,Good,Good,0
208031188,Highett (East) - Cheltenham,20100501,Chelsea,1,Good,Good,0
208031189,Edithvale - Aspendale,20100501,Chelsea,1,Good,Good,0
208031190,Mentone,20100501,Chelsea,1,Good,Good,0
208031191,Moorabbin - Heatherton,20100501,Chelsea,1,Good,Good,0
208031192,Moorabbin Airport,20100501,Chelsea,1,Good,Good,0
208031193,Mordialloc - Parkdale,20100501,Chelsea,1,Good,Good,0
208041194,Malvern - Glen Iris,20101003,Glen Eira,1,Good,Good,0
208041195,Malvern East,20101003,Glen Eira,1,Good,Good,0
209011196,Bundoora - East,20101104,Watsonia,1,Good,Good,0
209011197,Greensborough,20101104,Watsonia,1,Good,Good,0
209011198,Heidelberg - Rosanna,20101101,Heidelberg,1,Good,Good,0
209011199,Heidelberg West,20101101,Heidelberg,1,Good,Good,0
209011200,Ivanhoe,20101101,Heidelberg,1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,20101101,Heidelberg,1,Good,Good,0
209011202,Montmorency - Briar Hill,20101104,Watsonia,1,Good,Good,0
209011203,Viewbank - Yallambie,20101101,Heidelberg,1,Good,Good,0
209011204,Watsonia,20101104,Watsonia,1,Good,Good,0
209021205,Kingsbury,20101702,Preston,1,Good,Good,0
209021428,Preston - East,20101702,Preston,1,Good,Good,0
209021429,Preston - West,20101702,Preston,1,Good,Good,0
209021523,Reservoir - North East,20101702,Preston,1,Good,Good,0
209021524,Reservoir - North West,20101702,Preston,1,Good,Good,0
209021525,Reservoir - South East,20101702,Preston,1,Good,Good,0
209021526,Reservoir - South West,20101702,Preston,1,Good,Good,0
209031209,Eltham,20101103,Nillumbik,1,Good,Good,0
209031210,Hurstbridge,20101103,Nillumbik,1,Good,Good,0
209031211,Kinglake,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
209031212,Panton Hill - St Andrews,20101103,Nillumbik,1,Good,Good,0
209031213,Plenty - Yarrambat,20101103,Nillumbik,1,Good,Good,0
209031214,Research - North Warrandyte,20101103,Nillumbik,1,Good,Good,0
209031215,Wattle Glen - Diamond Creek,20101103,Nillumbik,1,Good,Good,0
209041216,Bundoora - North,20101703,Whittlesea,1,Good,Good,0
209041217,Bundoora - West,20101703,Whittlesea,1,Good,Good,0
209041220,Mill Park - North,20101703,Whittlesea,1,Good,Good,0
209041221,Mill Park - South,20101703,Whittlesea,1,Good,Good,0
209041223,Thomastown,20101703,Whittlesea,1,Good,Good,0
209041224,Wallan,20201601,Wallan - Seymour,1,Good,Good,0
209041225,Whittlesea,20101703,Whittlesea,1,Good,Good,0
209041431,Epping - East,20101703,Whittlesea,1,Good,Good,0
209041432,Epping - South,20101703,Whittlesea,1,Good,Good,0
209041433,Epping (Vic.) - West,20101703,Whittlesea,1,Good,Good,0
209041435,South Morang - North,20101703,Whittlesea,1,Good,Good,0
209041436,South Morang - South,20101703,Whittlesea,1,Good,Good,0
209041437,Wollert,20101703,Whittlesea,1,Good,Good,0
209041527,Doreen - North,20101703,Whittlesea,1,Good,Good,0
209041528,Doreen - South,20101703,Whittlesea,1,Good,Good,0
209041529,Lalor - East,20101703,Whittlesea,1,Good,Good,0
209041530,Lalor - West,20101703,Whittlesea,1,Good,Good,0
209041531,Mernda - North,20101703,Whittlesea,1,Good,Good,0
209041532,Mernda - South,20101703,Whittlesea,1,Good,Good,0
210011226,Airport West,20100802,Moonee Valley,1,Good,Good,0
210011227,Essendon Airport,20100802,Moonee Valley,1,Good,Good,0
210011228,Keilor,20100101,Keilor,0.999405,Good,Good,0
210011228,Keilor,20100301,Craigieburn - Sunbury,0.000595,Good,Good,1
210011230,Niddrie - Essendon West,20100802,Moonee Valley,1,Good,Good,0
210011231,Strathmore,20100802,Moonee Valley,1,Good,Good,0
210011533,Avondale Heights,20100802,Moonee Valley,1,Good,Good,0
210011534,Keilor East,20100802,Moonee Valley,1,Good,Good,0
210021232,Gisborne,20200901,Macedon Ranges,1,Good,Good,0
210021233,Macedon,20200901,Macedon Ranges,1,Good,Good,0
210021234,Riddells Creek,20200901,Macedon Ranges,1,Good,Good,0
210021235,Romsey,20200901,Macedon Ranges,1,Good,Good,0
210031236,Coburg North,20101503,Coburg,1,Good,Good,0
210031237,Fawkner,20101504,Moreland - North,1,Good,Good,0
210031439,Gowanbrae,20101504,Moreland - North,1,Good,Good,0
210031440,Hadfield,20101504,Moreland - North,1,Good,Good,0
210031535,Glenroy - East,20101504,Moreland - North,1,Good,Good,0
210031536,Glenroy - West,20101504,Moreland - North,1,Good,Good,0
210031537,Oak Park,20101503,Coburg,0.081956,Good,Good,0
210031537,Oak Park,20101504,Moreland - North,0.918044,Good,Good,0
210031538,Pascoe Vale,20101503,Coburg,0.6665325,Good,Good,0
210031538,Pascoe Vale,20101504,Moreland - North,0.3334675,Good,Good,0
210041240,Sunbury,20100301,Craigieburn - Sunbury,1,Good,Good,0
210041539,Diggers Rest,20101301,Melton,1,Good,Good,0
210041540,Sunbury - South,20100301,Craigieburn - Sunbury,1,Good,Good,0
210041541,Sunbury - West,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051242,Broadmeadows,20101501,Broadmeadows,1,Good,Good,0
210051243,Campbellfield - Coolaroo,20101501,Broadmeadows,1,Good,Good,0
210051245,Gladstone Park - Westmeadows,20100301,Craigieburn - Sunbury,0.183948,Good,Good,0
210051245,Gladstone Park - Westmeadows,20101501,Broadmeadows,0.816052,Good,Good,0
210051246,Greenvale - Bulla,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051247,Meadow Heights,20101501,Broadmeadows,1,Good,Good,0
210051248,Melbourne Airport,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051250,Tullamarine,20101501,Broadmeadows,1,Good,Good,0
210051441,Craigieburn - Central,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051442,Craigieburn - North,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051443,Craigieburn - South,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051445,Mickleham - Yuroke,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051542,Craigieburn - North West,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051543,Craigieburn - West,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051544,Roxburgh Park (South) - Somerton,20100301,Craigieburn - Sunbury,1,Good,Good,0
210051545,Roxburgh Park - North,20100301,Craigieburn - Sunbury,1,Good,Good,0
211011251,Bayswater,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011254,Knoxfield - Scoresby,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011255,Lysterfield,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011256,Rowville - Central,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011257,Rowville - North,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011258,Rowville - South,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011259,Wantirna,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011260,Wantirna South,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011446,Boronia,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011447,Ferntree Gully - North,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211011449,The Basin,20100701,Wantrina - Rowville - Ferntree Gully,1,Good,Good,0
211021261,Donvale - Park Orchards,20101102,Manningham,1,Good,Good,0
211021262,Warrandyte - Wonga Park,20101102,Manningham,0.9683545,Good,Good,0
211021262,Warrandyte - Wonga Park,20102001,Yarra Ranges,0.0316455,Good,Good,0
211031263,Bayswater North,20100901,Maroondah,1,Good,Good,0
211031265,Croydon Hills - Warranwood,20100901,Maroondah,1,Good,Good,0
211031266,Ringwood,20100901,Maroondah,1,Good,Good,0
211031267,Ringwood East,20100901,Maroondah,1,Good,Good,0
211031268,Ringwood North,20100901,Maroondah,1,Good,Good,0
211031450,Croydon - East,20100901,Maroondah,1,Good,Good,0
211031451,Croydon - West,20100901,Maroondah,1,Good,Good,0
211031452,Croydon South,20100901,Maroondah,1,Good,Good,0
211041269,Forest Hill,20101802,Nunawading - East,0.4423992,Acceptable,Good,0
211041269,Forest Hill,20101803,Nunawading - West,0.5576008,Acceptable,Good,0
211041270,Mitcham (Vic.),20101802,Nunawading - East,1,Acceptable,Good,0
211041271,Nunawading,20101102,Manningham,0.0259835,Good,Good,0
211041271,Nunawading,20101802,Nunawading - East,0.4905478,Acceptable,Good,0
211041271,Nunawading,20101803,Nunawading - West,0.4834687,Acceptable,Good,0
211041272,Vermont,20100901,Maroondah,0.0423261,Good,Good,0
211041272,Vermont,20101802,Nunawading - East,0.9576739,Acceptable,Good,0
211041273,Vermont South,20101802,Nunawading - East,1,Acceptable,Good,0
211051274,Belgrave - Selby,20100201,Cardinia,0.0276773,Good,Good,0
211051274,Belgrave - Selby,20102001,Yarra Ranges,0.9723227,Good,Good,0
211051275,Chirnside Park,20102001,Yarra Ranges,1,Good,Good,0
211051276,Healesville - Yarra Glen,20102001,Yarra Ranges,1,Good,Good,0
211051277,Kilsyth,20102001,Yarra Ranges,1,Good,Good,0
211051278,Lilydale - Coldstream,20102001,Yarra Ranges,1,Good,Good,0
211051279,Monbulk - Silvan,20102001,Yarra Ranges,1,Good,Good,0
211051280,Montrose,20102001,Yarra Ranges,1,Good,Good,0
211051281,Mooroolbark,20102001,Yarra Ranges,1,Good,Good,0
211051282,Mount Dandenong - Olinda,20102001,Yarra Ranges,1,Good,Good,0
211051283,Mount Evelyn,20102001,Yarra Ranges,1,Good,Good,0
211051284,Upwey - Tecoma,20102001,Yarra Ranges,1,Good,Good,0
211051285,Wandin - Seville,20102001,Yarra Ranges,1,Good,Good,0
211051286,Yarra Valley,20102001,Yarra Ranges,1,Good,Good,0
212011289,Emerald - Cockatoo,20100201,Cardinia,0.9823461,Good,Good,0
212011289,Emerald - Cockatoo,20102001,Yarra Ranges,0.0176539,Good,Good,0
212011546,Beaconsfield - Officer,20100201,Cardinia,1,Good,Good,0
212011547,Bunyip - Garfield,20100201,Cardinia,1,Good,Good,0
212011548,Koo Wee Rup,20100201,Cardinia,1,Good,Good,0
212011549,Pakenham - North East,20100201,Cardinia,1,Good,Good,0
212011550,Pakenham - North West,20100201,Cardinia,1,Good,Good,0
212011551,Pakenham - South East,20100201,Cardinia,1,Good,Good,0
212011552,Pakenham - South West,20100201,Cardinia,1,Good,Good,0
212021293,Berwick - North,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021295,Doveton,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021297,Hallam,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021299,Narre Warren North,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021453,Endeavour Hills - North,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021454,Endeavour Hills - South,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021455,Narre Warren - North East,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021456,Narre Warren - South West,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021553,Berwick - South East,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212021554,Berwick - South West,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212031300,Cranbourne,20100401,Cranbourne,1,Good,Good,0
212031303,Cranbourne South,20100401,Cranbourne,0.4401857,Good,Good,0
212031303,Cranbourne South,20100402,Hallam - Berwick - Pearcedale,0.5598143,Good,Good,0
212031304,Cranbourne West,20100401,Cranbourne,1,Good,Good,0
212031306,Lynbrook - Lyndhurst,20100401,Cranbourne,1,Good,Good,0
212031308,Pearcedale - Tooradin,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212031457,Narre Warren South - East,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212031458,Narre Warren South - West,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212031555,Clyde North - North,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212031556,Clyde North - South,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
212031557,Cranbourne East - North,20100401,Cranbourne,0.4016963,Good,Good,0
212031557,Cranbourne East - North,20100402,Hallam - Berwick - Pearcedale,0.5983037,Good,Good,0
212031558,Cranbourne East - South,20100401,Cranbourne,0.0544298,Good,Good,0
212031558,Cranbourne East - South,20100402,Hallam - Berwick - Pearcedale,0.9455702,Good,Good,0
212031559,Cranbourne North - East,20100401,Cranbourne,1,Good,Good,0
212031560,Cranbourne North - West,20100401,Cranbourne,1,Good,Good,0
212031561,Hampton Park - East,20100401,Cranbourne,1,Good,Good,0
212031562,Hampton Park - West,20100401,Cranbourne,1,Good,Good,0
212041309,Clarinda - Oakleigh South,20100501,Chelsea,1,Good,Good,0
212041310,Clayton South,20100501,Chelsea,1,Good,Good,0
212041312,Dandenong North,20100601,Greater Dandenong,1,Good,Good,0
212041313,Dingley Village,20100501,Chelsea,1,Good,Good,0
212041316,Noble Park North,20100601,Greater Dandenong,1,Good,Good,0
212041317,Springvale,20100601,Greater Dandenong,1,Good,Good,0
212041318,Springvale South,20100601,Greater Dandenong,1,Good,Good,0
212041459,Noble Park - East,20100601,Greater Dandenong,1,Good,Good,0
212041460,Noble Park - West,20100601,Greater Dandenong,1,Good,Good,0
212041563,Dandenong - North,20100601,Greater Dandenong,1,Good,Good,0
212041564,Dandenong - South,20100601,Greater Dandenong,1,Good,Good,0
212041565,Keysborough - North,20100601,Greater Dandenong,1,Good,Good,0
212041566,Keysborough - South,20100601,Greater Dandenong,1,Good,Good,0
212051319,Ashwood - Chadstone,20101401,Mount Waverley,0.7632964,Good,Good,0
212051319,Ashwood - Chadstone,20101402,Oakleigh,0.2367036,Acceptable,Good,0
212051321,Glen Waverley - East,20101403,Wheelers Hill,1,Good,Good,0
212051322,Glen Waverley - West,20101401,Mount Waverley,1,Good,Good,0
212051323,Mount Waverley - North,20101401,Mount Waverley,1,Good,Good,0
212051324,Mount Waverley - South,20101401,Mount Waverley,1,Good,Good,0
212051325,Mulgrave,20101401,Mount Waverley,0.0549138,Good,Good,0
212051325,Mulgrave,20101403,Wheelers Hill,0.9450862,Good,Good,0
212051326,Oakleigh - Huntingdale,20101402,Oakleigh,1,Acceptable,Good,0
212051327,Wheelers Hill,20101403,Wheelers Hill,1,Good,Good,0
212051567,Clayton (North) - Notting Hill,20101401,Mount Waverley,0.3726236,Good,Good,0
212051567,Clayton (North) - Notting Hill,20101402,Oakleigh,0.6273764,Acceptable,Good,0
212051568,Clayton - Central,20101402,Oakleigh,1,Acceptable,Good,0
213011328,Ardeer - Albion,20100102,Sunshine,1,Good,Good,0
213011329,Cairnlea,20100102,Sunshine,1,Good,Good,0
213011331,Delahey,20100101,Keilor,1,Good,Good,0
213011332,Keilor Downs,20100101,Keilor,1,Good,Good,0
213011333,Kings Park (Vic.),20100101,Keilor,0.5870359,Good,Good,0
213011333,Kings Park (Vic.),20100102,Sunshine,0.4129641,Good,Good,0
213011334,St Albans - North,20100101,Keilor,1,Good,Good,0
213011335,St Albans - South,20100102,Sunshine,1,Good,Good,0
