POA_CODE_2016,POA_NAME_2016,POA_CODE_2021,POA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
6083,6083,6083,6083,1,Good,Good,0
6084,6084,6084,6084,1,Good,Good,0
6090,6090,6090,6090,1,Good,Good,0
6100,6100,6100,6100,1,Good,Good,0
6101,6101,6101,6101,1,Good,Good,0
6102,6102,6101,6101,0.0048697,Good,Good,1
6102,6102,6102,6102,0.9951303,Good,Good,0
6103,6103,6103,6103,1,Good,Good,0
6104,6104,6104,6104,1,Good,Good,0
6105,6105,6105,6105,1,Good,Good,0
6106,6106,6106,6106,1,Good,Good,0
6107,6107,6107,6107,1,Good,Good,0
6108,6108,6108,6108,1,Good,Good,0
6109,6109,6109,6109,1,Good,Good,0
6110,6110,6110,6110,1,Good,Good,0
6111,6111,6111,6111,1,Good,Good,0
6112,6112,6111,6111,2.00E-07,Good,Good,1
6112,6112,6112,6112,0.9999998,Good,Good,0
6121,6121,6121,6121,1,Good,Good,0
6122,6122,6122,6122,1,Good,Good,0
6123,6123,6123,6123,1,Good,Good,0
6124,6124,6124,6124,1,Good,Good,0
6125,6125,6125,6125,1,Good,Good,0
6126,6126,6126,6126,1,Good,Good,0
6147,6147,6147,6147,1,Good,Good,0
6148,6148,6148,6148,1,Good,Good,0
6149,6149,6149,6149,1,Good,Good,0
6150,6150,6150,6150,1,Good,Good,0
6151,6151,6151,6151,1,Good,Good,0
6152,6152,6152,6152,1,Good,Good,0
6153,6153,6153,6153,1,Good,Good,0
6154,6154,6154,6154,1,Good,Good,0
6155,6155,6155,6155,1,Good,Good,0
6156,6156,6156,6156,1,Good,Good,0
6157,6157,6157,6157,1,Good,Good,0
6158,6158,6158,6158,1,Good,Good,0
6159,6159,6159,6159,1,Good,Good,0
6160,6160,6160,6160,1,Good,Good,0
6161,6161,6161,6161,1,Good,Good,0
6162,6162,6162,6162,1,Good,Good,0
6163,6163,6163,6163,1,Good,Good,0
6164,6164,6164,6164,1,Good,Good,0
6165,6165,6165,6165,1,Good,Good,0
6166,6166,6166,6166,1,Good,Good,0
6167,6167,6167,6167,1,Good,Good,0
6168,6168,6168,6168,1,Good,Good,0
6169,6169,6169,6169,1,Good,Good,0
6170,6170,6170,6170,1,Good,Good,0
6171,6171,6171,6171,1,Good,Good,0
6172,6172,6172,6172,1,Good,Good,0
6173,6173,6173,6173,1,Good,Good,0
6174,6174,6174,6174,1,Good,Good,0
6175,6175,6175,6175,1,Good,Good,0
6176,6176,6176,6176,1,Good,Good,0
6180,6180,6180,6180,1,Good,Good,0
6181,6181,6181,6181,1,Good,Good,0
6182,6182,6182,6182,1,Good,Good,0
6207,6207,6207,6207,1,Good,Good,0
6208,6208,6208,6208,1,Good,Good,0
6209,6209,6209,6209,1,Good,Good,0
6210,6210,6210,6210,1,Good,Good,0
6211,6211,6211,6211,1,Good,Good,0
6213,6213,6213,6213,1,Good,Good,0
6214,6214,6214,6214,1,Good,Good,0
6215,6215,6215,6215,1,Good,Good,0
6218,6218,6218,6218,1,Good,Good,0
6220,6220,6219,6219,0.1045935,Poor,Good,0
6220,6220,6220,6220,0.8954065,Acceptable,Good,0
6221,6221,6221,6221,1,Good,Good,0
6223,6223,6223,6223,1,Good,Good,0
6224,6224,6224,6224,1,Good,Good,0
6225,6225,6225,6225,1,Good,Good,0
6226,6226,6226,6226,1,Good,Good,0
6227,6227,6227,6227,1,Good,Good,0
6228,6228,6228,6228,1,Good,Good,0
6229,6229,6229,6229,1,Good,Good,0
6230,6230,6230,6230,1,Good,Good,0
6232,6232,6232,6232,1,Good,Good,0
6233,6233,6233,6233,1,Good,Good,0
6236,6236,6236,6236,1,Good,Good,0
6237,6237,6237,6237,1,Good,Good,0
6239,6239,6239,6239,1,Good,Good,0
6240,6240,6240,6240,1,Good,Good,0
6243,6243,6243,6243,1,Good,Good,0
6244,6244,6244,6244,1,Good,Good,0
6251,6251,6251,6251,1,Good,Good,0
6252,6252,6252,6252,1,Good,Good,0
6253,6253,6253,6253,1,Good,Good,0
6254,6254,6254,6254,1,Good,Good,0
6255,6255,6255,6255,1,Good,Good,0
6256,6256,6256,6256,1,Good,Good,0
6258,6258,6258,6258,1,Good,Good,0
6260,6260,6260,6260,1,Good,Good,0
6262,6262,6262,6262,1,Good,Good,0
6271,6271,6271,6271,1,Good,Good,0
6275,6275,6275,6275,1,Good,Good,0
6280,6280,6280,6280,1,Good,Good,0
6281,6281,6281,6281,1,Good,Good,0
6282,6282,6282,6282,1,Good,Good,0
6284,6284,6284,6284,1,Good,Good,0
6285,6285,6285,6285,1,Good,Good,0
6286,6286,6286,6286,1,Good,Good,0
6288,6288,6288,6288,1,Good,Good,0
6290,6290,6290,6290,1,Good,Good,0
6302,6302,6302,6302,1,Good,Good,0
6304,6304,6304,6304,1,Good,Good,0
6306,6306,6306,6306,1,Good,Good,0
6308,6308,6370,6370,1.00E-07,Good,Good,1
6308,6308,6308,6308,0.9999999,Good,Good,0
6309,6309,6309,6309,1,Good,Good,0
6311,6311,6311,6311,1,Good,Good,0
6312,6312,6312,6312,1,Good,Good,0
6313,6313,6313,6313,1,Good,Good,0
6315,6315,6315,6315,1,Good,Good,0
6316,6316,6316,6316,1,Good,Good,0
6317,6317,6317,6317,1,Good,Good,0
6318,6318,6318,6318,1,Good,Good,0
6320,6320,6320,6320,1,Good,Good,0
6321,6321,6321,6321,1,Good,Good,0
6322,6322,6322,6322,1,Good,Good,0
6323,6323,6323,6323,1,Good,Good,0
6324,6324,6324,6324,1,Good,Good,0
6326,6326,6326,6326,1,Good,Good,0
6327,6327,6327,6327,1,Good,Good,0
6328,6328,6328,6328,1,Good,Good,0
6330,6330,6330,6330,1,Good,Good,0
6333,6333,6333,6333,1,Good,Good,0
6335,6335,6335,6335,1,Good,Good,0
6336,6336,6336,6336,1,Good,Good,0
6337,6337,6337,6337,1,Good,Good,0
6338,6338,6338,6338,1,Good,Good,0
6341,6341,6341,6341,1,Good,Good,0
6343,6343,6343,6343,1,Good,Good,0
6346,6346,6346,6346,1,Good,Good,0
6348,6348,6348,6348,1,Good,Good,0
6350,6350,6350,6350,1,Good,Good,0
6351,6351,6351,6351,1,Good,Good,0
6352,6352,6352,6352,1,Good,Good,0
6353,6353,6353,6353,1,Good,Good,0
6355,6355,6355,6355,1,Good,Good,0
6356,6356,6356,6356,1,Good,Good,0
6357,6357,6357,6357,1,Good,Good,0
6358,6358,6358,6358,1,Good,Good,0
6359,6359,6359,6359,1,Good,Good,0
6361,6361,6361,6361,1,Good,Good,0
6363,6363,6363,6363,1,Good,Good,0
6365,6365,6365,6365,1,Good,Good,0
6367,6367,6367,6367,1,Good,Good,0
6368,6368,6368,6368,1,Good,Good,0
6369,6369,6369,6369,1,Good,Good,0
6370,6370,6370,6370,1,Good,Good,0
6372,6372,6372,6372,1,Good,Good,0
6373,6373,6373,6373,1,Good,Good,0
6375,6375,6375,6375,1,Good,Good,0
6383,6383,6383,6383,1,Good,Good,0
6384,6384,6384,6384,1,Good,Good,0
6385,6385,6385,6385,1,Good,Good,0
6386,6386,6386,6386,1,Good,Good,0
6390,6390,6390,6390,1,Good,Good,0
6391,6391,6391,6391,1,Good,Good,0
6392,6392,6392,6392,1,Good,Good,0
6393,6393,6393,6393,1,Good,Good,0
6394,6394,6394,6394,1,Good,Good,0
6395,6395,6395,6395,1,Good,Good,0
6396,6396,6396,6396,1,Good,Good,0
6397,6397,6397,6397,1,Good,Good,0
6398,6398,6398,6398,1,Good,Good,0
6401,6401,6401,6401,1,Good,Good,0
6403,6403,6403,6403,1,Good,Good,0
6405,6405,6405,6405,1,Good,Good,0
6407,6407,6407,6407,1,Good,Good,0
6409,6409,6409,6409,1,Good,Good,0
6410,6410,6410,6410,1,Good,Good,0
6411,6411,6411,6411,1,Good,Good,0
6412,6412,6412,6412,1,Good,Good,0
6413,6413,6413,6413,1,Good,Good,0
6414,6414,6414,6414,1,Good,Good,0
6415,6415,6415,6415,1,Good,Good,0
6418,6418,6418,6418,1,Good,Good,0
6419,6419,6419,6419,1,Good,Good,0
6420,6420,6420,6420,1,Good,Good,0
6421,6421,6421,6421,1,Good,Good,0
6422,6422,6422,6422,1,Good,Good,0
6423,6423,6423,6423,1,Good,Good,0
6424,6424,6424,6424,1,Good,Good,0
6425,6425,6425,6425,1,Good,Good,0
6426,6426,6426,6426,1,Good,Good,0
6427,6427,6427,6427,1,Good,Good,0
6428,6428,6428,6428,1,Good,Good,0
6429,6429,6429,6429,1,Good,Good,0
6430,6430,6431,6431,7.64E-05,Good,Good,1
6430,6430,6430,6430,0.9999236,Good,Good,0
6431,6431,6431,6431,1,Good,Good,0
6432,6432,6432,6432,1,Good,Good,0
6434,6434,6434,6434,1,Good,Good,0
6436,6436,6436,6436,1,Good,Good,0
6437,6437,6437,6437,1,Good,Good,0
6438,6438,6438,6438,1,Good,Good,0
6440,6440,6440,6440,1,Good,Good,0
6442,6442,6442,6442,1,Good,Good,0
6443,6443,6443,6443,1,Good,Good,0
6445,6445,6445,6445,1,Good,Good,0
6446,6446,6446,6446,1,Good,Good,0
6447,6447,6447,6447,1,Good,Good,0
6448,6448,6448,6448,1,Good,Good,0
6450,6450,6450,6450,1,Good,Good,0
6452,6452,6452,6452,1,Good,Good,0
6460,6460,6460,6460,1,Good,Good,0
6461,6461,6461,6461,1,Good,Good,0
6462,6462,6462,6462,1,Good,Good,0
6463,6463,6463,6463,1,Good,Good,0
6465,6465,6465,6465,1,Good,Good,0
6466,6466,6466,6466,1,Good,Good,0
6467,6467,6467,6467,1,Good,Good,0
6468,6468,6468,6468,1,Good,Good,0
6470,6470,6470,6470,1,Good,Good,0
6472,6472,6472,6472,1,Good,Good,0
6473,6473,6473,6473,1,Good,Good,0
6475,6475,6475,6475,1,Good,Good,0
6476,6476,6476,6476,1,Good,Good,0
6477,6477,6477,6477,1,Good,Good,0
6479,6479,6479,6479,1,Good,Good,0
6480,6480,6480,6480,1,Good,Good,0
6484,6484,6484,6484,1,Good,Good,0
6485,6485,6485,6485,1,Good,Good,0
6487,6487,6487,6487,1,Good,Good,0
6488,6488,6488,6488,1,Good,Good,0
6489,6489,6489,6489,1,Good,Good,0
6490,6490,6490,6490,1,Good,Good,0
6501,6501,6501,6501,1,Good,Good,0
6502,6502,6502,6502,1,Good,Good,0
6503,6503,6503,6503,1,Good,Good,0
6504,6504,6504,6504,1,Good,Good,0
6505,6505,6505,6505,1,Good,Good,0
6506,6506,6506,6506,1,Good,Good,0
6507,6507,6507,6507,1,Good,Good,0
6509,6509,6509,6509,1,Good,Good,0
6510,6510,6510,6510,1,Good,Good,0
6511,6511,6511,6511,1,Good,Good,0
6512,6512,6512,6512,1,Good,Good,0
6513,6513,6513,6513,1,Good,Good,0
6514,6514,6514,6514,1,Good,Good,0
6515,6515,6515,6515,1,Good,Good,0
6516,6516,6516,6516,1,Good,Good,0
6517,6517,6517,6517,1,Good,Good,0
6518,6518,6518,6518,1,Good,Good,0
6519,6519,6519,6519,1,Good,Good,0
6521,6521,6521,6521,1,Good,Good,0
6522,6522,6522,6522,1,Good,Good,0
6525,6525,6525,6525,1,Good,Good,0
6528,6528,6528,6528,1,Good,Good,0
6530,6530,6530,6530,1,Good,Good,0
6532,6532,6537,6537,2.00E-07,Good,Good,1
6532,6532,6532,6532,0.9999998,Good,Good,0
6535,6535,6535,6535,1,Good,Good,0
6536,6536,6536,6536,1,Good,Good,0
6537,6537,6537,6537,1,Good,Good,0
6556,6556,6556,6556,1,Good,Good,0
6558,6558,6558,6558,1,Good,Good,0
6560,6560,6560,6560,1,Good,Good,0
6562,6562,6562,6562,1,Good,Good,0
6564,6564,6564,6564,1,Good,Good,0
6566,6566,6401,6401,2.00E-07,Good,Good,1
6566,6566,6569,6569,0.0020638,Good,Good,1
6566,6566,6566,6566,0.997936,Good,Good,0
6567,6567,6567,6567,1,Good,Good,0
6568,6568,6568,6568,1,Good,Good,0
6569,6569,6569,6569,1,Good,Good,0
6571,6571,6571,6571,1,Good,Good,0
6572,6572,6572,6572,1,Good,Good,0
6574,6574,6574,6574,1,Good,Good,0
6575,6575,6575,6575,1,Good,Good,0
6603,6603,6603,6603,1,Good,Good,0
6605,6605,6605,6605,1,Good,Good,0
6606,6606,6606,6606,1,Good,Good,0
6608,6608,6608,6608,1,Good,Good,0
6609,6609,6609,6609,1,Good,Good,0
6612,6612,6612,6612,1,Good,Good,0
6613,6613,6613,6613,1,Good,Good,0
6614,6614,6614,6614,1,Good,Good,0
6616,6616,6616,6616,1,Good,Good,0
6620,6620,6620,6620,1,Good,Good,0
6623,6623,6623,6623,1,Good,Good,0
6625,6625,6625,6625,1,Good,Good,0
6627,6627,6627,6627,1,Good,Good,0
6628,6628,6628,6628,1,Good,Good,0
6630,6630,6630,6630,1,Good,Good,0
6631,6631,6631,6631,1,Good,Good,0
6632,6632,6632,6632,1,Good,Good,0
6635,6635,6635,6635,1,Good,Good,0
6638,6638,6638,6638,1,Good,Good,0
6639,6639,6639,6639,1,Good,Good,0
6640,6640,6640,6640,1,Good,Good,0
6642,6642,6642,6642,1,Good,Good,0
6646,6646,6646,6646,1,Good,Good,0
6701,6701,6701,6701,1,Good,Good,0
6705,6705,6705,6705,1,Good,Good,0
6707,6707,6707,6707,1,Good,Good,0
6710,6710,6710,6710,1,Good,Good,0
6711,6711,6710,6710,1,Good,Good,0
6712,6712,6712,6712,1,Good,Good,0
6713,6713,6714,6714,1.00E-06,Good,Good,1
6713,6713,6713,6713,0.999999,Good,Good,0
6714,6714,6714,6714,1,Good,Good,0
6716,6716,6716,6716,1,Good,Good,0
6718,6718,6718,6718,1,Good,Good,0
6720,6720,6720,6720,1,Good,Good,0
6721,6721,6721,6721,1,Good,Good,0
6722,6722,6722,6722,1,Good,Good,0
6725,6725,6725,6725,1,Good,Good,0
6726,6726,6726,6726,1,Good,Good,0
6728,6728,6728,6728,1,Good,Good,0
6731,6731,6728,6728,1,Good,Good,0
6733,6733,6728,6728,1,Good,Good,0
6740,6740,6740,6740,1,Good,Good,0
6743,6743,6743,6743,1,Good,Good,0
6751,6751,6751,6751,1,Good,Good,0
6753,6753,6753,6753,1,Good,Good,0
6754,6754,6754,6754,1,Good,Good,0
6758,6758,6758,6758,1,Good,Good,0
6760,6760,6760,6760,1,Good,Good,0
6762,6762,6762,6762,1,Good,Good,0
6765,6765,6765,6765,1,Good,Good,0
6770,6770,6770,6770,1,Good,Good,0
6798,6798,6798,6798,1,Good,Good,0
6799,6799,6799,6799,1,Good,Good,0
7000,7000,7008,7008,0.0034879,Good,Good,1
7000,7000,7004,7004,0.0042145,Good,Good,1
7000,7000,7000,7000,0.9922976,Good,Good,0
7001,7001,7116,7116,1,Good,Good,0
7004,7004,7005,7005,0.0033603,Good,Good,1
7004,7004,7000,7000,0.0256655,Good,Good,0
7004,7004,7004,7004,0.9709742,Good,Good,0
7005,7005,7005,7005,1,Good,Good,0
7007,7007,7007,7007,1,Good,Good,0
7008,7008,7009,7009,0.0001858,Good,Good,1
7008,7008,7008,7008,0.9998142,Good,Good,0
7009,7009,7009,7009,1,Good,Good,0
7010,7010,7010,7010,1,Good,Good,0
7011,7011,7011,7011,1,Good,Good,0
7012,7012,7012,7012,1,Good,Good,0
7015,7015,7015,7015,1,Good,Good,0
7016,7016,7016,7016,1,Good,Good,0
7017,7017,7015,7015,0.0150154,Good,Good,0
7017,7017,7017,7017,0.9849846,Good,Good,0
7018,7018,7018,7018,1,Good,Good,0
7019,7019,7018,7018,1.60E-06,Good,Good,1
7019,7019,7019,7019,0.9999984,Good,Good,0
7020,7020,7020,7020,1,Good,Good,0
7021,7021,7021,7021,1,Good,Good,0
7022,7022,7022,7022,1,Good,Good,0
7023,7023,7023,7023,1,Good,Good,0
7024,7024,7024,7024,1,Good,Good,0
7025,7025,7025,7025,1,Good,Good,0
7026,7026,7026,7026,1,Good,Good,0
7027,7027,7027,7027,1,Good,Good,0
7030,7030,7017,7017,0.002412,Good,Good,1
7030,7030,7030,7030,0.997588,Good,Good,0
7050,7050,7050,7050,1,Good,Good,0
7052,7052,7052,7052,1,Good,Good,0
7053,7053,7053,7053,1,Good,Good,0
7054,7054,7054,7054,1,Good,Good,0
7055,7055,7055,7055,1,Good,Good,0
7109,7109,7109,7109,1,Good,Good,0
7112,7112,7112,7112,1,Good,Good,0
7113,7113,7113,7113,1,Good,Good,0
7116,7116,7116,7116,1,Good,Good,0
7117,7117,7117,7117,1,Good,Good,0
7119,7119,7119,7119,1,Good,Good,0
7120,7120,7120,7120,1,Good,Good,0
7139,7139,7139,7139,1,Good,Good,0
7140,7140,7116,7116,1.00E-06,Good,Good,1
7140,7140,7140,7140,0.999999,Good,Good,0
7150,7150,7150,7150,1,Good,Good,0
7155,7155,7155,7155,1,Good,Good,0
7162,7162,7162,7162,1,Good,Good,0
7163,7163,7163,7163,1,Good,Good,0
7170,7170,7170,7170,1,Good,Good,0
7171,7171,7171,7171,1,Good,Good,0
7172,7172,7172,7172,1,Good,Good,0
7173,7173,7173,7173,1,Good,Good,0
7174,7174,7174,7174,1,Good,Good,0
7175,7175,7175,7175,1,Good,Good,0
7176,7176,7176,7176,1,Good,Good,0
7177,7177,7177,7177,1,Good,Good,0
7178,7178,7178,7178,1,Good,Good,0
7179,7179,7179,7179,1,Good,Good,0
7180,7180,7180,7180,1,Good,Good,0
7182,7182,7182,7182,1,Good,Good,0
7183,7183,7183,7183,1,Good,Good,0
7184,7184,7184,7184,1,Good,Good,0
7185,7185,7185,7185,1,Good,Good,0
7186,7186,7186,7186,1,Good,Good,0
7187,7187,7187,7187,1,Good,Good,0
7190,7190,7190,7190,1,Good,Good,0
7209,7209,7209,7209,1,Good,Good,0
7210,7210,7210,7210,1,Good,Good,0
7211,7211,7211,7211,1,Good,Good,0
7212,7212,7212,7212,1,Good,Good,0
7213,7213,7213,7213,1,Good,Good,0
7214,7214,7214,7214,1,Good,Good,0
7215,7215,7215,7215,1,Good,Good,0
7216,7216,7216,7216,1,Good,Good,0
7248,7248,7248,7248,1,Good,Good,0
7249,7249,7249,7249,1,Good,Good,0
7250,7250,7249,7249,0.0016126,Good,Good,1
7250,7250,7250,7250,0.9983874,Good,Good,0
7252,7252,7252,7252,1,Good,Good,0
7253,7253,7253,7253,1,Good,Good,0
7254,7254,7254,7254,1,Good,Good,0
7255,7255,7255,7255,1,Good,Good,0
7256,7256,7256,7256,1,Good,Good,0
7257,7257,7257,7257,1,Good,Good,0
7258,7258,7258,7258,1,Good,Good,0
7259,7259,7259,7259,1,Good,Good,0
7260,7260,7260,7260,1,Good,Good,0
7261,7261,7261,7261,1,Good,Good,0
7262,7262,7262,7262,1,Good,Good,0
7263,7263,7263,7263,1,Good,Good,0
7264,7264,7264,7264,1,Good,Good,0
7265,7265,7265,7265,1,Good,Good,0
7267,7267,7267,7267,1,Good,Good,0
7268,7268,7268,7268,1,Good,Good,0
7270,7270,7270,7270,1,Good,Good,0
7275,7275,7275,7275,1,Good,Good,0
7276,7276,7276,7276,1,Good,Good,0
7277,7277,7277,7277,1,Good,Good,0
7290,7290,7290,7290,1,Good,Good,0
7291,7291,7291,7291,1,Good,Good,0
7292,7292,7292,7292,1,Good,Good,0
7300,7300,7300,7300,1,Good,Good,0
7301,7301,7301,7301,1,Good,Good,0
7302,7302,7302,7302,1,Good,Good,0
7303,7303,7303,7303,1,Good,Good,0
7304,7304,7304,7304,1,Good,Good,0
7305,7305,7305,7305,1,Good,Good,0
7306,7306,7306,7306,1,Good,Good,0
7307,7307,7307,7307,1,Good,Good,0
7310,7310,7310,7310,1,Good,Good,0
7315,7315,7310,7310,1.00E-07,Good,Good,1
7315,7315,7315,7315,0.9999999,Good,Good,0
7316,7316,7316,7316,1,Good,Good,0
7320,7320,7320,7320,1,Good,Good,0
7321,7321,7321,7321,1,Good,Good,0
7322,7322,7322,7322,1,Good,Good,0
7325,7325,7325,7325,1,Good,Good,0
7330,7330,,,5.00E-07,Poor,Good,4
7330,7330,7330,7330,0.9999995,Good,Good,0
7331,7331,7331,7331,1,Good,Good,0
7466,7466,7466,7466,1,Good,Good,0
7467,7467,7467,7467,1,Good,Good,0
7468,7468,7116,7116,3.00E-06,Good,Good,1
7468,7468,7468,7468,0.999997,Good,Good,0
7469,7469,7469,7469,1,Good,Good,0
7470,7470,7470,7470,1,Good,Good,0
9494,No usual address (Aust.),9494,No usual address (Aust.),1,Good,Good,0
9797,Migratory - Offshore - Shipping (Aust.),9797,Migratory - Offshore - Shipping (Aust.),1,Good,Good,0
,,6740,6740,1,Good,Good,3
,,ZZZZ,Outside Australia,,NA,Good,3
