SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
109021179,Wentworth-Balranald Region,406021141,Outback,6.20E-06,Good,Good,1
109021179,Wentworth-Balranald Region,215031405,Swan Hill Surrounds,1.23E-05,Good,Good,1
109021179,Wentworth-Balranald Region,109021179,Wentworth-Balranald Region,0.9999761,Good,Good,0
109031180,Corowa,204021065,Rutherglen,0.0042045,Good,Good,1
109031180,Corowa,109031180,Corowa,0.9957955,Good,Good,0
109031181,Corowa Region,204031070,Chiltern - Indigo Valley,2.07E-05,Good,Good,1
109031181,Corowa Region,216021414,Yarrawonga,2.43E-05,Good,Good,1
109031181,Corowa Region,216021412,Moira,0.0001239,Good,Good,1
109031181,Corowa Region,204021065,Rutherglen,0.0003017,Good,Good,1
109031181,Corowa Region,109031181,Corowa Surrounds,0.9995293,Good,Good,0
109031182,Deniliquin,109031182,Deniliquin,1,Good,Good,0
109031183,Deniliquin Region,216021413,Numurkah,1.00E-07,Good,Good,1
109031183,Deniliquin Region,216011406,Echuca,2.00E-07,Good,Good,1
109031183,Deniliquin Region,215031404,Swan Hill,1.60E-06,Good,Good,1
109031183,Deniliquin Region,215031405,Swan Hill Surrounds,3.70E-06,Good,Good,1
109031183,Deniliquin Region,215031401,Gannawarra,6.00E-06,Good,Good,1
109031183,Deniliquin Region,216011408,Lockington - Gunbower,8.80E-06,Good,Good,1
109031183,Deniliquin Region,109031183,Deniliquin Surrounds,0.9999796,Good,Good,0
109031184,Moama,216021413,Numurkah,6.00E-07,Good,Good,1
109031184,Moama,216011406,Echuca,0.0007967,Good,Good,1
109031184,Moama,109031184,Moama,0.9992027,Good,Good,0
109031185,Tocumwal - Finley - Jerilderie,216021412,Moira,1.80E-06,Good,Good,1
109031185,Tocumwal - Finley - Jerilderie,216021413,Numurkah,2.55E-05,Good,Good,1
109031185,Tocumwal - Finley - Jerilderie,216021411,Cobram,5.81E-05,Good,Good,1
109031185,Tocumwal - Finley - Jerilderie,109031185,Tocumwal - Finley - Jerilderie,0.9999146,Good,Good,0
110011186,Armidale,110011186,Armidale,1,Good,Good,0
110011187,Armidale Region - North,110011187,Armidale Surrounds - North,1,Good,Good,0
110011188,Armidale Region - South,110011188,Armidale Surrounds - South,1,Good,Good,0
110011189,Walcha,110011189,Walcha,1,Good,Good,0
110021190,Glen Innes,110021190,Glen Innes,1,Good,Good,0
110021191,Inverell,110021191,Inverell,0.9999999,Good,Good,0
110021192,Inverell Region - East,307011174,Inglewood - Waggamba,0.0005789,Good,Good,1
110021192,Inverell Region - East,110021192,Inverell Surrounds - East,0.9994211,Good,Good,0
110021193,Inverell Region - West,110021193,Inverell Surrounds - West,1,Good,Good,0
110021194,Tenterfield,307031186,Southern Downs - West,2.01E-05,Good,Good,1
110021194,Tenterfield,307011174,Inglewood - Waggamba,5.01E-05,Good,Good,1
110021194,Tenterfield,310021277,Boonah,5.64E-05,Good,Good,1
110021194,Tenterfield,307031185,Southern Downs - East,0.0001217,Good,Good,1
110021194,Tenterfield,307031188,Stanthorpe Surrounds,0.0002061,Good,Good,1
110021194,Tenterfield,110021194,Tenterfield,0.9995455,Good,Good,0
110031195,Moree,110031196,Moree Surrounds,1.00E-07,Good,Good,1
110031195,Moree,110031195,Moree,0.9999999,Good,Good,0
110031196,Moree Region,307011171,Balonne,6.20E-06,Good,Good,1
110031196,Moree Region,307011173,Goondiwindi,1.49E-05,Good,Good,1
110031196,Moree Region,307011174,Inglewood - Waggamba,0.0002867,Good,Good,1
110031196,Moree Region,110031196,Moree Surrounds,0.9996922,Good,Good,0
110031197,Narrabri,110031197,Narrabri,1,Good,Good,0
110031198,Narrabri Region,110031198,Narrabri Surrounds,1,Good,Good,0
110041199,Gunnedah,110041200,Gunnedah Surrounds,1.00E-07,Good,Good,1
110041199,Gunnedah,110041199,Gunnedah,0.9999999,Good,Good,0
110041200,Gunnedah Region,110041200,Gunnedah Surrounds,1,Good,Good,0
110041201,Quirindi,110041201,Quirindi,1,Good,Good,0
110041202,Tamworth - East,110041202,Tamworth - East,0.9999999,Good,Good,0
110041203,Tamworth - North,110041205,Tamworth Surrounds,1.00E-07,Good,Good,1
110041203,Tamworth - North,110041203,Tamworth - North,0.9999999,Good,Good,0
110041204,Tamworth - West,110041204,Tamworth - West,0.9999999,Good,Good,0
110041205,Tamworth Region,110041205,Tamworth Surrounds,1,Good,Good,0
111011206,Belmont - Bennetts Green,,,1.00E-07,Good,Good,5
111011206,Belmont - Bennetts Green,111011211,Redhead,7.13E-05,Good,Good,1
111011206,Belmont - Bennetts Green,111011206,Belmont - Bennetts Green,0.9999286,Good,Good,0
111011207,Belmont South - Blacksmiths,,,3.00E-07,Good,Good,5
111011207,Belmont South - Blacksmiths,111011207,Belmont South - Blacksmiths,0.9999996,Good,Good,0
111011208,Charlestown - Dudley,111011208,Charlestown - Dudley,0.9999999,Good,Good,0
111011209,Glendale - Cardiff - Hillsborough,111011209,Glendale - Cardiff - Hillsborough,0.9999999,Good,Good,0
111011210,Mount Hutton - Windale,111011213,Valentine - Eleebana,1.00E-07,Good,Good,1
111011210,Mount Hutton - Windale,111011206,Belmont - Bennetts Green,1.00E-07,Good,Good,1
111011210,Mount Hutton - Windale,111011210,Mount Hutton - Windale,0.9999997,Good,Good,0
111011211,Redhead,111011208,Charlestown - Dudley,1.00E-07,Good,Good,1
111011211,Redhead,111011206,Belmont - Bennetts Green,2.00E-07,Good,Good,1
111011211,Redhead,111011211,Redhead,0.9999996,Good,Good,0
111011212,Swansea - Caves Beach,,,2.00E-07,Good,Good,5
111011212,Swansea - Caves Beach,111011212,Swansea - Caves Beach,0.9999998,Good,Good,0
111011213,Valentine - Eleebana,,,1.00E-07,Good,Good,5
111011213,Valentine - Eleebana,111011213,Valentine - Eleebana,0.9999998,Good,Good,0
111011214,Warners Bay - Boolaroo,111011209,Glendale - Cardiff - Hillsborough,1.00E-07,Good,Good,1
111011214,Warners Bay - Boolaroo,111011214,Warners Bay - Boolaroo,0.9999998,Good,Good,0
111021215,Bolton Point - Teralba,111021215,Bolton Point - Teralba,0.9999999,Good,Good,0
111021216,Bonnells Bay - Silverwater,,,2.00E-07,Good,Good,5
111021216,Bonnells Bay - Silverwater,111021216,Bonnells Bay - Silverwater,0.9999998,Good,Good,0
111021217,Edgeworth - Cameron Park,111021217,Edgeworth - Cameron Park,0.9999999,Good,Good,0
111021218,Morisset - Cooranbong,111021218,Morisset - Cooranbong,1,Good,Good,0
111021219,Toronto - Awaba,111021219,Toronto - Awaba,0.9999999,Good,Good,0
111021220,Wangi Wangi - Rathmines,111021219,Toronto - Awaba,1.00E-07,Good,Good,1
111021220,Wangi Wangi - Rathmines,,,2.00E-07,Good,Good,5
111021220,Wangi Wangi - Rathmines,111021220,Wangi Wangi - Rathmines,0.9999997,Good,Good,0
111021221,West Wallsend - Barnsley - Killingworth,111021221,West Wallsend - Barnsley - Killingworth,0.9999999,Good,Good,0
111031222,Adamstown - Kotara,111031222,Adamstown - Kotara,0.9999998,Good,Good,0
111031223,Beresfield - Hexham,111031223,Beresfield - Hexham,0.9999999,Good,Good,0
111031224,Hamilton - Broadmeadow,111031224,Hamilton - Broadmeadow,0.9999998,Good,Good,0
111031225,Lambton - New Lambton,111031225,Lambton - New Lambton,0.9999999,Good,Good,0
111031226,Maryland - Fletcher - Minmi,111031223,Beresfield - Hexham,1.00E-07,Good,Good,1
111031226,Maryland - Fletcher - Minmi,111031226,Maryland - Fletcher - Minmi,0.9999998,Good,Good,0
111031227,Mayfield - Warabrook,111031230,Newcastle Port - Kooragang,1.00E-07,Good,Good,1
111031227,Mayfield - Warabrook,111031227,Mayfield - Warabrook,0.9999998,Good,Good,0
111031228,Merewether - The Junction,111011208,Charlestown - Dudley,1.00E-07,Good,Good,1
111031228,Merewether - The Junction,111031224,Hamilton - Broadmeadow,1.00E-07,Good,Good,1
111031228,Merewether - The Junction,111031228,Merewether - The Junction,0.9999998,Good,Good,0
111031229,Newcastle - Cooks Hill,,,2.84E-05,Good,Good,5
111031229,Newcastle - Cooks Hill,111031235,Wickham - Carrington - Tighes Hill,0.0008181,Poor,Good,1
111031229,Newcastle - Cooks Hill,111031229,Newcastle - Cooks Hill,0.9991535,Good,Good,0
111031230,Newcastle Port - Kooragang,,,0.0009524,Good,Good,5
111031230,Newcastle Port - Kooragang,111031230,Newcastle Port - Kooragang,0.9990476,Good,Good,0
111031231,Shortland - Jesmond,111031231,Shortland - Jesmond,0.9999998,Good,Good,0
111031232,Stockton - Fullerton Cove,,,1.00E-07,Good,Good,5
111031232,Stockton - Fullerton Cove,111031232,Stockton - Fullerton Cove,0.9999999,Good,Good,0
111031233,Wallsend - Elermore Vale,111031226,Maryland - Fletcher - Minmi,1.00E-07,Good,Good,1
111031233,Wallsend - Elermore Vale,111031233,Wallsend - Elermore Vale,0.9999999,Good,Good,0
111031234,Waratah - North Lambton,111031231,Shortland - Jesmond,1.00E-07,Good,Good,1
111031234,Waratah - North Lambton,111031225,Lambton - New Lambton,1.00E-07,Good,Good,1
111031234,Waratah - North Lambton,111031227,Mayfield - Warabrook,1.00E-07,Good,Good,1
111031234,Waratah - North Lambton,111031234,Waratah - North Lambton,0.9999998,Good,Good,0
111031235,Wickham - Carrington - Tighes Hill,,,1.00E-07,Good,Good,5
111031235,Wickham - Carrington - Tighes Hill,111031224,Hamilton - Broadmeadow,1.00E-07,Good,Good,1
111031235,Wickham - Carrington - Tighes Hill,111031227,Mayfield - Warabrook,1.00E-07,Good,Good,1
111031235,Wickham - Carrington - Tighes Hill,111031230,Newcastle Port - Kooragang,1.00E-07,Good,Good,1
111031235,Wickham - Carrington - Tighes Hill,111031235,Wickham - Carrington - Tighes Hill,0.9999997,Poor,Good,0
112011236,Ballina,112011237,Ballina Surrounds,1.00E-07,Good,Good,1
112011236,Ballina,,,1.00E-07,Good,Good,5
112011236,Ballina,112011236,Ballina,0.9999998,Good,Good,0
112011237,Ballina Region,112011237,Ballina Surrounds,1,Good,Good,0
112011238,Bangalow,112011238,Bangalow,0.9999999,Good,Good,0
112011239,Brunswick Heads - Ocean Shores,112011243,Mullumbimby,1.00E-07,Good,Good,1
112011239,Brunswick Heads - Ocean Shores,112011239,Brunswick Heads - Ocean Shores,0.9999999,Good,Good,0
112011240,Byron Bay,112011238,Bangalow,1.00E-07,Good,Good,1
112011240,Byron Bay,,,1.00E-07,Good,Good,5
112011240,Byron Bay,112011240,Byron Bay,0.9999998,Good,Good,0
112011241,Evans Head,112011241,Evans Head,1,Good,Good,0
112011242,Lennox Head - Skennars Head,112011236,Ballina,1.00E-07,Good,Good,1
112011242,Lennox Head - Skennars Head,112011242,Lennox Head - Skennars Head,0.9999998,Good,Good,0
112011243,Mullumbimby,112011243,Mullumbimby,1,Good,Good,0
112021244,Casino,112021244,Casino,1,Good,Good,0
112021245,Casino Region,112021245,Casino Surrounds,1,Good,Good,0
112021246,Goonellabah,112021248,Lismore,1.00E-07,Good,Good,1
112021246,Goonellabah,112021249,Lismore Surrounds,1.00E-07,Good,Good,1
112021246,Goonellabah,112021246,Goonellabah,0.9999999,Good,Good,0
112021247,Kyogle,309041242,Tamborine - Canungra,6.41E-05,Good,Good,1
112021247,Kyogle,310021277,Boonah,9.75E-05,Good,Good,1
112021247,Kyogle,311011305,Beaudesert,0.0002486,Good,Good,1
112021247,Kyogle,112021247,Kyogle,0.9995898,Good,Good,0
112021248,Lismore,112021249,Lismore Surrounds,1.00E-07,Good,Good,1
112021248,Lismore,112021248,Lismore,0.9999999,Good,Good,0
112021249,Lismore Region,112021249,Lismore Surrounds,1,Good,Good,0
112031250,Kingscliff - Fingal Head,,,1.00E-07,Good,Good,5
112031250,Kingscliff - Fingal Head,112031250,Kingscliff - Fingal Head,0.9999999,Good,Good,0
112031251,Murwillumbah,112031252,Murwillumbah Surrounds,1.00E-07,Good,Good,1
112031251,Murwillumbah,112031251,Murwillumbah,0.9999999,Good,Good,0
112031252,Murwillumbah Region,309041241,Guanaba - Springbrook,2.82E-05,Good,Good,1
112031252,Murwillumbah Region,309051243,Currumbin Valley - Tallebudgera,6.93E-05,Good,Good,1
112031252,Murwillumbah Region,309041242,Tamborine - Canungra,0.0005521,Good,Good,1
112031252,Murwillumbah Region,112031252,Murwillumbah Surrounds,0.9993504,Good,Good,0
112031253,Pottsville,112031253,Pottsville,1,Good,Good,0
112031254,Tweed Heads,309021230,Coolangatta,3.26E-05,Good,Good,1
112031254,Tweed Heads,309021231,Currumbin - Tugun,8.94E-05,Good,Good,1
112031254,Tweed Heads,309051243,Currumbin Valley - Tallebudgera,0.0004108,Good,Good,1
112031254,Tweed Heads,112031254,Tweed Heads,0.9994673,Good,Good,0
112031550,Banora Point,112031552,Tweed Heads South,1.00E-07,Good,Good,1
112031550,Banora Point,,,2.00E-07,Good,Good,5
112031550,Banora Point,112031550,Banora Point,0.9999997,Good,Good,0
112031551,Terranora - North Tumblegum,112031254,Tweed Heads,1.00E-07,Good,Good,1
112031551,Terranora - North Tumblegum,112031551,Terranora - North Tumbulgum,0.9999999,Good,Good,0
112031552,Tweed Heads South,112031550,Banora Point,1.00E-07,Good,Good,1
112031552,Tweed Heads South,,,2.00E-07,Good,Good,5
112031552,Tweed Heads South,112031552,Tweed Heads South,0.9999998,Good,Good,0
113011256,Griffith (NSW),113011257,Griffith Surrounds,1.00E-07,Good,Good,1
113011256,Griffith (NSW),113011256,Griffith (NSW),0.9999999,Good,Good,0
113011257,Griffith Region,113011257,Griffith Surrounds,1,Good,Good,0
113011258,Leeton,113011258,Leeton,1,Good,Good,0
113011259,Narrandera,113011259,Narrandera,1,Good,Good,0
113021260,Tumbarumba,205021080,Alps - East,1.00E-07,Good,Good,1
113021260,Tumbarumba,204031072,Towong,0.000112,Good,Good,1
113021260,Tumbarumba,113021260,Tumbarumba,0.9998879,Good,Good,0
113021261,Tumut,113021262,Tumut Surrounds,1.00E-07,Good,Good,1
113021261,Tumut,113021261,Tumut,0.9999999,Good,Good,0
113021262,Tumut Region,801111141,Namadgi,1.00E-07,Good,Good,1
113021262,Tumut Region,113021262,Tumut Surrounds,0.9999999,Good,Good,0
113031263,Cootamundra,113031263,Cootamundra,1,Good,Good,0
113031264,Gundagai,113031264,Gundagai,1,Good,Good,0
113031265,Junee,113031265,Junee,1,Good,Good,0
113031266,Temora,113031266,Temora,1,Good,Good,0
113031267,Wagga Wagga - East,113031267,Wagga Wagga - East,0.9999999,Good,Good,0
113031268,Wagga Wagga - North,113031271,Wagga Wagga Surrounds,1.00E-07,Good,Good,1
113031268,Wagga Wagga - North,113031268,Wagga Wagga - North,0.9999999,Good,Good,0
113031269,Wagga Wagga - South,113031270,Wagga Wagga - West,1.00E-07,Good,Good,1
113031269,Wagga Wagga - South,113031269,Wagga Wagga - South,0.9999999,Good,Good,0
113031270,Wagga Wagga - West,113031271,Wagga Wagga Surrounds,1.00E-07,Good,Good,1
113031270,Wagga Wagga - West,113031270,Wagga Wagga - West,0.9999999,Good,Good,0
113031271,Wagga Wagga Region,113031271,Wagga Wagga Surrounds,1,Good,Good,0
114011272,Berry - Kangaroo Valley,114011272,Berry - Kangaroo Valley,1,Good,Good,0
114011273,Callala Bay - Currarong,114011273,Callala Bay - Currarong,0.9999999,Good,Good,0
114011274,Culburra Beach,114011274,Culburra Beach,0.9999999,Good,Good,0
114011275,Ettrema - Sassafras - Budawang,114011275,Ettrema - Sassafras - Budawang,1,Good,Good,0
114011276,Huskisson - Vincentia,901031003,Jervis Bay,1.80E-06,Good,Good,1
114011276,Huskisson - Vincentia,114011276,Huskisson - Vincentia,0.999998,Good,Good,0
114011277,North Nowra - Bomaderry,114011277,North Nowra - Bomaderry,0.9999999,Good,Good,0
114011278,Nowra,114011278,Nowra,0.9999999,Good,Good,0
114011279,St Georges Basin - Erowal Bay,114011280,Sussex Inlet - Berrara,1.00E-07,Good,Good,1
114011279,St Georges Basin - Erowal Bay,901031003,Jervis Bay,0.0019235,Good,Good,1
114011279,St Georges Basin - Erowal Bay,114011279,St Georges Basin - Erowal Bay,0.9980764,Good,Good,0
114011280,Sussex Inlet - Berrara,114011280,Sussex Inlet - Berrara,0.9999999,Good,Good,0
114011281,Tomerong - Wandandian - Woollamia,114011281,Tomerong - Wandandian - Woollamia,1,Good,Good,0
114011282,Ulladulla,114011283,Ulladulla Surrounds,1.00E-07,Good,Good,1
114011282,Ulladulla,,,1.00E-07,Good,Good,5
114011282,Ulladulla,114011282,Ulladulla,0.9999999,Good,Good,0
114011283,Ulladulla Region,114011283,Ulladulla Surrounds,0.9999999,Good,Good,0
114021284,Bowral,114021284,Bowral,0.9999999,Good,Good,0
114021285,Hill Top - Colo Vale,114021285,Hill Top - Colo Vale,1,Good,Good,0
114021286,Mittagong,114021286,Mittagong,0.9999999,Good,Good,0
114021287,Moss Vale - Berrima,114021287,Moss Vale - Berrima,0.9999999,Good,Good,0
114021288,Robertson - Fitzroy Falls,114021288,Robertson - Fitzroy Falls,1,Good,Good,0
114021289,Southern Highlands,114021289,Southern Highlands,1,Good,Good,0
115011290,Baulkham Hills (East),115011291,Baulkham Hills (West) - Bella Vista,1.00E-07,Good,Good,1
115011290,Baulkham Hills (East),115011290,Baulkham Hills - East,0.9999998,Good,Good,0
115011291,Baulkham Hills (West) - Bella Vista,115011290,Baulkham Hills - East,1.00E-07,Good,Good,1
115011291,Baulkham Hills (West) - Bella Vista,115011622,Kellyville - West,0.0088962,Poor,Good,1
115011291,Baulkham Hills (West) - Bella Vista,115011291,Baulkham Hills (West) - Bella Vista,0.9911037,Good,Good,0
115011294,Glenhaven,115021297,Dural - Kenthurst - Wisemans Ferry,2.00E-07,Good,Good,1
115011294,Glenhaven,115011294,Glenhaven,0.9999997,Good,Good,0
115011296,West Pennant Hills,126011496,Pennant Hills - Cheltenham,1.00E-07,Good,Good,1
115011296,West Pennant Hills,115011556,Castle Hill - South,1.00E-07,Good,Good,1
115011296,West Pennant Hills,115011296,West Pennant Hills,0.9999998,Good,Good,0
115011553,Castle Hill - Central,115011555,Castle Hill - North,1.00E-07,Good,Good,1
115011553,Castle Hill - Central,115011291,Baulkham Hills (West) - Bella Vista,1.00E-07,Good,Good,1
115011553,Castle Hill - Central,115011553,Castle Hill - Central,0.9999998,Good,Good,0
115011554,Castle Hill - East,115021297,Dural - Kenthurst - Wisemans Ferry,1.00E-07,Good,Good,1
115011554,Castle Hill - East,115011555,Castle Hill - North,1.00E-07,Good,Good,1
115011554,Castle Hill - East,115011294,Glenhaven,1.00E-07,Good,Good,1
115011554,Castle Hill - East,115011554,Castle Hill - East,0.9999998,Good,Good,0
115011555,Castle Hill - North,115011294,Glenhaven,1.00E-07,Good,Good,1
115011555,Castle Hill - North,115011555,Castle Hill - North,0.9999998,Good,Good,0
115011556,Castle Hill - South,115011296,West Pennant Hills,1.00E-07,Good,Good,1
115011556,Castle Hill - South,115011556,Castle Hill - South,0.9999998,Good,Good,0
115011557,Castle Hill - West,115011555,Castle Hill - North,2.00E-07,Good,Good,1
115011557,Castle Hill - West,115011621,Kellyville - East,2.00E-07,Poor,Good,1
115011557,Castle Hill - West,115011557,Castle Hill - West,0.9999996,Good,Good,0
115011558,Cherrybrook,115021297,Dural - Kenthurst - Wisemans Ferry,1.00E-07,Good,Good,1
115011558,Cherrybrook,115011558,Cherrybrook,0.9999998,Good,Good,0
115011559,Kellyville,115011291,Baulkham Hills (West) - Bella Vista,0.0006259,Good,Good,1
115011559,Kellyville,115011622,Kellyville - West,0.4602064,Poor,Good,0
115011559,Kellyville,115011621,Kellyville - East,0.5391675,Poor,Good,0
115021297,Dural - Kenthurst - Wisemans Ferry,115021297,Dural - Kenthurst - Wisemans Ferry,0.9999999,Good,Good,0
115021298,Galston - Laughtondale,115021298,Galston - Laughtondale,0.9999999,Good,Good,0
115031299,Bilpin - Colo - St Albans,115031299,Bilpin - Colo - St Albans,1,Good,Good,0
115031300,Kurrajong Heights - Ebenezer,115031300,Kurrajong Heights - Ebenezer,0.9999999,Good,Good,0
115041301,Pitt Town - McGraths Hill,115041623,Box Hill - Nelson,0.0128598,Poor,Good,0
115041301,Pitt Town - McGraths Hill,115041301,Pitt Town - McGraths Hill,0.9871401,Good,Good,0
115041302,Rouse Hill - Beaumont Hills,115041624,North Kellyville,0.2182624,Poor,Good,0
115041302,Rouse Hill - Beaumont Hills,115041625,Rouse Hill - Beaumont Hills,0.2357668,Poor,Good,0
115041302,Rouse Hill - Beaumont Hills,115041623,Box Hill - Nelson,0.5459707,Poor,Good,0
116011303,Blacktown (East) - Kings Park,116011304,Blacktown (North) - Marayong,1.00E-07,Good,Good,1
116011303,Blacktown (East) - Kings Park,116011307,Lalor Park - Kings Langley,1.00E-07,Good,Good,1
116011303,Blacktown (East) - Kings Park,116011303,Blacktown (East) - Kings Park,0.9999998,Good,Good,0
116011304,Blacktown (North) - Marayong,116021563,Quakers Hill,1.00E-07,Good,Good,1
116011304,Blacktown (North) - Marayong,116011304,Blacktown (North) - Marayong,0.9999998,Good,Good,0
116011306,Doonside - Woodcroft,116031314,Glendenning - Dean Park,1.00E-07,Good,Good,1
116011306,Doonside - Woodcroft,116011304,Blacktown (North) - Marayong,1.00E-07,Good,Good,1
116011306,Doonside - Woodcroft,116031319,Rooty Hill - Minchinbury,1.00E-07,Good,Good,1
116011306,Doonside - Woodcroft,116011306,Doonside - Woodcroft,0.9999997,Good,Good,0
116011307,Lalor Park - Kings Langley,116011303,Blacktown (East) - Kings Park,1.00E-07,Good,Good,1
116011307,Lalor Park - Kings Langley,116011307,Lalor Park - Kings Langley,0.9999998,Good,Good,0
116011308,Seven Hills - Toongabbie,116011560,Blacktown - South,1.00E-07,Good,Good,1
116011308,Seven Hills - Toongabbie,125031715,Pemulwuy - Greystanes (North),0.0336987,Poor,Good,0
116011308,Seven Hills - Toongabbie,116011627,Toongabbie - West,0.2892384,Poor,Good,0
