LGA_CODE_2006,LGA_NAME_2006,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
53640,Gnowangerup (S),53640,Gnowangerup,1,Good,Good,0
53710,Goomalling (S),53710,Goomalling,1,Good,Good,0
53780,Gosnells (C),53780,Gosnells,1,Good,Good,0
53850,Greenough (S),53800,Greater Geraldton,1,Good,Good,0
53920,Halls Creek (S),52800,Derby-West Kimberley,0.0497993,Good,Good,0
53920,Halls Creek (S),53920,Halls Creek,0.9493702,Good,Good,0
53920,Halls Creek (S),59340,Wyndham-East Kimberley,0.0008305,Good,Good,1
53990,Harvey (S),53990,Harvey,0.9999066,Good,Good,0
53990,Harvey (S),51890,Collie,9.34E-05,Good,Good,1
54060,Irwin (S),54060,Irwin,1,Good,Good,0
54130,Jerramungup (S),54130,Jerramungup,1,Good,Good,0
54170,Joondalup (C),54170,Joondalup,1,Good,Good,0
54200,Kalamunda (S),54200,Kalamunda,1,Good,Good,0
54280,Kalgoorlie/Boulder (C),54280,Kalgoorlie-Boulder,0.9999177,Good,Good,0
54280,Kalgoorlie/Boulder (C),53080,Dundas,8.23E-05,Good,Good,1
54340,Katanning (S),54340,Katanning,1,Good,Good,0
54410,Kellerberrin (S),54410,Kellerberrin,1,Good,Good,0
54480,Kent (S),54480,Kent,1,Good,Good,0
54550,Kojonup (S),54550,Kojonup,1,Good,Good,0
54620,Kondinin (S),54620,Kondinin,1,Good,Good,0
54690,Koorda (S),54690,Koorda,1,Good,Good,0
54760,Kulin (S),54900,Lake Grace,0.0026852,Good,Good,1
54760,Kulin (S),54760,Kulin,0.9973148,Good,Good,0
54830,Kwinana (T),54830,Kwinana,1,Good,Good,0
54900,Lake Grace (S),57420,Ravensthorpe,0.0013746,Good,Good,1
54900,Lake Grace (S),54900,Lake Grace,0.9986254,Good,Good,0
54970,Laverton (S),56620,Ngaanyatjarraku,0.0002602,Good,Good,1
54970,Laverton (S),54970,Laverton,0.9996097,Good,Good,0
54970,Laverton (S),59250,Wiluna,0.0001301,Good,Good,1
55040,Leonora (S),55390,Menzies,0.003572,Good,Good,1
55040,Leonora (S),55040,Leonora,0.996428,Good,Good,0
55110,Mandurah (C),56230,Murray,0.0013788,Good,Good,1
55110,Mandurah (C),55110,Mandurah,0.998621,Good,Good,0
55110,Mandurah (C),,,2.00E-07,Poor,Good,5
55180,Manjimup (S),55180,Manjimup,1,Good,Good,0
55250,Meekatharra (S),52380,Cue,0.0013061,Good,Good,1
55250,Meekatharra (S),55250,Meekatharra,0.9986939,Good,Good,0
55320,Melville (C),51330,Canning,0.0028791,Good,Good,1
55320,Melville (C),55320,Melville,0.9971208,Good,Good,0
55320,Melville (C),,,1.00E-07,Poor,Good,5
55390,Menzies (S),55390,Menzies,1,Good,Good,0
55460,Merredin (S),55460,Merredin,1,Good,Good,0
55530,Mingenew (S),53800,Greater Geraldton,0.00608,Good,Good,1
55530,Mingenew (S),55530,Mingenew,0.99392,Good,Good,0
55600,Moora (S),55600,Moora,1,Good,Good,0
55670,Morawa (S),55670,Morawa,1,Good,Good,0
55740,Mosman Park (T),55740,Mosman Park,1,Good,Good,0
55810,Mount Magnet (S),57630,Sandstone,0.0015477,Good,Good,1
55810,Mount Magnet (S),55810,Mount Magnet,0.9984523,Good,Good,0
55880,Mount Marshall (S),55880,Mount Marshall,1,Good,Good,0
55950,Mukinbudin (S),55950,Mukinbudin,1,Good,Good,0
56020,Mullewa (S),51610,Chapman Valley,0.0031206,Good,Good,1
56020,Mullewa (S),56160,Murchison,0.0156031,Acceptable,Good,0
56020,Mullewa (S),53800,Greater Geraldton,0.9812763,Good,Good,0
56090,Mundaring (S),56090,Mundaring,1,Good,Good,0
56160,Murchison (S),59350,Yalgoo,0.0047183,Good,Good,1
56160,Murchison (S),56160,Murchison,0.9952817,Acceptable,Good,0
56230,Murray (S),56230,Murray,0.9999992,Good,Good,0
56230,Murray (S),,,8.00E-07,Poor,Good,5
56300,Nannup (S),56300,Nannup,0.9881701,Good,Good,0
56300,Nannup (S),50280,Augusta Margaret River,0.0118299,Good,Good,0
56370,Narembeen (S),56370,Narembeen,1,Good,Good,0
56440,Narrogin (T),56460,Narrogin,1,Good,Good,0
56510,Narrogin (S),56460,Narrogin,1,Good,Good,0
56580,Nedlands (C),57080,Perth,0.0027285,Acceptable,Good,1
56580,Nedlands (C),56580,Nedlands,0.9972715,Good,Good,0
56620,Ngaanyatjarraku (S),56620,Ngaanyatjarraku,0.998061,Good,Good,0
56620,Ngaanyatjarraku (S),54970,Laverton,0.001939,Good,Good,1
56650,Northam (T),56730,Northam,1,Good,Good,0
56720,Northam (S),56730,Northam,1,Good,Good,0
56790,Northampton (S),,,0.0006917,Poor,Good,5
56790,Northampton (S),56790,Northampton,0.9993083,Good,Good,0
56860,Nungarin (S),56860,Nungarin,1,Good,Good,0
56930,Peppermint Grove (S),56930,Peppermint Grove,0.9999937,Good,Good,0
56930,Peppermint Grove (S),,,6.30E-06,Poor,Good,5
57000,Perenjori (S),57000,Perenjori,1,Good,Good,0
57080,Perth (C),58570,Vincent,0.0130627,Good,Good,0
57080,Perth (C),57080,Perth,0.9869373,Acceptable,Good,0
57140,Pingelly (S),57140,Pingelly,1,Good,Good,0
57210,Plantagenet (S),57210,Plantagenet,1,Good,Good,0
57280,Port Hedland (T),57280,Port Hedland,1,Good,Good,0
57350,Quairading (S),57350,Quairading,1,Good,Good,0
57420,Ravensthorpe (S),54900,Lake Grace,0.0098797,Good,Good,1
57420,Ravensthorpe (S),53290,Esperance,0.018348,Good,Good,0
57420,Ravensthorpe (S),57420,Ravensthorpe,0.9682992,Good,Good,0
57420,Ravensthorpe (S),,,0.0034732,Poor,Good,5
57490,Rockingham (C),57490,Rockingham,1,Good,Good,0
57560,Roebourne (S),,,0.000884,Poor,Good,5
57560,Roebourne (S),50250,Ashburton,0.0010383,Good,Good,1
57560,Roebourne (S),54310,Karratha,0.9980777,Good,Good,0
57630,Sandstone (S),57630,Sandstone,1,Good,Good,0
57700,Serpentine-Jarrahdale (S),57490,Rockingham,0.000523,Good,Good,1
57700,Serpentine-Jarrahdale (S),57700,Serpentine-Jarrahdale,0.999477,Good,Good,0
57770,Shark Bay (S),57770,Shark Bay,0.9915114,Good,Good,0
57770,Shark Bay (S),51540,Carnarvon,0.0084886,Good,Good,1
57840,South Perth (C),57840,South Perth,1,Good,Good,0
57910,Stirling (C),58570,Vincent,0.0043176,Good,Good,1
57910,Stirling (C),57910,Stirling,0.9956824,Good,Good,0
57980,Subiaco (C),57980,Subiaco,0.8338194,Acceptable,Good,0
57980,Subiaco (C),57080,Perth,0.1661806,Acceptable,Good,0
58050,Swan (C),58050,Swan,0.9844431,Good,Good,0
58050,Swan (C),56090,Mundaring,0.0003307,Good,Good,1
58050,Swan (C),50490,Belmont,0.0002571,Good,Good,1
58050,Swan (C),50420,Bayswater,0.0149691,Good,Good,0
58120,Tambellup (S),51080,Broomehill-Tambellup,1,Good,Good,0
58190,Tammin (S),58190,Tammin,1,Good,Good,0
58260,Three Springs (S),58260,Three Springs,1,Good,Good,0
58330,Toodyay (S),58330,Toodyay,0.9906951,Good,Good,0
58330,Toodyay (S),58050,Swan,0.0093049,Good,Good,1
58400,Trayning (S),58400,Trayning,1,Good,Good,0
58470,Upper Gascoyne (S),58470,Upper Gascoyne,1,Good,Good,0
58510,Victoria Park (T),58510,Victoria Park,1,Good,Good,0
58540,Victoria Plains (S),58540,Victoria Plains,1,Good,Good,0
58570,Vincent (T),58570,Vincent,1,Good,Good,0
58610,Wagin (S),53010,Dumbleyung,0.0015727,Good,Good,1
58610,Wagin (S),58610,Wagin,0.9984273,Good,Good,0
58680,Wandering (S),57140,Pingelly,0.0135611,Good,Good,0
58680,Wandering (S),58680,Wandering,0.9864389,Good,Good,0
58760,Wanneroo (C),58760,Wanneroo,0.9999999,Good,Good,0
58760,Wanneroo (C),58050,Swan,1.00E-07,Good,Good,1
58820,Waroona (S),58820,Waroona,1,Good,Good,0
58890,West Arthur (S),58890,West Arthur,1,Good,Good,0
59030,Westonia (S),59030,Westonia,0.9882353,Good,Good,0
59030,Westonia (S),59360,Yilgarn,0.0117647,Good,Good,0
59100,Wickepin (S),53010,Dumbleyung,0.0029225,Good,Good,1
59100,Wickepin (S),56460,Narrogin,0.0029225,Good,Good,1
59100,Wickepin (S),52310,Cuballing,0.0045138,Good,Good,1
59100,Wickepin (S),59100,Wickepin,0.9896411,Good,Good,0
59170,Williams (S),59170,Williams,1,Good,Good,0
59250,Wiluna (S),59250,Wiluna,0.9754884,Good,Good,0
59250,Wiluna (S),56620,Ngaanyatjarraku,0.0245116,Good,Good,0
59310,Wongan-Ballidu (S),59310,Wongan-Ballidu,1,Good,Good,0
59380,Woodanilling (S),59320,Woodanilling,1,Good,Good,0
59399,Unincorporatored WA,,,1,Good,Good,0
59450,Wyalkatchem (S),59330,Wyalkatchem,1,Good,Good,0
59499,No usual address (WA),59499,No usual address (WA),1,Good,Good,0
59520,Wyndham-East Kimberley (S),52800,Derby-West Kimberley,0.0005303,Good,Good,1
59520,Wyndham-East Kimberley (S),53920,Halls Creek,0.0015099,Good,Good,1
59520,Wyndham-East Kimberley (S),59340,Wyndham-East Kimberley,0.9911066,Good,Good,0
59520,Wyndham-East Kimberley (S),,,0.0068532,Poor,Good,5
59590,Yalgoo (S),56160,Murchison,0.0102295,Acceptable,Good,0
59590,Yalgoo (S),59350,Yalgoo,0.9897705,Good,Good,0
59660,Yilgarn (S),59360,Yilgarn,1,Good,Good,0
59730,York (S),59370,York,1,Good,Good,0
59799,Migratory - Offshore - Shipping (WA),59799,Migratory - Offshore - Shipping (WA),1,Good,Good,0
60210,Break O'Day (M),60210,Break O'Day,1,Good,Good,0
60410,Brighton (M),60410,Brighton,0.9982473,Good,Good,0
60410,Brighton (M),65010,Southern Midlands,0.0006496,Good,Good,1
60410,Brighton (M),61510,Derwent Valley,0.0006496,Good,Good,1
60410,Brighton (M),61410,Clarence,0.0004534,Good,Good,1
60610,Burnie (C),60610,Burnie,1,Good,Good,0
60810,Central Coast (M),,,0.0055921,Poor,Good,5
60810,Central Coast (M),60810,Central Coast (Tas.),0.9944079,Good,Good,0
61010,Central Highlands (M),64210,Meander Valley,0.0010813,Good,Good,1
61010,Central Highlands (M),61010,Central Highlands (Tas.),0.9986115,Good,Good,0
61010,Central Highlands (M),64610,Northern Midlands,0.0003072,Good,Good,1
61210,Circular Head (M),,,0.0211935,Poor,Good,3
61210,Circular Head (M),61210,Circular Head,0.9788065,Good,Good,0
61410,Clarence (C),,,0.0009228,Poor,Good,5
61410,Clarence (C),61410,Clarence,0.9990772,Good,Good,0
61510,Derwent Valley (M),60410,Brighton,0.0014299,Good,Good,1
61510,Derwent Valley (M),61510,Derwent Valley,0.9985701,Good,Good,0
61610,Devonport (C),,,4.00E-07,Poor,Good,5
61610,Devonport (C),61610,Devonport,0.9965391,Good,Good,0
61610,Devonport (C),63810,Latrobe (Tas.),0.0034605,Good,Good,1
61810,Dorset (M),,,0.000301,Poor,Good,5
61810,Dorset (M),61810,Dorset,0.999699,Good,Good,0
62010,Flinders (M),62010,Flinders (Tas.),1,Good,Good,0
62210,George Town (M),62210,George Town,0.9990458,Good,Good,0
62210,George Town (M),65810,West Tamar,0.0009542,Good,Good,1
62410,Glamorgan/Spring Bay (M),62410,Glamorgan-Spring Bay,0.9948332,Good,Good,0
62410,Glamorgan/Spring Bay (M),,,0.0051668,Poor,Good,5
62610,Glenorchy (C),62610,Glenorchy,1,Good,Good,0
62810,Hobart (C),62810,Hobart,1,Good,Good,0
63010,Huon Valley (M),63010,Huon Valley,1,Good,Good,0
63210,Kentish (M),63210,Kentish,1,Good,Good,0
63410,King Island (M),63410,King Island,0.8528396,Acceptable,Good,0
63410,King Island (M),,,0.1471604,Poor,Good,3
63610,Kingborough (M),,,0.0001924,Poor,Good,5
63610,Kingborough (M),63610,Kingborough,0.9998076,Good,Good,0
63810,Latrobe (M),61610,Devonport,0.0021613,Good,Good,1
63810,Latrobe (M),63810,Latrobe (Tas.),0.9978387,Good,Good,0
64010,Launceston (C),64010,Launceston,1,Good,Good,0
64210,Meander Valley (M),64210,Meander Valley,1,Good,Good,0
64610,Northern Midlands (M),64010,Launceston,0.0004607,Good,Good,1
64610,Northern Midlands (M),64610,Northern Midlands,0.9989502,Good,Good,0
64610,Northern Midlands (M),60210,Break O'Day,0.0005891,Good,Good,1
64810,Sorell (M),61410,Clarence,0.0007744,Good,Good,1
64810,Sorell (M),64810,Sorell,0.9986779,Good,Good,0
64810,Sorell (M),,,0.0005477,Poor,Good,5
65010,Southern Midlands (M),65010,Southern Midlands,1,Good,Good,0
65210,Tasman (M),64810,Sorell,0.0018915,Good,Good,1
65210,Tasman (M),65210,Tasman,0.9981085,Good,Good,0
65410,Waratah/Wynyard (M),65410,Waratah-Wynyard,1,Good,Good,0
65610,West Coast (M),65410,Waratah-Wynyard,0.000274,Good,Good,1
65610,West Coast (M),65610,West Coast,0.999726,Good,Good,0
65810,West Tamar (M),65810,West Tamar,1,Good,Good,0
69399,Unincorporatored Tas,,,1,Good,Good,0
69499,No usual address (Tas.),69499,No usual address (Tas.),1,Good,Good,0
69799,Migratory - Offshore - Shipping (Tas.),69799,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
70200,Alice Springs (T),70200,Alice Springs,1,Good,Good,0
70300,Alpurrurulam (CGC),70420,Barkly,1,Poor,Good,0
70330,Angurugu (CGC),71300,East Arnhem,1,Poor,Good,0
70360,Anmatjere (CGC),70620,Central Desert,1,Poor,Good,0
70400,Arltarlpilta (CGC),70620,Central Desert,1,Poor,Good,0
70540,Belyuen (CGC),70540,Belyuen,1,Good,Good,0
70570,Binjari (CGC),72200,Katherine,1,Good,Good,0
70600,Borroloola (CGC),73600,Roper Gulf,1,Acceptable,Good,0
70700,Coomalie (CGC),70700,Coomalie,1,Good,Good,0
70770,Cox Peninsula (CGC),74560,Wagait,1,Good,Good,0
70790,Daguragu (CGC),74550,Victoria Daly,1,Poor,Good,0
71000,Darwin (C),79399,Unincorporated NT,0.0001007,Poor,Good,1
71000,Darwin (C),71150,Darwin Waterfront Precinct,0.0030635,Poor,Good,1
71000,Darwin (C),71000,Darwin,0.9968341,Good,Good,0
71000,Darwin (C),,,1.60E-06,Poor,Good,5
71350,Elliott District (CGC),70420,Barkly,1,Poor,Good,0
72000,Jabiru (T),74660,West Arnhem,1,Poor,Good,0
72100,Jilkminggan (CGC),73600,Roper Gulf,1,Acceptable,Good,0
72200,Katherine (T),72200,Katherine,1,Good,Good,0
72240,Kunbarllanjnja (CGC),74660,West Arnhem,1,Poor,Good,0
72270,Lajamanu (CGC),70620,Central Desert,0.9999993,Poor,Good,0
72270,Lajamanu (CGC),74550,Victoria Daly,7.00E-07,Poor,Good,1
72300,Litchfield (S),72300,Litchfield,1,Good,Good,0
72320,Ltyentye Purte (CGC),72330,MacDonnell,1,Poor,Good,0
72340,Marngarr (CGC),71300,East Arnhem,0.9635303,Poor,Good,0
72340,Marngarr (CGC),,,0.0364697,Poor,Good,3
72360,Mataranka (CGC),73600,Roper Gulf,1,Acceptable,Good,0
72380,Nauiyu Nambiyu (CGC),74550,Victoria Daly,1,Poor,Good,0
72500,Numbulwar Numburindi (CGC),73600,Roper Gulf,1,Acceptable,Good,0
72530,Nyirranggulung Mardrulk Ngadberre (CGC),73600,Roper Gulf,1,Acceptable,Good,0
72800,Palmerston (C),72800,Palmerston,1,Good,Good,0
73030,Pine Creek (CGC),74550,Victoria Daly,1,Poor,Good,0
73650,Tapatjatjaka (CGC),72330,MacDonnell,1,Poor,Good,0
73800,Tennant Creek (T),70420,Barkly,1,Poor,Good,0
74020,Thamarrurr (CGC),74680,West Daly,1,Poor,Good,0
74030,Timber Creek (CGC),74550,Victoria Daly,1,Poor,Good,0
74050,Tiwi Islands (CGC),74050,Tiwi Islands,1,Good,Good,0
74600,Walangeri Ngumpinku (CGC),74550,Victoria Daly,1,Poor,Good,0
74650,Wallace Rockhole (CGC),72330,MacDonnell,1,Poor,Good,0
74700,Watiyawanu (CGC),72330,MacDonnell,1,Poor,Good,0
75000,Yuendumu (CGC),70620,Central Desert,1,Poor,Good,0
75050,Yugul Mangi (CGC),73600,Roper Gulf,1,Acceptable,Good,0
79399,Unincorporated NT,74660,West Arnhem,0.1223155,Poor,Good,0
79399,Unincorporated NT,74560,Wagait,0.0001993,Good,Good,1
79399,Unincorporated NT,73600,Roper Gulf,0.0373573,Acceptable,Good,0
79399,Unincorporated NT,72330,MacDonnell,0.1459784,Poor,Good,0
79399,Unincorporated NT,72200,Katherine,0.009188,Good,Good,1
79399,Unincorporated NT,71300,East Arnhem,0.2386952,Poor,Good,0
79399,Unincorporated NT,70620,Central Desert,0.0451354,Poor,Good,0
79399,Unincorporated NT,70420,Barkly,0.0944459,Poor,Good,0
79399,Unincorporated NT,70700,Coomalie,0.0003268,Good,Good,1
79399,Unincorporated NT,79399,Unincorporated NT,0.2350012,Poor,Good,0
79399,Unincorporated NT,,,0.0090523,Poor,Good,5
79399,Unincorporated NT,74680,West Daly,0.0228956,Poor,Good,0
79399,Unincorporated NT,74550,Victoria Daly,0.0394091,Poor,Good,0
79499,No usual address (NT),79499,No usual address (NT),1,Good,Good,0
79799,Migratory - Offshore - Shipping (NT),79799,Migratory - Offshore - Shipping (NT),1,Good,Good,0
89399,Unincorporated ACT,89399,Unincorporated ACT,1,Good,Good,0
89499,No usual address (ACT),89499,No usual address (ACT),1,Good,Good,0
89799,Migratory - Offshore - Shipping (ACT),89799,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
99399,Unincorp. Other Territories,99399,Unincorp. Other Territories,0.1621783,Poor,Good,0
99399,Unincorp. Other Territories,51860,Cocos Islands,0.2423557,Poor,Good,0
99399,Unincorp. Other Territories,51710,Christmas Island,0.5875754,Poor,Good,0
99399,Unincorp. Other Territories,16950,Shoalhaven,0.0010914,Good,Good,1
99399,Unincorp. Other Territories,,,0.0067992,Poor,Good,5
99499,No usual address (OT),99499,No usual address (OT),1,Good,Good,0
99799,Migratory - Offshore - Shipping (OT),99799,Migratory - Offshore - Shipping (OT),1,Good,Good,0
,,ZZZZZ,Outside Australia,,NA,Good,3
