SA2_MAINCODE_2016,SA2_NAME_2016,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
315011403,Weipa,318,Leichhardt,1,Good,Good,0
315021404,Carpentaria,317,Kennedy,0.998357,Good,Good,0
315021404,Carpentaria,318,Leichhardt,0.001643,Good,Good,1
315021405,Mount Isa,317,Kennedy,1,Good,Good,0
315021406,Mount Isa Region,317,Kennedy,1,Good,Good,0
315021407,Northern Highlands,317,Kennedy,1,Good,Good,0
315031408,Barcaldine - Blackall,321,Maranoa,1,Good,Good,0
315031409,Charleville,321,Maranoa,1,Good,Good,0
315031410,Far Central West,317,Kennedy,0.1778169,Good,Good,0
315031410,Far Central West,321,Maranoa,0.8221831,Good,Good,0
315031411,Far South West,321,Maranoa,1,Good,Good,0
315031412,Longreach,321,Maranoa,1,Good,Good,0
316011413,Buderim - North,309,Fairfax,1,Good,Good,0
316011414,Buderim - South,309,Fairfax,0.9823829,Good,Good,0
316011414,Buderim - South,310,Fisher,0.0176171,Good,Good,0
316011415,Mountain Creek,309,Fairfax,1,Good,Good,0
316011416,Sippy Downs,310,Fisher,1,Good,Good,0
316021417,Aroona - Currimundi,310,Fisher,1,Good,Good,0
316021418,Buddina - Minyama,310,Fisher,1,Good,Good,0
316021419,Caloundra - Kings Beach,310,Fisher,1,Good,Good,0
316021420,Caloundra - West,310,Fisher,1,Good,Good,0
316021421,Golden Beach - Pelican Waters,310,Fisher,1,Good,Good,0
316021422,Moffat Beach - Battery Hill,310,Fisher,1,Good,Good,0
316021423,Parrearra - Warana,310,Fisher,1,Good,Good,0
316021424,Wurtulla - Birtinya,310,Fisher,1,Good,Good,0
316031425,Coolum Beach,309,Fairfax,1,Good,Good,0
316031426,Marcoola - Mudjimba,309,Fairfax,1,Good,Good,0
316031427,Maroochydore - Kuluin,309,Fairfax,1,Good,Good,0
316031428,Mooloolaba - Alexandra Headland,309,Fairfax,0.0422093,Good,Good,0
316031428,Mooloolaba - Alexandra Headland,310,Fisher,0.9577907,Good,Good,0
316051434,Noosa Heads,329,Wide Bay,1,Good,Good,0
316051435,Noosaville,329,Wide Bay,1,Good,Good,0
316051437,Sunshine Beach,329,Wide Bay,1,Good,Good,0
316051438,Tewantin,329,Wide Bay,1,Good,Good,0
316051543,Peregian Beach - Marcus Beach,329,Wide Bay,1,Good,Good,0
316051544,Peregian Springs,309,Fairfax,1,Good,Good,0
316061439,Beerwah,310,Fisher,1,Good,Good,0
316061440,Caloundra Hinterland,310,Fisher,1,Good,Good,0
316061441,Glass House Mountains,310,Fisher,1,Good,Good,0
316061442,Landsborough,310,Fisher,1,Good,Good,0
316061443,Maroochy Hinterland,309,Fairfax,0.9937034,Good,Good,0
316061443,Maroochy Hinterland,310,Fisher,0.0062966,Good,Good,1
316061444,Palmwoods,310,Fisher,1,Good,Good,0
316071545,Bli Bli,309,Fairfax,1,Good,Good,0
316071546,Diddillibah - Rosemount,309,Fairfax,1,Good,Good,0
316071547,Eumundi - Yandina,309,Fairfax,1,Good,Good,0
316071548,Nambour,309,Fairfax,1,Good,Good,0
316081549,Noosa Hinterland,309,Fairfax,0.1245459,Good,Good,0
316081549,Noosa Hinterland,329,Wide Bay,0.8754541,Good,Good,0
317011445,Cambooya - Wyreema,314,Groom,1,Good,Good,0
317011446,Darling Heights,314,Groom,1,Good,Good,0
317011447,Drayton - Harristown,314,Groom,1,Good,Good,0
317011448,Gatton,330,Wright,1,Acceptable,Good,0
317011449,Gowrie (Qld),314,Groom,1,Good,Good,0
317011450,Highfields,314,Groom,1,Good,Good,0
317011451,Lockyer Valley - West,330,Wright,1,Acceptable,Good,0
317011452,Middle Ridge,314,Groom,1,Good,Good,0
317011453,Newtown (Qld),314,Groom,1,Good,Good,0
317011454,North Toowoomba - Harlaxton,314,Groom,1,Good,Good,0
317011455,Rangeville,314,Groom,1,Good,Good,0
317011456,Toowoomba - Central,314,Groom,1,Good,Good,0
317011457,Toowoomba - East,314,Groom,1,Good,Good,0
317011458,Toowoomba - West,314,Groom,1,Good,Good,0
317011459,Wilsonton,314,Groom,1,Good,Good,0
318011460,Ayr,306,Dawson,1,Good,Good,0
318011461,Burdekin,306,Dawson,0.9763793,Good,Good,0
318011461,Burdekin,317,Kennedy,0.0236207,Good,Good,0
318011462,Charters Towers,317,Kennedy,1,Good,Good,0
318011463,Dalrymple,317,Kennedy,1,Good,Good,0
318011464,Ingham,317,Kennedy,1,Good,Good,0
318011465,Ingham Region,315,Herbert,0,Good,Good,1
318011465,Ingham Region,317,Kennedy,1,Good,Good,0
318011466,Palm Island,315,Herbert,1,Good,Good,0
318021467,Aitkenvale,315,Herbert,1,Good,Good,0
318021468,Annandale,306,Dawson,0.9999982,Good,Good,0
318021468,Annandale,315,Herbert,1.8e-6,Good,Good,1
318021469,Belgian Gardens - Pallarenda,315,Herbert,1,Good,Good,0
318021470,Bohle Plains,315,Herbert,0.6475884,Good,Good,0
318021470,Bohle Plains,317,Kennedy,0.3524116,Good,Good,0
318021471,Condon - Rasmussen,315,Herbert,0.9844731,Good,Good,0
318021471,Condon - Rasmussen,317,Kennedy,0.0155269,Good,Good,0
318021472,Cranbrook,315,Herbert,1,Good,Good,0
318021473,Deeragun,315,Herbert,1,Good,Good,0
318021474,Douglas,315,Herbert,1,Good,Good,0
318021475,Garbutt - West End,315,Herbert,1,Good,Good,0
318021476,Gulliver - Currajong - Vincent,315,Herbert,1,Good,Good,0
318021477,Heatley,315,Herbert,1,Good,Good,0
318021478,Hermit Park - Rosslea,315,Herbert,1,Good,Good,0
318021479,Hyde Park - Pimlico,315,Herbert,1,Good,Good,0
318021480,Kelso,315,Herbert,0.991218,Good,Good,0
318021480,Kelso,317,Kennedy,0.008782,Good,Good,1
318021481,Kirwan - East,315,Herbert,1,Good,Good,0
318021482,Kirwan - West,315,Herbert,1,Good,Good,0
318021483,Magnetic Island,315,Herbert,1,Good,Good,0
318021484,Mount Louisa,315,Herbert,1,Good,Good,0
318021485,Mundingburra,315,Herbert,1,Good,Good,0
318021486,Northern Beaches,315,Herbert,0.7774336,Good,Good,0
318021486,Northern Beaches,317,Kennedy,0.2225664,Good,Good,0
318021487,Oonoonba,306,Dawson,1,Good,Good,0
318021488,South Townsville - Railway Estate,315,Herbert,1,Good,Good,0
318021489,Townsville - South,306,Dawson,0.5766032,Good,Good,0
318021489,Townsville - South,317,Kennedy,0.4233968,Good,Good,0
318021490,Townsville City - North Ward,315,Herbert,1,Good,Good,0
318021491,Wulguru - Roseneath,306,Dawson,0.938753,Good,Good,0
318021491,Wulguru - Roseneath,317,Kennedy,0.061247,Good,Good,0
319011492,Ashfield - Kepnock,316,Hinkler,1,Good,Good,0
319011493,Bargara - Burnett Heads,316,Hinkler,1,Good,Good,0
319011494,Branyan - Kensington,316,Hinkler,1,Good,Good,0
319011495,Bundaberg,316,Hinkler,1,Good,Good,0
319011496,Bundaberg East - Kalkie,316,Hinkler,1,Good,Good,0
319011497,Bundaberg North - Gooburrum,311,Flynn,0.2458728,Good,Good,0
319011497,Bundaberg North - Gooburrum,316,Hinkler,0.7541272,Good,Good,0
319011498,Bundaberg Region - North,311,Flynn,1,Good,Good,0
319011499,Bundaberg Region - South,316,Hinkler,1,Good,Good,0
319011500,Millbank - Avoca,316,Hinkler,1,Good,Good,0
319011501,Svensson Heights - Norville,316,Hinkler,1,Good,Good,0
319011502,Walkervale - Avenell Heights,316,Hinkler,1,Good,Good,0
319021503,Gayndah - Mundubbera,311,Flynn,1,Good,Good,0
319021504,Gin Gin,311,Flynn,1,Good,Good,0
319021505,Kingaroy,321,Maranoa,1,Good,Good,0
319021506,Kingaroy Region - North,311,Flynn,0.4653846,Good,Good,0
319021506,Kingaroy Region - North,321,Maranoa,0.0009263,Good,Good,1
319021506,Kingaroy Region - North,329,Wide Bay,0.5336891,Good,Good,0
319021507,Kingaroy Region - South,321,Maranoa,1,Good,Good,0
319021508,Monto - Eidsvold,311,Flynn,1,Good,Good,0
319021509,Nanango,321,Maranoa,1,Good,Good,0
319021510,North Burnett,311,Flynn,1,Good,Good,0
319031511,Cooloola,329,Wide Bay,1,Good,Good,0
319031512,Gympie - North,329,Wide Bay,1,Good,Good,0
319031513,Gympie - South,329,Wide Bay,1,Good,Good,0
319031514,Gympie Region,329,Wide Bay,1,Good,Good,0
319031515,Kilkivan,329,Wide Bay,1,Good,Good,0
319041516,Booral - River Heads,316,Hinkler,1,Good,Good,0
319041517,Craignish - Dundowran Beach,316,Hinkler,1,Good,Good,0
319041518,Pialba - Eli Waters,316,Hinkler,1,Good,Good,0
319041519,Point Vernon,316,Hinkler,1,Good,Good,0
319041520,Torquay - Scarness - Kawungan,316,Hinkler,1,Good,Good,0
319041521,Urangan - Wondunna,316,Hinkler,1,Good,Good,0
319051522,Burrum - Fraser,316,Hinkler,0.9931242,Good,Good,0
319051522,Burrum - Fraser,329,Wide Bay,0.0068758,Good,Good,1
319051523,Granville,329,Wide Bay,1,Good,Good,0
319051524,Maryborough (Qld),329,Wide Bay,1,Good,Good,0
319051525,Maryborough Region - South,329,Wide Bay,1,Good,Good,0
319051526,Tinana,329,Wide Bay,1,Good,Good,0
401011001,Adelaide,401,Adelaide,1,Acceptable,Good,0
401011002,North Adelaide,401,Adelaide,1,Acceptable,Good,0
401021003,Adelaide Hills,408,Mayo,1,Good,Good,0
401021004,Aldgate - Stirling,408,Mayo,1,Good,Good,0
401021005,Hahndorf - Echunga,408,Mayo,1,Good,Good,0
401021006,Lobethal - Woodside,408,Mayo,1,Good,Good,0
401021007,Mount Barker,408,Mayo,1,Good,Good,0
401021008,Mount Barker Region,408,Mayo,1,Good,Good,0
401021009,Nairne,408,Mayo,1,Good,Good,0
401021010,Uraidla - Summertown,408,Mayo,0.8275297,Good,Good,0
401021010,Uraidla - Summertown,410,Sturt,0.1724703,Acceptable,Good,0
401031011,Burnside - Wattle Park,410,Sturt,1,Acceptable,Good,0
401031012,Glenside - Beaumont,410,Sturt,1,Acceptable,Good,0
401031013,Toorak Gardens,401,Adelaide,0.0480852,Acceptable,Good,0
401031013,Toorak Gardens,410,Sturt,0.9519148,Acceptable,Good,0
401041014,Athelstone,410,Sturt,1,Acceptable,Good,0
401041015,Paradise - Newton,410,Sturt,1,Acceptable,Good,0
401041016,Rostrevor - Magill,410,Sturt,1,Acceptable,Good,0
401051017,Norwood (SA),410,Sturt,1,Acceptable,Good,0
401051018,Payneham - Felixstow,410,Sturt,1,Acceptable,Good,0
401051019,St Peters - Marden,410,Sturt,1,Acceptable,Good,0
401061020,Nailsworth - Broadview,401,Adelaide,1,Acceptable,Good,0
401061021,Prospect,401,Adelaide,1,Acceptable,Good,0
401061022,Walkerville,401,Adelaide,1,Acceptable,Good,0
401071023,Goodwood - Millswood,401,Adelaide,0.642915,Acceptable,Good,0
401071023,Goodwood - Millswood,403,Boothby,0.357085,Good,Good,0
401071024,Unley - Parkside,401,Adelaide,0.7425879,Acceptable,Good,0
401071024,Unley - Parkside,410,Sturt,0.2574121,Acceptable,Good,0
402011025,Gawler - North,402,Barker,0.0083913,Good,Good,1
402011025,Gawler - North,404,Grey,0.1402028,Good,Good,0
402011025,Gawler - North,409,Spence,0.8514058,Good,Good,0
402011026,Gawler - South,409,Spence,1,Good,Good,0
402011027,Lewiston - Two Wells,404,Grey,1,Good,Good,0
402021028,Craigmore - Blakeview,409,Spence,1,Good,Good,0
402021029,Davoren Park,409,Spence,1,Good,Good,0
402021030,Elizabeth,409,Spence,1,Good,Good,0
402021031,Elizabeth East,409,Spence,1,Good,Good,0
402021032,Munno Para West - Angle Vale,409,Spence,1,Good,Good,0
402021033,One Tree Hill,409,Spence,1,Good,Good,0
402021034,Smithfield - Elizabeth North,409,Spence,1,Good,Good,0
402021035,Virginia - Waterloo Corner,409,Spence,1,Good,Good,0
402031036,Enfield - Blair Athol,401,Adelaide,0.9623092,Acceptable,Good,0
402031036,Enfield - Blair Athol,407,Makin,0.0376908,Good,Good,0
402031037,Northgate - Oakden - Gilles Plains,401,Adelaide,0.3867902,Acceptable,Good,0
402031037,Northgate - Oakden - Gilles Plains,407,Makin,0.3106677,Good,Good,0
402031037,Northgate - Oakden - Gilles Plains,410,Sturt,0.3025421,Acceptable,Good,0
402031038,Windsor Gardens,401,Adelaide,0.2740852,Acceptable,Good,0
402031038,Windsor Gardens,410,Sturt,0.7259148,Acceptable,Good,0
402041039,Dry Creek - North,407,Makin,0.6666467,Good,Good,0
402041039,Dry Creek - North,409,Spence,0.3333533,Good,Good,0
402041040,Ingle Farm,407,Makin,1,Good,Good,0
402041041,Para Hills,407,Makin,1,Good,Good,0
402041042,Parafield,407,Makin,1,Good,Good,0
402041043,Parafield Gardens,407,Makin,1,Good,Good,0
402041044,Paralowie,409,Spence,1,Good,Good,0
402041046,Salisbury,409,Spence,1,Good,Good,0
402041047,Salisbury East,407,Makin,0.8085268,Good,Good,0
402041047,Salisbury East,409,Spence,0.1914732,Good,Good,0
402041048,Salisbury North,409,Spence,1,Good,Good,0
402041171,Mawson Lakes - Globe Derby Park,407,Makin,1,Good,Good,0
402041172,Pooraka - Cavan,407,Makin,1,Good,Good,0
402051049,Golden Grove,407,Makin,1,Good,Good,0
402051050,Greenwith,407,Makin,1,Good,Good,0
402051051,Highbury - Dernancourt,410,Sturt,1,Acceptable,Good,0
402051052,Hope Valley - Modbury,407,Makin,0.5833109,Good,Good,0
402051052,Hope Valley - Modbury,410,Sturt,0.4166891,Acceptable,Good,0
402051053,Modbury Heights,407,Makin,1,Good,Good,0
402051054,Redwood Park,407,Makin,1,Good,Good,0
402051055,St Agnes - Ridgehaven,407,Makin,1,Good,Good,0
403011056,Brighton (SA),403,Boothby,1,Good,Good,0
403011057,Glenelg (SA),403,Boothby,1,Good,Good,0
403021058,Edwardstown,403,Boothby,1,Good,Good,0
403021059,Hallett Cove,403,Boothby,0.0075868,Good,Good,1
403021059,Hallett Cove,406,Kingston,0.9924132,Good,Good,0
403021060,Marino - Seaview Downs,403,Boothby,1,Good,Good,0
403021061,Mitchell Park,403,Boothby,1,Good,Good,0
403021062,Morphettville,403,Boothby,1,Good,Good,0
403021063,Sheidow Park - Trott Park,406,Kingston,1,Good,Good,0
403021064,Warradale,403,Boothby,1,Good,Good,0
403031065,Belair,403,Boothby,1,Good,Good,0
403031066,Bellevue Heights,403,Boothby,1,Good,Good,0
403031067,Blackwood,403,Boothby,0.5112327,Good,Good,0
403031067,Blackwood,408,Mayo,0.4887673,Good,Good,0
403031068,Colonel Light Gardens,403,Boothby,1,Good,Good,0
403031069,Mitcham (SA),403,Boothby,1,Good,Good,0
403031070,Panorama,403,Boothby,1,Good,Good,0
403041071,Aberfoyle Park,406,Kingston,0.9903193,Good,Good,0
403041071,Aberfoyle Park,408,Mayo,0.0096807,Good,Good,1
403041072,Aldinga,408,Mayo,1,Good,Good,0
403041073,Christie Downs,406,Kingston,1,Good,Good,0
403041074,Christies Beach,406,Kingston,1,Good,Good,0
403041075,Clarendon,408,Mayo,1,Good,Good,0
403041076,Coromandel Valley,406,Kingston,0.0227914,Good,Good,0
403041076,Coromandel Valley,408,Mayo,0.9772086,Good,Good,0
403041077,Flagstaff Hill,406,Kingston,1,Good,Good,0
403041078,Hackham - Onkaparinga Hills,406,Kingston,1,Good,Good,0
403041079,Hackham West - Huntfield Heights,406,Kingston,1,Good,Good,0
403041080,Happy Valley,406,Kingston,0.9918569,Good,Good,0
403041080,Happy Valley,408,Mayo,0.0081431,Good,Good,1
403041081,Happy Valley Reservoir,406,Kingston,1,Good,Good,0
403041082,Lonsdale,406,Kingston,1,Good,Good,0
403041083,McLaren Vale,406,Kingston,0.0086404,Good,Good,1
403041083,McLaren Vale,408,Mayo,0.9913596,Good,Good,0
403041084,Morphett Vale - East,406,Kingston,1,Good,Good,0
403041085,Morphett Vale - West,406,Kingston,1,Good,Good,0
403041086,Reynella,406,Kingston,1,Good,Good,0
403041087,Seaford (SA),406,Kingston,1,Good,Good,0
403041088,Willunga,408,Mayo,1,Good,Good,0
403041089,Woodcroft,406,Kingston,1,Good,Good,0
404011090,Beverley,405,Hindmarsh,1,Good,Good,0
404011091,Flinders Park,401,Adelaide,0.0623326,Acceptable,Good,0
404011091,Flinders Park,405,Hindmarsh,0.9376674,Good,Good,0
404011092,Henley Beach,405,Hindmarsh,1,Good,Good,0
404011093,Hindmarsh - Brompton,401,Adelaide,1,Acceptable,Good,0
404011094,Royal Park - Hendon - Albert Park,405,Hindmarsh,1,Good,Good,0
404011095,Seaton - Grange,405,Hindmarsh,1,Good,Good,0
404011096,West Lakes,405,Hindmarsh,1,Good,Good,0
404011097,Woodville - Cheltenham,401,Adelaide,0.0954582,Acceptable,Good,0
404011097,Woodville - Cheltenham,405,Hindmarsh,0.9045418,Good,Good,0
404021098,Dry Creek - South,405,Hindmarsh,1,Good,Good,0
404021099,Largs Bay - Semaphore,405,Hindmarsh,1,Good,Good,0
404021100,North Haven,405,Hindmarsh,1,Good,Good,0
404021101,Port Adelaide,405,Hindmarsh,1,Good,Good,0
404021102,The Parks,401,Adelaide,0.9751152,Acceptable,Good,0
404021102,The Parks,405,Hindmarsh,0.0248848,Good,Good,0
404021102,The Parks,407,Makin,0,Good,Good,1
404021103,Torrens Island,405,Hindmarsh,1,Good,Good,0
404031104,Adelaide Airport,405,Hindmarsh,1,Good,Good,0
404031105,Fulham,405,Hindmarsh,1,Good,Good,0
404031106,Lockleys,401,Adelaide,0.0905133,Acceptable,Good,0
404031106,Lockleys,405,Hindmarsh,0.9094867,Good,Good,0
404031107,Plympton,401,Adelaide,0.4951287,Acceptable,Good,0
404031107,Plympton,403,Boothby,0.0087814,Good,Good,1
404031107,Plympton,405,Hindmarsh,0.4960898,Good,Good,0
404031108,Richmond (SA),401,Adelaide,0.9408945,Acceptable,Good,0
404031108,Richmond (SA),405,Hindmarsh,0.0591055,Good,Good,0
404031109,West Beach,405,Hindmarsh,1,Good,Good,0
405011110,Barossa - Angaston,402,Barker,1,Good,Good,0
405011111,Light,402,Barker,0.895844,Good,Good,0
405011111,Light,404,Grey,0.104156,Good,Good,0
405011112,Lyndoch,402,Barker,1,Good,Good,0
405011113,Mallala,404,Grey,1,Good,Good,0
405011114,Nuriootpa,402,Barker,1,Good,Good,0
405011115,Tanunda,402,Barker,1,Good,Good,0
405021116,Clare,404,Grey,1,Good,Good,0
405021117,Gilbert Valley,404,Grey,1,Good,Good,0
405021118,Goyder,404,Grey,1,Good,Good,0
405021119,Wakefield - Barunga West,404,Grey,1,Good,Good,0
405031120,Jamestown,404,Grey,1,Good,Good,0
405031121,Peterborough - Mount Remarkable,404,Grey,1,Good,Good,0
405031122,Port Pirie,404,Grey,1,Good,Good,0
405031123,Port Pirie Region,404,Grey,1,Good,Good,0
405041124,Kadina,404,Grey,1,Good,Good,0
405041125,Moonta,404,Grey,1,Good,Good,0
405041126,Wallaroo,404,Grey,1,Good,Good,0
405041127,Yorke Peninsula - North,404,Grey,1,Good,Good,0
405041128,Yorke Peninsula - South,404,Grey,1,Good,Good,0
406011129,Ceduna,404,Grey,1,Good,Good,0
406011130,Eyre Peninsula,404,Grey,1,Good,Good,0
406011131,Kimba - Cleve - Franklin Harbour,404,Grey,1,Good,Good,0
406011132,Le Hunte - Elliston,404,Grey,1,Good,Good,0
406011133,Port Lincoln,404,Grey,1,Good,Good,0
406011134,West Coast (SA),404,Grey,1,Good,Good,0
406011135,Western,404,Grey,1,Good,Good,0
406011136,Whyalla,404,Grey,1,Good,Good,0
406011137,Whyalla - North,404,Grey,1,Good,Good,0
406021138,APY Lands,404,Grey,1,Good,Good,0
406021139,Coober Pedy,404,Grey,1,Good,Good,0
406021140,Quorn - Lake Gilles,404,Grey,1,Good,Good,0
406021141,Outback,402,Barker,2.9e-6,Good,Good,1
406021141,Outback,404,Grey,0.9999971,Good,Good,0
406021142,Port Augusta,404,Grey,1,Good,Good,0
406021143,Roxby Downs,404,Grey,1,Good,Good,0
407011144,Goolwa - Port Elliot,408,Mayo,1,Good,Good,0
407011145,Kangaroo Island,408,Mayo,1,Good,Good,0
407011146,Strathalbyn,408,Mayo,1,Good,Good,0
407011147,Strathalbyn Region,408,Mayo,1,Good,Good,0
407011148,Victor Harbor,408,Mayo,1,Good,Good,0
407011149,Yankalilla,408,Mayo,1,Good,Good,0
407021150,Grant,402,Barker,1,Good,Good,0
407021151,Kingston - Robe,402,Barker,1,Good,Good,0
407021152,Millicent,402,Barker,1,Good,Good,0
407021154,Naracoorte,402,Barker,1,Good,Good,0
407021155,Naracoorte Region,402,Barker,1,Good,Good,0
407021156,Penola,402,Barker,1,Good,Good,0
407021157,Tatiara,402,Barker,1,Good,Good,0
407021158,Wattle Range,402,Barker,1,Good,Good,0
407021173,Mount Gambier - East,402,Barker,1,Good,Good,0
407021174,Mount Gambier - West,402,Barker,1,Good,Good,0
407031159,Barmera,402,Barker,1,Good,Good,0
407031160,Berri,402,Barker,1,Good,Good,0
407031161,Karoonda - Lameroo,402,Barker,1,Good,Good,0
407031162,Loxton,402,Barker,1,Good,Good,0
407031163,Loxton Region,402,Barker,1,Good,Good,0
407031164,Mannum,402,Barker,1,Good,Good,0
407031165,Murray Bridge,402,Barker,1,Good,Good,0
407031166,Murray Bridge Region,402,Barker,1,Good,Good,0
407031167,Renmark,402,Barker,1,Good,Good,0
407031168,Renmark Region,402,Barker,1,Good,Good,0
407031169,The Coorong,402,Barker,1,Good,Good,0
407031170,Waikerie,402,Barker,1,Good,Good,0
501011001,Augusta,507,Forrest,1,Good,Good,0
501011002,Busselton,507,Forrest,1,Good,Good,0
501011003,Busselton Region,507,Forrest,1,Good,Good,0
501011004,Margaret River,507,Forrest,1,Good,Good,0
501021005,Australind - Leschenault,507,Forrest,1,Good,Good,0
501021007,Capel,507,Forrest,1,Good,Good,0
501021008,College Grove - Carey Park,507,Forrest,1,Good,Good,0
501021009,Collie,511,O'Connor,1,Good,Good,0
501021010,Dardanup,507,Forrest,1,Good,Good,0
501021011,Davenport,507,Forrest,1,Good,Good,0
501021012,Eaton - Pelican Point,507,Forrest,1,Good,Good,0
501021014,Harvey,507,Forrest,1,Good,Good,0
501021015,East Bunbury - Glen Iris,507,Forrest,1,Good,Good,0
501021016,Waroona,503,Canning,1,Good,Good,0
501021251,Dalyellup,507,Forrest,1,Good,Good,0
501021252,Gelorup - Stratham,507,Forrest,1,Good,Good,0
501021253,South Bunbury - Bunbury,507,Forrest,1,Good,Good,0
501021254,Withers - Usher,507,Forrest,1,Good,Good,0
501031017,Bridgetown - Boyup Brook,511,O'Connor,1,Good,Good,0
501031018,Donnybrook - Balingup,507,Forrest,1,Good,Good,0
501031019,Manjimup,511,O'Connor,1,Good,Good,0
501031020,Pemberton,511,O'Connor,1,Good,Good,0
502011021,Dawesville - Bouvard,503,Canning,1,Good,Good,0
502011022,Falcon - Wannanup,503,Canning,1,Good,Good,0
502011023,Greenfields,503,Canning,1,Good,Good,0
502011024,Halls Head - Erskine,503,Canning,1,Good,Good,0
502011025,Mandurah,503,Canning,1,Good,Good,0
502011026,Mandurah - East,503,Canning,1,Good,Good,0
502011027,Mandurah - North,503,Canning,1,Good,Good,0
502011028,Mandurah - South,503,Canning,1,Good,Good,0
502011029,Pinjarra,503,Canning,1,Good,Good,0
503011030,City Beach,505,Curtin,1,Good,Good,0
503011031,Claremont (WA),505,Curtin,1,Good,Good,0
503011032,Cottesloe,505,Curtin,1,Good,Good,0
503011033,Floreat,505,Curtin,1,Good,Good,0
503011034,Mosman Park - Peppermint Grove,505,Curtin,1,Good,Good,0
503011035,Nedlands - Dalkeith - Crawley,505,Curtin,1,Good,Good,0
503011036,Swanbourne - Mount Claremont,505,Curtin,1,Good,Good,0
503021037,Kings Park (WA),513,Perth,1,Good,Good,0
503021038,Mount Hawthorn - Leederville,513,Perth,1,Good,Good,0
503021039,Mount Lawley - Inglewood,513,Perth,1,Good,Good,0
503021040,North Perth,513,Perth,1,Good,Good,0
503021041,Perth City,513,Perth,1,Good,Good,0
503021042,Subiaco - Shenton Park,505,Curtin,1,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,505,Curtin,1,Good,Good,0
504011044,Bassendean - Eden Hill - Ashfield,513,Perth,1,Good,Good,0
504011045,Bayswater - Embleton - Bedford,513,Perth,1,Good,Good,0
504011046,Maylands,513,Perth,1,Good,Good,0
504011047,Morley,504,Cowan,0.6133034,Acceptable,Good,0
504011047,Morley,513,Perth,0.3866966,Good,Good,0
504011048,Noranda,504,Cowan,1,Acceptable,Good,0
504021049,Chidlow,509,Hasluck,1,Good,Good,0
504021050,Glen Forrest - Darlington,509,Hasluck,1,Good,Good,0
504021051,Helena Valley - Koongamia,509,Hasluck,1,Good,Good,0
504021052,Malmalling - Reservoir,509,Hasluck,1,Good,Good,0
504021053,Mundaring,509,Hasluck,1,Good,Good,0
504021054,Swan View - Greenmount - Midvale,509,Hasluck,1,Good,Good,0
504031055,Avon Valley National Park,506,Durack,1,Good,Good,0
504031056,Ballajura,504,Cowan,0.9979691,Acceptable,Good,0
504031056,Ballajura,512,Pearce,0.0020309,Good,Good,1
504031057,Beechboro,504,Cowan,0.512733,Acceptable,Good,0
504031057,Beechboro,509,Hasluck,0.487267,Good,Good,0
504031058,Bullsbrook,506,Durack,1,Good,Good,0
504031059,Ellenbrook,509,Hasluck,1,Good,Good,0
504031060,Gidgegannup,509,Hasluck,1,Good,Good,0
504031061,Hazelmere - Guildford,509,Hasluck,0.9987985,Good,Good,0
504031061,Hazelmere - Guildford,514,Swan,0.0012015,Good,Good,1
504031062,Lockridge - Kiara,504,Cowan,0.5055279,Acceptable,Good,0
504031062,Lockridge - Kiara,509,Hasluck,0.4944721,Good,Good,0
504031063,Malaga,504,Cowan,1,Acceptable,Good,0
504031064,Melaleuca - Lexia,512,Pearce,1,Good,Good,0
504031065,Middle Swan - Herne Hill,509,Hasluck,1,Good,Good,0
504031066,Midland - Guildford,509,Hasluck,1,Good,Good,0
504031067,Stratton - Jane Brook,509,Hasluck,1,Good,Good,0
504031068,The Vines,509,Hasluck,1,Good,Good,0
504031069,Walyunga National Park,506,Durack,1,Good,Good,0
505011070,Craigie - Beldon,510,Moore,1,Good,Good,0
505011071,Currambine - Kinross,510,Moore,1,Good,Good,0
505011072,Duncraig,510,Moore,1,Good,Good,0
505011073,Greenwood - Warwick,504,Cowan,1,Acceptable,Good,0
505011074,Heathridge - Connolly,510,Moore,1,Good,Good,0
505011075,Hillarys,510,Moore,1,Good,Good,0
505011076,Iluka - Burns Beach,510,Moore,1,Good,Good,0
505011077,Joondalup - Edgewater,510,Moore,1,Good,Good,0
505011078,Kingsley,510,Moore,1,Good,Good,0
505011079,Mullaloo - Kallaroo,510,Moore,1,Good,Good,0
505011080,Ocean Reef,510,Moore,1,Good,Good,0
505011081,Padbury,510,Moore,1,Good,Good,0
505011082,Sorrento - Marmion,510,Moore,1,Good,Good,0
505011083,Woodvale,510,Moore,1,Good,Good,0
505021084,Balcatta - Hamersley,504,Cowan,1,Acceptable,Good,0
505021085,Balga - Mirrabooka,504,Cowan,1,Acceptable,Good,0
505021086,Dianella,504,Cowan,0.4800172,Acceptable,Good,0
505021086,Dianella,513,Perth,0.5199828,Good,Good,0
505021087,Herdsman,505,Curtin,1,Good,Good,0
505021088,Innaloo - Doubleview,505,Curtin,1,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,505,Curtin,0.5650066,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,510,Moore,0.4349934,Good,Good,0
505021090,Nollamara - Westminster,504,Cowan,1,Acceptable,Good,0
505021091,Osborne Park Industrial,505,Curtin,1,Good,Good,0
