SA2_CODE_2021,SA2_NAME_2021,PHN_CODE_2017,PHN_NAME_2017,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG,,,,,,,,,,,
112011236,Ballina,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112011237,Ballina Surrounds,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112011238,Bangalow,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112011239,Brunswick Heads - Ocean Shores,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112011240,Byron Bay,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112011241,Evans Head,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112011242,Lennox Head - Skennars Head,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112011243,Mullumbimby,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112021244,Casino,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112021245,Casino Surrounds,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112021246,Goonellabah,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112021247,Kyogle,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112021248,Lismore,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112021249,Lismore Surrounds,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112031250,Kingscliff - Fingal Head,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112031251,Murwillumbah,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112031252,Murwillumbah Surrounds,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112031253,Pottsville,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112031254,Tweed Heads,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112031550,Banora Point,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112031551,Terranora - North Tumbulgum,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
112031552,Tweed Heads South,PHN109,North Coast,1,Good,Good,0,,,,,,,,,,,
113011256,Griffith (NSW),PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113011257,Griffith Surrounds,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113011258,Leeton,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113011259,Narrandera,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113021260,Tumbarumba,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113021261,Tumut,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113021262,Tumut Surrounds,PHN106,South Eastern NSW,4.20E-06,Good,Good,1,,,,,,,,,,,
113021262,Tumut Surrounds,PHN110,Murrumbidgee,0.9999958,Good,Good,0,,,,,,,,,,,
113031263,Cootamundra,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113031264,Gundagai,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113031265,Junee,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113031266,Temora,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113031267,Wagga Wagga - East,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113031268,Wagga Wagga - North,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113031269,Wagga Wagga - South,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113031270,Wagga Wagga - West,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
113031271,Wagga Wagga Surrounds,PHN110,Murrumbidgee,1,Good,Good,0,,,,,,,,,,,
114011272,Berry - Kangaroo Valley,PHN105,South Western Sydney,0.0003175,Good,Good,1,,,,,,,,,,,
114011272,Berry - Kangaroo Valley,PHN106,South Eastern NSW,0.9996825,Good,Good,0,,,,,,,,,,,
114011273,Callala Bay - Currarong,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011274,Culburra Beach,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011275,Ettrema - Sassafras - Budawang,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011276,Huskisson - Vincentia,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011277,North Nowra - Bomaderry,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011278,Nowra,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011279,St Georges Basin - Erowal Bay,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011280,Sussex Inlet - Berrara,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011281,Tomerong - Wandandian - Woollamia,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011282,Ulladulla,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114011283,Ulladulla Surrounds,PHN106,South Eastern NSW,1,Good,Good,0,,,,,,,,,,,
114021284,Bowral,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
114021285,Hill Top - Colo Vale,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
114021286,Mittagong,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
114021287,Moss Vale - Berrima,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
114021288,Robertson - Fitzroy Falls,PHN106,South Eastern NSW,0.0241694,Good,Good,0,,,,,,,,,,,
114021288,Robertson - Fitzroy Falls,PHN105,South Western Sydney,0.9758306,Good,Good,0,,,,,,,,,,,
114021289,Southern Highlands,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011290,Baulkham Hills - East,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011291,Baulkham Hills (West) - Bella Vista,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011294,Glenhaven,PHN102,Northern Sydney,0.0593052,Good,Good,0,,,,,,,,,,,
115011294,Glenhaven,PHN103,Western Sydney,0.9406948,Good,Good,0,,,,,,,,,,,
115011296,West Pennant Hills,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011553,Castle Hill - Central,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011554,Castle Hill - East,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
115011555,Castle Hill - North,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011556,Castle Hill - South,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011557,Castle Hill - West,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011558,Cherrybrook,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
115011621,Kellyville - East,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115011622,Kellyville - West,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115021297,Dural - Kenthurst - Wisemans Ferry,PHN104,Nepean Blue Mountains,0.0021854,Good,Good,1,,,,,,,,,,,
115021297,Dural - Kenthurst - Wisemans Ferry,PHN102,Northern Sydney,0.3356727,Good,Good,0,,,,,,,,,,,
115021297,Dural - Kenthurst - Wisemans Ferry,PHN103,Western Sydney,0.6621419,Good,Good,0,,,,,,,,,,,
115021298,Galston - Laughtondale,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
115031299,Bilpin - Colo - St Albans,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
115031300,Kurrajong Heights - Ebenezer,PHN104,Nepean Blue Mountains,1,Good,Good,0,,,,,,,,,,,
115041301,Pitt Town - McGraths Hill,PHN103,Western Sydney,0.0372955,Good,Good,0,,,,,,,,,,,
115041301,Pitt Town - McGraths Hill,PHN104,Nepean Blue Mountains,0.9627045,Good,Good,0,,,,,,,,,,,
115041623,Box Hill - Nelson,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115041624,North Kellyville,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
115041625,Rouse Hill - Beaumont Hills,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116011303,Blacktown (East) - Kings Park,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116011304,Blacktown (North) - Marayong,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116011306,Doonside - Woodcroft,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116011307,Lalor Park - Kings Langley,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116011560,Blacktown - South,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116011561,Blacktown - West,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116011626,Seven Hills - Prospect,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116011627,Toongabbie - West,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116021309,Glenwood,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116021562,Acacia Gardens,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116021563,Quakers Hill,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116021628,Kellyville Ridge - The Ponds,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116021629,Marsden Park - Shanes Park,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116021630,Riverstone,PHN104,Nepean Blue Mountains,7.00E-07,Good,Good,1,,,,,,,,,,,
116021630,Riverstone,PHN103,Western Sydney,0.9999993,Good,Good,0,,,,,,,,,,,
116021631,Schofields (West) - Colebee,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116021632,Schofields - East,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116021633,Stanhope Gardens - Parklea,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116031313,Bidwill - Hebersham - Emerton,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116031314,Glendenning - Dean Park,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116031315,Hassall Grove - Plumpton,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116031316,Lethbridge Park - Tregear,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116031317,Mount Druitt - Whalan,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116031318,Prospect Reservoir,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
116031319,Rooty Hill - Minchinbury,PHN103,Western Sydney,1,Good,Good,0,,,,,,,,,,,
117011320,Banksmeadow,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117011321,Botany,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117011323,Pagewood - Hillsdale - Daceyville,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117011324,Port Botany Industrial,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117011325,Sydney Airport,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117011634,Eastlakes,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117011635,Mascot,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117021327,Petersham - Stanmore,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117021328,Sydenham - Tempe - St Peters,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117021636,Marrickville - North,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117021637,Marrickville - South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031329,Darlinghurst,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031330,Erskineville - Alexandria,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031331,Glebe - Forest Lodge,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031333,Potts Point - Woolloomooloo,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031336,Surry Hills,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031638,Camperdown - Darlington,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031639,Chippendale,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031640,Newtown (NSW),PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031641,Pyrmont,,,0.0001439,Acceptable,Good,4,,,,,,,,,,,
117031641,Pyrmont,PHN101,Central and Eastern Sydney,0.9998561,Good,Good,0,,,,,,,,,,,
117031642,Redfern,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031643,Rosebery - Beaconsfield,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031644,Sydney (North) - Millers Point,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031645,Sydney (South) - Haymarket,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031646,Ultimo,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031647,Waterloo,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
117031648,Zetland,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011339,Bondi - Tamarama - Bronte,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011340,Bondi Beach - North Bondi,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011341,Bondi Junction - Waverly,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011342,Centennial Park,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011344,Dover Heights,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011345,Paddington - Moore Park,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011346,Rose Bay - Vaucluse - Watsons Bay,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011347,Woollahra,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011649,Bellevue Hill,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118011650,Double Bay - Darling Point,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021564,Kensington (NSW),PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021565,Kingsford,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021566,Maroubra - North,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021567,Maroubra - South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021568,Maroubra - West,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021569,Randwick - North,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021570,Randwick - South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021651,Coogee - Clovelly,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021652,Malabar - La Perouse,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021653,Matraville - Chifley,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
118021654,South Coogee,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119011354,Bass Hill - Georges Hall,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011355,Chullora,PHN101,Central and Eastern Sydney,1.37E-05,Good,Good,1,,,,,,,,,,,
119011355,Chullora,PHN105,South Western Sydney,0.9999863,Good,Good,0,,,,,,,,,,,
119011356,Condell Park,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011358,Padstow,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011360,Revesby,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011361,Yagoona - Birrong,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011571,Bankstown - North,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011572,Bankstown - South,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011655,Greenacre - North,PHN101,Central and Eastern Sydney,0.1118816,Good,Good,0,,,,,,,,,,,
119011655,Greenacre - North,PHN105,South Western Sydney,0.8881184,Good,Good,0,,,,,,,,,,,
119011656,Greenacre - South,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011657,Panania (North) - Milperra,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119011658,Panania (South) - Picnic Point,PHN105,South Western Sydney,1,Good,Good,0,,,,,,,,,,,
119021362,Belmore - Belfield,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119021366,Punchbowl,PHN105,South Western Sydney,0.3917027,Good,Good,0,,,,,,,,,,,
119021366,Punchbowl,PHN101,Central and Eastern Sydney,0.6082973,Good,Good,0,,,,,,,,,,,
119021367,Roselands,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119021573,Lakemba,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119021574,Wiley Park,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119021659,Campsie - North,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119021660,Campsie - South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119021661,Canterbury - South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119021662,Earlwood,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119021663,Kingsgrove - North,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031370,Narwee - Beverly Hills,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031371,Oatley - Hurstville Grove,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031372,Peakhurst - Lugarno,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031373,Riverwood,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031374,South Hurstville - Blakehurst,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031664,Hurstville - Central,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031665,Hurstville - North,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031666,Mortdale - Oatley,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119031667,Penshurst,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041377,Kingsgrove (South) - Bardwell Park,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041378,Kogarah,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041379,Kogarah Bay - Carlton - Allawah,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041380,Monterey - Brighton-le-Sands - Kyeemagh,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041381,Rockdale - Banksia,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041382,Sans Souci - Ramsgate,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041668,Arncliffe - Bardwell Valley,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041669,Bexley - North,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041670,Bexley - South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
119041671,Wolli Creek,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120011383,Concord - Mortlake - Cabarita,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120011385,Drummoyne - Rodd Point,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120011386,Five Dock - Abbotsford,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120011672,Concord West - North Strathfield,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120011673,Rhodes,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120021387,Balmain,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120021389,Lilyfield - Rozelle,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120021674,Annandale (NSW),PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120021675,Leichhardt,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031392,Canterbury (North) - Ashbury,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031393,Croydon Park - Enfield,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031394,Dulwich Hill - Lewisham,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031395,Haberfield - Summer Hill,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031396,Homebush,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031576,Strathfield South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031676,Ashfield - North,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031677,Ashfield - South,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031678,Burwood (NSW),PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031679,Croydon,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031680,Strathfield - East,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
120031681,Strathfield - West,PHN101,Central and Eastern Sydney,1,Good,Good,0,,,,,,,,,,,
121011399,Chatswood (West) - Lane Cove North,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121011401,St Leonards - Naremburn,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121011682,Artarmon,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121011683,Castle Cove - Northbridge,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121011684,Chatswood - East,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121011685,Greenwich - Riverview,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121011686,Lane Cove,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121011687,Willoughby,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121021403,Asquith - Mount Colah,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121021404,Berowra - Brooklyn - Cowan,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121021406,Normanhurst - Thornleigh - Westleigh,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121021577,Hornsby - East,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121021578,Hornsby - West,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121021579,Wahroonga (West) - Waitara,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121031407,Gordon - Killara,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121031408,Lindfield - Roseville,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121031409,Pymble,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121031410,St Ives,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121031411,Turramurra,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121031412,Wahroonga (East) - Warrawee,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121041413,Cremorne - Cammeray,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121041414,Crows Nest - Waverton,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121041416,Neutral Bay - Kirribilli,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121041417,North Sydney - Lavender Bay,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121041688,Mosman - North,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
121041689,Mosman - South,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122011418,Balgowlah - Clontarf - Seaforth,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122011419,Manly - Fairlight,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122021420,Avalon - Palm Beach,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122021421,Bayview - Elanora Heights,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122021422,Newport - Bilgola,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122021690,Mona Vale - Warriewood (North),PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122021691,North Narrabeen - Warriewood (South),PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031424,Beacon Hill - Narraweena,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031425,Cromer,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031427,Forestville - Killarney Heights,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031429,Freshwater - Brookvale,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031430,Manly Vale - Allambie Heights,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031432,Terrey Hills - Duffys Forest,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031692,Belrose,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031693,Collaroy - Collaroy Plateau,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031694,Dee Why (South) - North Curl Curl,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031695,Dee Why - North,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031696,Frenchs Forest - Oxford Falls,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
122031697,Narrabeen - Wheeler Heights,PHN102,Northern Sydney,1,Good,Good,0,,,,,,,,,,,
