SA2_CODE_2021,SA2_NAME_2021,ADD_CODE_2021,ADD_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
310031292,North Ipswich - Tivoli,D04,North East Coast,1,Good,Good,0
310031293,Raceview,D04,North East Coast,1,Good,Good,0
310031294,Ripley,D04,North East Coast,1,Good,Good,0
310031295,Riverview,D04,North East Coast,1,Good,Good,0
310041297,Camira - Gailes,D04,North East Coast,1,Good,Good,0
310041298,Carole Park,D04,North East Coast,1,Good,Good,0
310041299,Collingwood Park - Redbank,D04,North East Coast,1,Good,Good,0
310041300,Goodna,D04,North East Coast,1,Good,Good,0
310041301,New Chum,D04,North East Coast,1,Good,Good,0
310041302,Redbank Plains,D04,North East Coast,1,Good,Good,0
310041303,Springfield,D04,North East Coast,1,Good,Good,0
310041304,Springfield Lakes,D04,North East Coast,1,Good,Good,0
310041565,Augustine Heights - Brookwater,D04,North East Coast,1,Good,Good,0
310041566,Bellbird Park,D04,North East Coast,1,Good,Good,0
311011305,Beaudesert,D04,North East Coast,1,Good,Good,0
311021306,Beenleigh,D04,North East Coast,1,Good,Good,0
311021307,Eagleby,D04,North East Coast,1,Good,Good,0
311021308,Edens Landing - Holmview,D04,North East Coast,1,Good,Good,0
311021309,Mount Warren Park,D04,North East Coast,1,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,D04,North East Coast,1,Good,Good,0
311031311,Boronia Heights - Park Ridge,D04,North East Coast,1,Good,Good,0
311031312,Browns Plains,D04,North East Coast,1,Good,Good,0
311031313,Chambers Flat - Logan Reserve,D04,North East Coast,1,Good,Good,0
311031314,Crestmead,D04,North East Coast,1,Good,Good,0
311031315,Greenbank Military Camp,D04,North East Coast,1,Good,Good,0
311031316,Hillcrest,D04,North East Coast,1,Good,Good,0
311031317,Marsden,D04,North East Coast,1,Good,Good,0
311031318,Munruben - Park Ridge South,D04,North East Coast,1,Good,Good,0
311031319,Regents Park - Heritage Park,D04,North East Coast,1,Good,Good,0
311041322,Logan Village,D04,North East Coast,1,Good,Good,0
311041567,Flagstone (East) - Riverbend,D04,North East Coast,1,Good,Good,0
311041568,Flagstone (West) - New Beith,D04,North East Coast,1,Good,Good,0
311041569,Greenbank - North Maclean,D04,North East Coast,1,Good,Good,0
311041570,Jimboomba - Glenlogan,D04,North East Coast,1,Good,Good,0
311041571,Yarrabilba,D04,North East Coast,1,Good,Good,0
311051323,Bethania - Waterford,D04,North East Coast,1,Good,Good,0
311051324,Cornubia - Carbrook,D04,North East Coast,1,Good,Good,0
311051325,Loganholme - Tanah Merah,D04,North East Coast,1,Good,Good,0
311051326,Loganlea,D04,North East Coast,1,Good,Good,0
311051327,Shailer Park,D04,North East Coast,1,Good,Good,0
311051328,Waterford West,D04,North East Coast,1,Good,Good,0
311061329,Daisy Hill,D04,North East Coast,1,Good,Good,0
311061330,Kingston (Qld),D04,North East Coast,1,Good,Good,0
311061331,Logan Central,D04,North East Coast,1,Good,Good,0
311061332,Rochedale South - Priestdale,D04,North East Coast,1,Good,Good,0
311061333,Slacks Creek,D04,North East Coast,1,Good,Good,0
311061334,Springwood,D04,North East Coast,1,Good,Good,0
311061335,Underwood,D04,North East Coast,1,Good,Good,0
311061336,Woodridge,D04,North East Coast,1,Good,Good,0
312011337,Bowen,D04,North East Coast,1,Good,Good,0
312011338,Broadsound - Nebo,D04,North East Coast,1,Good,Good,0
312011339,Clermont,D04,North East Coast,1,Good,Good,0
312011340,Collinsville,D04,North East Coast,1,Good,Good,0
312011341,Moranbah,D04,North East Coast,1,Good,Good,0
312021342,Andergrove - Beaconsfield,D04,North East Coast,1,Good,Good,0
312021343,East Mackay,D04,North East Coast,1,Good,Good,0
312021344,Eimeo - Rural View,D04,North East Coast,1,Good,Good,0
312021345,Eungella Hinterland,D04,North East Coast,1,Good,Good,0
312021346,Mackay,D04,North East Coast,1,Good,Good,0
312021347,Mackay Harbour,D04,North East Coast,1,Good,Good,0
312021348,Mount Pleasant - Glenella,D04,North East Coast,1,Good,Good,0
312021349,North Mackay,D04,North East Coast,1,Good,Good,0
312021350,Ooralea - Bakers Creek,D04,North East Coast,1,Good,Good,0
312021351,Pioneer Valley,D04,North East Coast,1,Good,Good,0
312021352,Sarina,D04,North East Coast,1,Good,Good,0
312021353,Seaforth - Calen,D04,North East Coast,1,Good,Good,0
312021354,Shoal Point - Bucasia,D04,North East Coast,1,Good,Good,0
312021355,Slade Point,D04,North East Coast,1,Good,Good,0
312021356,South Mackay,D04,North East Coast,1,Good,Good,0
312021357,Walkerston - Eton,D04,North East Coast,1,Good,Good,0
312021358,West Mackay,D04,North East Coast,1,Good,Good,0
312031359,Airlie - Whitsundays,D04,North East Coast,1,Good,Good,0
312031360,Cape Conway,D04,North East Coast,1,Good,Good,0
312031361,Proserpine,D04,North East Coast,1,Good,Good,0
313011362,Beachmere - Sandstone Point,D04,North East Coast,1,Good,Good,0
313011363,Bribie Island,D04,North East Coast,1,Good,Good,0
313021364,Burpengary - East,D04,North East Coast,1,Good,Good,0
313021366,Caboolture - South,D04,North East Coast,1,Good,Good,0
313021367,Elimbah,D04,North East Coast,1,Good,Good,0
313021368,Morayfield - East,D04,North East Coast,1,Good,Good,0
313021369,Wamuran,D04,North East Coast,1,Good,Good,0
313021572,Caboolture - East,D04,North East Coast,1,Good,Good,0
313021573,Caboolture - West,D04,North East Coast,1,Good,Good,0
313031370,Kilcoy,D04,North East Coast,1,Good,Good,0
313031371,Woodford - D'Aguilar,D04,North East Coast,1,Good,Good,0
313041372,Burpengary,D04,North East Coast,1,Good,Good,0
313041373,Deception Bay,D04,North East Coast,1,Good,Good,0
313041374,Morayfield,D04,North East Coast,1,Good,Good,0
313041375,Narangba,D04,North East Coast,1,Good,Good,0
313041376,Upper Caboolture,D04,North East Coast,1,Good,Good,0
313051377,Clontarf,D04,North East Coast,1,Good,Good,0
313051378,Margate - Woody Point,D04,North East Coast,1,Good,Good,0
313051379,Redcliffe,D04,North East Coast,1,Good,Good,0
313051380,Rothwell - Kippa-Ring,D04,North East Coast,1,Good,Good,0
313051574,Moreton Island,D04,North East Coast,1,Good,Good,0
313051575,Scarborough - Newport,D04,North East Coast,1,Good,Good,0
314011382,Albany Creek,D04,North East Coast,1,Good,Good,0
314011383,Cashmere,D04,North East Coast,1,Good,Good,0
314011384,Dayboro,D04,North East Coast,1,Good,Good,0
314011385,Eatons Hill,D04,North East Coast,1,Good,Good,0
314011386,The Hills District,D04,North East Coast,1,Good,Good,0
314011387,Samford Valley,D04,North East Coast,1,Good,Good,0
314021389,Murrumba Downs - Griffin,D04,North East Coast,1,Good,Good,0
314021576,Dakabin,D04,North East Coast,1,Good,Good,0
314021577,Kallangur,D04,North East Coast,1,Good,Good,0
314021578,Mango Hill,D04,North East Coast,1,Good,Good,0
314021579,North Lakes,D04,North East Coast,1,Good,Good,0
314031391,Bray Park,D04,North East Coast,1,Good,Good,0
314031392,Lawnton,D04,North East Coast,1,Good,Good,0
314031393,Petrie,D04,North East Coast,1,Good,Good,0
314031394,Strathpine - Brendale,D04,North East Coast,1,Good,Good,0
315011395,Aurukun,D01,Carpentaria Coast,1,Good,Good,0
315011396,Cape York,D01,Carpentaria Coast,0.2845466,Good,Good,0
315011396,Cape York,D04,North East Coast,0.7154534,Good,Good,0
315011397,Croydon - Etheridge,D01,Carpentaria Coast,1,Good,Good,0
315011398,Kowanyama - Pormpuraaw,D01,Carpentaria Coast,1,Good,Good,0
315011399,Northern Peninsula,D04,North East Coast,7.20E-06,Good,Good,1
315011399,Northern Peninsula,D01,Carpentaria Coast,0.9999928,Good,Good,0
315011400,Tablelands,D04,North East Coast,0.3301819,Good,Good,0
315011400,Tablelands,D01,Carpentaria Coast,0.6698181,Good,Good,0
315011401,Torres,D04,North East Coast,0.0001373,Good,Good,1
315011401,Torres,D01,Carpentaria Coast,0.9998627,Good,Good,0
315011402,Torres Strait Islands,D01,Carpentaria Coast,1,Good,Good,0
315011403,Weipa,D01,Carpentaria Coast,1,Good,Good,0
315021404,Carpentaria,D01,Carpentaria Coast,1,Good,Good,0
315021405,Mount Isa,D01,Carpentaria Coast,1,Good,Good,0
315021406,Mount Isa Surrounds,D02,Lake Eyre Basin,0.0701089,Acceptable,Good,0
315021406,Mount Isa Surrounds,D01,Carpentaria Coast,0.9298911,Good,Good,0
315021407,Northern Highlands,D04,North East Coast,0.0022627,Good,Good,1
315021407,Northern Highlands,D02,Lake Eyre Basin,0.0662077,Acceptable,Good,0
315021407,Northern Highlands,D01,Carpentaria Coast,0.9315297,Good,Good,0
315031408,Barcaldine - Blackall,D03,Murray-Darling Basin,0.0302757,Good,Good,0
315031408,Barcaldine - Blackall,D04,North East Coast,0.1168557,Good,Good,0
315031408,Barcaldine - Blackall,D02,Lake Eyre Basin,0.8528685,Acceptable,Good,0
315031409,Charleville,D03,Murray-Darling Basin,1,Good,Good,0
315031410,Far Central West,D02,Lake Eyre Basin,1,Acceptable,Good,0
315031411,Far South West,D02,Lake Eyre Basin,0.3657088,Acceptable,Good,0
315031411,Far South West,D03,Murray-Darling Basin,0.6342912,Good,Good,0
315031412,Longreach,D02,Lake Eyre Basin,1,Acceptable,Good,0
316011413,Buderim - North,D04,North East Coast,1,Good,Good,0
316011414,Buderim - South,D04,North East Coast,1,Good,Good,0
316011415,Mountain Creek,D04,North East Coast,1,Good,Good,0
316011416,Sippy Downs,D04,North East Coast,1,Good,Good,0
316021417,Aroona - Currimundi,D04,North East Coast,1,Good,Good,0
316021418,Buddina - Minyama,D04,North East Coast,1,Good,Good,0
316021419,Caloundra - Kings Beach,D04,North East Coast,1,Good,Good,0
316021421,Golden Beach - Pelican Waters,D04,North East Coast,1,Good,Good,0
316021422,Moffat Beach - Battery Hill,D04,North East Coast,1,Good,Good,0
316021423,Parrearra - Warana,D04,North East Coast,1,Good,Good,0
316021424,Wurtulla - Birtinya,D04,North East Coast,1,Good,Good,0
316021580,Caloundra West - Baringa,D04,North East Coast,1,Good,Good,0
316021581,Meridan Plains - Little Mountain (North),D04,North East Coast,1,Good,Good,0
316031425,Coolum Beach,D04,North East Coast,1,Good,Good,0
316031426,Marcoola - Mudjimba,D04,North East Coast,1,Good,Good,0
316031427,Maroochydore - Kuluin,D04,North East Coast,1,Good,Good,0
316031428,Mooloolaba - Alexandra Headland,D04,North East Coast,1,Good,Good,0
316051434,Noosa Heads,D04,North East Coast,1,Good,Good,0
316051435,Noosaville,D04,North East Coast,1,Good,Good,0
316051437,Sunshine Beach,D04,North East Coast,1,Good,Good,0
316051438,Tewantin,D04,North East Coast,1,Good,Good,0
316051543,Peregian Beach - Marcus Beach,D04,North East Coast,1,Good,Good,0
316051544,Peregian Springs,D04,North East Coast,1,Good,Good,0
316061439,Beerwah,D04,North East Coast,1,Good,Good,0
316061440,Caloundra Hinterland,D04,North East Coast,1,Good,Good,0
316061441,Glass House Mountains,D04,North East Coast,1,Good,Good,0
316061442,Landsborough,D04,North East Coast,1,Good,Good,0
316061443,Maroochy Hinterland,D04,North East Coast,1,Good,Good,0
316061444,Palmwoods,D04,North East Coast,1,Good,Good,0
316071545,Bli Bli,D04,North East Coast,1,Good,Good,0
316071546,Diddillibah - Rosemount,D04,North East Coast,1,Good,Good,0
316071547,Eumundi - Yandina,D04,North East Coast,1,Good,Good,0
316071548,Nambour,D04,North East Coast,1,Good,Good,0
316081549,Noosa Hinterland,D04,North East Coast,1,Good,Good,0
317011445,Cambooya - Wyreema,D03,Murray-Darling Basin,1,Good,Good,0
317011446,Darling Heights,D04,North East Coast,0.0121272,Good,Good,0
317011446,Darling Heights,D03,Murray-Darling Basin,0.9878728,Good,Good,0
317011447,Drayton - Harristown,D03,Murray-Darling Basin,1,Good,Good,0
317011448,Gatton,D04,North East Coast,1,Good,Good,0
317011449,Gowrie (Qld),D03,Murray-Darling Basin,1,Good,Good,0
317011450,Highfields,D04,North East Coast,0.1287477,Good,Good,0
317011450,Highfields,D03,Murray-Darling Basin,0.8712523,Good,Good,0
317011451,Lockyer Valley - West,D04,North East Coast,1,Good,Good,0
317011452,Middle Ridge,D04,North East Coast,0.1667366,Good,Good,0
317011452,Middle Ridge,D03,Murray-Darling Basin,0.8332634,Good,Good,0
317011453,Newtown (Qld),D03,Murray-Darling Basin,1,Good,Good,0
317011454,North Toowoomba - Harlaxton,D04,North East Coast,0.0504258,Good,Good,0
317011454,North Toowoomba - Harlaxton,D03,Murray-Darling Basin,0.9495742,Good,Good,0
317011455,Rangeville,D04,North East Coast,0.146258,Good,Good,0
317011455,Rangeville,D03,Murray-Darling Basin,0.853742,Good,Good,0
317011456,Toowoomba - Central,D03,Murray-Darling Basin,1,Good,Good,0
317011457,Toowoomba - East,D04,North East Coast,0.3098969,Good,Good,0
317011457,Toowoomba - East,D03,Murray-Darling Basin,0.6901031,Good,Good,0
317011458,Toowoomba - West,D03,Murray-Darling Basin,1,Good,Good,0
317011459,Wilsonton,D03,Murray-Darling Basin,1,Good,Good,0
318011460,Ayr,D04,North East Coast,1,Good,Good,0
318011461,Burdekin,D04,North East Coast,1,Good,Good,0
318011462,Charters Towers,D04,North East Coast,1,Good,Good,0
318011463,Dalrymple,D01,Carpentaria Coast,2.70E-06,Good,Good,1
318011463,Dalrymple,D04,North East Coast,0.9999973,Good,Good,0
318011464,Ingham,D04,North East Coast,1,Good,Good,0
318011465,Ingham Surrounds,D04,North East Coast,1,Good,Good,0
318011466,Palm Island,D04,North East Coast,1,Good,Good,0
318021467,Aitkenvale,D04,North East Coast,1,Good,Good,0
318021468,Annandale (Qld),D04,North East Coast,1,Good,Good,0
318021469,Belgian Gardens - Pallarenda,D04,North East Coast,1,Good,Good,0
318021470,Bohle Plains,D04,North East Coast,1,Good,Good,0
318021471,Condon - Rasmussen,D04,North East Coast,1,Good,Good,0
318021472,Cranbrook,D04,North East Coast,1,Good,Good,0
318021474,Douglas,D04,North East Coast,1,Good,Good,0
318021475,Garbutt - West End,D04,North East Coast,1,Good,Good,0
318021476,Gulliver - Currajong - Vincent,D04,North East Coast,1,Good,Good,0
318021477,Heatley,D04,North East Coast,1,Good,Good,0
318021478,Hermit Park - Rosslea,D04,North East Coast,1,Good,Good,0
318021479,Hyde Park - Pimlico,D04,North East Coast,1,Good,Good,0
318021480,Kelso,D04,North East Coast,1,Good,Good,0
318021481,Kirwan - East,D04,North East Coast,1,Good,Good,0
318021482,Kirwan - West,D04,North East Coast,1,Good,Good,0
318021483,Magnetic Island,D04,North East Coast,1,Good,Good,0
318021484,Mount Louisa,D04,North East Coast,1,Good,Good,0
318021485,Mundingburra,D04,North East Coast,1,Good,Good,0
318021486,Northern Beaches,D04,North East Coast,1,Good,Good,0
318021487,Oonoonba,D04,North East Coast,1,Good,Good,0
318021488,South Townsville - Railway Estate,D04,North East Coast,1,Good,Good,0
318021489,Townsville - South,D04,North East Coast,1,Good,Good,0
318021490,Townsville City - North Ward,D04,North East Coast,1,Good,Good,0
318021491,Wulguru - Roseneath,D04,North East Coast,1,Good,Good,0
318021582,Burdell - Mount Low,D04,North East Coast,1,Good,Good,0
318021583,Deeragun - Jensen,D04,North East Coast,1,Good,Good,0
319011492,Ashfield - Kepnock,D04,North East Coast,1,Good,Good,0
319011493,Bargara - Burnett Heads,D04,North East Coast,1,Good,Good,0
319011494,Branyan - Kensington,D04,North East Coast,1,Good,Good,0
319011495,Bundaberg,D04,North East Coast,1,Good,Good,0
319011496,Bundaberg East - Kalkie,D04,North East Coast,1,Good,Good,0
319011497,Bundaberg North - Gooburrum,D04,North East Coast,1,Good,Good,0
319011498,Bundaberg Surrounds - North,D04,North East Coast,1,Good,Good,0
319011499,Bundaberg Surrounds - South,D04,North East Coast,1,Good,Good,0
319011500,Millbank - Avoca,D04,North East Coast,1,Good,Good,0
319011501,Svensson Heights - Norville,D04,North East Coast,1,Good,Good,0
319011502,Walkervale - Avenell Heights,D04,North East Coast,1,Good,Good,0
319021503,Gayndah - Mundubbera,D04,North East Coast,1,Good,Good,0
319021504,Gin Gin,D04,North East Coast,1,Good,Good,0
319021505,Kingaroy,D04,North East Coast,1,Good,Good,0
319021506,Kingaroy Surrounds - North,D03,Murray-Darling Basin,0.0033529,Good,Good,1
319021506,Kingaroy Surrounds - North,D04,North East Coast,0.9966471,Good,Good,0
319021507,Kingaroy Surrounds - South,D04,North East Coast,1,Good,Good,0
319021508,Monto - Eidsvold,D04,North East Coast,1,Good,Good,0
319021509,Nanango,D04,North East Coast,1,Good,Good,0
319021510,North Burnett,D04,North East Coast,1,Good,Good,0
319031511,Cooloola,D04,North East Coast,1,Good,Good,0
319031512,Gympie - North,D04,North East Coast,1,Good,Good,0
319031513,Gympie - South,D04,North East Coast,1,Good,Good,0
319031514,Gympie Surrounds,D04,North East Coast,1,Good,Good,0
319031515,Kilkivan,D04,North East Coast,1,Good,Good,0
319041516,Booral - River Heads,D04,North East Coast,1,Good,Good,0
319041517,Craignish - Dundowran Beach,D04,North East Coast,1,Good,Good,0
319041518,Pialba - Eli Waters,D04,North East Coast,1,Good,Good,0
319041519,Point Vernon,D04,North East Coast,1,Good,Good,0
319041520,Torquay - Scarness - Kawungan,D04,North East Coast,1,Good,Good,0
319041521,Urangan - Wondunna,D04,North East Coast,1,Good,Good,0
319051522,Burrum - Fraser,D04,North East Coast,1,Good,Good,0
319051523,Granville,D04,North East Coast,1,Good,Good,0
319051524,Maryborough (Qld),D04,North East Coast,1,Good,Good,0
319051525,Maryborough Surrounds - South,D04,North East Coast,1,Good,Good,0
319051526,Tinana,D04,North East Coast,1,Good,Good,0
397979799,Migratory - Offshore - Shipping (Qld),D97,Migratory - Offshore - Shipping (Aust.),1,Good,Good,0
399999499,No usual address (Qld),D94,No usual address (Aust.),1,Good,Good,0
401011001,Adelaide,D07,South Australian Gulf,1,Good,Good,0
401011002,North Adelaide,D07,South Australian Gulf,1,Good,Good,0
401021003,Adelaide Hills,D07,South Australian Gulf,1,Good,Good,0
401021004,Aldgate - Stirling,D07,South Australian Gulf,1,Good,Good,0
401021005,Hahndorf - Echunga,D03,Murray-Darling Basin,0.0358627,Good,Good,0
401021005,Hahndorf - Echunga,D07,South Australian Gulf,0.9641373,Good,Good,0
401021006,Lobethal - Woodside,D03,Murray-Darling Basin,0.0113704,Good,Good,0
401021006,Lobethal - Woodside,D07,South Australian Gulf,0.9886296,Good,Good,0
401021007,Mount Barker,D03,Murray-Darling Basin,1,Good,Good,0
401021008,Mount Barker Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
401021009,Nairne,D03,Murray-Darling Basin,1,Good,Good,0
401021010,Uraidla - Summertown,D07,South Australian Gulf,1,Good,Good,0
401031011,Burnside - Wattle Park,D07,South Australian Gulf,1,Good,Good,0
401031012,Beaumont - Glen Osmond,D07,South Australian Gulf,1,Good,Good,0
401031013,Toorak Gardens,D07,South Australian Gulf,1,Good,Good,0
401041014,Athelstone,D07,South Australian Gulf,1,Good,Good,0
401041015,Paradise - Newton,D07,South Australian Gulf,1,Good,Good,0
401041016,Rostrevor - Magill,D07,South Australian Gulf,1,Good,Good,0
401051017,Norwood (SA),D07,South Australian Gulf,1,Good,Good,0
401051018,Payneham - Felixstow,D07,South Australian Gulf,1,Good,Good,0
401051019,St Peters - Marden,D07,South Australian Gulf,1,Good,Good,0
401061020,Nailsworth - Broadview,D07,South Australian Gulf,1,Good,Good,0
401061021,Prospect,D07,South Australian Gulf,1,Good,Good,0
401061022,Walkerville,D07,South Australian Gulf,1,Good,Good,0
401071023,Goodwood - Millswood,D07,South Australian Gulf,1,Good,Good,0
401071024,Unley - Parkside,D07,South Australian Gulf,1,Good,Good,0
402011025,Gawler - North,D07,South Australian Gulf,1,Good,Good,0
402011026,Gawler - South,D07,South Australian Gulf,1,Good,Good,0
402011027,Lewiston - Two Wells,D07,South Australian Gulf,1,Good,Good,0
402021028,Craigmore - Blakeview,D07,South Australian Gulf,1,Good,Good,0
402021029,Davoren Park,D07,South Australian Gulf,1,Good,Good,0
402021030,Elizabeth,D07,South Australian Gulf,1,Good,Good,0
402021031,Elizabeth East,D07,South Australian Gulf,1,Good,Good,0
402021032,Munno Para West - Angle Vale,D07,South Australian Gulf,1,Good,Good,0
402021033,One Tree Hill,D07,South Australian Gulf,1,Good,Good,0
402021034,Smithfield - Elizabeth North,D07,South Australian Gulf,1,Good,Good,0
402021035,Virginia - Waterloo Corner,D07,South Australian Gulf,1,Good,Good,0
402031036,Enfield - Blair Athol,D07,South Australian Gulf,1,Good,Good,0
402031038,Windsor Gardens,D07,South Australian Gulf,1,Good,Good,0
402031175,Northgate - Northfield,D07,South Australian Gulf,1,Good,Good,0
402031176,Valley View - Gilles Plains,D07,South Australian Gulf,1,Good,Good,0
402041039,Dry Creek - North,D07,South Australian Gulf,1,Good,Good,0
402041040,Ingle Farm,D07,South Australian Gulf,1,Good,Good,0
402041041,Para Hills,D07,South Australian Gulf,1,Good,Good,0
402041042,Parafield,D07,South Australian Gulf,1,Good,Good,0
402041043,Parafield Gardens,D07,South Australian Gulf,1,Good,Good,0
402041044,Paralowie,D07,South Australian Gulf,1,Good,Good,0
402041046,Salisbury,D07,South Australian Gulf,1,Good,Good,0
402041047,Salisbury East,D07,South Australian Gulf,1,Good,Good,0
402041048,Salisbury North,D07,South Australian Gulf,1,Good,Good,0
402041171,Mawson Lakes - Globe Derby Park,D07,South Australian Gulf,1,Good,Good,0
402041172,Pooraka - Cavan,D07,South Australian Gulf,1,Good,Good,0
402051049,Golden Grove,D07,South Australian Gulf,1,Good,Good,0
402051050,Greenwith,D07,South Australian Gulf,1,Good,Good,0
402051051,Highbury - Dernancourt,D07,South Australian Gulf,1,Good,Good,0
402051052,Hope Valley - Modbury,D07,South Australian Gulf,1,Good,Good,0
402051053,Modbury Heights,D07,South Australian Gulf,1,Good,Good,0
402051054,Redwood Park,D07,South Australian Gulf,1,Good,Good,0
402051055,St Agnes - Ridgehaven,D07,South Australian Gulf,1,Good,Good,0
403011056,Brighton (SA),D07,South Australian Gulf,1,Good,Good,0
403011057,Glenelg (SA),D07,South Australian Gulf,1,Good,Good,0
403021058,Edwardstown,D07,South Australian Gulf,1,Good,Good,0
403021059,Hallett Cove,D07,South Australian Gulf,1,Good,Good,0
403021060,Marino - Seaview Downs,D07,South Australian Gulf,1,Good,Good,0
403021061,Mitchell Park,D07,South Australian Gulf,1,Good,Good,0
403021062,Morphettville,D07,South Australian Gulf,1,Good,Good,0
403021063,Sheidow Park - Trott Park,D07,South Australian Gulf,1,Good,Good,0
403021064,Warradale,D07,South Australian Gulf,1,Good,Good,0
403031065,Belair,D07,South Australian Gulf,1,Good,Good,0
403031066,Bellevue Heights,D07,South Australian Gulf,1,Good,Good,0
403031067,Blackwood,D07,South Australian Gulf,1,Good,Good,0
403031068,Colonel Light Gardens,D07,South Australian Gulf,1,Good,Good,0
403031069,Mitcham (SA),D07,South Australian Gulf,1,Good,Good,0
403031070,Panorama,D07,South Australian Gulf,1,Good,Good,0
403041071,Aberfoyle Park,D07,South Australian Gulf,1,Good,Good,0
403041072,Aldinga,D07,South Australian Gulf,1,Good,Good,0
403041073,Christie Downs,D07,South Australian Gulf,1,Good,Good,0
403041074,Christies Beach,D07,South Australian Gulf,1,Good,Good,0
403041075,Clarendon,D03,Murray-Darling Basin,0.0206124,Good,Good,0
403041075,Clarendon,D07,South Australian Gulf,0.9793876,Good,Good,0
403041076,Coromandel Valley,D07,South Australian Gulf,1,Good,Good,0
403041077,Flagstaff Hill,D07,South Australian Gulf,1,Good,Good,0
403041078,Hackham - Onkaparinga Hills,D07,South Australian Gulf,1,Good,Good,0
403041079,Hackham West - Huntfield Heights,D07,South Australian Gulf,1,Good,Good,0
403041080,Happy Valley,D07,South Australian Gulf,1,Good,Good,0
403041081,Happy Valley Reservoir,D07,South Australian Gulf,1,Good,Good,0
403041082,Lonsdale,D07,South Australian Gulf,1,Good,Good,0
403041083,McLaren Vale,D07,South Australian Gulf,1,Good,Good,0
403041084,Morphett Vale - East,D07,South Australian Gulf,1,Good,Good,0
403041085,Morphett Vale - West,D07,South Australian Gulf,1,Good,Good,0
403041086,Reynella,D07,South Australian Gulf,1,Good,Good,0
403041088,Willunga,D07,South Australian Gulf,1,Good,Good,0
403041089,Woodcroft,D07,South Australian Gulf,1,Good,Good,0
403041177,Seaford - Seaford Meadows,D07,South Australian Gulf,1,Good,Good,0
403041178,Seaford Rise - Moana,D07,South Australian Gulf,1,Good,Good,0
404011090,Beverley,D07,South Australian Gulf,1,Good,Good,0
404011091,Flinders Park,D07,South Australian Gulf,1,Good,Good,0
404011092,Henley Beach,D07,South Australian Gulf,1,Good,Good,0
404011093,Hindmarsh - Brompton,D07,South Australian Gulf,1,Good,Good,0
404011094,Royal Park - Hendon - Albert Park,D07,South Australian Gulf,1,Good,Good,0
404011095,Seaton - Grange,D07,South Australian Gulf,1,Good,Good,0
404011096,West Lakes,D07,South Australian Gulf,1,Good,Good,0
404011097,Woodville - Cheltenham,D07,South Australian Gulf,1,Good,Good,0
404021098,Dry Creek - South,D07,South Australian Gulf,1,Good,Good,0
404021099,Largs Bay - Semaphore,D07,South Australian Gulf,1,Good,Good,0
404021100,North Haven,D07,South Australian Gulf,1,Good,Good,0
404021101,Port Adelaide,D07,South Australian Gulf,1,Good,Good,0
404021102,The Parks,D07,South Australian Gulf,1,Good,Good,0
404021103,Torrens Island,D07,South Australian Gulf,1,Good,Good,0
404031104,Adelaide Airport,D07,South Australian Gulf,1,Good,Good,0
404031105,Fulham,D07,South Australian Gulf,1,Good,Good,0
404031106,Lockleys,D07,South Australian Gulf,1,Good,Good,0
404031107,Plympton,D07,South Australian Gulf,1,Good,Good,0
404031108,Richmond (SA),D07,South Australian Gulf,1,Good,Good,0
404031109,West Beach,D07,South Australian Gulf,1,Good,Good,0
405011110,Barossa - Angaston,D03,Murray-Darling Basin,0.1679052,Good,Good,0
405011110,Barossa - Angaston,D07,South Australian Gulf,0.8320948,Good,Good,0
405011111,Light,D07,South Australian Gulf,1,Good,Good,0
405011112,Lyndoch,D07,South Australian Gulf,1,Good,Good,0
405011113,Mallala,D07,South Australian Gulf,1,Good,Good,0
405011114,Nuriootpa,D07,South Australian Gulf,1,Good,Good,0
405011115,Tanunda,D07,South Australian Gulf,1,Good,Good,0
405021116,Clare,D07,South Australian Gulf,1,Good,Good,0
405021117,Gilbert Valley,D03,Murray-Darling Basin,0.0097476,Good,Good,1
405021117,Gilbert Valley,D07,South Australian Gulf,0.9902524,Good,Good,0
405021118,Goyder,D02,Lake Eyre Basin,0.0071098,Acceptable,Good,1
405021118,Goyder,D07,South Australian Gulf,0.2289679,Good,Good,0
405021118,Goyder,D03,Murray-Darling Basin,0.7639223,Good,Good,0
405021119,Wakefield - Barunga West,D07,South Australian Gulf,1,Good,Good,0
405031120,Jamestown,D02,Lake Eyre Basin,0.0345202,Acceptable,Good,0
405031120,Jamestown,D07,South Australian Gulf,0.9654798,Good,Good,0
405031121,Peterborough - Mount Remarkable,D03,Murray-Darling Basin,0.0020678,Good,Good,1
405031121,Peterborough - Mount Remarkable,D02,Lake Eyre Basin,0.4264365,Acceptable,Good,0
405031121,Peterborough - Mount Remarkable,D07,South Australian Gulf,0.5714957,Good,Good,0
405031122,Port Pirie,D07,South Australian Gulf,1,Good,Good,0
405031123,Port Pirie Surrounds,D07,South Australian Gulf,1,Good,Good,0
405041124,Kadina,D07,South Australian Gulf,1,Good,Good,0
405041125,Moonta,D07,South Australian Gulf,1,Good,Good,0
405041126,Wallaroo,D07,South Australian Gulf,1,Good,Good,0
405041127,Yorke Peninsula - North,D07,South Australian Gulf,1,Good,Good,0
405041128,Yorke Peninsula - South,D07,South Australian Gulf,1,Good,Good,0
