SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
114011282,Ulladulla,10076,South Coast,1,Good,Acceptable,0
114011283,Ulladulla Region,10076,South Coast,1,Good,Acceptable,0
114021284,Bowral,10091,Wollondilly,1,Good,Acceptable,0
114021285,Hill Top - Colo Vale,10091,Wollondilly,1,Good,Acceptable,0
114021286,Mittagong,10091,Wollondilly,1,Good,Acceptable,0
114021287,Moss Vale - Berrima,10031,Goulburn,1,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10091,Wollondilly,0.0257165,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10039,Kiama,0.0194534,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10031,Goulburn,0.95483,Good,Acceptable,0
114021289,Southern Highlands,10031,Goulburn,0.9672579,Good,Acceptable,0
114021289,Southern Highlands,10091,Wollondilly,0.0327421,Good,Acceptable,0
115011290,Baulkham Hills (East),10008,Baulkham Hills,1,Acceptable,Acceptable,0
115011291,Baulkham Hills (West) - Bella Vista,10008,Baulkham Hills,1,Acceptable,Acceptable,0
115011294,Glenhaven,10016,Castle Hill,0.9438162,Acceptable,Acceptable,0
115011294,Glenhaven,10037,Hornsby,0.0561838,Acceptable,Acceptable,0
115011296,West Pennant Hills,10008,Baulkham Hills,1,Acceptable,Acceptable,0
115011553,Castle Hill - Central,10008,Baulkham Hills,0.4464918,Acceptable,Acceptable,0
115011553,Castle Hill - Central,10016,Castle Hill,0.5535082,Acceptable,Acceptable,0
115011554,Castle Hill - East,10028,Epping,1,Acceptable,Acceptable,0
115011555,Castle Hill - North,10016,Castle Hill,1,Acceptable,Acceptable,0
115011556,Castle Hill - South,10008,Baulkham Hills,0.3679775,Acceptable,Acceptable,0
115011556,Castle Hill - South,10016,Castle Hill,0.6320225,Acceptable,Acceptable,0
115011557,Castle Hill - West,10016,Castle Hill,1,Acceptable,Acceptable,0
115011558,Cherrybrook,10028,Epping,1,Acceptable,Acceptable,0
115011559,Kellyville,10016,Castle Hill,0.7559909,Acceptable,Acceptable,0
115011559,Kellyville,10008,Baulkham Hills,0.2440091,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10028,Epping,0.0977554,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10033,Hawkesbury,0.4493595,Good,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10037,Hornsby,0.1529518,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10016,Castle Hill,0.2999333,Acceptable,Acceptable,0
115021298,Galston - Laughtondale,10033,Hawkesbury,0.0179472,Good,Acceptable,0
115021298,Galston - Laughtondale,10037,Hornsby,0.9820528,Acceptable,Acceptable,0
115031299,Bilpin - Colo - St Albans,10011,Blue Mountains,0.0741418,Good,Acceptable,0
115031299,Bilpin - Colo - St Albans,10033,Hawkesbury,0.9258582,Good,Acceptable,0
115031300,Kurrajong Heights - Ebenezer,10033,Hawkesbury,1,Good,Acceptable,0
115041301,Pitt Town - McGraths Hill,10016,Castle Hill,0.0034364,Acceptable,Acceptable,1
115041301,Pitt Town - McGraths Hill,10033,Hawkesbury,0.9965636,Good,Acceptable,0
115041302,Rouse Hill - Beaumont Hills,10016,Castle Hill,1,Acceptable,Acceptable,0
116011303,Blacktown (East) - Kings Park,10010,Blacktown,1,Acceptable,Acceptable,0
116011304,Blacktown (North) - Marayong,10010,Blacktown,1,Acceptable,Acceptable,0
116011306,Doonside - Woodcroft,10010,Blacktown,1,Acceptable,Acceptable,0
116011307,Lalor Park - Kings Langley,10010,Blacktown,0.2974463,Acceptable,Acceptable,0
116011307,Lalor Park - Kings Langley,10074,Seven Hills,0.7025537,Acceptable,Acceptable,0
116011308,Seven Hills - Toongabbie,10070,Prospect,0.4179362,Poor,Acceptable,0
116011308,Seven Hills - Toongabbie,10074,Seven Hills,0.5820638,Acceptable,Acceptable,0
116011560,Blacktown (South),10010,Blacktown,0.6473415,Acceptable,Acceptable,0
116011560,Blacktown (South),10070,Prospect,0.3526585,Poor,Acceptable,0
116011561,Blacktown (West),10010,Blacktown,0.9010988,Acceptable,Acceptable,0
116011561,Blacktown (West),10070,Prospect,0.0989012,Poor,Acceptable,0
116021309,Glenwood,10071,Riverstone,1,Good,Acceptable,0
116021310,Parklea - Kellyville Ridge,10071,Riverstone,1,Good,Acceptable,0
116021312,Riverstone - Marsden Park,10047,Londonderry,0.0430564,Poor,Acceptable,0
116021312,Riverstone - Marsden Park,10054,Mount Druitt,0.1142203,Acceptable,Acceptable,0
116021312,Riverstone - Marsden Park,10071,Riverstone,0.8427233,Good,Acceptable,0
116021562,Acacia Gardens,10071,Riverstone,1,Good,Acceptable,0
116021563,Quakers Hill,10071,Riverstone,1,Good,Acceptable,0
116031313,Bidwill - Hebersham - Emerton,10047,Londonderry,0.1221237,Poor,Acceptable,0
116031313,Bidwill - Hebersham - Emerton,10054,Mount Druitt,0.8778763,Acceptable,Acceptable,0
116031314,Glendenning - Dean Park,10054,Mount Druitt,1,Acceptable,Acceptable,0
116031315,Hassall Grove - Plumpton,10054,Mount Druitt,1,Acceptable,Acceptable,0
116031316,Lethbridge Park - Tregear,10054,Mount Druitt,0.1794868,Acceptable,Acceptable,0
116031316,Lethbridge Park - Tregear,10047,Londonderry,0.8205132,Poor,Acceptable,0
116031317,Mount Druitt - Whalan,10054,Mount Druitt,0.7359579,Acceptable,Acceptable,0
116031317,Mount Druitt - Whalan,10047,Londonderry,0.2640421,Poor,Acceptable,0
116031318,Prospect Reservoir,10070,Prospect,0.9995626,Poor,Acceptable,0
116031318,Prospect Reservoir,10055,Mulgoa,0.0004374,Acceptable,Acceptable,1
116031319,Rooty Hill - Minchinbury,10054,Mount Druitt,0.9995629,Acceptable,Acceptable,0
116031319,Rooty Hill - Minchinbury,10070,Prospect,0.0004371,Poor,Acceptable,1
117011320,Banksmeadow,10051,Maroubra,1,Good,Acceptable,0
117011321,Botany,10051,Maroubra,1,Good,Acceptable,0
117011322,Mascot - Eastlakes,10035,Heffron,1,Good,Acceptable,0
117011323,Pagewood - Hillsdale - Daceyville,10051,Maroubra,1,Good,Acceptable,0
117011324,Port Botany Industrial,10051,Maroubra,1,Good,Acceptable,0
117011325,Sydney Airport,10035,Heffron,1,Good,Acceptable,0
117021326,Marrickville,10078,Summer Hill,0.8747793,Acceptable,Acceptable,0
117021326,Marrickville,10059,Newtown,0.1252207,Acceptable,Acceptable,0
117021327,Petersham - Stanmore,10059,Newtown,0.9015765,Acceptable,Acceptable,0
117021327,Petersham - Stanmore,10078,Summer Hill,0.0984235,Acceptable,Acceptable,0
117021328,Sydenham - Tempe - St Peters,10035,Heffron,1,Good,Acceptable,0
117031329,Darlinghurst,10080,Sydney,1,Acceptable,Acceptable,0
117031330,Erskineville - Alexandria,10035,Heffron,0.7537386,Good,Acceptable,0
117031330,Erskineville - Alexandria,10059,Newtown,0.2462614,Acceptable,Acceptable,0
117031331,Glebe - Forest Lodge,10004,Balmain,1,Good,Acceptable,0
117031332,Newtown - Camperdown - Darlington,10059,Newtown,1,Acceptable,Acceptable,0
117031333,Potts Point - Woolloomooloo,10080,Sydney,1,Acceptable,Acceptable,0
117031334,Pyrmont - Ultimo,10004,Balmain,0.3480522,Good,Acceptable,0
117031334,Pyrmont - Ultimo,10080,Sydney,0.6519478,Acceptable,Acceptable,0
117031335,Redfern - Chippendale,10059,Newtown,1,Acceptable,Acceptable,0
117031336,Surry Hills,10059,Newtown,0.5446047,Acceptable,Acceptable,0
117031336,Surry Hills,10080,Sydney,0.4553953,Acceptable,Acceptable,0
117031337,Sydney - Haymarket - The Rocks,10080,Sydney,1,Acceptable,Acceptable,0
117031338,Waterloo - Beaconsfield,10059,Newtown,0.048039,Acceptable,Acceptable,0
117031338,Waterloo - Beaconsfield,10035,Heffron,0.951961,Good,Acceptable,0
118011339,Bondi - Tamarama - Bronte,10086,Vaucluse,0.3181511,Acceptable,Acceptable,0
118011339,Bondi - Tamarama - Bronte,10021,Coogee,0.6818489,Good,Acceptable,0
118011340,Bondi Beach - North Bondi,10086,Vaucluse,1,Acceptable,Acceptable,0
118011341,Bondi Junction - Waverly,10086,Vaucluse,0.0963372,Acceptable,Acceptable,0
118011341,Bondi Junction - Waverly,10021,Coogee,0.9036628,Good,Acceptable,0
118011342,Centennial Park,10035,Heffron,1,Good,Acceptable,0
118011343,Double Bay - Bellevue Hill,10086,Vaucluse,0.9400745,Acceptable,Acceptable,0
118011343,Double Bay - Bellevue Hill,10080,Sydney,0.0599255,Acceptable,Acceptable,0
118011344,Dover Heights,10086,Vaucluse,1,Acceptable,Acceptable,0
118011345,Paddington - Moore Park,10035,Heffron,0.1603575,Good,Acceptable,0
118011345,Paddington - Moore Park,10080,Sydney,0.8396425,Acceptable,Acceptable,0
118011346,Rose Bay - Vaucluse - Watsons Bay,10086,Vaucluse,1,Acceptable,Acceptable,0
118011347,Woollahra,10080,Sydney,0.2735713,Acceptable,Acceptable,0
118011347,Woollahra,10086,Vaucluse,0.7264287,Acceptable,Acceptable,0
118021348,Coogee - Clovelly,10021,Coogee,1,Good,Acceptable,0
118021350,Malabar - La Perouse - Chifley,10051,Maroubra,1,Good,Acceptable,0
118021564,Kensington (NSW),10035,Heffron,1,Good,Acceptable,0
118021565,Kingsford,10035,Heffron,0.6936609,Good,Acceptable,0
118021565,Kingsford,10051,Maroubra,0.3063391,Good,Acceptable,0
118021566,Maroubra - North,10051,Maroubra,1,Good,Acceptable,0
118021567,Maroubra - South,10051,Maroubra,1,Good,Acceptable,0
118021568,Maroubra - West,10051,Maroubra,1,Good,Acceptable,0
118021569,Randwick - North,10021,Coogee,1,Good,Acceptable,0
118021570,Randwick - South,10021,Coogee,0.9961538,Good,Acceptable,0
118021570,Randwick - South,10035,Heffron,0.0038462,Good,Acceptable,1
119011354,Bass Hill - Georges Hall,10005,Bankstown,0.7787753,Acceptable,Acceptable,0
119011354,Bass Hill - Georges Hall,10027,East Hills,0.2212247,Good,Acceptable,0
119011355,Chullora,10005,Bankstown,0.9965318,Acceptable,Acceptable,0
119011355,Chullora,10043,Lakemba,0.0034682,Acceptable,Acceptable,1
119011356,Condell Park,10027,East Hills,1,Good,Acceptable,0
119011357,Greenacre - Mount Lewis,10043,Lakemba,1,Acceptable,Acceptable,0
119011358,Padstow,10027,East Hills,1,Good,Acceptable,0
119011359,Panania - Milperra - Picnic Point,10027,East Hills,1,Good,Acceptable,0
119011360,Revesby,10027,East Hills,1,Good,Acceptable,0
119011361,Yagoona - Birrong,10005,Bankstown,0.9678199,Acceptable,Acceptable,0
119011361,Yagoona - Birrong,10027,East Hills,0.0321801,Good,Acceptable,0
119011571,Bankstown - North,10005,Bankstown,0.9205067,Acceptable,Acceptable,0
119011571,Bankstown - North,10043,Lakemba,0.0794933,Acceptable,Acceptable,0
119011572,Bankstown - South,10005,Bankstown,0.7659986,Acceptable,Acceptable,0
119011572,Bankstown - South,10027,East Hills,0.1086884,Good,Acceptable,0
119011572,Bankstown - South,10043,Lakemba,0.125313,Acceptable,Acceptable,0
119021362,Belmore - Belfield,10015,Canterbury,0.9214435,Good,Acceptable,0
119021362,Belmore - Belfield,10077,Strathfield,0.0737134,Good,Acceptable,0
119021362,Belmore - Belfield,10043,Lakemba,0.0048431,Acceptable,Acceptable,1
119021363,Canterbury (South) - Campsie,10015,Canterbury,1,Good,Acceptable,0
119021364,Kingsgrove (North) - Earlwood,10015,Canterbury,0.9999987,Good,Acceptable,0
119021364,Kingsgrove (North) - Earlwood,10040,Kogarah,0.0000013,Acceptable,Acceptable,1
119021366,Punchbowl,10043,Lakemba,0.9329222,Acceptable,Acceptable,0
119021366,Punchbowl,10005,Bankstown,0.0670778,Acceptable,Acceptable,0
119021367,Roselands,10043,Lakemba,0.3967616,Acceptable,Acceptable,0
119021367,Roselands,10015,Canterbury,0.6032384,Good,Acceptable,0
119021573,Lakemba,10043,Lakemba,1,Acceptable,Acceptable,0
119021574,Wiley Park,10043,Lakemba,1,Acceptable,Acceptable,0
119031368,Hurstville,10040,Kogarah,1,Acceptable,Acceptable,0
119031369,Mortdale - Penshurst,10062,Oatley,1,Acceptable,Acceptable,0
119031370,Narwee - Beverly Hills,10062,Oatley,0.4968382,Acceptable,Acceptable,0
119031370,Narwee - Beverly Hills,10043,Lakemba,0.2448234,Acceptable,Acceptable,0
119031370,Narwee - Beverly Hills,10040,Kogarah,0.2583384,Acceptable,Acceptable,0
119031371,Oatley - Hurstville Grove,10062,Oatley,1,Acceptable,Acceptable,0
119031372,Peakhurst - Lugarno,10062,Oatley,1,Acceptable,Acceptable,0
119031373,Riverwood,10062,Oatley,0.3740061,Acceptable,Acceptable,0
119031373,Riverwood,10043,Lakemba,0.6259939,Acceptable,Acceptable,0
119031374,South Hurstville - Blakehurst,10062,Oatley,0.4505632,Acceptable,Acceptable,0
119031374,South Hurstville - Blakehurst,10040,Kogarah,0.5494368,Acceptable,Acceptable,0
119041375,Arncliffe - Bardwell Valley,10072,Rockdale,1,Acceptable,Acceptable,0
119041376,Bexley,10040,Kogarah,0.9428117,Acceptable,Acceptable,0
119041376,Bexley,10072,Rockdale,0.0571883,Acceptable,Acceptable,0
119041377,Kingsgrove (South) - Bardwell Park,10040,Kogarah,0.7313003,Acceptable,Acceptable,0
119041377,Kingsgrove (South) - Bardwell Park,10072,Rockdale,0.2686997,Acceptable,Acceptable,0
119041378,Kogarah,10040,Kogarah,0.5201581,Acceptable,Acceptable,0
119041378,Kogarah,10072,Rockdale,0.4798419,Acceptable,Acceptable,0
119041379,Kogarah Bay - Carlton - Allawah,10040,Kogarah,0.722271,Acceptable,Acceptable,0
119041379,Kogarah Bay - Carlton - Allawah,10072,Rockdale,0.277729,Acceptable,Acceptable,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,10072,Rockdale,1,Acceptable,Acceptable,0
119041381,Rockdale - Banksia,10072,Rockdale,1,Acceptable,Acceptable,0
119041382,Sans Souci - Ramsgate,10072,Rockdale,1,Acceptable,Acceptable,0
120011383,Concord - Mortlake - Cabarita,10025,Drummoyne,1,Good,Acceptable,0
120011384,Concord West - North Strathfield,10077,Strathfield,0.1802396,Good,Acceptable,0
120011384,Concord West - North Strathfield,10025,Drummoyne,0.8197601,Good,Acceptable,0
120011384,Concord West - North Strathfield,10002,Auburn,0.0000003,Good,Acceptable,1
120011385,Drummoyne - Rodd Point,10025,Drummoyne,1,Good,Acceptable,0
120011386,Five Dock - Abbotsford,10025,Drummoyne,1,Good,Acceptable,0
120021387,Balmain,10004,Balmain,1,Good,Acceptable,0
120021388,Leichhardt - Annandale,10004,Balmain,1,Good,Acceptable,0
120021389,Lilyfield - Rozelle,10004,Balmain,1,Good,Acceptable,0
120031390,Ashfield,10078,Summer Hill,0.9051843,Acceptable,Acceptable,0
120031390,Ashfield,10077,Strathfield,0.0722382,Good,Acceptable,0
120031390,Ashfield,10015,Canterbury,0.0225774,Good,Acceptable,0
120031391,Burwood - Croydon,10077,Strathfield,1,Good,Acceptable,0
120031392,Canterbury (North) - Ashbury,10077,Strathfield,0.0115925,Good,Acceptable,0
120031392,Canterbury (North) - Ashbury,10078,Summer Hill,0.2987766,Acceptable,Acceptable,0
120031392,Canterbury (North) - Ashbury,10015,Canterbury,0.6896309,Good,Acceptable,0
120031393,Croydon Park - Enfield,10077,Strathfield,0.9673334,Good,Acceptable,0
120031393,Croydon Park - Enfield,10078,Summer Hill,0.0326666,Acceptable,Acceptable,0
120031394,Dulwich Hill - Lewisham,10059,Newtown,0.0335836,Acceptable,Acceptable,0
120031394,Dulwich Hill - Lewisham,10078,Summer Hill,0.9664164,Acceptable,Acceptable,0
120031395,Haberfield - Summer Hill,10078,Summer Hill,1,Acceptable,Acceptable,0
120031396,Homebush,10077,Strathfield,1,Good,Acceptable,0
120031575,Strathfield,10077,Strathfield,1,Good,Acceptable,0
120031576,Strathfield South,10077,Strathfield,1,Good,Acceptable,0
121011398,Chatswood (East) - Artarmon,10090,Willoughby,0.8597102,Poor,Acceptable,0
121011398,Chatswood (East) - Artarmon,10044,Lane Cove,0.1402898,Acceptable,Acceptable,0
121011399,Chatswood (West) - Lane Cove North,10090,Willoughby,0.5590704,Poor,Acceptable,0
121011399,Chatswood (West) - Lane Cove North,10044,Lane Cove,0.4409296,Acceptable,Acceptable,0
121011400,Lane Cove - Greenwich,10044,Lane Cove,1,Acceptable,Acceptable,0
121011401,St Leonards - Naremburn,10044,Lane Cove,0.1964514,Acceptable,Acceptable,0
121011401,St Leonards - Naremburn,10090,Willoughby,0.5799863,Poor,Acceptable,0
121011401,St Leonards - Naremburn,10060,North Shore,0.2235623,Acceptable,Acceptable,0
121011402,Willoughby - Castle Cove - Northbridge,10090,Willoughby,0.8997876,Poor,Acceptable,0
121011402,Willoughby - Castle Cove - Northbridge,10024,Davidson,0.1002124,Acceptable,Acceptable,0
121021403,Asquith - Mount Colah,10037,Hornsby,1,Acceptable,Acceptable,0
121021404,Berowra - Brooklyn - Cowan,10037,Hornsby,1,Acceptable,Acceptable,0
121021406,Normanhurst - Thornleigh - Westleigh,10041,Ku-ring-gai,0.3171562,Acceptable,Acceptable,0
121021406,Normanhurst - Thornleigh - Westleigh,10037,Hornsby,0.6828438,Acceptable,Acceptable,0
121021577,Hornsby - East,10037,Hornsby,0.7571644,Acceptable,Acceptable,0
121021577,Hornsby - East,10041,Ku-ring-gai,0.2428356,Acceptable,Acceptable,0
121021578,Hornsby - West,10037,Hornsby,1,Acceptable,Acceptable,0
121021579,Waitara - Wahroonga (West),10037,Hornsby,0.1738226,Acceptable,Acceptable,0
121021579,Waitara - Wahroonga (West),10041,Ku-ring-gai,0.8261774,Acceptable,Acceptable,0
121031407,Gordon - Killara,10024,Davidson,0.4614645,Acceptable,Acceptable,0
121031407,Gordon - Killara,10041,Ku-ring-gai,0.5385355,Acceptable,Acceptable,0
121031408,Lindfield - Roseville,10024,Davidson,0.9802674,Acceptable,Acceptable,0
121031408,Lindfield - Roseville,10090,Willoughby,0.0197326,Poor,Acceptable,0
121031409,Pymble,10024,Davidson,0.0879146,Acceptable,Acceptable,0
121031409,Pymble,10041,Ku-ring-gai,0.9120854,Acceptable,Acceptable,0
121031410,St Ives,10024,Davidson,0.9983317,Acceptable,Acceptable,0
121031410,St Ives,10041,Ku-ring-gai,0.0016683,Acceptable,Acceptable,1
121031411,Turramurra,10041,Ku-ring-gai,1,Acceptable,Acceptable,0
121031412,Wahroonga (East) - Warrawee,10041,Ku-ring-gai,1,Acceptable,Acceptable,0
121041413,Cremorne - Cammeray,10060,North Shore,0.3355784,Acceptable,Acceptable,0
121041413,Cremorne - Cammeray,10090,Willoughby,0.6644216,Poor,Acceptable,0
121041414,Crows Nest - Waverton,10090,Willoughby,0.2966514,Poor,Acceptable,0
121041414,Crows Nest - Waverton,10060,North Shore,0.7033486,Acceptable,Acceptable,0
121041415,Mosman,10060,North Shore,1,Acceptable,Acceptable,0
121041416,Neutral Bay - Kirribilli,10090,Willoughby,0.0695016,Poor,Acceptable,0
121041416,Neutral Bay - Kirribilli,10060,North Shore,0.9304984,Acceptable,Acceptable,0
121041417,North Sydney - Lavender Bay,10060,North Shore,1,Acceptable,Acceptable,0
122011418,Balgowlah - Clontarf - Seaforth,10050,Manly,1,Acceptable,Acceptable,0
122011419,Manly - Fairlight,10050,Manly,1,Acceptable,Acceptable,0
122021420,Avalon - Palm Beach,10067,Pittwater,1,Good,Acceptable,0
122021421,Bayview - Elanora Heights,10067,Pittwater,1,Good,Acceptable,0
122021422,Newport - Bilgola,10067,Pittwater,1,Good,Acceptable,0
122021423,Warriewood - Mona Vale,10067,Pittwater,1,Good,Acceptable,0
122031424,Beacon Hill - Narraweena,10088,Wakehurst,1,Poor,Acceptable,0
122031425,Cromer,10088,Wakehurst,1,Poor,Acceptable,0
122031426,Dee Why - North Curl Curl,10050,Manly,0.4256343,Acceptable,Acceptable,0
122031426,Dee Why - North Curl Curl,10088,Wakehurst,0.5743657,Poor,Acceptable,0
122031427,Forestville - Killarney Heights,10024,Davidson,0.4175059,Acceptable,Acceptable,0
122031427,Forestville - Killarney Heights,10088,Wakehurst,0.5824941,Poor,Acceptable,0
122031428,Frenchs Forest - Belrose,10024,Davidson,0.6326168,Acceptable,Acceptable,0
122031428,Frenchs Forest - Belrose,10088,Wakehurst,0.3673832,Poor,Acceptable,0
122031429,Freshwater - Brookvale,10050,Manly,0.8508559,Acceptable,Acceptable,0
122031429,Freshwater - Brookvale,10088,Wakehurst,0.1491441,Poor,Acceptable,0
122031430,Manly Vale - Allambie Heights,10050,Manly,0.5835111,Acceptable,Acceptable,0
122031430,Manly Vale - Allambie Heights,10088,Wakehurst,0.4164889,Poor,Acceptable,0
122031431,Narrabeen - Collaroy,10067,Pittwater,0.3251668,Good,Acceptable,0
122031431,Narrabeen - Collaroy,10088,Wakehurst,0.6748332,Poor,Acceptable,0
122031432,Terrey Hills - Duffys Forest,10024,Davidson,0.0008289,Acceptable,Acceptable,1
122031432,Terrey Hills - Duffys Forest,10067,Pittwater,0.9991711,Good,Acceptable,0
123011433,Camden - Ellis Lane,10013,Camden,1,Good,Acceptable,0
123011434,Elderslie - Harrington Park,10013,Camden,1,Good,Acceptable,0
123011435,Mount Annan - Currans Hill,10013,Camden,1,Good,Acceptable,0
123021436,Bradbury - Wedderburn,10014,Campbelltown,1,Acceptable,Acceptable,0
