SA2_MAINCODE_2016,SA2_NAME_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
304041103,The Gap,31000,Brisbane,1,Good,Good,0
304041104,Upper Kedron - Ferny Grove,31000,Brisbane,1,Good,Good,0
305011105,Brisbane City,31000,Brisbane,1,Good,Good,0
305011106,Fortitude Valley,31000,Brisbane,1,Good,Good,0
305011107,Highgate Hill,31000,Brisbane,1,Good,Good,0
305011108,Kangaroo Point,31000,Brisbane,1,Good,Good,0
305011109,New Farm,31000,Brisbane,1,Good,Good,0
305011110,South Brisbane,31000,Brisbane,1,Good,Good,0
305011111,Spring Hill,31000,Brisbane,1,Good,Good,0
305011112,West End,31000,Brisbane,1,Good,Good,0
305021113,Balmoral,31000,Brisbane,1,Good,Good,0
305021114,Bulimba,31000,Brisbane,1,Good,Good,0
305021115,East Brisbane,31000,Brisbane,1,Good,Good,0
305021116,Hawthorne,31000,Brisbane,1,Good,Good,0
305021117,Morningside - Seven Hills,31000,Brisbane,1,Good,Good,0
305021118,Norman Park,31000,Brisbane,1,Good,Good,0
305031119,Albion,31000,Brisbane,1,Good,Good,0
305031120,Alderley,31000,Brisbane,1,Good,Good,0
305031121,Ascot,31000,Brisbane,1,Good,Good,0
305031122,Clayfield,31000,Brisbane,1,Good,Good,0
305031123,Grange,31000,Brisbane,1,Good,Good,0
305031124,Hamilton (Qld),31000,Brisbane,1,Good,Good,0
305031125,Hendra,31000,Brisbane,1,Good,Good,0
305031126,Kelvin Grove - Herston,31000,Brisbane,1,Good,Good,0
305031127,Newmarket,31000,Brisbane,1,Good,Good,0
305031128,Newstead - Bowen Hills,31000,Brisbane,1,Good,Good,0
305031129,Wilston,31000,Brisbane,1,Good,Good,0
305031130,Windsor,31000,Brisbane,1,Good,Good,0
305031131,Wooloowin - Lutwyche,31000,Brisbane,1,Good,Good,0
305041132,Ashgrove,31000,Brisbane,1,Good,Good,0
305041133,Auchenflower,31000,Brisbane,1,Good,Good,0
305041134,Bardon,31000,Brisbane,1,Good,Good,0
305041135,Paddington - Milton,31000,Brisbane,1,Good,Good,0
305041136,Red Hill (Qld),31000,Brisbane,1,Good,Good,0
305041137,Toowong,31000,Brisbane,1,Good,Good,0
306011138,Brinsmead,32080,Cairns,1,Good,Good,0
306011139,Clifton Beach - Kewarra Beach,32080,Cairns,1,Good,Good,0
306011140,Freshwater - Stratford,32080,Cairns,1,Good,Good,0
306011141,Redlynch,32080,Cairns,1,Good,Good,0
306011142,Trinity Beach - Smithfield,32080,Cairns,1,Good,Good,0
306011143,Yorkeys Knob - Machans Beach,32080,Cairns,1,Good,Good,0
306021144,Bentley Park,32080,Cairns,1,Good,Good,0
306021145,Cairns City,32080,Cairns,1,Good,Good,0
306021146,Earlville - Bayview Heights,32080,Cairns,1,Good,Good,0
306021147,Edmonton,32080,Cairns,1,Good,Good,0
306021148,Gordonvale - Trinity,32080,Cairns,1,Good,Good,0
306021149,Kanimbla - Mooroobool,32080,Cairns,1,Good,Good,0
306021150,Lamb Range,32080,Cairns,1,Good,Good,0
306021151,Manoora,32080,Cairns,1,Good,Good,0
306021152,Manunda,32080,Cairns,1,Good,Good,0
306021153,Mount Sheridan,32080,Cairns,1,Good,Good,0
306021154,Westcourt - Bungalow,32080,Cairns,1,Good,Good,0
306021155,White Rock,32080,Cairns,1,Good,Good,0
306021156,Whitfield - Edge Hill,32080,Cairns,1,Good,Good,0
306021157,Woree,32080,Cairns,1,Good,Good,0
306031158,Babinda,32260,Cassowary Coast,0.1866274,Good,Good,0
306031158,Babinda,32080,Cairns,0.8133726,Good,Good,0
306031159,Innisfail,32260,Cassowary Coast,1,Good,Good,0
306031160,Johnstone,32260,Cassowary Coast,1,Good,Good,0
306031161,Tully,32260,Cassowary Coast,1,Good,Good,0
306031162,Wooroonooran,32080,Cairns,0.5,Good,Good,0
306031162,Wooroonooran,32260,Cassowary Coast,0.1428571,Good,Good,0
306031162,Wooroonooran,36820,Tablelands,0.3571429,Good,Good,0
306031163,Yarrabah,37600,Yarrabah,1,Good,Good,0
306041164,Daintree,32810,Douglas,1,Good,Good,0
306041165,Port Douglas,32810,Douglas,1,Good,Good,0
306051166,Atherton,36820,Tablelands,1,Good,Good,0
306051167,Herberton,36820,Tablelands,0.9999982,Good,Good,0
306051167,Herberton,34880,Mareeba,0.0000018,Good,Good,1
306051168,Kuranda,34880,Mareeba,1,Good,Good,0
306051169,Malanda - Yungaburra,36820,Tablelands,1,Good,Good,0
306051170,Mareeba,34880,Mareeba,1,Good,Good,0
307011171,Balonne,30300,Balonne,1,Good,Good,0
307011172,Chinchilla,37310,Western Downs,1,Good,Good,0
307011173,Goondiwindi,33610,Goondiwindi,1,Good,Good,0
307011174,Inglewood - Waggamba,33610,Goondiwindi,1,Good,Good,0
307011175,Miles - Wandoan,34860,Maranoa,0.0000049,Good,Good,1
307011175,Miles - Wandoan,37310,Western Downs,0.9999951,Good,Good,0
307011176,Roma,34860,Maranoa,1,Good,Good,0
307011177,Roma Region,34860,Maranoa,1,Good,Good,0
307011178,Tara,37310,Western Downs,0.9940698,Good,Good,0
307011178,Tara,33610,Goondiwindi,0.0059302,Good,Good,1
307021179,Crows Nest - Rosalie,36910,Toowoomba,1,Good,Good,0
307021180,Jondaryan,36910,Toowoomba,0.9953396,Good,Good,0
307021180,Jondaryan,37310,Western Downs,0.0046604,Good,Good,1
307021181,Millmerran,36910,Toowoomba,1,Good,Good,0
307021182,Pittsworth,36910,Toowoomba,1,Good,Good,0
307021183,Wambo,36910,Toowoomba,0.0003537,Good,Good,1
307021183,Wambo,37310,Western Downs,0.9996463,Good,Good,0
307031184,Clifton - Greenmount,36910,Toowoomba,0.999998,Good,Good,0
307031184,Clifton - Greenmount,36660,Southern Downs,0.000002,Good,Good,1
307031185,Southern Downs - East,36660,Southern Downs,1,Good,Good,0
307031186,Southern Downs - West,36910,Toowoomba,0.0192745,Good,Good,0
307031186,Southern Downs - West,36660,Southern Downs,0.9807255,Good,Good,0
307031187,Stanthorpe,36660,Southern Downs,1,Good,Good,0
307031188,Stanthorpe Region,36660,Southern Downs,1,Good,Good,0
307031189,Warwick,36660,Southern Downs,1,Good,Good,0
308011190,Central Highlands - East,37550,Woorabinda,0.1327224,Poor,Good,0
308011190,Central Highlands - East,32270,Central Highlands (Qld),0.8672776,Good,Good,0
308011191,Central Highlands - West,32270,Central Highlands (Qld),1,Good,Good,0
308011192,Emerald,32270,Central Highlands (Qld),1,Good,Good,0
308031205,Berserker,36370,Rockhampton,1,Good,Good,0
308031206,Bouldercombe,36370,Rockhampton,1,Good,Good,0
308031207,Emu Park,34530,Livingstone,1,Good,Good,0
308031208,Frenchville - Mount Archer,36370,Rockhampton,1,Good,Good,0
308031209,Glenlee - Rockyview,34530,Livingstone,1,Good,Good,0
308031210,Gracemere,36370,Rockhampton,1,Good,Good,0
308031211,Lakes Creek,36370,Rockhampton,1,Good,Good,0
308031212,Mount Morgan,36370,Rockhampton,1,Good,Good,0
308031213,Norman Gardens,36370,Rockhampton,1,Good,Good,0
308031214,Park Avenue,36370,Rockhampton,1,Good,Good,0
308031215,Parkhurst - Kawana,36370,Rockhampton,1,Good,Good,0
308031216,Rockhampton - West,36370,Rockhampton,1,Good,Good,0
308031217,Rockhampton City,36370,Rockhampton,1,Good,Good,0
308031218,Rockhampton Region - East,34530,Livingstone,1,Good,Good,0
308031219,Rockhampton Region - North,34530,Livingstone,1,Good,Good,0
308031220,Rockhampton Region - West,36370,Rockhampton,1,Good,Good,0
308031221,Shoalwater Bay,34530,Livingstone,1,Good,Good,0
308031222,The Range - Allenstown,36370,Rockhampton,1,Good,Good,0
308031223,Yeppoon,34530,Livingstone,1,Good,Good,0
308041528,Banana,30370,Banana,0.9999988,Good,Good,0
308041528,Banana,37310,Western Downs,0.0000012,Good,Good,1
308041529,Biloela,30370,Banana,1,Good,Good,0
308051530,Agnes Water - Miriam Vale,33360,Gladstone,1,Good,Good,0
308051531,Boyne Island - Tannum Sands,33360,Gladstone,1,Good,Good,0
308051532,Callemondah,33360,Gladstone,1,Good,Good,0
308051533,Clinton - New Auckland,33360,Gladstone,1,Good,Good,0
308051534,Gladstone,33360,Gladstone,1,Good,Good,0
308051535,Gladstone Hinterland,33360,Gladstone,1,Good,Good,0
308051536,Kin Kora - Sun Valley,33360,Gladstone,1,Good,Good,0
308051537,South Trees,33360,Gladstone,1,Good,Good,0
308051538,Telina - Toolooa,33360,Gladstone,1,Good,Good,0
308051539,West Gladstone,33360,Gladstone,1,Good,Good,0
309011224,Broadbeach Waters,33430,Gold Coast,1,Good,Good,0
309011225,Burleigh Heads,33430,Gold Coast,1,Good,Good,0
309011226,Burleigh Waters,33430,Gold Coast,1,Good,Good,0
309011227,Mermaid Beach - Broadbeach,33430,Gold Coast,1,Good,Good,0
309011228,Mermaid Waters,33430,Gold Coast,1,Good,Good,0
309011229,Miami,33430,Gold Coast,1,Good,Good,0
309021230,Coolangatta,33430,Gold Coast,1,Good,Good,0
309021231,Currumbin - Tugun,33430,Gold Coast,1,Good,Good,0
309021232,Currumbin Waters,33430,Gold Coast,1,Good,Good,0
309021233,Elanora,33430,Gold Coast,1,Good,Good,0
309021234,Palm Beach,33430,Gold Coast,1,Good,Good,0
309031235,Arundel,33430,Gold Coast,1,Good,Good,0
309031236,Biggera Waters,33430,Gold Coast,1,Good,Good,0
309031237,Coombabah,33430,Gold Coast,1,Good,Good,0
309031238,Labrador,33430,Gold Coast,1,Good,Good,0
309031239,Paradise Point - Hollywell,33430,Gold Coast,1,Good,Good,0
309031240,Runaway Bay,33430,Gold Coast,1,Good,Good,0
309041241,Guanaba - Springbrook,33430,Gold Coast,1,Good,Good,0
309041242,Tamborine - Canungra,36510,Scenic Rim,1,Good,Good,0
309051243,Currumbin Valley - Tallebudgera,33430,Gold Coast,1,Good,Good,0
309051244,Mudgeeraba - Bonogin,33430,Gold Coast,1,Good,Good,0
309051245,Reedy Creek - Andrews,33430,Gold Coast,1,Good,Good,0
309061246,Carrara,33430,Gold Coast,1,Good,Good,0
309061247,Highland Park,33430,Gold Coast,1,Good,Good,0
309061248,Nerang - Mount Nathan,33430,Gold Coast,1,Good,Good,0
309061249,Pacific Pines - Gaven,33430,Gold Coast,1,Good,Good,0
309061250,Worongary - Tallai,33430,Gold Coast,1,Good,Good,0
309071251,Coomera,33430,Gold Coast,1,Good,Good,0
309071252,Helensvale,33430,Gold Coast,1,Good,Good,0
309071253,Hope Island,33430,Gold Coast,1,Good,Good,0
309071254,Jacobs Well - Alberton,33430,Gold Coast,1,Good,Good,0
309071255,Ormeau - Yatala,33430,Gold Coast,1,Good,Good,0
309071256,Oxenford - Maudsland,33430,Gold Coast,1,Good,Good,0
309071257,Pimpama,33430,Gold Coast,1,Good,Good,0
309071258,Upper Coomera - Willow Vale,33430,Gold Coast,1,Good,Good,0
309081259,Clear Island Waters,33430,Gold Coast,1,Good,Good,0
309081260,Merrimac,33430,Gold Coast,1,Good,Good,0
309081261,Robina,33430,Gold Coast,1,Good,Good,0
309081262,Varsity Lakes,33430,Gold Coast,1,Good,Good,0
309091263,Ashmore,33430,Gold Coast,1,Good,Good,0
309091264,Molendinar,33430,Gold Coast,1,Good,Good,0
309091265,Parkwood,33430,Gold Coast,1,Good,Good,0
309091540,Southport - North,33430,Gold Coast,1,Good,Good,0
309091541,Southport - South,33430,Gold Coast,1,Good,Good,0
309101267,Benowa,33430,Gold Coast,1,Good,Good,0
309101268,Bundall,33430,Gold Coast,1,Good,Good,0
309101269,Main Beach,33430,Gold Coast,1,Good,Good,0
309101270,Surfers Paradise,33430,Gold Coast,1,Good,Good,0
310011271,Darra - Sumner,31000,Brisbane,1,Good,Good,0
310011272,Durack,31000,Brisbane,1,Good,Good,0
310011273,Forest Lake - Doolandella,31000,Brisbane,1,Good,Good,0
310011274,Inala - Richlands,31000,Brisbane,1,Good,Good,0
310011275,Oxley (Qld),31000,Brisbane,1,Good,Good,0
310011276,Wacol,31000,Brisbane,1,Good,Good,0
310021277,Boonah,36510,Scenic Rim,0.9999983,Good,Good,0
310021277,Boonah,33960,Ipswich,0.0000017,Good,Good,1
310021278,Esk,36580,Somerset,1,Good,Good,0
310021279,Lake Manchester - England Creek,31000,Brisbane,1,Good,Good,0
310021280,Lockyer Valley - East,34580,Lockyer Valley,0.9998482,Good,Good,0
310021280,Lockyer Valley - East,36580,Somerset,0.0001518,Good,Good,1
310021281,Lowood,36580,Somerset,1,Good,Good,0
310021282,Rosewood,33960,Ipswich,1,Good,Good,0
310031283,Brassall,33960,Ipswich,1,Good,Good,0
310031284,Bundamba,33960,Ipswich,1,Good,Good,0
310031285,Churchill - Yamanto,33960,Ipswich,1,Good,Good,0
310031286,Ipswich - Central,33960,Ipswich,1,Good,Good,0
310031287,Ipswich - East,33960,Ipswich,1,Good,Good,0
310031288,Ipswich - North,33960,Ipswich,0.9793039,Good,Good,0
310031288,Ipswich - North,31000,Brisbane,0.0206961,Good,Good,0
310031289,Karalee - Barellan Point,33960,Ipswich,1,Good,Good,0
310031290,Karana Downs,31000,Brisbane,1,Good,Good,0
310031291,Leichhardt - One Mile,33960,Ipswich,1,Good,Good,0
310031292,North Ipswich - Tivoli,33960,Ipswich,1,Good,Good,0
310031293,Raceview,33960,Ipswich,1,Good,Good,0
310031294,Ripley,33960,Ipswich,1,Good,Good,0
310031295,Riverview,33960,Ipswich,1,Good,Good,0
310041296,Bellbird Park - Brookwater,33960,Ipswich,1,Good,Good,0
310041297,Camira - Gailes,33960,Ipswich,1,Good,Good,0
310041298,Carole Park,33960,Ipswich,1,Good,Good,0
310041299,Collingwood Park - Redbank,33960,Ipswich,1,Good,Good,0
310041300,Goodna,33960,Ipswich,1,Good,Good,0
310041301,New Chum,33960,Ipswich,1,Good,Good,0
310041302,Redbank Plains,33960,Ipswich,1,Good,Good,0
310041303,Springfield,33960,Ipswich,1,Good,Good,0
310041304,Springfield Lakes,33960,Ipswich,1,Good,Good,0
311011305,Beaudesert,36510,Scenic Rim,1,Good,Good,0
311021306,Beenleigh,34590,Logan,1,Good,Good,0
311021307,Eagleby,34590,Logan,1,Good,Good,0
311021308,Edens Landing - Holmview,34590,Logan,1,Good,Good,0
311021309,Mount Warren Park,34590,Logan,1,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,34590,Logan,1,Good,Good,0
311031311,Boronia Heights - Park Ridge,34590,Logan,1,Good,Good,0
311031312,Browns Plains,34590,Logan,1,Good,Good,0
311031313,Chambers Flat - Logan Reserve,34590,Logan,1,Good,Good,0
311031314,Crestmead,34590,Logan,1,Good,Good,0
311031315,Greenbank Military Camp,34590,Logan,1,Good,Good,0
311031316,Hillcrest,34590,Logan,1,Good,Good,0
311031317,Marsden,34590,Logan,1,Good,Good,0
311031318,Munruben - Park Ridge South,34590,Logan,1,Good,Good,0
311031319,Regents Park - Heritage Park,34590,Logan,1,Good,Good,0
311041320,Greenbank,34590,Logan,1,Good,Good,0
311041321,Jimboomba,34590,Logan,1,Good,Good,0
311041322,Logan Village,34590,Logan,1,Good,Good,0
311051323,Bethania - Waterford,34590,Logan,1,Good,Good,0
311051324,Cornubia - Carbrook,34590,Logan,1,Good,Good,0
311051325,Loganholme - Tanah Merah,34590,Logan,1,Good,Good,0
311051326,Loganlea,34590,Logan,1,Good,Good,0
311051327,Shailer Park,34590,Logan,1,Good,Good,0
311051328,Waterford West,34590,Logan,1,Good,Good,0
311061329,Daisy Hill,34590,Logan,1,Good,Good,0
311061330,Kingston (Qld.),34590,Logan,1,Good,Good,0
311061331,Logan Central,34590,Logan,1,Good,Good,0
311061332,Rochedale South - Priestdale,34590,Logan,1,Good,Good,0
311061333,Slacks Creek,34590,Logan,1,Good,Good,0
311061334,Springwood,34590,Logan,1,Good,Good,0
311061335,Underwood,34590,Logan,1,Good,Good,0
311061336,Woodridge,34590,Logan,1,Good,Good,0
312011337,Bowen,37340,Whitsunday,1,Good,Good,0
312011338,Broadsound - Nebo,33980,Isaac,1,Good,Good,0
312011339,Clermont,33980,Isaac,1,Good,Good,0
312011340,Collinsville,37340,Whitsunday,1,Good,Good,0
312011341,Moranbah,33980,Isaac,1,Good,Good,0
312021342,Andergrove - Beaconsfield,34770,Mackay,1,Good,Good,0
312021343,East Mackay,34770,Mackay,1,Good,Good,0
312021344,Eimeo - Rural View,34770,Mackay,1,Good,Good,0
312021345,Eungella Hinterland,34770,Mackay,1,Good,Good,0
312021346,Mackay,34770,Mackay,1,Good,Good,0
312021347,Mackay Harbour,34770,Mackay,1,Good,Good,0
312021348,Mount Pleasant - Glenella,34770,Mackay,1,Good,Good,0
312021349,North Mackay,34770,Mackay,1,Good,Good,0
312021350,Ooralea - Bakers Creek,34770,Mackay,1,Good,Good,0
312021351,Pioneer Valley,34770,Mackay,1,Good,Good,0
312021352,Sarina,34770,Mackay,1,Good,Good,0
312021353,Seaforth - Calen,34770,Mackay,1,Good,Good,0
312021354,Shoal Point - Bucasia,34770,Mackay,1,Good,Good,0
312021355,Slade Point,34770,Mackay,1,Good,Good,0
312021356,South Mackay,34770,Mackay,1,Good,Good,0
312021357,Walkerston - Eton,34770,Mackay,1,Good,Good,0
312021358,West Mackay,34770,Mackay,1,Good,Good,0
312031359,Airlie - Whitsundays,37340,Whitsunday,1,Good,Good,0
312031360,Cape Conway,37340,Whitsunday,1,Good,Good,0
312031361,Proserpine,37340,Whitsunday,1,Good,Good,0
313011362,Beachmere - Sandstone Point,35010,Moreton Bay,1,Good,Good,0
313011363,Bribie Island,36720,Sunshine Coast,0.0000044,Good,Good,1
313011363,Bribie Island,35010,Moreton Bay,0.9999956,Good,Good,0
313021364,Burpengary - East,35010,Moreton Bay,1,Good,Good,0
313021365,Caboolture,35010,Moreton Bay,1,Good,Good,0
313021366,Caboolture - South,35010,Moreton Bay,1,Good,Good,0
313021367,Elimbah,35010,Moreton Bay,1,Good,Good,0
313021368,Morayfield - East,35010,Moreton Bay,1,Good,Good,0
313021369,Wamuran,35010,Moreton Bay,1,Good,Good,0
313031370,Kilcoy,36580,Somerset,1,Good,Good,0
313031371,Woodford - D'Aguilar,35010,Moreton Bay,1,Good,Good,0
313041372,Burpengary,35010,Moreton Bay,1,Good,Good,0
313041373,Deception Bay,35010,Moreton Bay,1,Good,Good,0
313041374,Morayfield,35010,Moreton Bay,1,Good,Good,0
313041375,Narangba,35010,Moreton Bay,1,Good,Good,0
313041376,Upper Caboolture,35010,Moreton Bay,1,Good,Good,0
313051377,Clontarf,35010,Moreton Bay,1,Good,Good,0
313051378,Margate - Woody Point,35010,Moreton Bay,1,Good,Good,0
313051379,Redcliffe,35010,Moreton Bay,1,Good,Good,0
313051380,Rothwell - Kippa-Ring,35010,Moreton Bay,1,Good,Good,0
313051542,Scarborough - Newport - Moreton Island,31000,Brisbane,0.029873,Good,Good,0
313051542,Scarborough - Newport - Moreton Island,35010,Moreton Bay,0.970127,Good,Good,0
314011382,Albany Creek,35010,Moreton Bay,1,Good,Good,0
314011383,Cashmere,35010,Moreton Bay,1,Good,Good,0
314011384,Dayboro,35010,Moreton Bay,1,Good,Good,0
314011385,Eatons Hill,35010,Moreton Bay,1,Good,Good,0
314011386,The Hills District,35010,Moreton Bay,1,Good,Good,0
314011387,Samford Valley,35010,Moreton Bay,1,Good,Good,0
314021388,Dakabin - Kallangur,35010,Moreton Bay,1,Good,Good,0
314021389,Murrumba Downs - Griffin,35010,Moreton Bay,1,Good,Good,0
314021390,North Lakes - Mango Hill,35010,Moreton Bay,1,Good,Good,0
314031391,Bray Park,35010,Moreton Bay,1,Good,Good,0
314031392,Lawnton,35010,Moreton Bay,1,Good,Good,0
314031393,Petrie,35010,Moreton Bay,1,Good,Good,0
314031394,Strathpine - Brendale,35010,Moreton Bay,1,Good,Good,0
315011395,Aurukun,30250,Aurukun,1,Good,Good,0
315011396,Cape York,35670,Napranum,0.1269575,Poor,Good,0
315011396,Cape York,37570,Wujal Wujal,0.0374856,Poor,Good,0
315011396,Cape York,32500,Cook,0.5554559,Poor,Good,0
315011396,Cape York,32810,Douglas,0.0146218,Good,Good,0
315011396,Cape York,33830,Hope Vale,0.1292001,Poor,Good,0
315011396,Cape York,34570,Lockhart River,0.0953337,Poor,Good,0
315011396,Cape York,34830,Mapoon,0.0409441,Poor,Good,0
315011396,Cape York,37300,Weipa,0.0000013,Good,Good,1
315011397,Croydon - Etheridge,32600,Croydon,0.2659416,Poor,Good,0
315011397,Croydon - Etheridge,33100,Etheridge,0.7340584,Poor,Good,0
315011398,Kowanyama - Pormpuraaw,34420,Kowanyama,0.5562816,Poor,Good,0
315011398,Kowanyama - Pormpuraaw,36070,Pormpuraaw,0.4437184,Poor,Good,0
315011399,Northern Peninsula,35780,Northern Peninsula Area,1,Good,Good,0
315011400,Tablelands,34880,Mareeba,1,Good,Good,0
315011401,Torres,36950,Torres,1,Good,Good,0
315011402,Torres Strait Islands,36960,Torres Strait Island,1,Good,Good,0
315011403,Weipa,32500,Cook,0.0000051,Poor,Good,1
315011403,Weipa,37300,Weipa,0.9999949,Good,Good,0
315021404,Carpentaria,31950,Burke,0.0696495,Poor,Good,0
315021404,Carpentaria,32250,Carpentaria,0.4037244,Poor,Good,0
315021404,Carpentaria,32770,Doomadgee,0.2902295,Poor,Good,0
315021404,Carpentaria,35250,Mornington,0.2357667,Poor,Good,0
315021404,Carpentaria,35300,Mount Isa,0.00063,Good,Good,1
315021405,Mount Isa,35300,Mount Isa,1,Good,Good,0
315021406,Mount Isa Region,32450,Cloncurry,0.9010581,Good,Good,0
315021406,Mount Isa Region,35300,Mount Isa,0.0989419,Good,Good,0
315021407,Northern Highlands,33200,Flinders (Qld),0.4927172,Poor,Good,0
315021407,Northern Highlands,34800,McKinlay,0.2536478,Poor,Good,0
315021407,Northern Highlands,36300,Richmond,0.2536351,Poor,Good,0
315031408,Barcaldine - Blackall,30410,Barcaldine,0.5980231,Poor,Good,0
315031408,Barcaldine - Blackall,30760,Blackall Tambo,0.4019769,Poor,Good,0
315031409,Charleville,35600,Murweh,1,Good,Good,0
315031410,Far Central West,30450,Barcoo,0.1274422,Poor,Good,0
315031410,Far Central West,30900,Boulia,0.2037209,Poor,Good,0
315031410,Far Central West,32750,Diamantina,0.1364295,Poor,Good,0
315031410,Far Central West,37400,Winton,0.5324075,Poor,Good,0
315031411,Far South West,36150,Quilpie,0.2882205,Poor,Good,0
315031411,Far South West,31750,Bulloo,0.1300607,Poor,Good,0
315031411,Far South West,35800,Paroo,0.5817189,Poor,Good,0
315031412,Longreach,34710,Longreach,1,Good,Good,0
316011413,Buderim - North,36720,Sunshine Coast,1,Good,Good,0
316011414,Buderim - South,36720,Sunshine Coast,1,Good,Good,0
316011415,Mountain Creek,36720,Sunshine Coast,1,Good,Good,0
316011416,Sippy Downs,36720,Sunshine Coast,1,Good,Good,0
316021417,Aroona - Currimundi,36720,Sunshine Coast,1,Good,Good,0
316021418,Buddina - Minyama,36720,Sunshine Coast,1,Good,Good,0
316021419,Caloundra - Kings Beach,36720,Sunshine Coast,1,Good,Good,0
316021420,Caloundra - West,36720,Sunshine Coast,1,Good,Good,0
316021421,Golden Beach - Pelican Waters,36720,Sunshine Coast,1,Good,Good,0
316021422,Moffat Beach - Battery Hill,36720,Sunshine Coast,1,Good,Good,0
316021423,Parrearra - Warana,36720,Sunshine Coast,1,Good,Good,0
316021424,Wurtulla - Birtinya,36720,Sunshine Coast,1,Good,Good,0
316031425,Coolum Beach,36720,Sunshine Coast,1,Good,Good,0
316031426,Marcoola - Mudjimba,36720,Sunshine Coast,1,Good,Good,0
316031427,Maroochydore - Kuluin,36720,Sunshine Coast,1,Good,Good,0
316031428,Mooloolaba - Alexandra Headland,36720,Sunshine Coast,1,Good,Good,0
316051434,Noosa Heads,35740,Noosa,1,Good,Good,0
316051435,Noosaville,35740,Noosa,1,Good,Good,0
316051437,Sunshine Beach,35740,Noosa,1,Good,Good,0
316051438,Tewantin,35740,Noosa,1,Good,Good,0
316051543,Peregian Beach - Marcus Beach,35740,Noosa,1,Good,Good,0
316051544,Peregian Springs,36720,Sunshine Coast,1,Good,Good,0
316061439,Beerwah,36720,Sunshine Coast,1,Good,Good,0
316061440,Caloundra Hinterland,36720,Sunshine Coast,1,Good,Good,0
316061441,Glass House Mountains,36720,Sunshine Coast,1,Good,Good,0
316061442,Landsborough,36720,Sunshine Coast,1,Good,Good,0
316061443,Maroochy Hinterland,36720,Sunshine Coast,1,Good,Good,0
316061444,Palmwoods,36720,Sunshine Coast,1,Good,Good,0
316071545,Bli Bli,36720,Sunshine Coast,1,Good,Good,0
316071546,Diddillibah - Rosemount,36720,Sunshine Coast,1,Good,Good,0
316071547,Eumundi - Yandina,36720,Sunshine Coast,1,Good,Good,0
316071548,Nambour,36720,Sunshine Coast,1,Good,Good,0
316081549,Noosa Hinterland,35740,Noosa,0.8384832,Good,Good,0
316081549,Noosa Hinterland,36720,Sunshine Coast,0.1615168,Good,Good,0
317011445,Cambooya - Wyreema,36910,Toowoomba,1,Good,Good,0
317011446,Darling Heights,36910,Toowoomba,1,Good,Good,0
317011447,Drayton - Harristown,36910,Toowoomba,1,Good,Good,0
317011448,Gatton,34580,Lockyer Valley,1,Good,Good,0
317011449,Gowrie (Qld),36910,Toowoomba,1,Good,Good,0
317011450,Highfields,36910,Toowoomba,1,Good,Good,0
317011451,Lockyer Valley - West,34580,Lockyer Valley,1,Good,Good,0
317011452,Middle Ridge,36910,Toowoomba,1,Good,Good,0
317011453,Newtown (Qld),36910,Toowoomba,1,Good,Good,0
317011454,North Toowoomba - Harlaxton,36910,Toowoomba,1,Good,Good,0
317011455,Rangeville,36910,Toowoomba,1,Good,Good,0
317011456,Toowoomba - Central,36910,Toowoomba,1,Good,Good,0
317011457,Toowoomba - East,36910,Toowoomba,1,Good,Good,0
317011458,Toowoomba - West,36910,Toowoomba,1,Good,Good,0
317011459,Wilsonton,36910,Toowoomba,1,Good,Good,0
318011460,Ayr,31900,Burdekin,1,Good,Good,0
318011461,Burdekin,31900,Burdekin,1,Good,Good,0
318011462,Charters Towers,32310,Charters Towers,1,Good,Good,0
318011463,Dalrymple,32310,Charters Towers,1,Good,Good,0
318011464,Ingham,33800,Hinchinbrook,1,Good,Good,0
318011465,Ingham Region,33800,Hinchinbrook,1,Good,Good,0
318011466,Palm Island,35790,Palm Island,1,Good,Good,0
318021467,Aitkenvale,37010,Townsville,1,Good,Good,0
318021468,Annandale,37010,Townsville,1,Good,Good,0
318021469,Belgian Gardens - Pallarenda,37010,Townsville,1,Good,Good,0
318021470,Bohle Plains,37010,Townsville,1,Good,Good,0
318021471,Condon - Rasmussen,37010,Townsville,1,Good,Good,0
318021472,Cranbrook,37010,Townsville,1,Good,Good,0
318021473,Deeragun,37010,Townsville,1,Good,Good,0
318021474,Douglas,37010,Townsville,1,Good,Good,0
318021475,Garbutt - West End,37010,Townsville,1,Good,Good,0
318021476,Gulliver - Currajong - Vincent,37010,Townsville,1,Good,Good,0
318021477,Heatley,37010,Townsville,1,Good,Good,0
318021478,Hermit Park - Rosslea,37010,Townsville,1,Good,Good,0
318021479,Hyde Park - Pimlico,37010,Townsville,1,Good,Good,0
318021480,Kelso,37010,Townsville,1,Good,Good,0
318021481,Kirwan - East,37010,Townsville,1,Good,Good,0
318021482,Kirwan - West,37010,Townsville,1,Good,Good,0
318021483,Magnetic Island,37010,Townsville,1,Good,Good,0
318021484,Mount Louisa,37010,Townsville,1,Good,Good,0
318021485,Mundingburra,37010,Townsville,1,Good,Good,0
318021486,Northern Beaches,37010,Townsville,1,Good,Good,0
318021487,Oonoonba,37010,Townsville,1,Good,Good,0
