POSTCODE,LGA_CODE_2022,LGA_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3865,22110,East Gippsland,1,Good,Good,0
3869,23810,Latrobe (Vic.),1,Good,Good,0
3870,26810,Wellington,0.003063,Good,Good,1
3870,23810,Latrobe (Vic.),0.996937,Good,Good,0
3871,20830,Baw Baw,0.0175393,Good,Good,0
3871,23810,Latrobe (Vic.),0.0236158,Good,Good,0
3871,26170,South Gippsland,0.9588449,Good,Good,0
3873,26810,Wellington,1,Good,Good,0
3874,26810,Wellington,1,Good,Good,0
3875,22110,East Gippsland,1,Good,Good,0
3878,22110,East Gippsland,1,Good,Good,0
3880,26810,Wellington,0.0000057,Good,Good,1
3880,22110,East Gippsland,0.9999943,Good,Good,0
3882,22110,East Gippsland,1,Good,Good,0
3885,22110,East Gippsland,1,Good,Good,0
3886,22110,East Gippsland,1,Good,Good,0
3887,22110,East Gippsland,1,Good,Good,0
3888,22110,East Gippsland,1,Good,Good,0
3889,22110,East Gippsland,1,Good,Good,0
3890,22110,East Gippsland,1,Good,Good,0
3891,22110,East Gippsland,1,Good,Good,0
3892,22110,East Gippsland,1,Good,Good,0
3893,22110,East Gippsland,1,Good,Good,0
3895,22110,East Gippsland,1,Good,Good,0
3896,22110,East Gippsland,1,Good,Good,0
3898,20110,Alpine,0.1883723,Good,Good,0
3898,22110,East Gippsland,0.8116277,Good,Good,0
3900,17080,Snowy Valleys,0.0000146,Good,Good,1
3900,22110,East Gippsland,0.9999854,Good,Good,0
3902,22110,East Gippsland,1,Good,Good,0
3903,22110,East Gippsland,1,Good,Good,0
3904,22110,East Gippsland,1,Good,Good,0
3909,22110,East Gippsland,1,Good,Good,0
3910,22170,Frankston,1,Good,Good,0
3911,22170,Frankston,0.385805,Good,Good,0
3911,25340,Mornington Peninsula,0.614195,Good,Good,0
3912,21610,Casey,0.2388497,Good,Good,0
3912,25340,Mornington Peninsula,0.7611503,Good,Good,0
3913,25340,Mornington Peninsula,1,Good,Good,0
3915,25340,Mornington Peninsula,1,Good,Good,0
3916,25340,Mornington Peninsula,1,Good,Good,0
3918,25340,Mornington Peninsula,1,Good,Good,0
3919,25340,Mornington Peninsula,1,Good,Good,0
3920,25340,Mornington Peninsula,1,Good,Good,0
3921,29399,Unincorporated Vic,1,Poor,Good,0
3922,20740,Bass Coast,1,Good,Good,0
3923,20740,Bass Coast,1,Good,Good,0
3925,20740,Bass Coast,1,Good,Good,0
3926,25340,Mornington Peninsula,1,Good,Good,0
3927,25340,Mornington Peninsula,1,Good,Good,0
3928,25340,Mornington Peninsula,1,Good,Good,0
3929,25340,Mornington Peninsula,1,Good,Good,0
3930,25340,Mornington Peninsula,1,Good,Good,0
3931,25340,Mornington Peninsula,1,Good,Good,0
3933,25340,Mornington Peninsula,1,Good,Good,0
3934,25340,Mornington Peninsula,1,Good,Good,0
3936,25340,Mornington Peninsula,1,Good,Good,0
3937,25340,Mornington Peninsula,1,Good,Good,0
3938,25340,Mornington Peninsula,1,Good,Good,0
3939,25340,Mornington Peninsula,1,Good,Good,0
3940,25340,Mornington Peninsula,1,Good,Good,0
3941,25340,Mornington Peninsula,1,Good,Good,0
3942,25340,Mornington Peninsula,1,Good,Good,0
3943,25340,Mornington Peninsula,1,Good,Good,0
3944,25340,Mornington Peninsula,1,Good,Good,0
3945,20740,Bass Coast,0.3969905,Good,Good,0
3945,26170,South Gippsland,0.6030095,Good,Good,0
3946,26170,South Gippsland,1,Good,Good,0
3950,20830,Baw Baw,0.0031007,Good,Good,1
3950,26170,South Gippsland,0.9968993,Good,Good,0
3951,20740,Bass Coast,0.0606536,Good,Good,0
3951,26170,South Gippsland,0.9393464,Good,Good,0
3953,20830,Baw Baw,0.0013469,Good,Good,1
3953,26170,South Gippsland,0.9986531,Good,Good,0
3954,26170,South Gippsland,1,Good,Good,0
3956,26170,South Gippsland,1,Good,Good,0
3957,26170,South Gippsland,1,Good,Good,0
3958,26170,South Gippsland,1,Good,Good,0
3959,26170,South Gippsland,1,Good,Good,0
3960,26170,South Gippsland,1,Good,Good,0
3962,26810,Wellington,0.0406953,Good,Good,0
3962,26170,South Gippsland,0.9593047,Good,Good,0
3964,26170,South Gippsland,1,Good,Good,0
3965,26170,South Gippsland,1,Good,Good,0
3966,26810,Wellington,0.2010652,Good,Good,0
3966,26170,South Gippsland,0.7989348,Good,Good,0
3967,26810,Wellington,0.2428479,Good,Good,0
3967,26170,South Gippsland,0.7571521,Good,Good,0
3971,,,0.0000024,Poor,Good,4
3971,23810,Latrobe (Vic.),0.0000024,Good,Good,1
3971,26810,Wellington,0.9999952,Good,Good,0
3975,22670,Greater Dandenong,0.0007783,Good,Good,1
3975,21610,Casey,0.9992217,Good,Good,0
3976,21610,Casey,1,Good,Good,0
3977,22170,Frankston,0.1136827,Good,Good,0
3977,21610,Casey,0.8863173,Good,Good,0
3978,21450,Cardinia,0.0079188,Good,Good,1
3978,21610,Casey,0.9920812,Good,Good,0
3979,20740,Bass Coast,1,Good,Good,0
3980,21450,Cardinia,0.0058712,Good,Good,1
3980,21610,Casey,0.9941288,Good,Good,0
3981,20830,Baw Baw,0.0136719,Good,Good,0
3981,21450,Cardinia,0.9863281,Good,Good,0
3984,26170,South Gippsland,0.0018951,Good,Good,1
3984,21450,Cardinia,0.3892163,Good,Good,0
3984,20740,Bass Coast,0.6088886,Good,Good,0
3987,20830,Baw Baw,0.0042404,Good,Good,1
3987,21450,Cardinia,0.0344856,Good,Good,0
3987,26170,South Gippsland,0.961274,Good,Good,0
3988,20830,Baw Baw,0.1251582,Good,Good,0
3988,26170,South Gippsland,0.8748418,Good,Good,0
3990,20740,Bass Coast,1,Good,Good,0
3991,20740,Bass Coast,1,Good,Good,0
3992,20740,Bass Coast,1,Good,Good,0
3995,20740,Bass Coast,1,Good,Good,0
3996,26170,South Gippsland,0.0248622,Good,Good,0
3996,20740,Bass Coast,0.9751378,Good,Good,0
4000,31000,Brisbane,1,Good,Good,0
4005,31000,Brisbane,1,Good,Good,0
4006,31000,Brisbane,1,Good,Good,0
4007,,,0.0000006,Poor,Good,4
4007,31000,Brisbane,0.9999994,Good,Good,0
4008,31000,Brisbane,1,Good,Good,0
4009,31000,Brisbane,1,Good,Good,0
4010,31000,Brisbane,1,Good,Good,0
4011,31000,Brisbane,1,Good,Good,0
4012,31000,Brisbane,1,Good,Good,0
4013,31000,Brisbane,1,Good,Good,0
4014,31000,Brisbane,1,Good,Good,0
4017,31000,Brisbane,1,Good,Good,0
4018,31000,Brisbane,1,Good,Good,0
4019,35010,Moreton Bay,1,Good,Good,0
4020,35010,Moreton Bay,1,Good,Good,0
4021,35010,Moreton Bay,1,Good,Good,0
4022,35010,Moreton Bay,1,Good,Good,0
4025,31000,Brisbane,1,Good,Good,0
4030,31000,Brisbane,1,Good,Good,0
4031,31000,Brisbane,1,Good,Good,0
4032,31000,Brisbane,1,Good,Good,0
4034,31000,Brisbane,1,Good,Good,0
4035,31000,Brisbane,0.4026467,Good,Good,0
4035,35010,Moreton Bay,0.5973533,Good,Good,0
4036,31000,Brisbane,1,Good,Good,0
4037,35010,Moreton Bay,1,Good,Good,0
4051,31000,Brisbane,1,Good,Good,0
4053,35010,Moreton Bay,0.1396131,Good,Good,0
4053,31000,Brisbane,0.8603869,Good,Good,0
4054,31000,Brisbane,0.4968695,Good,Good,0
4054,35010,Moreton Bay,0.5031305,Good,Good,0
4055,35010,Moreton Bay,0.4782818,Good,Good,0
4055,31000,Brisbane,0.5217182,Good,Good,0
4059,31000,Brisbane,1,Good,Good,0
4060,31000,Brisbane,1,Good,Good,0
4061,31000,Brisbane,1,Good,Good,0
4064,31000,Brisbane,1,Good,Good,0
4065,31000,Brisbane,1,Good,Good,0
4066,31000,Brisbane,1,Good,Good,0
4067,31000,Brisbane,1,Good,Good,0
4068,31000,Brisbane,1,Good,Good,0
4069,31000,Brisbane,1,Good,Good,0
4070,31000,Brisbane,1,Good,Good,0
4073,31000,Brisbane,1,Good,Good,0
4074,31000,Brisbane,1,Good,Good,0
4075,31000,Brisbane,1,Good,Good,0
4076,31000,Brisbane,1,Good,Good,0
4077,31000,Brisbane,1,Good,Good,0
4078,34590,Logan,0.0000001,Good,Good,1
4078,33960,Ipswich,0.0000003,Good,Good,1
4078,31000,Brisbane,0.9999997,Good,Good,0
4101,31000,Brisbane,1,Good,Good,0
4102,31000,Brisbane,1,Good,Good,0
4103,31000,Brisbane,1,Good,Good,0
4104,31000,Brisbane,1,Good,Good,0
4105,31000,Brisbane,1,Good,Good,0
4106,31000,Brisbane,1,Good,Good,0
4107,31000,Brisbane,1,Good,Good,0
4108,31000,Brisbane,1,Good,Good,0
4109,31000,Brisbane,1,Good,Good,0
4110,31000,Brisbane,1,Good,Good,0
4111,31000,Brisbane,1,Good,Good,0
4112,31000,Brisbane,1,Good,Good,0
4113,31000,Brisbane,1,Good,Good,0
4114,34590,Logan,1,Good,Good,0
4115,31000,Brisbane,1,Good,Good,0
4116,31000,Brisbane,1,Good,Good,0
4117,31000,Brisbane,0.1127798,Good,Good,0
4117,34590,Logan,0.8872202,Good,Good,0
4118,34590,Logan,1,Good,Good,0
4119,34590,Logan,1,Good,Good,0
4120,31000,Brisbane,1,Good,Good,0
4121,31000,Brisbane,1,Good,Good,0
4122,31000,Brisbane,1,Good,Good,0
4123,31000,Brisbane,0.3336091,Good,Good,0
4123,34590,Logan,0.6663909,Good,Good,0
4124,33960,Ipswich,0.0000001,Good,Good,1
4124,31000,Brisbane,0.0000002,Good,Good,1
4124,34590,Logan,0.9999997,Good,Good,0
4125,34590,Logan,1,Good,Good,0
4127,31000,Brisbane,0.0001099,Good,Good,1
4127,34590,Logan,0.9998901,Good,Good,0
4128,34590,Logan,1,Good,Good,0
4129,34590,Logan,1,Good,Good,0
4130,36250,Redland,0.0000005,Good,Good,1
4130,34590,Logan,0.9999995,Good,Good,0
4131,34590,Logan,1,Good,Good,0
4132,34590,Logan,1,Good,Good,0
4133,34590,Logan,1,Good,Good,0
4151,31000,Brisbane,1,Good,Good,0
4152,31000,Brisbane,1,Good,Good,0
4153,31000,Brisbane,1,Good,Good,0
4154,31000,Brisbane,1,Good,Good,0
4155,31000,Brisbane,1,Good,Good,0
4156,31000,Brisbane,1,Good,Good,0
4157,36250,Redland,1,Good,Good,0
4158,36250,Redland,1,Good,Good,0
4159,36250,Redland,1,Good,Good,0
4160,36250,Redland,1,Good,Good,0
4161,36250,Redland,1,Good,Good,0
4163,36250,Redland,1,Good,Good,0
4164,36250,Redland,1,Good,Good,0
4165,36250,Redland,1,Good,Good,0
4169,31000,Brisbane,1,Good,Good,0
4170,31000,Brisbane,1,Good,Good,0
4171,31000,Brisbane,1,Good,Good,0
4172,31000,Brisbane,1,Good,Good,0
4173,31000,Brisbane,1,Good,Good,0
4174,31000,Brisbane,1,Good,Good,0
4178,36250,Redland,0.000004,Good,Good,1
4178,,,0.0022862,Poor,Good,4
4178,31000,Brisbane,0.9977098,Good,Good,0
4179,31000,Brisbane,1,Good,Good,0
4183,33430,Gold Coast,0.0000015,Good,Good,1
4183,36250,Redland,0.9999985,Good,Good,0
4184,36250,Redland,1,Good,Good,0
4205,34590,Logan,1,Good,Good,0
4207,33430,Gold Coast,0.0591268,Good,Good,0
4207,34590,Logan,0.9408732,Good,Good,0
4208,33430,Gold Coast,1,Good,Good,0
4209,33430,Gold Coast,1,Good,Good,0
4210,33430,Gold Coast,1,Good,Good,0
4211,36510,Scenic Rim,0.0136898,Acceptable,Good,0
4211,33430,Gold Coast,0.9863102,Good,Good,0
4212,33430,Gold Coast,1,Good,Good,0
4213,33430,Gold Coast,1,Good,Good,0
4214,33430,Gold Coast,1,Good,Good,0
4215,33430,Gold Coast,1,Good,Good,0
4216,33430,Gold Coast,1,Good,Good,0
4217,33430,Gold Coast,1,Good,Good,0
4218,33430,Gold Coast,1,Good,Good,0
4220,33430,Gold Coast,1,Good,Good,0
4221,33430,Gold Coast,1,Good,Good,0
4223,33430,Gold Coast,1,Good,Good,0
4224,33430,Gold Coast,1,Good,Good,0
4225,33430,Gold Coast,1,Good,Good,0
4226,33430,Gold Coast,1,Good,Good,0
4227,33430,Gold Coast,1,Good,Good,0
4228,33430,Gold Coast,1,Good,Good,0
4270,34590,Logan,0.3155515,Good,Good,0
4270,36510,Scenic Rim,0.6844485,Acceptable,Good,0
4272,36510,Scenic Rim,1,Acceptable,Good,0
4275,36510,Scenic Rim,1,Acceptable,Good,0
4280,34590,Logan,1,Good,Good,0
4285,34590,Logan,0.3765238,Good,Good,0
4285,36510,Scenic Rim,0.6234762,Acceptable,Good,0
4287,36510,Scenic Rim,1,Acceptable,Good,0
4300,33960,Ipswich,1,Good,Good,0
4301,33960,Ipswich,1,Good,Good,0
4303,33960,Ipswich,1,Good,Good,0
4304,33960,Ipswich,1,Good,Good,0
4305,36510,Scenic Rim,0.0020978,Acceptable,Good,1
4305,33960,Ipswich,0.9979022,Good,Good,0
4306,36510,Scenic Rim,0.0227458,Acceptable,Good,0
4306,36580,Somerset,0.1253163,Poor,Good,0
4306,31000,Brisbane,0.1388861,Good,Good,0
4306,33960,Ipswich,0.7130518,Good,Good,0
4307,33960,Ipswich,0.0578555,Good,Good,0
4307,36510,Scenic Rim,0.9421445,Acceptable,Good,0
4309,36510,Scenic Rim,1,Acceptable,Good,0
4310,36510,Scenic Rim,1,Acceptable,Good,0
4311,34580,Lockyer Valley,0.151904,Acceptable,Good,0
4311,36580,Somerset,0.848096,Poor,Good,0
4312,36580,Somerset,1,Poor,Good,0
4313,36580,Somerset,1,Poor,Good,0
4314,36910,Toowoomba,0.0728084,Good,Good,0
4314,36580,Somerset,0.2190505,Poor,Good,0
4314,36630,South Burnett,0.7081411,Good,Good,0
4340,36510,Scenic Rim,0.096121,Acceptable,Good,0
4340,33960,Ipswich,0.903879,Good,Good,0
4341,34580,Lockyer Valley,1,Acceptable,Good,0
4342,36580,Somerset,0.002235,Poor,Good,1
4342,34580,Lockyer Valley,0.997765,Acceptable,Good,0
4343,34580,Lockyer Valley,1,Acceptable,Good,0
4344,34580,Lockyer Valley,1,Acceptable,Good,0
4346,36580,Somerset,0.0821937,Poor,Good,0
4346,33960,Ipswich,0.9178063,Good,Good,0
4347,34580,Lockyer Valley,1,Acceptable,Good,0
4350,36910,Toowoomba,1,Good,Good,0
4352,33610,Goondiwindi,0.0021237,Good,Good,1
4352,36660,Southern Downs,0.0148293,Good,Good,0
4352,34580,Lockyer Valley,0.1495091,Acceptable,Good,0
4352,36910,Toowoomba,0.8335379,Good,Good,0
4353,36910,Toowoomba,1,Good,Good,0
4354,36910,Toowoomba,1,Good,Good,0
4355,36910,Toowoomba,1,Good,Good,0
4356,36910,Toowoomba,1,Good,Good,0
4357,33610,Goondiwindi,0.0059689,Good,Good,1
4357,36910,Toowoomba,0.9940311,Good,Good,0
4358,36910,Toowoomba,1,Good,Good,0
4359,34580,Lockyer Valley,0.008729,Acceptable,Good,1
4359,36910,Toowoomba,0.991271,Good,Good,0
4360,36910,Toowoomba,1,Good,Good,0
4361,36660,Southern Downs,0.042245,Good,Good,0
4361,36910,Toowoomba,0.957755,Good,Good,0
4362,36660,Southern Downs,1,Good,Good,0
4363,36910,Toowoomba,1,Good,Good,0
4364,36910,Toowoomba,1,Good,Good,0
4365,36910,Toowoomba,0.1935462,Good,Good,0
4365,36660,Southern Downs,0.8064538,Good,Good,0
4370,36660,Southern Downs,1,Good,Good,0
4371,36660,Southern Downs,1,Good,Good,0
4372,36660,Southern Downs,1,Good,Good,0
4373,36510,Scenic Rim,0.0000068,Acceptable,Good,1
4373,36660,Southern Downs,0.9999932,Good,Good,0
4374,36660,Southern Downs,1,Good,Good,0
4375,17400,Tenterfield,0.0905266,Acceptable,Good,0
4375,36660,Southern Downs,0.9094734,Good,Good,0
4376,36660,Southern Downs,1,Good,Good,0
4377,17400,Tenterfield,0.1424365,Acceptable,Good,0
4377,36660,Southern Downs,0.8575635,Good,Good,0
4378,36660,Southern Downs,1,Good,Good,0
4380,17400,Tenterfield,0.0148964,Acceptable,Good,0
4380,36660,Southern Downs,0.9851036,Good,Good,0
4381,36660,Southern Downs,1,Good,Good,0
4382,36660,Southern Downs,1,Good,Good,0
4383,17400,Tenterfield,0.2768879,Acceptable,Good,0
4383,36660,Southern Downs,0.7231121,Good,Good,0
4384,33610,Goondiwindi,1,Good,Good,0
4385,14220,Inverell,0.0557799,Good,Good,0
4385,33610,Goondiwindi,0.9442201,Good,Good,0
4387,33610,Goondiwindi,1,Good,Good,0
4388,33610,Goondiwindi,1,Good,Good,0
4390,33610,Goondiwindi,1,Good,Good,0
4400,36910,Toowoomba,1,Good,Good,0
4401,36910,Toowoomba,1,Good,Good,0
4402,36910,Toowoomba,1,Good,Good,0
4403,36910,Toowoomba,1,Good,Good,0
4404,37310,Western Downs,0.1885326,Good,Good,0
4404,36910,Toowoomba,0.8114674,Good,Good,0
4405,36630,South Burnett,0.0014692,Good,Good,1
4405,36910,Toowoomba,0.0043266,Good,Good,1
4405,37310,Western Downs,0.9942042,Good,Good,0
4406,33610,Goondiwindi,0.0093607,Good,Good,1
4406,37310,Western Downs,0.9906393,Good,Good,0
4407,36910,Toowoomba,1,Good,Good,0
4408,37310,Western Downs,1,Good,Good,0
4410,37310,Western Downs,1,Good,Good,0
4411,37310,Western Downs,1,Good,Good,0
4412,37310,Western Downs,1,Good,Good,0
4413,37310,Western Downs,1,Good,Good,0
4415,37310,Western Downs,1,Good,Good,0
4416,37310,Western Downs,1,Good,Good,0
4417,34860,Maranoa,1,Good,Good,0
4418,37310,Western Downs,1,Good,Good,0
4419,30370,Banana,0.0513358,Acceptable,Good,0
4419,37310,Western Downs,0.9486642,Good,Good,0
4420,37310,Western Downs,0.0243467,Good,Good,0
4420,30370,Banana,0.9756533,Acceptable,Good,0
4421,37310,Western Downs,1,Good,Good,0
4422,37310,Western Downs,1,Good,Good,0
4423,37310,Western Downs,0.463801,Good,Good,0
4423,34860,Maranoa,0.536199,Good,Good,0
4424,37310,Western Downs,1,Good,Good,0
4425,37310,Western Downs,1,Good,Good,0
4426,34860,Maranoa,1,Good,Good,0
4427,37310,Western Downs,0.0796511,Good,Good,0
4427,34860,Maranoa,0.9203489,Good,Good,0
4428,37310,Western Downs,0.0427862,Good,Good,0
4428,34860,Maranoa,0.9572138,Good,Good,0
4454,30370,Banana,0.0659309,Acceptable,Good,0
4454,32270,Central Highlands (Qld),0.1629608,Acceptable,Good,0
4454,34860,Maranoa,0.7711083,Good,Good,0
4455,34860,Maranoa,1,Good,Good,0
4461,34860,Maranoa,1,Good,Good,0
4462,34860,Maranoa,1,Good,Good,0
4465,34860,Maranoa,1,Good,Good,0
4467,35600,Murweh,0.000129,Good,Good,1
4467,34860,Maranoa,0.999871,Good,Good,0
4468,35600,Murweh,1,Good,Good,0
4470,35600,Murweh,1,Good,Good,0
4472,30760,Blackall Tambo,1,Good,Good,0
4474,36150,Quilpie,1,Good,Good,0
4477,32270,Central Highlands (Qld),0.0000047,Acceptable,Good,1
4477,34860,Maranoa,0.0263261,Good,Good,0
4477,35600,Murweh,0.9736693,Good,Good,0
4478,30760,Blackall Tambo,1,Good,Good,0
4479,35600,Murweh,1,Good,Good,0
4480,31750,Bulloo,0.0000001,Good,Good,1
4480,36150,Quilpie,0.9999999,Good,Good,0
4481,30450,Barcoo,1,Acceptable,Good,0
4482,32750,Diamantina,1,Poor,Good,0
4486,30300,Balonne,1,Good,Good,0
4487,34860,Maranoa,0.0151234,Good,Good,0
4487,30300,Balonne,0.9848766,Good,Good,0
4488,34860,Maranoa,0.2808406,Good,Good,0
4488,30300,Balonne,0.7191594,Good,Good,0
4489,35800,Paroo,1,Good,Good,0
4490,35800,Paroo,1,Good,Good,0
4491,35800,Paroo,1,Good,Good,0
4492,31750,Bulloo,1,Good,Good,0
4493,35800,Paroo,0.001657,Good,Good,1
4493,31750,Bulloo,0.998343,Good,Good,0
4494,33610,Goondiwindi,1,Good,Good,0
4496,33610,Goondiwindi,1,Good,Good,0
4497,33610,Goondiwindi,0.2595545,Good,Good,0
4497,30300,Balonne,0.7404455,Good,Good,0
4498,33610,Goondiwindi,1,Good,Good,0
4500,35010,Moreton Bay,1,Good,Good,0
4501,35010,Moreton Bay,1,Good,Good,0
4502,35010,Moreton Bay,1,Good,Good,0
4503,35010,Moreton Bay,1,Good,Good,0
4504,35010,Moreton Bay,1,Good,Good,0
4505,35010,Moreton Bay,1,Good,Good,0
4506,35010,Moreton Bay,1,Good,Good,0
4507,36720,Sunshine Coast,0.0000039,Good,Good,1
4507,35010,Moreton Bay,0.9999961,Good,Good,0
4508,35010,Moreton Bay,1,Good,Good,0
4509,35010,Moreton Bay,1,Good,Good,0
4510,35010,Moreton Bay,1,Good,Good,0
4511,35010,Moreton Bay,1,Good,Good,0
4512,35010,Moreton Bay,1,Good,Good,0
4514,36580,Somerset,0.0623711,Poor,Good,0
4514,35010,Moreton Bay,0.9376289,Good,Good,0
4515,36580,Somerset,1,Poor,Good,0
4516,35010,Moreton Bay,1,Good,Good,0
4517,36720,Sunshine Coast,1,Good,Good,0
4518,36720,Sunshine Coast,1,Good,Good,0
4519,36720,Sunshine Coast,1,Good,Good,0
4520,31000,Brisbane,0.0023901,Good,Good,1
4520,35010,Moreton Bay,0.9976099,Good,Good,0
4521,35010,Moreton Bay,1,Good,Good,0
4550,36720,Sunshine Coast,1,Good,Good,0
4551,36720,Sunshine Coast,1,Good,Good,0
4552,35010,Moreton Bay,0.0149522,Good,Good,0
4552,36720,Sunshine Coast,0.9850478,Good,Good,0
4553,36720,Sunshine Coast,1,Good,Good,0
4554,36720,Sunshine Coast,1,Good,Good,0
4555,36720,Sunshine Coast,1,Good,Good,0
4556,36720,Sunshine Coast,1,Good,Good,0
4557,36720,Sunshine Coast,1,Good,Good,0
4558,36720,Sunshine Coast,1,Good,Good,0
4559,36720,Sunshine Coast,1,Good,Good,0
4560,36720,Sunshine Coast,1,Good,Good,0
4561,36720,Sunshine Coast,1,Good,Good,0
4562,35740,Noosa,0.086219,Good,Good,0
4562,36720,Sunshine Coast,0.913781,Good,Good,0
4563,33620,Gympie,0.0507098,Good,Good,0
4563,35740,Noosa,0.9492902,Good,Good,0
4564,36720,Sunshine Coast,1,Good,Good,0
4565,35740,Noosa,1,Good,Good,0
4566,35740,Noosa,1,Good,Good,0
4567,35740,Noosa,1,Good,Good,0
4568,35740,Noosa,1,Good,Good,0
4569,35740,Noosa,1,Good,Good,0
4570,33220,Fraser Coast,0.0516594,Good,Good,0
4570,33620,Gympie,0.9483406,Good,Good,0
4571,35740,Noosa,1,Good,Good,0
4572,36720,Sunshine Coast,1,Good,Good,0
4573,35740,Noosa,0.130796,Good,Good,0
4573,36720,Sunshine Coast,0.869204,Good,Good,0
4574,33620,Gympie,0.0837222,Good,Good,0
4574,36720,Sunshine Coast,0.9162778,Good,Good,0
4575,36720,Sunshine Coast,1,Good,Good,0
4580,33220,Fraser Coast,0.0000032,Good,Good,1
4580,33620,Gympie,0.9999968,Good,Good,0
4581,33220,Fraser Coast,0.1116463,Good,Good,0
4581,33620,Gympie,0.8883537,Good,Good,0
4600,33620,Gympie,1,Good,Good,0
4601,33620,Gympie,1,Good,Good,0
4605,33620,Gympie,0.0116606,Good,Good,0
4605,32330,Cherbourg,0.2484007,Poor,Good,0
4605,36630,South Burnett,0.7399387,Good,Good,0
4606,36630,South Burnett,1,Good,Good,0
4608,36630,South Burnett,1,Good,Good,0
4610,36630,South Burnett,1,Good,Good,0
4611,36630,South Burnett,1,Good,Good,0
4612,36630,South Burnett,1,Good,Good,0
4613,36630,South Burnett,1,Good,Good,0
4614,36630,South Burnett,0.0147223,Good,Good,0
4614,36910,Toowoomba,0.9852777,Good,Good,0
4615,33620,Gympie,0.003569,Good,Good,1
4615,36630,South Burnett,0.996431,Good,Good,0
4620,33220,Fraser Coast,1,Good,Good,0
4621,33220,Fraser Coast,0.0489294,Good,Good,0
4621,35760,North Burnett,0.9510706,Good,Good,0
4625,35760,North Burnett,1,Good,Good,0
4626,35760,North Burnett,1,Good,Good,0
4627,35760,North Burnett,1,Good,Good,0
4630,31820,Bundaberg,0.0073116,Good,Good,1
4630,35760,North Burnett,0.9926884,Good,Good,0
4650,33620,Gympie,0.0000006,Good,Good,1
4650,33220,Fraser Coast,0.9999994,Good,Good,0
4655,,,0.0000001,Poor,Good,4
4655,33220,Fraser Coast,0.9999999,Good,Good,0
4659,33220,Fraser Coast,1,Good,Good,0
4660,33220,Fraser Coast,0.0012418,Good,Good,1
4660,31820,Bundaberg,0.9987582,Good,Good,0
4662,33220,Fraser Coast,1,Good,Good,0
4670,,,0.0000001,Poor,Good,4
4670,31820,Bundaberg,0.9999999,Good,Good,0
4671,35760,North Burnett,0.0799979,Good,Good,0
4671,31820,Bundaberg,0.9200021,Good,Good,0
4673,31820,Bundaberg,1,Good,Good,0
4674,31820,Bundaberg,0.0000125,Good,Good,1
4674,33360,Gladstone,0.9999875,Good,Good,0
4676,33360,Gladstone,1,Good,Good,0
4677,33360,Gladstone,1,Good,Good,0
4678,33360,Gladstone,1,Good,Good,0
4680,,,0.0000002,Poor,Good,4
4680,33360,Gladstone,0.9999998,Good,Good,0
4694,33360,Gladstone,1,Good,Good,0
4695,33360,Gladstone,1,Good,Good,0
4697,33360,Gladstone,1,Good,Good,0
4699,36370,Rockhampton,1,Acceptable,Good,0
4700,34530,Livingstone,0.0034172,Acceptable,Good,1
4700,36370,Rockhampton,0.9965828,Acceptable,Good,0
4701,34530,Livingstone,0.0550939,Acceptable,Good,0
4701,36370,Rockhampton,0.9449061,Acceptable,Good,0
4702,,,0.0000003,Poor,Good,4
4702,37550,Woorabinda,0.0001012,Good,Good,1
4702,30370,Banana,0.062113,Acceptable,Good,0
4702,32270,Central Highlands (Qld),0.1214102,Acceptable,Good,0
4702,34530,Livingstone,0.1515112,Acceptable,Good,0
4702,36370,Rockhampton,0.6648641,Acceptable,Good,0
4703,34530,Livingstone,1,Acceptable,Good,0
4704,34530,Livingstone,1,Acceptable,Good,0
4705,34530,Livingstone,0.4261806,Acceptable,Good,0
4705,33980,Isaac,0.5738194,Good,Good,0
4706,34530,Livingstone,1,Acceptable,Good,0
4707,33980,Isaac,1,Good,Good,0
4709,32270,Central Highlands (Qld),1,Acceptable,Good,0
4710,34530,Livingstone,1,Acceptable,Good,0
4711,34530,Livingstone,1,Acceptable,Good,0
4712,37550,Woorabinda,0.0000383,Good,Good,1
4712,32270,Central Highlands (Qld),0.9999617,Acceptable,Good,0
4713,37550,Woorabinda,1,Good,Good,0
4714,36370,Rockhampton,1,Acceptable,Good,0
4715,30370,Banana,1,Acceptable,Good,0
4716,30370,Banana,1,Acceptable,Good,0
4717,32270,Central Highlands (Qld),1,Acceptable,Good,0
4718,37550,Woorabinda,0.0000039,Good,Good,1
4718,32270,Central Highlands (Qld),0.0834682,Acceptable,Good,0
4718,30370,Banana,0.9165279,Acceptable,Good,0
4719,30370,Banana,1,Acceptable,Good,0
4720,32270,Central Highlands (Qld),1,Acceptable,Good,0
4721,32270,Central Highlands (Qld),0.0153982,Acceptable,Good,0
4721,33980,Isaac,0.9846018,Good,Good,0
4722,32270,Central Highlands (Qld),1,Acceptable,Good,0
4723,32270,Central Highlands (Qld),1,Acceptable,Good,0
4724,33980,Isaac,0.0244134,Good,Good,0
4724,30410,Barcaldine,0.9755866,Good,Good,0
4725,30410,Barcaldine,1,Good,Good,0
4726,30410,Barcaldine,1,Good,Good,0
4727,34710,Longreach,1,Good,Good,0
4728,30410,Barcaldine,1,Good,Good,0
4730,30450,Barcoo,0.0189147,Acceptable,Good,0
